osmid,highway,oneway,reversed,length,ref,bridge,geometry,name
149045350,residential,False,True,147.213,,,"LINESTRING (26.1435811 50.3947696, 26.1455452 50.3943395)",
"[286883152, 286883153, 372515175]",tertiary,False,False,368.219,О-180401,yes,"LINESTRING (26.1435811 50.3947696, 26.1440193 50.3954521, 26.1442707 50.395851, 26.1442705 50.3959691, 26.144161 50.3960748, 26.1439335 50.3961999, 26.1437151 50.3963727, 26.1436259 50.3965284, 26.1436183 50.3966573, 26.1436186 50.3967264, 26.1436371 50.3968392, 26.143726 50.397134, 26.1438208 50.3974358, 26.1438882 50.3977416, 26.1438248 50.3978241)",
148884732,residential,False,False,23.268,,,"LINESTRING (26.1438248 50.3978241, 26.1441424 50.3977712)",Дерманська вулиця
286883152,tertiary,False,False,115.612,О-180401,,"LINESTRING (26.1438248 50.3978241, 26.1437543 50.3978437, 26.1433294 50.3979166, 26.1430673 50.3979616, 26.1422476 50.3980862)",
"[286883152, 286883153, 372515175]",tertiary,False,True,368.21900000000005,О-180401,yes,"LINESTRING (26.1438248 50.3978241, 26.1438882 50.3977416, 26.1438208 50.3974358, 26.143726 50.397134, 26.1436371 50.3968392, 26.1436186 50.3967264, 26.1436183 50.3966573, 26.1436259 50.3965284, 26.1437151 50.3963727, 26.1439335 50.3961999, 26.144161 50.3960748, 26.1442705 50.3959691, 26.1442707 50.395851, 26.1440193 50.3954521, 26.1435811 50.3947696)",
286883152,tertiary,False,True,62.416,О-180401,,"LINESTRING (26.1413858 50.3982015, 26.1422476 50.3980862)",
149045332,residential,False,False,483.057,,,"LINESTRING (26.1413858 50.3982015, 26.1410392 50.3982485, 26.1404771 50.3983249, 26.1403076 50.3983371, 26.139054 50.3984327, 26.1379484 50.3985697, 26.1372555 50.3986944, 26.1367856 50.3988964, 26.1361265 50.3992624, 26.135282 50.3997746)",
286883152,tertiary,False,False,88.669,О-180401,,"LINESTRING (26.1413858 50.3982015, 26.1414241 50.398356, 26.1414933 50.3986355, 26.1415742 50.3989898)",
148884744,tertiary,False,True,96.296,О-180808,,"LINESTRING (26.1416904 50.3994716, 26.1417576 50.3996558, 26.1419237 50.4001111, 26.1419695 50.4003185)",
286883152,tertiary,False,False,340.04999999999995,О-180401,,"LINESTRING (26.1416904 50.3994716, 26.1416702 50.3995224, 26.1416059 50.3995825, 26.1414625 50.3996471, 26.1408415 50.3998432, 26.1398342 50.4000568, 26.1395951 50.4001304, 26.1392811 50.400227, 26.1374653 50.400843)",
286883152,tertiary,False,True,54.461,О-180401,,"LINESTRING (26.1416904 50.3994716, 26.1417013 50.3994383, 26.1415742 50.3989898)",
286883152,tertiary,False,False,30.492,О-180401,,"LINESTRING (26.1367316 50.4010953, 26.1363592 50.4012326)",
148884736,residential,False,True,196.49,,,"LINESTRING (26.1367316 50.4010953, 26.1374119 50.4016148, 26.1375106 50.4016902, 26.1379175 50.4020009, 26.1381082 50.402155, 26.1384874 50.4024626)",
286883152,tertiary,False,True,59.087,О-180401,,"LINESTRING (26.1367316 50.4010953, 26.1369415 50.4010231, 26.1372673 50.4009111, 26.1374653 50.400843)",
148884736,residential,False,False,196.49,,,"LINESTRING (26.1384874 50.4024626, 26.1381082 50.402155, 26.1379175 50.4020009, 26.1375106 50.4016902, 26.1374119 50.4016148, 26.1367316 50.4010953)",
148884737,residential,False,True,160.025,,,"LINESTRING (26.1384874 50.4024626, 26.139038 50.402316, 26.1392329 50.4022641, 26.1394674 50.4022017, 26.1395392 50.4021865, 26.1400586 50.4020768, 26.1404607 50.4019918, 26.1406089 50.4019801)",
148884727,residential,False,False,67.569,,,"LINESTRING (26.1415742 50.3989898, 26.1425105 50.3988756)",
286883152,tertiary,False,False,54.461,О-180401,,"LINESTRING (26.1415742 50.3989898, 26.1417013 50.3994383, 26.1416904 50.3994716)",
286883152,tertiary,False,True,88.669,О-180401,,"LINESTRING (26.1415742 50.3989898, 26.1414933 50.3986355, 26.1414241 50.398356, 26.1413858 50.3982015)",
148884737,residential,False,False,107.43,,,"LINESTRING (26.142055 50.4016907, 26.1414244 50.4018211, 26.1406089 50.4019801)",
148884744,tertiary,False,False,152.728,О-180808,,"LINESTRING (26.142055 50.4016907, 26.1420021 50.4005888, 26.1419695 50.4003185)",
148884732,residential,False,True,221.058,,,"LINESTRING (26.147113 50.3971756, 26.1461457 50.3974205, 26.1455677 50.3975341, 26.1441424 50.3977712)",Дерманська вулиця
148884737,residential,False,False,160.02499999999998,,,"LINESTRING (26.1406089 50.4019801, 26.1404607 50.4019918, 26.1400586 50.4020768, 26.1395392 50.4021865, 26.1394674 50.4022017, 26.1392329 50.4022641, 26.139038 50.402316, 26.1384874 50.4024626)",
148884737,residential,False,True,107.43,,,"LINESTRING (26.1406089 50.4019801, 26.1414244 50.4018211, 26.142055 50.4016907)",
148884732,residential,False,True,23.268,,,"LINESTRING (26.1441424 50.3977712, 26.1438248 50.3978241)",Дерманська вулиця
148884739,residential,False,True,105.861,,,"LINESTRING (26.1441424 50.3977712, 26.144422 50.3987064)",
148884732,residential,False,False,221.058,,,"LINESTRING (26.1441424 50.3977712, 26.1455677 50.3975341, 26.1461457 50.3974205, 26.147113 50.3971756)",Дерманська вулиця
148884739,residential,False,False,105.861,,,"LINESTRING (26.144422 50.3987064, 26.1441424 50.3977712)",
148884727,residential,False,True,136.812,,,"LINESTRING (26.144422 50.3987064, 26.1431599 50.3988292, 26.1425105 50.3988756)",
148884744,tertiary,False,False,96.29599999999999,О-180808,,"LINESTRING (26.1419695 50.4003185, 26.1419237 50.4001111, 26.1417576 50.3996558, 26.1416904 50.3994716)",
148884744,tertiary,False,True,152.728,О-180808,,"LINESTRING (26.1419695 50.4003185, 26.1420021 50.4005888, 26.142055 50.4016907)",
149045328,residential,False,False,86.984,,,"LINESTRING (26.1374653 50.400843, 26.1364982 50.4006037, 26.1363218 50.400559)",
286883152,tertiary,False,False,59.087,О-180401,,"LINESTRING (26.1374653 50.400843, 26.1372673 50.4009111, 26.1369415 50.4010231, 26.1367316 50.4010953)",
286883152,tertiary,False,True,340.05,О-180401,,"LINESTRING (26.1374653 50.400843, 26.1392811 50.400227, 26.1395951 50.4001304, 26.1398342 50.4000568, 26.1408415 50.3998432, 26.1414625 50.3996471, 26.1416059 50.3995825, 26.1416702 50.3995224, 26.1416904 50.3994716)",
149045353,residential,False,False,114.189,,,"LINESTRING (26.1363218 50.400559, 26.135282 50.3997746)",
149045353,residential,False,True,77.054,,,"LINESTRING (26.1363218 50.400559, 26.1363069 50.4012519)",
149045328,residential,False,True,86.984,,,"LINESTRING (26.1363218 50.400559, 26.1364982 50.4006037, 26.1374653 50.400843)",
149045353,residential,False,False,77.054,,,"LINESTRING (26.1363069 50.4012519, 26.1363218 50.400559)",
286883152,tertiary,False,True,4.283,О-180401,,"LINESTRING (26.1363069 50.4012519, 26.1363592 50.4012326)",
149045353,residential,False,True,114.189,,,"LINESTRING (26.135282 50.3997746, 26.1363218 50.400559)",
149045332,residential,False,True,483.057,,,"LINESTRING (26.135282 50.3997746, 26.1361265 50.3992624, 26.1367856 50.3988964, 26.1372555 50.3986944, 26.1379484 50.3985697, 26.139054 50.3984327, 26.1403076 50.3983371, 26.1404771 50.3983249, 26.1410392 50.3982485, 26.1413858 50.3982015)",
149045350,residential,False,False,147.213,,,"LINESTRING (26.1455452 50.3943395, 26.1435811 50.3947696)",
148884727,residential,False,True,67.569,,,"LINESTRING (26.1425105 50.3988756, 26.1415742 50.3989898)",
148884727,residential,False,False,136.812,,,"LINESTRING (26.1425105 50.3988756, 26.1431599 50.3988292, 26.144422 50.3987064)",
149135364,residential,False,False,89.733,,,"LINESTRING (26.1425105 50.3988756, 26.1422952 50.3982289, 26.1422476 50.3980862)",
286883152,tertiary,False,False,62.416,О-180401,,"LINESTRING (26.1422476 50.3980862, 26.1413858 50.3982015)",
149135364,residential,False,True,89.733,,,"LINESTRING (26.1422476 50.3980862, 26.1422952 50.3982289, 26.1425105 50.3988756)",
286883152,tertiary,False,True,115.612,О-180401,,"LINESTRING (26.1422476 50.3980862, 26.1430673 50.3979616, 26.1433294 50.3979166, 26.1437543 50.3978437, 26.1438248 50.3978241)",
286883152,tertiary,False,False,4.283,О-180401,,"LINESTRING (26.1363592 50.4012326, 26.1363069 50.4012519)",
286883152,tertiary,False,True,30.492,О-180401,,"LINESTRING (26.1363592 50.4012326, 26.1367316 50.4010953)",
570518923,residential,False,False,59.818,,,"LINESTRING (26.1363592 50.4012326, 26.1365403 50.4014237, 26.1366774 50.401549, 26.1368328 50.4016771)",
570518923,residential,False,True,59.818,,,"LINESTRING (26.1368328 50.4016771, 26.1366774 50.401549, 26.1365403 50.4014237, 26.1363592 50.4012326)",
