osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,bridge
293858242,4,Галицька вулиця,secondary,False,False,38.483,,"LINESTRING (24.847112 48.9032613, 24.8475557 48.903075)",
28729122,,вулиця Костя Левицького,tertiary,False,False,110.91700000000002,50,"LINESTRING (24.847112 48.9032613, 24.8467261 48.9027784, 24.846694 48.902731, 24.8465692 48.9025466, 24.8465228 48.9024464, 24.8464916 48.9023551)",
293810633,2,вулиця Тараса Шевченка,secondary,False,True,36.785000000000004,,"LINESTRING (24.8538409 48.9008588, 24.8537546 48.9008801, 24.8533752 48.9009841)",
293928571,,,residential,False,True,136.567,,"LINESTRING (24.8538409 48.9008588, 24.8537386 48.9005582, 24.8541637 48.9004102, 24.8542184 48.900372, 24.8542385 48.900342, 24.8542385 48.9000193, 24.8542224 48.8998236)",
28729122,,вулиця Костя Левицького,tertiary,False,True,145.551,50,"LINESTRING (24.8460682 48.901084, 24.8462438 48.9013568, 24.8463338 48.9015888, 24.8464794 48.902279, 24.8464916 48.9023551)",
293814547,,,residential,False,True,64.74300000000001,,"LINESTRING (24.8460682 48.901084, 24.8458725 48.9009438, 24.8456346 48.900876, 24.8453277 48.9007845)",
293858258,,вулиця Костя Левицького,tertiary,False,False,54.059,50,"LINESTRING (24.8460682 48.901084, 24.8459634 48.9008485, 24.84586 48.9006175)",
457779802,,вулиця Костя Левицького,tertiary,False,False,56.678,50,"LINESTRING (24.8466723 48.8983008, 24.8466668 48.8977911)",
293822850,,,residential,False,False,133.106,,"LINESTRING (24.8466723 48.8983008, 24.8474935 48.8981391, 24.84803 48.8980534, 24.8484412 48.8980426)",
457779802,,вулиця Костя Левицького,tertiary,False,True,64.13399999999999,50,"LINESTRING (24.8466723 48.8983008, 24.8466365 48.8984306, 24.8465641 48.8986198, 24.846447 48.8988574)",
293858242,4,Галицька вулиця,secondary,False,True,38.483,,"LINESTRING (24.8475557 48.903075, 24.847112 48.9032613)",
35880310,,Монастирська вулиця,residential,False,False,102.221,,"LINESTRING (24.8475557 48.903075, 24.8476328 48.9031461, 24.8479822 48.9034686, 24.848367 48.9038238)",
293858239,4,Галицька вулиця,secondary,False,False,109.066,,"LINESTRING (24.8475557 48.903075, 24.8476726 48.9030211, 24.8487539 48.9024905)",
35880310,,Монастирська вулиця,residential,False,True,31.292,,"LINESTRING (24.8491571 48.9046587, 24.8489368 48.9044174)",
35880310,,Монастирська вулиця,residential,False,False,198.741,,"LINESTRING (24.8491571 48.9046587, 24.8495778 48.9051792, 24.8499382 48.9057389, 24.8502162 48.9059761, 24.8504132 48.9062364)",
293858287,,Кокорна вулиця,residential,False,True,449.87000000000006,,"LINESTRING (24.8491571 48.9046587, 24.8488361 48.9047342, 24.848298 48.9047633, 24.8470968 48.9049994, 24.8467991 48.905078, 24.8453192 48.9056486, 24.8442453 48.9059817, 24.8437383 48.9061253, 24.8435014 48.9061648)",
293814546,,,residential,False,False,43.361999999999995,,"LINESTRING (24.84586 48.9006175, 24.8458069 48.9006441, 24.8455936 48.9007223, 24.8453277 48.9007845)",
293858258,,вулиця Костя Левицького,tertiary,False,True,54.059,50,"LINESTRING (24.84586 48.9006175, 24.8459634 48.9008485, 24.8460682 48.901084)",
293858265,,вулиця Костя Левицького,tertiary,False,False,154.312,50,"LINESTRING (24.84586 48.9006175, 24.8458151 48.9003683, 24.8458243 48.9001669, 24.8459181 48.8999339, 24.8462492 48.8992746)",
293858314,,Вірменська вулиця,residential,False,True,103.669,,"LINESTRING (24.84586 48.9006175, 24.8461113 48.9005368, 24.8465465 48.9004682, 24.8468424 48.9004529, 24.847236 48.9004675)",
293814546,,,residential,False,True,43.362,,"LINESTRING (24.8453277 48.9007845, 24.8455936 48.9007223, 24.8458069 48.9006441, 24.84586 48.9006175)",
293814547,,,residential,False,False,64.743,,"LINESTRING (24.8453277 48.9007845, 24.8456346 48.900876, 24.8458725 48.9009438, 24.8460682 48.901084)",
293858308,,Липова вулиця,residential,False,False,225.688,,"LINESTRING (24.8453277 48.9007845, 24.8446875 48.9006406, 24.8435007 48.9002231, 24.8433289 48.900165, 24.8429115 48.900024, 24.8425377 48.899926)",
"[293833049, 293858322]",,вулиця Северина Наливайка,residential,False,True,386.242,,"LINESTRING (24.8453277 48.9007845, 24.8448967 48.9009938, 24.8446317 48.9011225, 24.844202 48.9015013, 24.8441491 48.9015664, 24.8443396 48.9017531, 24.8443673 48.9018376, 24.8443835 48.9020386, 24.8452762 48.9027735, 24.8462489 48.9024036, 24.8464916 48.9023551)",
293822828,,,residential,False,True,121.012,,"LINESTRING (24.8482793 48.8975449, 24.8466668 48.8977911)",
457779734,,,residential,False,False,18.845,,"LINESTRING (24.8482793 48.8975449, 24.8485305 48.8975068)",
745702149,,Вербова вулиця,residential,False,True,56.593,,"LINESTRING (24.8482793 48.8975449, 24.8484412 48.8980426)",
293822828,,,residential,False,False,121.012,,"LINESTRING (24.8466668 48.8977911, 24.8482793 48.8975449)",
457779802,,вулиця Костя Левицького,tertiary,False,True,56.678,50,"LINESTRING (24.8466668 48.8977911, 24.8466723 48.8983008)",
745702149,,Вербова вулиця,residential,False,False,56.593,,"LINESTRING (24.8484412 48.8980426, 24.8482793 48.8975449)",
293822850,,,residential,False,True,133.106,,"LINESTRING (24.8484412 48.8980426, 24.84803 48.8980534, 24.8474935 48.8981391, 24.8466723 48.8983008)",
"[745702148, 745702149, 293822871]",,Вербова вулиця,residential,False,True,222.524,,"LINESTRING (24.8484412 48.8980426, 24.8487554 48.8980767, 24.8489914 48.8980629, 24.8490936 48.8981529, 24.8491922 48.8982521, 24.8500017 48.8989888, 24.8500359 48.8990214, 24.8502686 48.8994519)",yes
"[814535664, 293822819, 814535663]",,Вірменська вулиця,residential,False,True,280.393,,"LINESTRING (24.846447 48.8988574, 24.8466839 48.8988811, 24.8472119 48.8989727, 24.8476024 48.8991241, 24.8476854 48.8991969, 24.8479528 48.8993787, 24.8482562 48.8995847, 24.8481968 48.8996844, 24.8481098 48.8998333, 24.8476576 48.9001771, 24.8474858 48.9003421, 24.8474219 48.9004918)",yes
457779802,,вулиця Костя Левицького,tertiary,False,False,64.13399999999999,50,"LINESTRING (24.846447 48.8988574, 24.8465641 48.8986198, 24.8466365 48.8984306, 24.8466723 48.8983008)",
"[293858265, 457779802, 457779805]",,вулиця Костя Левицького,tertiary,False,True,48.619,50,"LINESTRING (24.846447 48.8988574, 24.8463691 48.8990328, 24.8462863 48.8991841, 24.8462492 48.8992746)",yes
293822864,,Вірменська вулиця,residential,False,True,172.65200000000002,,"LINESTRING (24.8462492 48.8992746, 24.8467964 48.8994322, 24.8469976 48.8995213, 24.8471105 48.8996184, 24.8472203 48.8997716, 24.8473096 48.8999396, 24.8473011 48.9001627, 24.847236 48.9004675)",
"[293858265, 457779802, 457779805]",,вулиця Костя Левицького,tertiary,False,False,48.619,50,"LINESTRING (24.8462492 48.8992746, 24.8462863 48.8991841, 24.8463691 48.8990328, 24.846447 48.8988574)",yes
293858265,,вулиця Костя Левицького,tertiary,False,True,154.312,50,"LINESTRING (24.8462492 48.8992746, 24.8459181 48.8999339, 24.8458243 48.9001669, 24.8458151 48.9003683, 24.84586 48.9006175)",
293822854,,Вербова вулиця,residential,False,False,144.068,,"LINESTRING (24.8502686 48.8994519, 24.8502017 48.8996165, 24.8501987 48.8997727, 24.850227 48.9001358, 24.8502217 48.9006153, 24.8501864 48.9007391)",
"[745702148, 745702149, 293822871]",,Вербова вулиця,residential,False,False,222.524,,"LINESTRING (24.8502686 48.8994519, 24.8500359 48.8990214, 24.8500017 48.8989888, 24.8491922 48.8982521, 24.8490936 48.8981529, 24.8489914 48.8980629, 24.8487554 48.8980767, 24.8484412 48.8980426)",yes
293822844,,,residential,False,True,90.00399999999999,,"LINESTRING (24.8527476 48.9002862, 24.8530436 48.9007978, 24.8531798 48.9010441)",
293858314,,Вірменська вулиця,residential,False,True,13.855,,"LINESTRING (24.847236 48.9004675, 24.8474219 48.9004918)",
293822864,,Вірменська вулиця,residential,False,False,172.652,,"LINESTRING (24.847236 48.9004675, 24.8473011 48.9001627, 24.8473096 48.8999396, 24.8472203 48.8997716, 24.8471105 48.8996184, 24.8469976 48.8995213, 24.8467964 48.8994322, 24.8462492 48.8992746)",
293858314,,Вірменська вулиця,residential,False,False,103.669,,"LINESTRING (24.847236 48.9004675, 24.8468424 48.9004529, 24.8465465 48.9004682, 24.8461113 48.9005368, 24.84586 48.9006175)",
293858314,,Вірменська вулиця,residential,False,False,13.855,,"LINESTRING (24.8474219 48.9004918, 24.847236 48.9004675)",
293858284,,Вірменська вулиця,residential,False,True,219.726,,"LINESTRING (24.8474219 48.9004918, 24.8476886 48.90057, 24.8482178 48.9005053, 24.8490466 48.9004163, 24.8492681 48.9004621, 24.8497481 48.9005511, 24.8498352 48.9006362, 24.8499637 48.9007514, 24.8500928 48.9007642, 24.8501864 48.9007391)",
"[814535664, 293822819, 814535663]",,Вірменська вулиця,residential,False,False,280.3930000000001,,"LINESTRING (24.8474219 48.9004918, 24.8474858 48.9003421, 24.8476576 48.9001771, 24.8481098 48.8998333, 24.8481968 48.8996844, 24.8482562 48.8995847, 24.8479528 48.8993787, 24.8476854 48.8991969, 24.8476024 48.8991241, 24.8472119 48.8989727, 24.8466839 48.8988811, 24.846447 48.8988574)",yes
293822823,,Вербова вулиця,residential,False,True,119.528,,"LINESTRING (24.8501864 48.9007391, 24.8511268 48.9016185)",
293822854,,Вербова вулиця,residential,False,True,144.068,,"LINESTRING (24.8501864 48.9007391, 24.8502217 48.9006153, 24.850227 48.9001358, 24.8501987 48.8997727, 24.8502017 48.8996165, 24.8502686 48.8994519)",
293858284,,Вірменська вулиця,residential,False,False,219.726,,"LINESTRING (24.8501864 48.9007391, 24.8500928 48.9007642, 24.8499637 48.9007514, 24.8498352 48.9006362, 24.8497481 48.9005511, 24.8492681 48.9004621, 24.8490466 48.9004163, 24.8482178 48.9005053, 24.8476886 48.90057, 24.8474219 48.9004918)",
"[293822851, 293822831]",,площа Ринок,residential,False,"[False, True]",297.12600000000003,,"LINESTRING (24.8486692 48.9007663, 24.848237 48.9008536, 24.8478755 48.9009146, 24.847402 48.9011517, 24.8472925 48.9012139, 24.8472687 48.9012796, 24.8477968 48.9017693, 24.8478692 48.9017958, 24.848009 48.9018461, 24.8481039 48.9018802, 24.8486968 48.9024369, 24.8487539 48.9024905)",
293822857,,площа Ринок,residential,False,False,34.664,,"LINESTRING (24.8486692 48.9007663, 24.8486669 48.9007134, 24.8490548 48.9006691)",
293822857,,площа Ринок,residential,False,True,164.789,,"LINESTRING (24.8486692 48.9007663, 24.8489065 48.9010842, 24.8489391 48.9012356, 24.849704 48.9020709)",
293810633,2,вулиця Тараса Шевченка,secondary,False,True,15.764,,"LINESTRING (24.8533752 48.9009841, 24.8531798 48.9010441)",
293810633,2,вулиця Тараса Шевченка,secondary,False,False,36.785000000000004,,"LINESTRING (24.8533752 48.9009841, 24.8537546 48.9008801, 24.8538409 48.9008588)",
293822821,,Кушнірська вулиця,residential,False,False,221.714,,"LINESTRING (24.8533752 48.9009841, 24.8534315 48.9011562, 24.8533863 48.9013313, 24.8533996 48.9014918, 24.853478 48.9016215, 24.8541919 48.9024758, 24.8542999 48.9025901, 24.8544908 48.9027837)",
293810633,2,вулиця Тараса Шевченка,secondary,False,False,15.764,,"LINESTRING (24.8531798 48.9010441, 24.8533752 48.9009841)",
"[293810633, 825069210, 293810636]",2,"['Галицька вулиця', 'вулиця Тараса Шевченка']",secondary,False,True,163.105,,"LINESTRING (24.8531798 48.9010441, 24.8527135 48.9011829, 24.8517509 48.9014504, 24.8511268 48.9016185)",yes
293822844,,,residential,False,False,90.00399999999999,,"LINESTRING (24.8531798 48.9010441, 24.8530436 48.9007978, 24.8527476 48.9002862)",
293822823,,Вербова вулиця,residential,False,False,119.528,,"LINESTRING (24.8511268 48.9016185, 24.8501864 48.9007391)",
825069210,2,Галицька вулиця,secondary,False,True,3.584,,"LINESTRING (24.8511268 48.9016185, 24.851082 48.9016316)",
