osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,tunnel,width
210833685,living_street,False,False,22.553,"LINESTRING (23.0298539 46.8623817, 23.0300073 46.8622081)",,,,,,,
210833685,living_street,False,True,43.032,"LINESTRING (23.0298539 46.8623817, 23.0296726 46.8627483)",,,,,,,
210833712,living_street,False,True,38.727,"LINESTRING (23.0298539 46.8623817, 23.030347 46.862469)",,,,,,,
210833700,residential,False,False,39.931,"LINESTRING (23.0222466 46.8620332, 23.0219881 46.8623458)",,,Strada Trandafirilor,RO:urban,,,
210833692,residential,False,False,166.081,"LINESTRING (23.0222466 46.8620332, 23.021156 46.8616836, 23.0203527 46.8612999)",,,Strada Budai Nagy Antal,RO:urban,,,
210833692,residential,False,True,159.18800000000002,"LINESTRING (23.0222466 46.8620332, 23.0228914 46.862342, 23.0233474 46.8626464, 23.0236612 46.8628298, 23.0237925 46.8629804)",,,Strada Budai Nagy Antal,RO:urban,,,
421959667,unclassified,False,False,35.253,"LINESTRING (23.0304121 46.8621551, 23.030347 46.862469)",,,,50,,,
210833712,living_street,False,False,38.727,"LINESTRING (23.030347 46.862469, 23.0298539 46.8623817)",,,,,,,
421959667,unclassified,False,True,35.253,"LINESTRING (23.030347 46.862469, 23.0304121 46.8621551)",,,,50,,,
210833712,living_street,False,True,52.548,"LINESTRING (23.030347 46.862469, 23.0303889 46.8624757, 23.0310361 46.8624521)",,,,,,,
421959667,unclassified,False,False,63.656000000000006,"LINESTRING (23.030347 46.862469, 23.0301338 46.8627563, 23.0299791 46.8628016, 23.0298067 46.8628679)",,,,50,,,
421959667,unclassified,False,True,89.94300000000001,"LINESTRING (23.0301206 46.8636143, 23.0298157 46.8630885, 23.0298201 46.8629768, 23.0297671 46.8628831, 23.0298067 46.8628679)",,,,50,,,
"[1090697130, 1090697131, 1090697132, 32467063]",trunk,False,True,97.901,"LINESTRING (23.0301206 46.8636143, 23.0302201 46.8635795, 23.0304499 46.8635029, 23.0306474 46.8634371, 23.0307356 46.8633977, 23.0308045 46.8633666, 23.0308774 46.8633274, 23.0309567 46.8632685, 23.0310076 46.8632189, 23.0310519 46.8631566, 23.0310747 46.863081)",2,DN1,Piața Victoriei,50,,,
"[1090697133, 1090697135]",trunk,False,False,63.762,"LINESTRING (23.0301206 46.8636143, 23.0300134 46.8636483, 23.029792 46.8637108, 23.0295327 46.863784, 23.0293441 46.8638304)",2,DN1,Piața Victoriei,50,,,
210833685,living_street,False,False,43.032,"LINESTRING (23.0296726 46.8627483, 23.0298539 46.8623817)",,,,,,,
210833685,living_street,False,True,37.15,"LINESTRING (23.0296726 46.8627483, 23.0293234 46.862982)",,,,,,,
421959668,unclassified,False,False,16.757,"LINESTRING (23.0296726 46.8627483, 23.0298067 46.8628679)",,,,,,,
421959668,unclassified,False,True,16.757,"LINESTRING (23.0298067 46.8628679, 23.0296726 46.8627483)",,,,,,,
421959667,unclassified,False,False,89.943,"LINESTRING (23.0298067 46.8628679, 23.0297671 46.8628831, 23.0298201 46.8629768, 23.0298157 46.8630885, 23.0301206 46.8636143)",,,,50,,,
421959667,unclassified,False,True,63.656,"LINESTRING (23.0298067 46.8628679, 23.0299791 46.8628016, 23.0301338 46.8627563, 23.030347 46.862469)",,,,50,,,
210646760,living_street,False,True,26.88,"LINESTRING (23.0281119 46.8644903, 23.0284557 46.8644339)",,,,,,,
210646760,living_street,False,False,105.118,"LINESTRING (23.0281119 46.8644903, 23.0270674 46.8647714, 23.0269828 46.8649396)",,,,,,,
"[692282226, 692282227, 422071326]",residential,False,False,38.216,"LINESTRING (23.0281119 46.8644903, 23.0280775 46.8644035, 23.0280461 46.8643243, 23.0280242 46.8642688, 23.0279782 46.864159)",,,Piața Republicii,50,,building_passage,
422071535,residential,False,True,126.562,"LINESTRING (23.0221455 46.8661534, 23.0221073 46.8672913)",,,,50,,,
422071598,residential,False,False,17.101,"LINESTRING (23.0195358 46.8657028, 23.0193156 46.8656714)",,,,,,,
210641853,residential,False,False,30.387,"LINESTRING (23.0195358 46.8657028, 23.0195011 46.8657201, 23.0193938 46.8658008, 23.0193187 46.8659255)",,,Strada Florilor,RO:urban,,,
210641853,residential,False,True,112.65899999999999,"LINESTRING (23.0195358 46.8657028, 23.0196406 46.8656504, 23.019721 46.8655954, 23.0199034 46.865258, 23.0200574 46.8647826)",,,Strada Florilor,RO:urban,,,
422071598,residential,False,False,27.62,"LINESTRING (23.0193156 46.8656714, 23.0192141 46.8659099)",,,,,,,
422071598,residential,False,True,17.101,"LINESTRING (23.0193156 46.8656714, 23.0195358 46.8657028)",,,,,,,
706485576,residential,False,False,42.56,"LINESTRING (23.0193156 46.8656714, 23.0187636 46.8656077)",,,,,,,
422071598,residential,False,True,27.62,"LINESTRING (23.0192141 46.8659099, 23.0193156 46.8656714)",,,,,,,
706485577,residential,False,False,8.139,"LINESTRING (23.0192141 46.8659099, 23.0193187 46.8659255)",,,,,,,
"[1090689040, 422071460]",living_street,False,True,63.106,"LINESTRING (23.0279027 46.8635944, 23.0279192 46.863738, 23.0279471 46.8640383, 23.0279534 46.8640654, 23.0279622 46.8641032, 23.0279782 46.864159)",,,Piața Republicii,,,,4.1
706485576,residential,False,True,42.56,"LINESTRING (23.0187636 46.8656077, 23.0193156 46.8656714)",,,,,,,
210646731,primary,False,False,22.103,"LINESTRING (23.0258417 46.8663908, 23.0257777 46.8661969)",2,DN1G,Strada Vlădeasa,RO:urban,,,
"[210646721, 210646731]",primary,False,True,32.208,"LINESTRING (23.0258417 46.8663908, 23.0258741 46.8664889, 23.0259645 46.8666676)",2,DN1G,Strada Vlădeasa,RO:urban,yes,,
706495294,living_street,False,False,81.324,"LINESTRING (23.0258417 46.8663908, 23.0262466 46.8662853, 23.026352 46.8662314, 23.0263626 46.8661892, 23.0263041 46.866, 23.0262067 46.8659138)",,,,RO:urban,,,
210642971,living_street,False,False,62.925,"LINESTRING (23.0263301 46.8631605, 23.026035 46.8626318)",,,,,,,
1090689183,living_street,False,True,44.244,"LINESTRING (23.0263301 46.8631605, 23.0257789 46.8632881)",,,,,,,
210642971,living_street,False,True,89.549,"LINESTRING (23.0263301 46.8631605, 23.0263668 46.8632262, 23.0266492 46.8637322, 23.0269308 46.8637138)",,,,,,,
1090689183,living_street,False,False,44.244,"LINESTRING (23.0257789 46.8632881, 23.0263301 46.8631605)",,,,,,,
210642967,primary,False,False,66.025,"LINESTRING (23.0257789 46.8632881, 23.0255536 46.8628558, 23.0255039 46.8627253)",,DN1R,Strada Avram Iancu,50,,,
210642967,primary,False,True,42.223,"LINESTRING (23.0257789 46.8632881, 23.0258957 46.8635121, 23.0259681 46.8636451)",,DN1R,Strada Avram Iancu,50,,,
"[210646720, 210646764, 210646744]",residential,False,False,281.708,"LINESTRING (23.0293441 46.8638304, 23.0293609 46.8638789, 23.0293742 46.8639213, 23.0293728 46.8639589, 23.0293094 46.8640058, 23.029295 46.8641892, 23.0292883 46.8645816, 23.0293017 46.864677, 23.0294385 46.8649576, 23.0296716 46.8657852, 23.0296745 46.8657956, 23.0297362 46.8659479, 23.0297925 46.866034, 23.0299922 46.8662615)",,,Strada Băii,RO:urban,yes,,
"[1090697133, 1090697135]",trunk,False,True,63.762,"LINESTRING (23.0293441 46.8638304, 23.0295327 46.863784, 23.029792 46.8637108, 23.0300134 46.8636483, 23.0301206 46.8636143)",2,DN1,Piața Victoriei,50,,,
"[32467666, 1090697137, 1090697138, 210642973]",trunk,False,"[False, True]",110.08699999999999,"LINESTRING (23.0293441 46.8638304, 23.0292885 46.8638441, 23.0289773 46.8639174, 23.0288415 46.8639502, 23.0281205 46.8641246, 23.0279782 46.864159)",2,DN1,"['Piața Victoriei', 'Piața Republicii']",50,yes,,
