osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge,access
32335460,Strada Vasile Nascu,tertiary,30,False,False,149.095,"LINESTRING (24.4096862 47.2843433, 24.411544 47.2838855)",,,,
32335473,Strada Tudor Vladimirescu,residential,RO:urban,False,False,118.582,"LINESTRING (24.4096862 47.2843433, 24.4094421 47.2832898)",,,,
32335460,Strada Vasile Nascu,tertiary,30,False,True,232.74,"LINESTRING (24.4096862 47.2843433, 24.4082779 47.2845683, 24.4067716 47.285006)",,,,
"[32335473, 256472046]",Strada Tudor Vladimirescu,residential,RO:urban,False,"[False, True]",487.364,"LINESTRING (24.4096862 47.2843433, 24.4097371 47.2845144, 24.4098964 47.2849771, 24.4101083 47.2859014, 24.4101727 47.2860742, 24.4102398 47.2862343, 24.4103526 47.2863592, 24.4105455 47.2864272, 24.4112174 47.286651, 24.4115621 47.2867401, 24.4119051 47.2867986, 24.412179 47.2868384, 24.4126005 47.2868985, 24.4136006 47.2869312)",,,,
32335463,,residential,30,True,False,59.014,"LINESTRING (24.4115362 47.2833548, 24.411544 47.2838855)",,,,
32335507,Bulevardul Grănicerilor,primary,30,False,False,84.499,"LINESTRING (24.4115362 47.2833548, 24.4126468 47.2834541)",2,DN17C,,
32335507,Bulevardul Grănicerilor,primary,30,False,True,112.826,"LINESTRING (24.4115362 47.2833548, 24.4100536 47.2832206)",2,DN17C,,
32336400,Strada Miron Cristea,residential,RO:urban,False,True,77.335,"LINESTRING (24.4115362 47.2833548, 24.4115067 47.2826596)",,,,
32335460,Strada Vasile Nascu,tertiary,30,False,True,149.095,"LINESTRING (24.411544 47.2838855, 24.4096862 47.2843433)",,,,
32335460,Strada Vasile Nascu,tertiary,30,False,False,75.553,"LINESTRING (24.411544 47.2838855, 24.4121512 47.2837549, 24.4124164 47.2836979, 24.4124988 47.2836802)",,,,
32335473,Strada Tudor Vladimirescu,residential,RO:urban,False,True,118.582,"LINESTRING (24.4094421 47.2832898, 24.4096862 47.2843433)",,,,
32335507,Bulevardul Grănicerilor,primary,30,False,False,46.933,"LINESTRING (24.4094421 47.2832898, 24.4097108 47.2832416, 24.4097371 47.2832388, 24.4100536 47.2832206)",2,DN17C,,
32335507,Bulevardul Grănicerilor,primary,30,False,True,189.5,"LINESTRING (24.4094421 47.2832898, 24.4082067 47.2835383, 24.40721 47.2837683, 24.407049 47.2838071)",2,DN17C,,
32335483,Strada Rahovei,residential,RO:urban,True,False,97.06,"LINESTRING (24.4054278 47.2832267, 24.4066161 47.2828919)",,,,
32335495,Strada Rahovei,residential,RO:urban,False,False,144.886,"LINESTRING (24.4054278 47.2832267, 24.4052643 47.2832303, 24.4051194 47.2832413, 24.4050363 47.283214, 24.4049585 47.283163, 24.404463 47.2822669)",,,,
32335487,Strada Iulian Marțian,residential,RO:urban,True,False,37.954,"LINESTRING (24.4066161 47.2828919, 24.4067809 47.2832144)",,,,
256472018,Strada Iulian Marțian,residential,RO:urban,True,False,178.024,"LINESTRING (24.4066161 47.2828919, 24.4066965 47.282821, 24.4068789 47.2827554, 24.407064 47.2827045, 24.4086773 47.2823253, 24.4087856 47.2822999)",,,,
32335507,Bulevardul Grănicerilor,primary,30,False,True,97.474,"LINESTRING (24.407049 47.2838071, 24.4058507 47.2841352)",2,DN17C,,
32335507,Bulevardul Grănicerilor,primary,30,False,False,189.5,"LINESTRING (24.407049 47.2838071, 24.40721 47.2837683, 24.4082067 47.2835383, 24.4094421 47.2832898)",2,DN17C,,
32335507,Bulevardul Grănicerilor,primary,30,False,False,97.474,"LINESTRING (24.4058507 47.2841352, 24.407049 47.2838071)",2,DN17C,,
