osmid,lanes,ref,name,highway,maxspeed,access,oneway,reversed,length,geometry,bridge
229514665,2,DJ675,Strada Petroliștilor,secondary,50,yes,False,True,22.124,"LINESTRING (23.3946155 44.8838193, 23.3948839 44.8838778)",
229514665,2,DJ675,Strada Petroliștilor,secondary,50,yes,False,False,17.207,"LINESTRING (23.3946155 44.8838193, 23.3945072 44.8837941, 23.3944064 44.8837748)",
715269433,2,DJ675,,secondary,50,yes,False,False,44.912,"LINESTRING (23.3889207 44.883199, 23.3885324 44.8829033)",
715269433,2,DJ675,,secondary,50,yes,False,True,160.414,"LINESTRING (23.3889207 44.883199, 23.3892201 44.8834297, 23.3893623 44.8835279, 23.3895333 44.8836439, 23.3896682 44.8837224, 23.3897592 44.8837642, 23.3898537 44.8838084, 23.3900119 44.8838787, 23.3901635 44.8839395, 23.390311 44.8839909, 23.3904196 44.8840232, 23.390535 44.8840441)",
1215089849,,,,residential,,,False,False,119.932,"LINESTRING (23.3889207 44.883199, 23.3888324 44.8832735, 23.3888205 44.883295, 23.3887982 44.8836659, 23.3886856 44.8842474)",
229398646,2,,,residential,50,,False,True,103.472,"LINESTRING (23.3908863 44.8840697, 23.3908899 44.8841485, 23.3908846 44.8842322, 23.3908729 44.8843671, 23.3908421 44.8845277, 23.3907884 44.8847368, 23.3907764 44.8848527, 23.390767 44.8849211, 23.3907653 44.8849943)",
715269433,2,DJ675,,secondary,50,yes,False,False,27.842,"LINESTRING (23.3908863 44.8840697, 23.3907348 44.8840621, 23.3905859 44.8840507, 23.390535 44.8840441)",
"[229508440, 715269433, 229508718]",2,DJ675,Strada Petroliștilor,secondary,"['40', '50']",yes,False,True,261.306,"LINESTRING (23.3908863 44.8840697, 23.3910795 44.8840536, 23.3914763 44.8840153, 23.3918999 44.8839663, 23.3924984 44.883895, 23.3930271 44.8838249, 23.3930999 44.883813, 23.3934422 44.8837675, 23.3936081 44.8837526, 23.393811 44.8837389, 23.39387 44.8837375, 23.393935 44.8837378, 23.3940352 44.8837381, 23.3940636 44.8837395, 23.3941643 44.8837446)",yes
25486599,2,,Strada Stadionului,residential,50,yes,False,False,21.892,"LINESTRING (23.3944064 44.8837748, 23.3944163 44.8837461, 23.3944749 44.883584)",
229508718,2,DJ675,Strada Petroliștilor,secondary,40,yes,False,False,19.378,"LINESTRING (23.3944064 44.8837748, 23.3942684 44.8837547, 23.3941643 44.8837446)",
229514665,2,DJ675,Strada Petroliștilor,secondary,50,yes,False,True,17.207,"LINESTRING (23.3944064 44.8837748, 23.3945072 44.8837941, 23.3946155 44.8838193)",
229397458,,,,residential,50,,False,False,249.28500000000003,"LINESTRING (23.3910701 44.8880083, 23.3910455 44.8878714, 23.3910325 44.8877432, 23.3910124 44.8876424, 23.3909856 44.887556, 23.3909329 44.8874761, 23.3908926 44.8874134, 23.390839 44.8873488, 23.3907666 44.8872842, 23.3906941 44.8872082, 23.3906056 44.887115, 23.3905064 44.8869991, 23.3903884 44.8868623, 23.3902382 44.886678, 23.3901121 44.8865316, 23.3900155 44.8864214, 23.3899543 44.8863616, 23.3899006 44.8863189, 23.3898349 44.8862761, 23.3897062 44.8862077, 23.3895975 44.8861431, 23.3895533 44.886107)",
229397458,,,,residential,50,,False,False,130.732,"LINESTRING (23.3895533 44.886107, 23.3894379 44.886049, 23.3893052 44.8859682, 23.3891992 44.8859179, 23.3890866 44.8858808, 23.3889256 44.8858359, 23.3888371 44.8858157, 23.3887144 44.8857746, 23.388634 44.8857428, 23.3885618 44.8857012, 23.3884813 44.8856518, 23.3883901 44.8855814, 23.3882828 44.8854883, 23.388228 44.8854348)",
