osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge,lanes
269816789,Strada Brazilor,residential,50,False,True,133.131,,"LINESTRING (26.08977 46.913997, 26.0911129 46.9147664)",,
171851214,Strada Serei,residential,RO:urban,False,False,119.004,DC140,"LINESTRING (26.08977 46.913997, 26.0898261 46.9138584, 26.089824 46.9137958, 26.0897751 46.9137402, 26.0895015 46.9135726, 26.0894179 46.9134875, 26.0893524 46.9133626, 26.0893227 46.9132255, 26.0893214 46.9131192, 26.089328 46.9130515)",,
171851213,Strada Mărceni,residential,RO:urban,False,False,31.39,DC140,"LINESTRING (26.089328 46.9130515, 26.0893857 46.9129957, 26.0894313 46.9129516, 26.0895051 46.912893, 26.0895722 46.9128242)",,
171851214,Strada Serei,residential,RO:urban,False,True,119.00399999999999,DC140,"LINESTRING (26.089328 46.9130515, 26.0893214 46.9131192, 26.0893227 46.9132255, 26.0893524 46.9133626, 26.0894179 46.9134875, 26.0895015 46.9135726, 26.0897751 46.9137402, 26.089824 46.9137958, 26.0898261 46.9138584, 26.08977 46.913997)",,
269816755,Strada Dimitrie Leonida,residential,50,False,True,35.246,,"LINESTRING (26.0895722 46.9128242, 26.0898174 46.9125551)",,
171851213,Strada Mărceni,residential,RO:urban,False,True,31.39,DC140,"LINESTRING (26.0895722 46.9128242, 26.0895051 46.912893, 26.0894313 46.9129516, 26.0893857 46.9129957, 26.089328 46.9130515)",,
284997766,Strada Teilor,residential,50,False,False,41.472,,"LINESTRING (26.0895722 46.9128242, 26.0899646 46.9130471, 26.0899922 46.9130625)",,
"[171851216, 284997761, 672030731]",Strada Teilor,residential,50,False,"[False, True]",156.75300000000001,DC140,"LINESTRING (26.0895722 46.9128242, 26.0894327 46.9127491, 26.0885659 46.9122685, 26.0879721 46.911934)",yes,
48230033,Strada Barajului,primary,50,False,False,58.083,DN15,"LINESTRING (26.0884444 46.9115232, 26.0879721 46.911934)",,2
33632941,Strada Piatra Corbului,primary,50,False,False,349.043,DN12C,"LINESTRING (26.0884444 46.9115232, 26.0883352 46.9114575, 26.0883023 46.9114377, 26.0879397 46.9112194, 26.0873763 46.910896, 26.0871511 46.9107667, 26.0870062 46.9107078, 26.0867857 46.9106203, 26.086508 46.9105597, 26.0861689 46.9105268, 26.0859128 46.910513, 26.0857432 46.9105039, 26.0856822 46.9105006, 26.0856095 46.9104967, 26.08505 46.9104666, 26.0848833 46.9104517, 26.0845749 46.9103966, 26.0843713 46.9103306)",,2
"[284997760, 224911529, 284997759]",Strada Republicii,primary,50,False,True,443.13000000000005,DN15,"LINESTRING (26.0884444 46.9115232, 26.0886166 46.911391, 26.0888188 46.9112568, 26.0890093 46.9111524, 26.0891702 46.9110883, 26.0893472 46.9110278, 26.0895484 46.9109765, 26.0897254 46.9109398, 26.08994 46.9109069, 26.0902055 46.9108684, 26.0904764 46.9108372, 26.0918599 46.9106876, 26.0929163 46.9105707, 26.0936026 46.9104968, 26.0939301 46.9104565)",yes,2
48230033,Strada Barajului,primary,50,False,True,58.083,DN15,"LINESTRING (26.0879721 46.911934, 26.0884444 46.9115232)",,2
"[171851216, 284997761, 672030731]",Strada Teilor,residential,50,False,"[False, True]",156.753,DC140,"LINESTRING (26.0879721 46.911934, 26.0885659 46.9122685, 26.0894327 46.9127491, 26.0895722 46.9128242)",yes,
224911529,Strada Republicii,primary,50,False,False,159.03500000000003,DN15,"LINESTRING (26.0959693 46.9101358, 26.0952957 46.9102599, 26.0949304 46.9103193, 26.0944975 46.9103853, 26.0939301 46.9104565)",,2
33632941,Strada Piatra Corbului,primary,50,False,True,349.04300000000006,DN12C,"LINESTRING (26.0843713 46.9103306, 26.0845749 46.9103966, 26.0848833 46.9104517, 26.08505 46.9104666, 26.0856095 46.9104967, 26.0856822 46.9105006, 26.0857432 46.9105039, 26.0859128 46.910513, 26.0861689 46.9105268, 26.086508 46.9105597, 26.0867857 46.9106203, 26.0870062 46.9107078, 26.0871511 46.9107667, 26.0873763 46.910896, 26.0879397 46.9112194, 26.0883023 46.9114377, 26.0883352 46.9114575, 26.0884444 46.9115232)",,2
269816782,Strada Pieții,residential,50,False,True,202.85000000000002,,"LINESTRING (26.0843713 46.9103306, 26.0843799 46.9106301, 26.0843946 46.9108106, 26.0844606 46.9109309, 26.0845633 46.9110212, 26.0849449 46.9111966, 26.0854204 46.9113555, 26.0859796 46.9115425)",,
269816782,Strada Pieții,residential,50,False,False,202.85,,"LINESTRING (26.0859796 46.9115425, 26.0854204 46.9113555, 26.0849449 46.9111966, 26.0845633 46.9110212, 26.0844606 46.9109309, 26.0843946 46.9108106, 26.0843799 46.9106301, 26.0843713 46.9103306)",,
269816737,,residential,50,False,True,253.75300000000004,,"LINESTRING (26.0943449 46.9124699, 26.0945211 46.9124749, 26.0946825 46.912525, 26.0950274 46.9126704, 26.096495 46.9135375, 26.096652 46.9136412, 26.0967138 46.9136981, 26.096731 46.913751, 26.0967076 46.9137977, 26.0966661 46.9138409, 26.0966048 46.9138878)",,
