osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access
28899064,2,Strada Pompieri,residential,RO:urban,False,False,42.730000000000004,"LINESTRING (24.6745589 45.146101, 24.674786 45.1460384, 24.6750663 45.145961)",,
238870194,2,Bulevardul 1 Decembrie 1918,primary,50,False,True,125.499,"LINESTRING (24.6745589 45.146101, 24.6745477 45.1460586, 24.67452 45.1459715, 24.6744785 45.1458205, 24.6743901 45.1455109, 24.6742921 45.1451983, 24.6742481 45.1450778, 24.6742143 45.1449993)",DN7C;DN73C,
430498729,2,Bulevardul 1 Decembrie 1918,primary,50,False,True,138.361,"LINESTRING (24.6745589 45.146101, 24.6745803 45.1461867, 24.6745948 45.1462849, 24.6746032 45.146377, 24.6745912 45.1465069, 24.6744605 45.1473379)",DN7C;DN73C,
26479830,2,Bulevardul Basarabilor,tertiary,50,True,False,163.90800000000002,"LINESTRING (24.6759059 45.1457338, 24.6758859 45.1459885, 24.675824 45.1470048, 24.6758138 45.1472064)",,
28899064,2,Strada Pompieri,residential,RO:urban,False,True,70.527,"LINESTRING (24.6759059 45.1457338, 24.6758215 45.1457571, 24.6750663 45.145961)",,
82899368,2,Strada Mihai Bravu,residential,RO:urban,False,True,46.845,"LINESTRING (24.6759059 45.1457338, 24.6759766 45.1457166, 24.676465 45.1455856)",,
180544997,2,Strada Elena Cuza,residential,50,False,True,59.139,"LINESTRING (24.6776713 45.1502292, 24.6776287 45.1507602)",,
216594943,2,Strada Elena Cuza,residential,RO:urban,False,True,81.739,"LINESTRING (24.6776713 45.1502292, 24.6786686 45.1504429)",,
26479844,2,Strada Elena Cuza,residential,RO:urban,False,True,166.01500000000001,"LINESTRING (24.6776713 45.1502292, 24.6764946 45.1499495, 24.6764557 45.1499519, 24.6764316 45.1499549, 24.6763947 45.1499698, 24.6763779 45.1499845, 24.6763598 45.1500097, 24.676314 45.1503939, 24.6763072 45.1505036)",,
216509796,2,Strada Nevres,residential,RO:urban,False,False,70.185,"LINESTRING (24.6776713 45.1502292, 24.6777161 45.1496658, 24.6777214 45.149599)",,
26479830,2,Bulevardul Basarabilor,tertiary,50,True,False,9.52,"LINESTRING (24.675669 45.1494667, 24.6756604 45.1495521)",,
216509790,,,residential,RO:urban,True,False,101.904,"LINESTRING (24.675669 45.1494667, 24.6757518 45.1494683, 24.6768898 45.1494897, 24.676968 45.1494896)",,
26479841,2,Strada Neagoe Vodă,residential,50,True,False,71.65799999999999,"LINESTRING (24.6748008 45.1496071, 24.674841 45.1496062, 24.6749005 45.1496111, 24.6749726 45.1496282, 24.6755763 45.1498287, 24.6756392 45.1498508)",,
167051453,1,Strada Neagoe Vodă,residential,RO:urban,False,False,256.005,"LINESTRING (24.6748008 45.1496071, 24.6745473 45.1488855, 24.6745019 45.1487168, 24.6744803 45.1485516, 24.6745102 45.1474173, 24.6744605 45.1473379)",,
400152364,1,,residential,30,False,False,23.523,"LINESTRING (24.6739518 45.1509991, 24.6742146 45.1511011)",,
