osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref
75242184,Strada Victor Babeș,residential,RO:urban,False,False,85.267,"LINESTRING (22.0906571 47.3560556, 22.0906666 47.3552888)",,,
75242184,Strada Victor Babeș,residential,RO:urban,False,True,68.205,"LINESTRING (22.0906571 47.3560556, 22.0906421 47.3566689)",,,
"[188112793, 75242189]","['Strada Dunării', 'Strada Herbak Janos']",residential,RO:urban,False,False,694.1659999999999,"LINESTRING (22.0906571 47.3560556, 22.0868597 47.3560378, 22.0869005 47.354947, 22.0869209 47.3549154, 22.0869708 47.3549022, 22.0906732 47.3548854)",,,
188067073,Strada Gării,residential,RO:urban,False,False,410.21,"LINESTRING (22.0824542 47.3582035, 22.0833923 47.3575438, 22.0834814 47.3574407, 22.083554 47.3573306, 22.0836049 47.3572373, 22.083622 47.3571797, 22.0836721 47.3570782, 22.0839842 47.3566688, 22.084254 47.3561448, 22.0847354 47.3551908, 22.0847901 47.3550676, 22.0847981 47.3549525)",,,
188067086,Strada 30 Decembrie,residential,RO:urban,False,True,83.90100000000001,"LINESTRING (22.0824542 47.3582035, 22.082569 47.3582654, 22.0827103 47.3583044, 22.0835145 47.3583921)",,,
188067079,Strada 1 Mai,residential,RO:urban,False,True,535.981,"LINESTRING (22.0901801 47.3607388, 22.0900192 47.3606625, 22.0831903 47.3599067)",,,
188067081,Strada Avram Iancu,residential,RO:urban,False,True,170.177,"LINESTRING (22.0835145 47.3583921, 22.0831903 47.3599067)",,,
188067086,Strada 30 Decembrie,residential,RO:urban,False,False,83.90100000000001,"LINESTRING (22.0835145 47.3583921, 22.0827103 47.3583044, 22.082569 47.3582654, 22.0824542 47.3582035)",,,
188067081,Strada Avram Iancu,residential,RO:urban,False,False,170.177,"LINESTRING (22.0831903 47.3599067, 22.0835145 47.3583921)",,,
188067079,Strada 1 Mai,residential,RO:urban,False,False,535.981,"LINESTRING (22.0831903 47.3599067, 22.0900192 47.3606625, 22.0901801 47.3607388)",,,
75242184,Strada Victor Babeș,residential,RO:urban,False,True,44.859,"LINESTRING (22.0906732 47.3548854, 22.0906666 47.3552888)",,,
188112798,Strada 9 Mai,residential,RO:urban,False,True,290.921,"LINESTRING (22.0906732 47.3548854, 22.0918883 47.3548785, 22.092158 47.3549444, 22.0923942 47.3550803, 22.0924397 47.3551302, 22.0924459 47.3551998, 22.0924184 47.3552534, 22.0923362 47.3552992, 22.092193 47.3553086, 22.0906666 47.3552888)",,,
"[75242184, 75242224, 75242223]",Strada Victor Babeș,residential,RO:urban,False,False,219.78300000000002,"LINESTRING (22.0906732 47.3548854, 22.0906704 47.3542851, 22.0906691 47.3541544, 22.090609 47.353848, 22.0905399 47.3536568, 22.090496 47.3533874, 22.0904749 47.3530744, 22.0904651 47.3529193)",yes,,
"[188112793, 75242189]","['Strada Dunării', 'Strada Herbak Janos']",residential,RO:urban,False,True,694.1659999999999,"LINESTRING (22.0906732 47.3548854, 22.0869708 47.3549022, 22.0869209 47.3549154, 22.0869005 47.354947, 22.0868597 47.3560378, 22.0906571 47.3560556)",,,
188112795,Strada Fabricii,residential,RO:urban,False,True,66.265,"LINESTRING (22.0814426 47.3532818, 22.0815244 47.3531862, 22.0817634 47.3530225, 22.0819726 47.3528103)",,,
188112807,Strada Fabricii,residential,RO:urban,False,False,242.67200000000003,"LINESTRING (22.0814426 47.3532818, 22.0820725 47.3534204, 22.082478 47.353485, 22.0829446 47.3535237, 22.0834259 47.3535567, 22.0835314 47.3535736, 22.0836727 47.3536109, 22.0838095 47.3536618, 22.0839811 47.353709, 22.0841153 47.3537236, 22.0842655 47.3537272, 22.0844693 47.3537181, 22.084566 47.353714)",,,
188112807,Strada Fabricii,residential,RO:urban,False,True,158.892,"LINESTRING (22.0814426 47.3532818, 22.0808043 47.3533672, 22.0801492 47.3534254, 22.0800693 47.353429, 22.0800009 47.3534235, 22.0799245 47.3534149, 22.0798668 47.3534017, 22.0798139 47.3533881, 22.0797615 47.3533695, 22.079722 47.3533508, 22.0796549 47.3533145, 22.0795845 47.3532604, 22.0795047 47.3531709)",,,
293242247,Strada Fabricii,residential,RO:urban,False,True,20.718,"LINESTRING (22.085466 47.3536619, 22.0852914 47.3536273, 22.0852047 47.3536043)",,,
"[293243169, 293241855, 188112799]",Strada Morii,primary,"['50', 'RO:urban']",False,False,152.428,"LINESTRING (22.085466 47.3536619, 22.0851771 47.354301, 22.0850665 47.3545287, 22.0850004 47.3546521, 22.084936 47.3547738, 22.0848395 47.3549119, 22.0847981 47.3549525)",yes,2,DN19D
293243169,Strada Morii,primary,RO:urban,False,True,26.508,"LINESTRING (22.085466 47.3536619, 22.0855206 47.3535375, 22.0855678 47.3534337)",,2,DN19D
75242184,Strada Victor Babeș,residential,RO:urban,False,False,68.205,"LINESTRING (22.0906421 47.3566689, 22.0906571 47.3560556)",,,
75242184,Strada Victor Babeș,residential,RO:urban,False,False,44.859,"LINESTRING (22.0906666 47.3552888, 22.0906732 47.3548854)",,,
188112798,Strada 9 Mai,residential,RO:urban,False,False,290.921,"LINESTRING (22.0906666 47.3552888, 22.092193 47.3553086, 22.0923362 47.3552992, 22.0924184 47.3552534, 22.0924459 47.3551998, 22.0924397 47.3551302, 22.0923942 47.3550803, 22.092158 47.3549444, 22.0918883 47.3548785, 22.0906732 47.3548854)",,,
75242184,Strada Victor Babeș,residential,RO:urban,False,True,85.267,"LINESTRING (22.0906666 47.3552888, 22.0906571 47.3560556)",,,
188112795,Strada Fabricii,residential,RO:urban,False,False,66.265,"LINESTRING (22.0819726 47.3528103, 22.0817634 47.3530225, 22.0815244 47.3531862, 22.0814426 47.3532818)",,,
188067073,Strada Gării,residential,RO:urban,False,True,410.21000000000004,"LINESTRING (22.0847981 47.3549525, 22.0847901 47.3550676, 22.0847354 47.3551908, 22.084254 47.3561448, 22.0839842 47.3566688, 22.0836721 47.3570782, 22.083622 47.3571797, 22.0836049 47.3572373, 22.083554 47.3573306, 22.0834814 47.3574407, 22.0833923 47.3575438, 22.0824542 47.3582035)",,,
"[188112799, 293243169, 293241855]",Strada Morii,primary,"['50', 'RO:urban']",False,True,152.428,"LINESTRING (22.0847981 47.3549525, 22.0848395 47.3549119, 22.084936 47.3547738, 22.0850004 47.3546521, 22.0850665 47.3545287, 22.0851771 47.354301, 22.085466 47.3536619)",yes,2,DN19D
188112807,Strada Fabricii,residential,RO:urban,False,True,34.7,"LINESTRING (22.0855678 47.3534337, 22.0854537 47.353451, 22.0853383 47.353491, 22.0852525 47.3535618, 22.0852047 47.3536043)",,,
293243169,Strada Morii,primary,RO:urban,False,False,26.508,"LINESTRING (22.0855678 47.3534337, 22.0855206 47.3535375, 22.085466 47.3536619)",,2,DN19D
