osmid,oneway,lanes,highway,maxspeed,reversed,length,ref,name,geometry,junction,width,bridge
1031907806,False,2,secondary,50,True,95.63899999999998,DJ646,Strada Dragoș Vrânceanu,"LINESTRING (24.2335101 44.9760698, 24.2339028 44.9760677, 24.2340168 44.9760605, 24.2341308 44.9760476, 24.2343249 44.976002, 24.234512 44.9759335, 24.2345977 44.975898, 24.2346606 44.9758645)",,,
476034411,False,2,tertiary,50,False,41.274,DC129,Strada Ungureni,"LINESTRING (24.2331058 44.9758332, 24.2335101 44.9760698)",,,
676459125,False,2,tertiary,50,True,21.947,DC129,Strada Ungureni,"LINESTRING (24.2331058 44.9758332, 24.2330082 44.9757819, 24.2328782 44.9757191)",,,
229282704,True,,secondary,30,False,13.7,,,"LINESTRING (24.2356186 44.9745915, 24.2356107 44.9746094, 24.2356005 44.9746221, 24.2355836 44.9746356, 24.2355677 44.9746437, 24.2355432 44.9746507, 24.2355158 44.9746535, 24.2354882 44.974651)",roundabout,,
229284160,False,,residential,RO:urban,True,68.96,,Strada Parcului,"LINESTRING (24.2356186 44.9745915, 24.2356723 44.9746214, 24.2357217 44.9746714, 24.2357546 44.9747131, 24.2358744 44.9749213, 24.2360014 44.975142)",,,
229284161,False,2,residential,50,False,103.21000000000001,,Strada Serafimești,"LINESTRING (24.2329558 44.974068, 24.2337851 44.9736334, 24.2338878 44.9735936, 24.2340434 44.9735595)",,,
229284161,False,2,residential,50,True,183.09100000000004,,Strada Serafimești,"LINESTRING (24.2329558 44.974068, 24.231822 44.9746085, 24.2317421 44.9746535, 24.2316877 44.9746953, 24.2316308 44.9747447, 24.2315418 44.9748295, 24.2314577 44.9749067, 24.2313736 44.9749842, 24.2313264 44.975027, 24.2312855 44.9750644, 24.231258 44.9750962, 24.2312364 44.9751406)",,,
229284164,False,1,residential,50,True,204.57600000000002,,Strada Iacobești,"LINESTRING (24.2329558 44.974068, 24.2334333 44.9745914, 24.2334628 44.9746521, 24.2334709 44.9746938, 24.2334601 44.9747318, 24.2332563 44.9750088, 24.2331679 44.975143, 24.2330865 44.975297, 24.2328782 44.9757191)",,,
229284160,False,,residential,RO:urban,False,68.96000000000001,,Strada Parcului,"LINESTRING (24.2360014 44.975142, 24.2358744 44.9749213, 24.2357546 44.9747131, 24.2357217 44.9746714, 24.2356723 44.9746214, 24.2356186 44.9745915)",,,
229284160,False,,residential,RO:urban,True,70.493,,Strada Parcului,"LINESTRING (24.2360014 44.975142, 24.2354435 44.9753431, 24.2352104 44.9754395)",,,
340097097,False,1,residential,50,True,278.87699999999995,,Strada Parcului,"LINESTRING (24.2360014 44.975142, 24.236441 44.9750673, 24.2365716 44.9750668, 24.2367411 44.9750813, 24.2369469 44.9751052, 24.2370463 44.9751071, 24.2371386 44.975104, 24.2372596 44.9750914, 24.2382866 44.9748384, 24.2383259 44.9748247, 24.2386997 44.9746942, 24.238834 44.9746304, 24.2389357 44.97455, 24.2390034 44.974476, 24.239043 44.974402, 24.2391071 44.9742904)",,,
1030612357,False,,residential,RO:urban,True,9.088,,Strada Parcului,"LINESTRING (24.2391071 44.9742904, 24.2391976 44.9742396)",,,
340097097,False,1,residential,50,False,278.877,,Strada Parcului,"LINESTRING (24.2391071 44.9742904, 24.239043 44.974402, 24.2390034 44.974476, 24.2389357 44.97455, 24.238834 44.9746304, 24.2386997 44.9746942, 24.2383259 44.9748247, 24.2382866 44.9748384, 24.2372596 44.9750914, 24.2371386 44.975104, 24.2370463 44.9751071, 24.2369469 44.9751052, 24.2367411 44.9750813, 24.2365716 44.9750668, 24.236441 44.9750673, 24.2360014 44.975142)",,,
679443925,False,,residential,,False,15.175,,,"LINESTRING (24.2391071 44.9742904, 24.2391098 44.9742668, 24.2390956 44.9742079, 24.239076 44.9741567)",,,
229284152,False,2,residential,50,True,173.144,,Strada Unirii,"LINESTRING (24.2340434 44.9735595, 24.2333459 44.9728346, 24.2332789 44.9727606, 24.2332134 44.9726757, 24.2331492 44.9725751, 24.2330868 44.9724576, 24.233018 44.9723213, 24.232953 44.9722159)",,,
229284161,False,2,residential,50,True,103.21000000000001,,Strada Serafimești,"LINESTRING (24.2340434 44.9735595, 24.2338878 44.9735936, 24.2337851 44.9736334, 24.2329558 44.974068)",,,
476034418,False,2,residential,RO:urban,False,108.47699999999999,,Strada Unirii,"LINESTRING (24.2340434 44.9735595, 24.2344081 44.9736771, 24.2345096 44.9737089, 24.2351175 44.9739114, 24.2353019 44.9739569)",,,
229282707,False,2,secondary,50,True,95.77799999999999,DJ646,Strada Petrolului,"LINESTRING (24.2287428 44.9766784, 24.2288092 44.9766292, 24.2288644 44.9765947, 24.2289426 44.9765637, 24.2289862 44.9765514, 24.229123 44.976523, 24.2295548 44.9764395, 24.2297694 44.976411, 24.2298711 44.976401)",,,
229282694,False,2,secondary,50,False,105.854,,Strada Dragoș Vrânceanu,"LINESTRING (24.2343814 44.9718122, 24.2343671 44.9717671, 24.2343554 44.9717054, 24.2343524 44.9716306, 24.2343633 44.9715489, 24.2343846 44.9714598, 24.2345657 44.9708775)",,,
229282694,False,2,secondary,50,True,270.22400000000005,,Strada Dragoș Vrânceanu,"LINESTRING (24.2343814 44.9718122, 24.2343953 44.9718431, 24.2344186 44.9718829, 24.2344543 44.9719228, 24.2345014 44.9719662, 24.2345454 44.9719976, 24.2346239 44.9720474, 24.2347117 44.9720972, 24.2350337 44.9722871, 24.23505 44.9722974, 24.2350819 44.9723177, 24.2351332 44.972357, 24.2351735 44.9723922, 24.2352107 44.972434, 24.2352697 44.972511, 24.2353096 44.9725814, 24.2353556 44.972678, 24.2353896 44.9727625, 24.2354159 44.9728723, 24.235436 44.9729778, 24.2354636 44.973167, 24.2354667 44.9732484, 24.2354629 44.9733345, 24.2354376 44.9734451, 24.2353717 44.9736305, 24.2353176 44.9738046, 24.2353127 44.9738203, 24.235302 44.9738636, 24.2352984 44.9739102, 24.2353019 44.9739569)",,,
259120631,False,,living_street,50,True,60.83200000000001,,,"LINESTRING (24.2343814 44.9718122, 24.2344371 44.9718, 24.2347833 44.9717083, 24.2348157 44.9716994, 24.2351063 44.9716219)",,,
"[678130970, 259120622]",False,,"['residential', 'living_street']",50,True,213.714,,,"LINESTRING (24.2360834 44.9719089, 24.2360628 44.9720128, 24.2360547 44.9720566, 24.2360582 44.9721159, 24.2360782 44.972194, 24.2362729 44.9726548, 24.2362954 44.9726715, 24.2363308 44.9726721, 24.2364158 44.9726482, 24.2364901 44.9726256, 24.2365751 44.9725856, 24.2366317 44.972543, 24.2366459 44.9725105, 24.236438 44.9719779, 24.2364081 44.9719566, 24.2363425 44.9719381, 24.2362847 44.9719272, 24.2362245 44.9719207, 24.2361565 44.9719138, 24.2360834 44.9719089)",,,
"[678130970, 259120622]",False,,"['living_street', 'residential']",50,False,213.71399999999997,,,"LINESTRING (24.2360834 44.9719089, 24.2361565 44.9719138, 24.2362245 44.9719207, 24.2362847 44.9719272, 24.2363425 44.9719381, 24.2364081 44.9719566, 24.236438 44.9719779, 24.2366459 44.9725105, 24.2366317 44.972543, 24.2365751 44.9725856, 24.2364901 44.9726256, 24.2364158 44.9726482, 24.2363308 44.9726721, 24.2362954 44.9726715, 24.2362729 44.9726548, 24.2360782 44.972194, 24.2360582 44.9721159, 24.2360547 44.9720566, 24.2360628 44.9720128, 24.2360834 44.9719089)",,,
259120631,False,,living_street,50,False,101.384,,,"LINESTRING (24.2360834 44.9719089, 24.2358332 44.9718824, 24.235774 44.9718744, 24.2357235 44.9718781, 24.2353869 44.9719498, 24.2353538 44.9719506, 24.2353249 44.9719334, 24.2352975 44.9719064, 24.2351827 44.9716927, 24.235151 44.9716404, 24.2351063 44.9716219)",,,
259120630,False,1,living_street,30,False,34.647,,,"LINESTRING (24.2349978 44.9709378, 24.2346114 44.9708839, 24.2345657 44.9708775)",,,
678130967,False,1,living_street,30,True,78.041,,,"LINESTRING (24.2349978 44.9709378, 24.2349592 44.9711836, 24.2349557 44.9712662, 24.2349734 44.9713364, 24.2351063 44.9716219)",,,
229282694,False,2,secondary,50,True,105.854,,Strada Dragoș Vrânceanu,"LINESTRING (24.2345657 44.9708775, 24.2343846 44.9714598, 24.2343633 44.9715489, 24.2343524 44.9716306, 24.2343554 44.9717054, 24.2343671 44.9717671, 24.2343814 44.9718122)",,,
259120630,False,1,living_street,30,True,34.647,,,"LINESTRING (24.2345657 44.9708775, 24.2346114 44.9708839, 24.2349978 44.9709378)",,,
229282707,False,2,secondary,50,False,95.77799999999999,DJ646,Strada Petrolului,"LINESTRING (24.2298711 44.976401, 24.2297694 44.976411, 24.2295548 44.9764395, 24.229123 44.976523, 24.2289862 44.9765514, 24.2289426 44.9765637, 24.2288644 44.9765947, 24.2288092 44.9766292, 24.2287428 44.9766784)",,,
229282707,False,2,secondary,50,True,266.77599999999995,DJ646,Strada Petrolului,"LINESTRING (24.2298711 44.976401, 24.2300277 44.9763955, 24.230188 44.976408, 24.2318483 44.9766191, 24.23195 44.9766272, 24.2320321 44.9766222, 24.2321043 44.9766091, 24.2321868 44.9765809, 24.2322651 44.9765416, 24.2329438 44.9761492, 24.2329946 44.9761227)",,,
259120634,False,,residential,50,True,99.75399999999999,,,"LINESTRING (24.2298711 44.976401, 24.22995 44.9765344, 24.2300129 44.9766511, 24.2302664 44.9768959, 24.2304756 44.9771843)",,,
259120631,False,,living_street,50,False,60.831999999999994,,,"LINESTRING (24.2351063 44.9716219, 24.2348157 44.9716994, 24.2347833 44.9717083, 24.2344371 44.9718, 24.2343814 44.9718122)",,,
259120631,False,,living_street,50,True,101.38399999999999,,,"LINESTRING (24.2351063 44.9716219, 24.235151 44.9716404, 24.2351827 44.9716927, 24.2352975 44.9719064, 24.2353249 44.9719334, 24.2353538 44.9719506, 24.2353869 44.9719498, 24.2357235 44.9718781, 24.235774 44.9718744, 24.2358332 44.9718824, 24.2360834 44.9719089)",,,
678130967,False,1,living_street,30,False,78.041,,,"LINESTRING (24.2351063 44.9716219, 24.2349734 44.9713364, 24.2349557 44.9712662, 24.2349592 44.9711836, 24.2349978 44.9709378)",,,
259120634,False,,residential,50,False,99.75400000000002,,,"LINESTRING (24.2304756 44.9771843, 24.2302664 44.9768959, 24.2300129 44.9766511, 24.22995 44.9765344, 24.2298711 44.976401)",,,
1030612356,False,2,residential,50,False,13.284,,,"LINESTRING (24.2391976 44.9742396, 24.239076 44.9741567)",,,
1030612357,False,,residential,RO:urban,False,9.088,,Strada Parcului,"LINESTRING (24.2391976 44.9742396, 24.2391071 44.9742904)",,,
229284161,False,2,residential,50,False,183.091,,Strada Serafimești,"LINESTRING (24.2312364 44.9751406, 24.231258 44.9750962, 24.2312855 44.9750644, 24.2313264 44.975027, 24.2313736 44.9749842, 24.2314577 44.9749067, 24.2315418 44.9748295, 24.2316308 44.9747447, 24.2316877 44.9746953, 24.2317421 44.9746535, 24.231822 44.9746085, 24.2329558 44.974068)",,,
676459125,False,2,tertiary,50,False,144.29600000000002,DC129,Strada Ungureni,"LINESTRING (24.2312364 44.9751406, 24.2313052 44.9751612, 24.2313545 44.9751787, 24.2321157 44.9754426, 24.2328782 44.9757191)",,,
676725804,False,,residential,50,False,105.764,,Strada Bistriței,"LINESTRING (24.2379623 44.9739896, 24.2376744 44.9730605)",,,
266380480,False,2,secondary,50,False,195.13,DJ646,Strada Bistriței,"LINESTRING (24.2379623 44.9739896, 24.2357626 44.9745171, 24.235613 44.974553)",,,
266380480,False,2,secondary,50,True,65.854,DJ646,Strada Bistriței,"LINESTRING (24.2379623 44.9739896, 24.2382714 44.9739157, 24.238391 44.9738734, 24.238472 44.9738284, 24.2385232 44.9737787, 24.2386118 44.973662)",,,
676725804,False,,residential,50,True,105.764,,Strada Bistriței,"LINESTRING (24.2376744 44.9730605, 24.2379623 44.9739896)",,,
"[679443907, 679443908, 487769389]",False,1,unclassified,,True,363.086,,,"LINESTRING (24.2370695 44.9778769, 24.2370094 44.9778476, 24.2368699 44.9777907, 24.2367519 44.9777508, 24.2366553 44.9777319, 24.2365695 44.9777451, 24.2364434 44.9777812, 24.2362584 44.9778381, 24.2360679 44.9778761, 24.2359258 44.9778874, 24.235797 44.9778874, 24.2356736 44.9778571, 24.2356119 44.9778134, 24.2355503 44.9777432, 24.2353974 44.9775269, 24.2351908 44.9772348, 24.2350847 44.9770602, 24.2350514 44.9769907, 24.2350272 44.9769255, 24.2349386 44.9767282, 24.2348931 44.9766617, 24.2348462 44.9766143, 24.2347958 44.9765769, 24.234747 44.9765502, 24.2346951 44.9765257, 24.2346577 44.9764996, 24.2346208 44.9764569, 24.2345826 44.976384, 24.2345808 44.9763596, 24.2345782 44.9763068, 24.2345856 44.9762096, 24.2346256 44.9760135, 24.2346606 44.9758645)",,2,yes
"[679443907, 679443908, 487769389]",False,1,unclassified,,False,363.08599999999996,,,"LINESTRING (24.2346606 44.9758645, 24.2346256 44.9760135, 24.2345856 44.9762096, 24.2345782 44.9763068, 24.2345808 44.9763596, 24.2345826 44.976384, 24.2346208 44.9764569, 24.2346577 44.9764996, 24.2346951 44.9765257, 24.234747 44.9765502, 24.2347958 44.9765769, 24.2348462 44.9766143, 24.2348931 44.9766617, 24.2349386 44.9767282, 24.2350272 44.9769255, 24.2350514 44.9769907, 24.2350847 44.9770602, 24.2351908 44.9772348, 24.2353974 44.9775269, 24.2355503 44.9777432, 24.2356119 44.9778134, 24.2356736 44.9778571, 24.235797 44.9778874, 24.2359258 44.9778874, 24.2360679 44.9778761, 24.2362584 44.9778381, 24.2364434 44.9777812, 24.2365695 44.9777451, 24.2366553 44.9777319, 24.2367519 44.9777508, 24.2368699 44.9777907, 24.2370094 44.9778476, 24.2370695 44.9778769)",,2,yes
1031907806,False,2,secondary,50,False,95.63900000000001,DJ646,Strada Dragoș Vrânceanu,"LINESTRING (24.2346606 44.9758645, 24.2345977 44.975898, 24.234512 44.9759335, 24.2343249 44.976002, 24.2341308 44.9760476, 24.2340168 44.9760605, 24.2339028 44.9760677, 24.2335101 44.9760698)",,,
1031907806,False,2,secondary,50,True,64.46300000000001,DJ646,Strada Dragoș Vrânceanu,"LINESTRING (24.2346606 44.9758645, 24.2348471 44.9757578, 24.2349821 44.975658, 24.2351085 44.9755459, 24.2352104 44.9754395)",,,
229284152,False,2,residential,50,False,173.144,,Strada Unirii,"LINESTRING (24.232953 44.9722159, 24.233018 44.9723213, 24.2330868 44.9724576, 24.2331492 44.9725751, 24.2332134 44.9726757, 24.2332789 44.9727606, 24.2333459 44.9728346, 24.2340434 44.9735595)",,,
679195703,False,1,living_street,30,True,67.81700000000001,,,"LINESTRING (24.232953 44.9722159, 24.2324978 44.9723924, 24.2324522 44.9724038, 24.2323992 44.9724031, 24.2323556 44.9723886, 24.2322162 44.9722937)",,,
679195703,False,1,living_street,30,False,67.81700000000001,,,"LINESTRING (24.2322162 44.9722937, 24.2323556 44.9723886, 24.2323992 44.9724031, 24.2324522 44.9724038, 24.2324978 44.9723924, 24.232953 44.9722159)",,,
679443924,False,1,residential,50,False,66.025,,,"LINESTRING (24.239076 44.9741567, 24.2386118 44.973662)",,,
1030612356,False,2,residential,50,True,13.284,,,"LINESTRING (24.239076 44.9741567, 24.2391976 44.9742396)",,,
679443925,False,,residential,,True,15.175,,,"LINESTRING (24.239076 44.9741567, 24.2390956 44.9742079, 24.2391098 44.9742668, 24.2391071 44.9742904)",,,
