osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,access,bridge
24241705,False,2,DN65;DJ643,primary,50,True,33.014,"LINESTRING (24.0975331 44.3510006, 24.0977908 44.3509852, 24.0979474 44.3509855)",,,
640026484,False,2,DN65,primary,50,False,34.196,"LINESTRING (24.0975331 44.3510006, 24.0973434 44.3510191, 24.0971141 44.3510663)",,,
"[336536193, 640026484]",False,2,DN65,primary,50,False,155.431,"LINESTRING (24.0971141 44.3510663, 24.097073 44.3510765, 24.0963687 44.3512506, 24.0954419 44.3514798, 24.0952636 44.3515163)",,,
640026484,False,2,DN65,primary,50,True,34.196,"LINESTRING (24.0971141 44.3510663, 24.0973434 44.3510191, 24.0975331 44.3510006)",,,
719962159,True,,DJ643,secondary,30,False,21.334,"LINESTRING (24.0981937 44.3512949, 24.0980119 44.3511538)",Strada Cireșului,,
223680115,False,,DJ643,secondary,50,True,68.175,"LINESTRING (24.0981937 44.3512949, 24.0986332 44.3517018, 24.0986853 44.3517935)",Strada Cireșului,,
103146164,False,,,residential,RO:urban,False,220.863,"LINESTRING (24.0986853 44.3517935, 24.0981242 44.3519443, 24.0973983 44.3521442, 24.0969974 44.3522761, 24.0965692 44.3524849, 24.096247 44.3527001)",Strada Libertății,,
223680115,False,,DJ643,secondary,50,False,68.175,"LINESTRING (24.0986853 44.3517935, 24.0986332 44.3517018, 24.0981937 44.3512949)",Strada Cireșului,,
223680115,False,,DJ643,secondary,50,True,326.618,"LINESTRING (24.0986853 44.3517935, 24.098716 44.3519041, 24.0987298 44.3520338, 24.0987123 44.3524786, 24.0986592 44.3535081, 24.0986391 44.3536695, 24.0986109 44.3537596, 24.0985726 44.3538648, 24.0984173 44.3540676, 24.0982058 44.3542901, 24.0979065 44.3545746)",Strada Cireșului,,
719962158,False,2,DN65;DJ643,primary,50,True,8.262,"LINESTRING (24.0979474 44.3509855, 24.0980511 44.3509808)",,,
24241705,False,2,DN65;DJ643,primary,50,False,33.014,"LINESTRING (24.0979474 44.3509855, 24.0977908 44.3509852, 24.0975331 44.3510006)",,,
103146140,False,,,residential,RO:urban,False,159.504,"LINESTRING (24.0952636 44.3515163, 24.0955454 44.3522987, 24.0957852 44.3529013)",Strada Plopului,,
"[336536193, 640026484]",False,2,DN65,primary,50,True,155.431,"LINESTRING (24.0952636 44.3515163, 24.0954419 44.3514798, 24.0963687 44.3512506, 24.097073 44.3510765, 24.0971141 44.3510663)",,,
162851074,False,2,,secondary,50,True,8.583,"LINESTRING (24.0979065 44.3545746, 24.0978409 44.3546359)",Strada Cireșului,,
223680115,False,,DJ643,secondary,50,False,326.618,"LINESTRING (24.0979065 44.3545746, 24.0982058 44.3542901, 24.0984173 44.3540676, 24.0985726 44.3538648, 24.0986109 44.3537596, 24.0986391 44.3536695, 24.0986592 44.3535081, 24.0987123 44.3524786, 24.0987298 44.3520338, 24.098716 44.3519041, 24.0986853 44.3517935)",Strada Cireșului,,
232226817,False,,,residential,RO:urban,True,83.379,"LINESTRING (24.0949524 44.353357, 24.0957852 44.3529013)",Strada Plopului,,
103146595,False,,,residential,RO:urban,False,260.916,"LINESTRING (24.0949524 44.353357, 24.0960884 44.3541512, 24.0968568 44.3546479, 24.0972884 44.3542937)",Strada Plopului,,
103146132,False,,,residential,RO:urban,False,161.98899999999998,"LINESTRING (24.0942103 44.3494568, 24.0959019 44.349433, 24.0962471 44.3494389)",Strada Mărășești,,
103146161,False,,,residential,RO:urban,False,32.156,"LINESTRING (24.0942103 44.3494568, 24.0941615 44.3493201, 24.0940474 44.3491965)",Strada Bradului,,
103146161,False,,,residential,RO:urban,False,28.874,"LINESTRING (24.0940474 44.3491965, 24.0939995 44.3489391)",Strada Bradului,,
103146161,False,,,residential,RO:urban,True,32.156,"LINESTRING (24.0940474 44.3491965, 24.0941615 44.3493201, 24.0942103 44.3494568)",Strada Bradului,,
103146155,False,2,,residential,RO:urban,False,121.21600000000001,"LINESTRING (24.0963084 44.3490327, 24.0956389 44.3487509, 24.0949749 44.3485053)",Strada Mihail Drumeș,yes,
"[232226818, 258315348]",False,2,,residential,"['50', 'RO:urban']",False,319.29,"LINESTRING (24.0963084 44.3490327, 24.096483 44.3487011, 24.096908 44.3478897, 24.0976515 44.3464724, 24.0977251 44.346346)",Strada Popa Șapcă,,
258315348,False,2,,residential,50,True,46.486000000000004,"LINESTRING (24.0963084 44.3490327, 24.0962248 44.3492054, 24.0962189 44.3493225, 24.0962471 44.3494389)",Strada Popa Șapcă,,
103146132,False,,,residential,RO:urban,True,161.98899999999998,"LINESTRING (24.0962471 44.3494389, 24.0959019 44.349433, 24.0942103 44.3494568)",Strada Mărășești,,
258315348,False,2,,residential,50,False,46.486000000000004,"LINESTRING (24.0962471 44.3494389, 24.0962189 44.3493225, 24.0962248 44.3492054, 24.0963084 44.3490327)",Strada Popa Șapcă,,
258315348,False,2,,residential,50,True,87.20100000000001,"LINESTRING (24.0962471 44.3494389, 24.0964681 44.3498123, 24.0966146 44.3499668, 24.096801 44.3501051)",Strada Popa Șapcă,,
232226817,False,,,residential,RO:urban,False,83.379,"LINESTRING (24.0957852 44.3529013, 24.0949524 44.353357)",Strada Plopului,,
103146140,False,,,residential,RO:urban,True,159.504,"LINESTRING (24.0957852 44.3529013, 24.0955454 44.3522987, 24.0952636 44.3515163)",Strada Plopului,,
232226817,False,,,residential,RO:urban,True,43.017,"LINESTRING (24.0957852 44.3529013, 24.0958188 44.3528829, 24.096247 44.3527001)",Strada Plopului,,
103146161,False,,,residential,RO:urban,True,32.858,"LINESTRING (24.0940582 44.3486466, 24.0939995 44.3489391)",Strada Bradului,,
103146161,False,,,residential,RO:urban,False,32.858,"LINESTRING (24.0939995 44.3489391, 24.0940582 44.3486466)",Strada Bradului,,
103146161,False,,,residential,RO:urban,True,28.874,"LINESTRING (24.0939995 44.3489391, 24.0940474 44.3491965)",Strada Bradului,,
103146164,False,,,residential,RO:urban,True,220.863,"LINESTRING (24.096247 44.3527001, 24.0965692 44.3524849, 24.0969974 44.3522761, 24.0973983 44.3521442, 24.0981242 44.3519443, 24.0986853 44.3517935)",Strada Libertății,,
103146595,False,,,residential,RO:urban,True,230.74099999999999,"LINESTRING (24.096247 44.3527001, 24.0971962 44.3534946, 24.0976969 44.3539387, 24.0972884 44.3542937)",Strada Plopului,,
232226817,False,,,residential,RO:urban,False,43.017,"LINESTRING (24.096247 44.3527001, 24.0958188 44.3528829, 24.0957852 44.3529013)",Strada Plopului,,
103149843,False,,,residential,RO:urban,False,154.425,"LINESTRING (24.1024608 44.3504409, 24.1026437 44.3507236, 24.1027767 44.3509099, 24.1028536 44.3509719, 24.1029425 44.3510435, 24.1035616 44.3512653, 24.1038072 44.3513485)",Strada Frații Buzești,,
336536236,False,2,DN65;DJ643,primary,50,False,38.995999999999995,"LINESTRING (24.1024608 44.3504409, 24.102344 44.3504761, 24.1020032 44.3505669)",Strada Nicolae Bălcescu,,
"[336536232, 336536236]",False,2,DN65;DJ643,primary,50,True,120.42399999999999,"LINESTRING (24.1024608 44.3504409, 24.1030865 44.3502661, 24.1035838 44.3501267, 24.1038726 44.3500489)",Strada Nicolae Bălcescu,,
103149843,False,,,residential,RO:urban,True,154.425,"LINESTRING (24.1038072 44.3513485, 24.1035616 44.3512653, 24.1029425 44.3510435, 24.1028536 44.3509719, 24.1027767 44.3509099, 24.1026437 44.3507236, 24.1024608 44.3504409)",Strada Frații Buzești,,
103149950,False,,,residential,RO:urban,True,186.586,"LINESTRING (24.1038072 44.3513485, 24.1043705 44.3512068, 24.1044424 44.351129, 24.1042948 44.3507296, 24.1040723 44.3503708, 24.1038726 44.3500489)",,,
103149950,False,,,residential,RO:urban,False,186.58599999999998,"LINESTRING (24.1038726 44.3500489, 24.1040723 44.3503708, 24.1042948 44.3507296, 24.1044424 44.351129, 24.1043705 44.3512068, 24.1038072 44.3513485)",,,
"[336536232, 336536236]",False,2,DN65;DJ643,primary,50,False,120.42399999999999,"LINESTRING (24.1038726 44.3500489, 24.1035838 44.3501267, 24.1030865 44.3502661, 24.1024608 44.3504409)",Strada Nicolae Bălcescu,,
103151274,False,,,residential,RO:urban,False,267.724,"LINESTRING (24.1031469 44.3488253, 24.1032522 44.3490128, 24.1033803 44.3492343, 24.1034292 44.3492521, 24.1034923 44.3492506, 24.1035112 44.3492452, 24.1042552 44.3490314, 24.1046859 44.3489077, 24.1049838 44.3488221, 24.1059338 44.3485491)",Strada Nicolae Bălcescu,,
103151274,False,,,residential,RO:urban,True,105.552,"LINESTRING (24.1031469 44.3488253, 24.1024864 44.3489874, 24.1021994 44.3490684, 24.1019748 44.3491317, 24.1019031 44.3491557)",Strada Nicolae Bălcescu,,
103151495,False,,,residential,50,False,71.634,"LINESTRING (24.1031469 44.3488253, 24.1030519 44.3486528, 24.1029476 44.3484815, 24.1027689 44.3482414)",Strada Ion Creangă,,
103151274,False,,,residential,RO:urban,False,196.547,"LINESTRING (24.1020032 44.3505669, 24.1019522 44.3504717, 24.1018863 44.3503484, 24.1016382 44.3499449, 24.1014799 44.3496875, 24.1015027 44.3496352, 24.1017388 44.3495556, 24.1020623 44.3494502, 24.1019936 44.3493053, 24.1019359 44.3492075, 24.1019031 44.3491557)",Strada Nicolae Bălcescu,,
336536236,False,2,DN65;DJ643,primary,50,True,38.995999999999995,"LINESTRING (24.1020032 44.3505669, 24.102344 44.3504761, 24.1024608 44.3504409)",Strada Nicolae Bălcescu,,
