osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,ref
"[317815529, 317815530, 210896338]",2,Aleea Poporului,residential,"['30', '50']",True,False,261.20899999999995,"LINESTRING (23.3722869 45.4150229, 23.3723383 45.4150388, 23.3727347 45.4151617, 23.3729529 45.4152322, 23.3730741 45.4152714, 23.3730579 45.4152985, 23.3729814 45.4154266, 23.3729141 45.4155394, 23.3726996 45.4158369, 23.3725413 45.4160666, 23.3725218 45.4161535, 23.3724308 45.4162842, 23.3724145 45.416293, 23.3723916 45.4162936, 23.372198 45.4162323, 23.3720585 45.4162059, 23.3718708 45.416189, 23.3716323 45.4161504, 23.3715703 45.4161393)",,,
210722819,2,Strada Ștefan cel Mare,residential,50,False,False,65.475,"LINESTRING (23.3788709 45.4162126, 23.3787785 45.4163241, 23.3786659 45.4164747, 23.3785693 45.4166027, 23.3784835 45.4167345)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,False,124.809,"LINESTRING (23.3773603 45.4120044, 23.378027 45.4109842)",,,
197252796,2,Strada Parangul,residential,RO:urban,False,True,109.089,"LINESTRING (23.3773603 45.4120044, 23.3770326 45.4119009, 23.3761918 45.4116352, 23.3760859 45.4116018)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,True,148.85399999999998,"LINESTRING (23.3773603 45.4120044, 23.3772524 45.4121701, 23.3767618 45.4129185, 23.3765598 45.4132194)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,True,124.809,"LINESTRING (23.378027 45.4109842, 23.3773603 45.4120044)",,,
24453025,2,Strada Slătinioara,residential,50,False,False,23.86,"LINESTRING (23.378027 45.4109842, 23.3778971 45.4109337, 23.3777425 45.4109138)",,,
24453025,2,Strada Slătinioara,residential,50,False,True,43.199,"LINESTRING (23.378027 45.4109842, 23.3780972 45.4110339, 23.3781411 45.4110652, 23.3783695 45.4112881)",,,
1087558578,4,Strada 1 Decembrie 1918,secondary,50,False,True,35.48,"LINESTRING (23.3758985 45.4118925, 23.3760859 45.4116018)",,,
197252820,2,Strada Carpați,residential,50,False,True,69.513,"LINESTRING (23.3758985 45.4118925, 23.3757777 45.4118541, 23.3755262 45.4117741, 23.3751832 45.411665, 23.3750873 45.4116346)",yes,,
1087558578,4,Strada 1 Decembrie 1918,secondary,50,False,False,113.114,"LINESTRING (23.3758985 45.4118925, 23.3758449 45.4119828, 23.3758307 45.4120012, 23.3752937 45.4128168)",,,
197252809,1,Strada Pinului,residential,50,False,False,116.631,"LINESTRING (23.3744843 45.4114428, 23.3750843 45.4104822)",,,
197252820,2,Strada Carpați,residential,50,False,True,55.04,"LINESTRING (23.3744843 45.4114428, 23.373842 45.4112386)",yes,,
197252820,2,Strada Carpați,residential,50,False,False,51.675999999999995,"LINESTRING (23.3744843 45.4114428, 23.3745428 45.4114614, 23.3750873 45.4116346)",yes,,
197252809,1,Strada Pinului,residential,50,False,True,116.631,"LINESTRING (23.3750843 45.4104822, 23.3744843 45.4114428)",,,
"[214376426, 210949519]",1,"['Strada Viselor', 'Strada Liliacului']",residential,50,False,False,159.221,"LINESTRING (23.3750843 45.4104822, 23.3748391 45.4104039, 23.3747637 45.4103871, 23.374667 45.4103799, 23.3744791 45.4103868, 23.3744193 45.4103929, 23.3743688 45.4104153, 23.373842 45.4112386)",,,
"[214376426, 210949162]",1,"['Aleea Crângului', 'Strada Viselor']",residential,50,False,True,170.772,"LINESTRING (23.3750843 45.4104822, 23.3757227 45.410696, 23.3755699 45.4109148, 23.375401 45.411169, 23.3752132 45.4114495, 23.3750873 45.4116346)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,True,87.539,"LINESTRING (23.3765598 45.4132194, 23.3760822 45.4139317)",,,
85204817,,,residential,50,True,False,53.615,"LINESTRING (23.3765598 45.4132194, 23.3762284 45.413114, 23.3759341 45.4130205)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,False,148.85399999999998,"LINESTRING (23.3765598 45.4132194, 23.3767618 45.4129185, 23.3772524 45.4121701, 23.3773603 45.4120044)",,,
32974420,2,Strada 9 Mai,residential,50,False,True,29.496,"LINESTRING (23.3700724 45.4127441, 23.3700432 45.412789, 23.3699139 45.4129849)",,,
197252816,2,Strada 9 Mai,residential,50,False,True,154.707,"LINESTRING (23.3700724 45.4127441, 23.3700994 45.4127017, 23.3702333 45.412496, 23.3705581 45.4119862, 23.3707025 45.4117544, 23.3708811 45.4114739)",,,
202530016,2,Strada Ion Creangă,tertiary,50,False,False,60.97000000000001,"LINESTRING (23.3700724 45.4127441, 23.3698882 45.412686, 23.3698026 45.4126449, 23.3697296 45.4125928, 23.3696919 45.4125508, 23.3696427 45.4124802, 23.3696141 45.412424, 23.3695863 45.4123539)",yes,,
202530143,2,Strada Ion Creangă,tertiary,50,False,False,102.845,"LINESTRING (23.3700724 45.4127441, 23.3707609 45.4129646, 23.3712705 45.4131289)",,,
210722964,2,Strada Gheorghe Lazăr,residential,50,False,True,111.91799999999999,"LINESTRING (23.3757403 45.4181725, 23.3757584 45.4180976, 23.3757959 45.41806, 23.3759139 45.4179884, 23.376091 45.4179037, 23.3762653 45.4178114, 23.3764343 45.4177493, 23.3766113 45.4176909, 23.3767642 45.4176363, 23.3768581 45.4175912)",,,
239706848,2,Strada Universității,residential,50,False,False,59.73799999999999,"LINESTRING (23.3757403 45.4181725, 23.3754466 45.4183386, 23.3753699 45.41837, 23.3752922 45.4183781, 23.3751917 45.4183644, 23.3750806 45.4183355)",,,
197252805,2,Strada 22 Decembrie,residential,50,False,False,87.539,"LINESTRING (23.3760822 45.4139317, 23.3765598 45.4132194)",,,
85204782,2,Strada Ștefan Octavian Iosif,residential,50,True,False,80.398,"LINESTRING (23.3760822 45.4139317, 23.3762618 45.4139892, 23.3764461 45.4140503, 23.3764873 45.4140699, 23.3765098 45.4141004, 23.3765153 45.4141368, 23.3764195 45.4144655)",,,
197252820,2,Strada Carpați,residential,50,False,False,55.04,"LINESTRING (23.373842 45.4112386, 23.3744843 45.4114428)",yes,,
197252820,2,Strada Carpați,residential,50,False,True,45.488,"LINESTRING (23.373842 45.4112386, 23.3733112 45.4110698)",yes,,
"[214376426, 210949519]",1,"['Strada Viselor', 'Strada Liliacului']",residential,50,False,True,159.221,"LINESTRING (23.373842 45.4112386, 23.3743688 45.4104153, 23.3744193 45.4103929, 23.3744791 45.4103868, 23.374667 45.4103799, 23.3747637 45.4103871, 23.3748391 45.4104039, 23.3750843 45.4104822)",,,
210949540,1,Strada Carpați,residential,50,False,False,49.283,"LINESTRING (23.373842 45.4112386, 23.3737916 45.4113172, 23.3737324 45.4114085, 23.3736752 45.4114963, 23.3735808 45.4116421)",,,
197252820,2,Strada Carpați,residential,50,False,False,45.488,"LINESTRING (23.3733112 45.4110698, 23.373842 45.4112386)",yes,,
197252820,2,Strada Carpați,residential,50,False,True,35.084,"LINESTRING (23.3733112 45.4110698, 23.3729018 45.4109396)",yes,,
1087558578,4,Strada 1 Decembrie 1918,secondary,50,False,False,35.48,"LINESTRING (23.3760859 45.4116018, 23.3758985 45.4118925)",,,
197252796,2,Strada Parangul,residential,RO:urban,False,False,109.089,"LINESTRING (23.3760859 45.4116018, 23.3761918 45.4116352, 23.3770326 45.4119009, 23.3773603 45.4120044)",,,
1118432950,4,Strada 1 Decembrie 1918,secondary,50,False,True,75.152,"LINESTRING (23.3760859 45.4116018, 23.3763256 45.4112198, 23.3763866 45.4111136, 23.3764188 45.4110477, 23.376441 45.4109751)",,,
197252816,2,Strada 9 Mai,residential,50,False,False,154.707,"LINESTRING (23.3708811 45.4114739, 23.3707025 45.4117544, 23.3705581 45.4119862, 23.3702333 45.412496, 23.3700994 45.4127017, 23.3700724 45.4127441)",,,
197252816,2,Strada 9 Mai,residential,50,False,True,119.203,"LINESTRING (23.3708811 45.4114739, 23.3709859 45.4113176, 23.3713405 45.41077, 23.3715149 45.4104986)",,,
"[239717266, 239716911]",2,"['Strada 9 Mai', 'Aleea Florilor']",residential,50,False,True,114.517,"LINESTRING (23.3708811 45.4114739, 23.3715673 45.4116994, 23.3721258 45.4118762, 23.3722143 45.4119036)",,,
197252816,2,Strada 9 Mai,residential,50,False,False,119.203,"LINESTRING (23.3715149 45.4104986, 23.3713405 45.41077, 23.3709859 45.4113176, 23.3708811 45.4114739)",,,
197252820,2,Strada Carpați,residential,50,False,False,114.567,"LINESTRING (23.3715149 45.4104986, 23.3716478 45.4105409, 23.372187 45.4107123, 23.3728518 45.4109237)",yes,,
202530016,2,Strada Ion Creangă,tertiary,50,False,True,60.97,"LINESTRING (23.3695863 45.4123539, 23.3696141 45.412424, 23.3696427 45.4124802, 23.3696919 45.4125508, 23.3697296 45.4125928, 23.3698026 45.4126449, 23.3698882 45.412686, 23.3700724 45.4127441)",yes,,
309214739,2,Strada Ion Creangă,tertiary,50,False,False,10.65,"LINESTRING (23.3695863 45.4123539, 23.369536 45.4123309, 23.369472 45.4123016)",no,,
1092909283,2,,primary,50,True,False,74.546,"LINESTRING (23.3695863 45.4123539, 23.3691586 45.412832, 23.369079 45.4129219)",yes,,DN66
309214739,2,Strada Ion Creangă,tertiary,50,False,True,10.65,"LINESTRING (23.369472 45.4123016, 23.369536 45.4123309, 23.3695863 45.4123539)",no,,
1093800773,,Strada Ștefan Octavian Iosif,residential,50,False,True,21.504,"LINESTRING (23.3746988 45.4150297, 23.3749489 45.4151108)",,,
202533717,2,Strada Ștefan Octavian Iosif,residential,50,True,False,155.606,"LINESTRING (23.3746988 45.4150297, 23.3749097 45.4147036, 23.3755005 45.4137485)",,,
1093800774,,Strada Ștefan Octavian Iosif,residential,50,False,False,59.04600000000001,"LINESTRING (23.3746988 45.4150297, 23.3741294 45.4148299, 23.374022 45.4147925)",,,
"[751130084, 210717533]",2,Strada Decebal,residential,50,False,False,146.704,"LINESTRING (23.3677929 45.4164276, 23.3686178 45.4165919, 23.3693071 45.41672, 23.3695475 45.4167744, 23.3696015 45.4167859)",,,
202529400,2,Strada Carol Schreter,tertiary,50,False,False,3.923,"LINESTRING (23.3696015 45.4167859, 23.369627 45.4167555)",yes,,
202529400,2,Strada Carol Schreter,tertiary,50,False,True,48.8,"LINESTRING (23.3696015 45.4167859, 23.3693449 45.4171861)",yes,,
"[751130084, 210717533]",2,Strada Decebal,residential,50,False,True,146.704,"LINESTRING (23.3696015 45.4167859, 23.3695475 45.4167744, 23.3693071 45.41672, 23.3686178 45.4165919, 23.3677929 45.4164276)",,,
210717544,2,Strada Gelu,residential,50,False,True,111.32499999999999,"LINESTRING (23.3691434 45.4176274, 23.3691067 45.4176237, 23.3685266 45.4175126, 23.3677648 45.4173714)",yes,,
317098122,2,Strada Carol Schreter,tertiary,50,False,False,51.55200000000001,"LINESTRING (23.3691434 45.4176274, 23.3691645 45.4175658, 23.3693033 45.4172704, 23.3693449 45.4171861)",yes,,
210717544,2,Strada Gelu,residential,50,False,False,111.325,"LINESTRING (23.3677648 45.4173714, 23.3685266 45.4175126, 23.3691067 45.4176237, 23.3691434 45.4176274)",yes,,
210720538,,,residential,,False,True,36.717999999999996,"LINESTRING (23.3699889 45.4136749, 23.3699648 45.4137126, 23.3697905 45.4139743)",,,
210720575,2,Strada Minerului,residential,50,False,False,68.663,"LINESTRING (23.3699889 45.4136749, 23.3699863 45.4136297, 23.3699863 45.4135695, 23.3702223 45.4131929, 23.3702464 45.413158, 23.3702819 45.4131014)",,,
"[325304482, 217519732]",2,Aleea Trandafirilor,residential,50,False,False,109.03399999999999,"LINESTRING (23.3699889 45.4136749, 23.3703764 45.4138095, 23.3704152 45.4138454, 23.3704222 45.4138872, 23.3702211 45.4141912, 23.3700725 45.4144236)",,,
210720538,,,residential,,False,False,36.717999999999996,"LINESTRING (23.3697905 45.4139743, 23.3699648 45.4137126, 23.3699889 45.4136749)",,,
217519475,2,Aleea Trandafirilor,residential,50,True,False,4.401,"LINESTRING (23.3700725 45.4144236, 23.370021 45.4144075)",,,
"[325304482, 217519732]",2,Aleea Trandafirilor,residential,50,False,True,109.034,"LINESTRING (23.3700725 45.4144236, 23.3702211 45.4141912, 23.3704222 45.4138872, 23.3704152 45.4138454, 23.3703764 45.4138095, 23.3699889 45.4136749)",,,
210944976,,Strada Ion Creangă,residential,50,False,False,31.511,"LINESTRING (23.3699139 45.4129849, 23.3702819 45.4131014)",,,
32974420,2,Strada 9 Mai,residential,50,False,False,29.496,"LINESTRING (23.3699139 45.4129849, 23.3700432 45.412789, 23.3700724 45.4127441)",,,
32974420,2,Strada 9 Mai,residential,50,False,True,140.803,"LINESTRING (23.3699139 45.4129849, 23.3698435 45.4130921, 23.3691448 45.4141303)",,,
217697582,2,Strada Timișoarei,tertiary,50,False,False,94.632,"LINESTRING (23.3705296 45.4178454, 23.3702045 45.4176701, 23.3698981 45.4174937, 23.3695853 45.4173118)",,,
"[35071692, 217697580, 217697582]",2,Strada Timișoarei,tertiary,50,False,True,121.771,"LINESTRING (23.3705296 45.4178454, 23.370657 45.4179234, 23.3707418 45.4179694, 23.3709963 45.4181078, 23.3716151 45.4184775, 23.3717294 45.418545)",,yes,
239378012,,Strada Nicolae Iorga,living_street,50,False,True,115.513,"LINESTRING (23.3705296 45.4178454, 23.3705394 45.4178217, 23.3705683 45.4177512, 23.3705978 45.4176307, 23.3705978 45.4175121, 23.3705388 45.4174236, 23.3703195 45.4172934, 23.3699085 45.4170602, 23.3698756 45.4170416)",,,
"[210722427, 317075597]",2,Aleea Poporului,residential,30,False,"[False, True]",157.322,"LINESTRING (23.3731399 45.4137411, 23.3731277 45.4137591, 23.3730712 45.4138428, 23.3727952 45.4142513, 23.3725932 45.4145503, 23.3725217 45.4146561, 23.3722869 45.4150229)",,,
210722715,2,Strada Muncii,residential,50,False,False,40.863,"LINESTRING (23.3764193 45.4164123, 23.3759467 45.4162542)",,,
210722715,2,Strada Muncii,residential,50,False,True,41.522,"LINESTRING (23.3764193 45.4164123, 23.3769013 45.4165703)",,,
210723200,,Strada General Dragalina,residential,50; RO:urban,False,False,41.215,"LINESTRING (23.3764193 45.4164123, 23.3763605 45.4164978, 23.3762008 45.4167497)",,,
210723200,,Strada General Dragalina,residential,50; RO:urban,False,True,76.333,"LINESTRING (23.3764193 45.4164123, 23.3765818 45.4161584, 23.3768272 45.4157884)",,,
264723212,,Strada Ștefan cel Mare,living_street,,False,True,14.803,"LINESTRING (23.3784835 45.4167345, 23.3786498 45.4167985)",,,
210722819,2,Strada Ștefan cel Mare,residential,50,False,True,65.475,"LINESTRING (23.3784835 45.4167345, 23.3785693 45.4166027, 23.3786659 45.4164747, 23.3787785 45.4163241, 23.3788709 45.4162126)",,,
952108291,2,Strada Ștefan cel Mare,residential,50,False,False,73.18299999999999,"LINESTRING (23.3784835 45.4167345, 23.3783791 45.4167179, 23.3781475 45.4166832, 23.378049 45.416678, 23.3779768 45.4166825, 23.3776697 45.4167435, 23.3775681 45.4167567)",,,
210722715,2,Strada Muncii,residential,50,False,False,56.209,"LINESTRING (23.3775681 45.4167567, 23.3774974 45.4167487, 23.3773911 45.4167243, 23.3769013 45.4165703)",,,
210723234,,Strada Ștefan cel Mare,living_street,50,False,True,53.001999999999995,"LINESTRING (23.3775681 45.4167567, 23.3776466 45.416678, 23.3777593 45.4165142, 23.3778827 45.4163354)",,,
952108290,2,Strada Ștefan cel Mare,residential,50,False,False,32.574,"LINESTRING (23.3775681 45.4167567, 23.3775635 45.4168118, 23.3775273 45.4168748, 23.3774069 45.4170221)",,,
952108291,2,Strada Ștefan cel Mare,residential,50,False,True,73.183,"LINESTRING (23.3775681 45.4167567, 23.3776697 45.4167435, 23.3779768 45.4166825, 23.378049 45.416678, 23.3781475 45.4166832, 23.3783791 45.4167179, 23.3784835 45.4167345)",,,
210722964,2,Strada Gheorghe Lazăr,residential,50,False,False,111.91799999999999,"LINESTRING (23.3768581 45.4175912, 23.3767642 45.4176363, 23.3766113 45.4176909, 23.3764343 45.4177493, 23.3762653 45.4178114, 23.376091 45.4179037, 23.3759139 45.4179884, 23.3757959 45.41806, 23.3757584 45.4180976, 23.3757403 45.4181725)",,,
"[210722964, 210722998]",2,Strada Gheorghe Lazăr,residential,50,False,True,134.725,"LINESTRING (23.3768581 45.4175912, 23.3769922 45.4174914, 23.3771665 45.4173652, 23.3772878 45.4172771, 23.3773677 45.4172184, 23.3774389 45.41718, 23.3774885 45.4171707, 23.3775215 45.4171782, 23.3775474 45.417192, 23.3776306 45.4172636, 23.3777298 45.4173426, 23.3778693 45.4174763, 23.3779685 45.4175723, 23.3780078 45.417633)",,,
952108289,,,living_street,20,False,True,40.619,"LINESTRING (23.3768581 45.4175912, 23.3768363 45.4176295, 23.3768004 45.4176661, 23.3767446 45.4177078, 23.3766726 45.4177596, 23.3765251 45.4178682)",,,
