osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,junction
24291174,True,Strada Traian Moșoiu,tertiary,RO:urban,False,331.87600000000003,"LINESTRING (21.9281679 47.0537025, 21.9283546 47.0536609, 21.9284997 47.0536306, 21.9285485 47.053619, 21.9286932 47.0535876, 21.9296929 47.053368, 21.9322421 47.0527989, 21.9323341 47.0527802)",,,
24291236,False,Strada Avram Iancu,residential,RO:urban,True,116.80199999999999,"LINESTRING (21.9281679 47.0537025, 21.9281329 47.0536267, 21.9277204 47.0526973)",,,
24291155,False,Strada Jean Calvin,residential,RO:urban,True,90.553,"LINESTRING (21.9240767 47.0554419, 21.9240655 47.0552145, 21.9240618 47.0550342, 21.9240617 47.0548798, 21.9240853 47.0546282)",,,
544716306,False,Strada Jean Calvin,residential,RO:urban,False,144.749,"LINESTRING (21.9240767 47.0554419, 21.923916 47.0559658, 21.9238023 47.0563402, 21.9237888 47.0564106, 21.9237864 47.0564515, 21.9237906 47.0565041, 21.9238069 47.0565446, 21.923841 47.0565966, 21.9238896 47.0566547, 21.9239187 47.0566894, 21.9239287 47.0567014)",,,
24291182,True,Piața 1 Decembrie,tertiary,RO:urban,False,25.767,"LINESTRING (21.9323341 47.0527802, 21.9325029 47.0527443, 21.9326325 47.0527137, 21.9326572 47.0527079)",2,,
985791443,False,Strada Mihai Viteazul,residential,RO:urban,True,76.952,"LINESTRING (21.9323341 47.0527802, 21.9322923 47.0526978, 21.9320264 47.0521207)",,,
"[1201638133, 835553894]",True,Strada Mihai Viteazul,residential,RO:urban,False,26.486,"LINESTRING (21.9323341 47.0527802, 21.9324058 47.0528021, 21.9324468 47.0528208, 21.9324951 47.0528546, 21.9325385 47.0528983, 21.9325746 47.0529431)",2,,
41379936,True,Strada Independenței,tertiary,50,False,25.794999999999998,"LINESTRING (21.9335907 47.0544077, 21.9332931 47.0544769, 21.9332687 47.0544831)",2,,
708814593,False,Strada Independenței,tertiary,50,True,104.71199999999999,"LINESTRING (21.9335907 47.0544077, 21.9338439 47.0543573, 21.9340309 47.0543242, 21.9349398 47.0542064)",2,,
1212933194,False,,residential,30,True,22.64,"LINESTRING (21.9335907 47.0544077, 21.9335502 47.0544125, 21.9335083 47.0544159, 21.9334706 47.0544183, 21.9334338 47.0544192, 21.9333925 47.0544165, 21.9333685 47.0544121, 21.9333463 47.0544052, 21.9333267 47.0543937, 21.9333116 47.0543808)",2,,
24290869,True,Strada Iuliu Maniu,tertiary,50,False,13.039,"LINESTRING (21.9240853 47.0546282, 21.9242502 47.0545946)",2,,
24291155,False,Strada Jean Calvin,residential,RO:urban,False,90.553,"LINESTRING (21.9240853 47.0546282, 21.9240617 47.0548798, 21.9240618 47.0550342, 21.9240655 47.0552145, 21.9240767 47.0554419)",,,
41145563,False,,residential,RO:urban,False,14.182,"LINESTRING (21.9237803 47.0532356, 21.9238276 47.053359)",1,,
41415884,True,Strada Cuza Vodă,residential,RO:urban,False,17.606,"LINESTRING (21.9237803 47.0532356, 21.9235479 47.0532358)",2,,
41078682,False,Strada Mihai Viteazul,residential,RO:urban,True,64.348,"LINESTRING (21.9317742 47.0515402, 21.9313396 47.051043)",2,,
