osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,ref,junction
"[190732202, 190737100, 190737101]",False,2,Strada Republicii,tertiary,50,False,175.006,yes,"LINESTRING (25.9539604 45.0464598, 25.9534326 45.0458701, 25.953388 45.0458203, 25.9532531 45.0456711, 25.9531923 45.0456024, 25.9527685 45.0451302)",,
190732202,False,2,Strada Republicii,tertiary,50,True,257.043,,"LINESTRING (25.9539604 45.0464598, 25.9540624 45.0465731, 25.9545012 45.0470604, 25.9547476 45.0473315, 25.9547964 45.0474108, 25.9548649 45.0478393, 25.9548719 45.0480435, 25.9548601 45.0480743, 25.9548434 45.0480991, 25.9548049 45.0481476, 25.9546265 45.0482583, 25.9543269 45.0484306)",,
725226328,False,2,Strada Primăverii,residential,50,True,104.94699999999999,,"LINESTRING (25.9539604 45.0464598, 25.9541444 45.0462747, 25.9542561 45.0461624, 25.9544852 45.0459234, 25.9547168 45.0456819)",,
190732200,False,2,Strada Leului,residential,50,False,97.144,,"LINESTRING (25.9509449 45.0484854, 25.9519165 45.047945)",,
14872244,False,2,Strada Speranței,residential,50,True,71.62,,"LINESTRING (25.9509449 45.0484854, 25.9504689 45.048874, 25.9504461 45.0488991, 25.9504272 45.0489273, 25.9504194 45.0489606, 25.9504181 45.048996)",,
"[365598795, 190732182]",False,2,Strada Independenței,secondary,"['50', '30']",False,120.77899999999998,,"LINESTRING (25.9509449 45.0484854, 25.9505786 45.0481251, 25.9502135 45.0477621, 25.9501078 45.0476585, 25.9500502 45.0476021)",DJ102,
190732182,False,2,Strada Independenței,secondary,50,True,155.589,,"LINESTRING (25.9509449 45.0484854, 25.9510575 45.0485929, 25.951289 45.0488185, 25.9515079 45.0490298, 25.9520202 45.0495384, 25.9520621 45.0495796, 25.9521035 45.0496202)",DJ102,
14872244,False,2,Strada Speranței,residential,50,True,9.56,,"LINESTRING (25.9475395 45.0504264, 25.9476077 45.0504976)",,
14872244,False,2,Strada Speranței,residential,50,False,178.433,,"LINESTRING (25.9475395 45.0504264, 25.9483386 45.0500306, 25.9486361 45.0498832, 25.9489161 45.0497446, 25.9491969 45.0496055, 25.9493993 45.0495052)",,
"[15263935, 15263967]",False,2,,residential,"['50', 'RO:urban']","[False, True]",307.467,,"LINESTRING (25.9475395 45.0504264, 25.9474977 45.0504276, 25.9474655 45.0504187, 25.9474211 45.0503743, 25.9474003 45.0503388, 25.947399 45.0503004, 25.9475251 45.0500906, 25.947635 45.0499882, 25.9477933 45.0498689, 25.9479985 45.0497012, 25.9482144 45.0495088, 25.9484598 45.0492881, 25.9487227 45.0490948, 25.9489667 45.0489005, 25.9492283 45.048705, 25.9493058 45.0486526, 25.9497576 45.0483505)",,
365598796,False,2,Strada Democrației,residential,50,True,88.568,,"LINESTRING (25.9504181 45.048996, 25.9497576 45.0483505)",,
14872244,False,2,Strada Speranței,residential,50,False,71.62,,"LINESTRING (25.9504181 45.048996, 25.9504194 45.0489606, 25.9504272 45.0489273, 25.9504461 45.0488991, 25.9504689 45.048874, 25.9509449 45.0484854)",,
14872244,False,2,Strada Speranței,residential,50,True,98.03899999999999,,"LINESTRING (25.9504181 45.048996, 25.9501607 45.0491246, 25.9501343 45.0491378, 25.9498812 45.0492643, 25.9493993 45.0495052)",,
365598796,False,2,Strada Democrației,residential,50,False,150.771,,"LINESTRING (25.9504181 45.048996, 25.9507023 45.0492643, 25.9515725 45.0500792)",,
190732206,False,2,Strada Republicii,tertiary,50,True,55.602,,"LINESTRING (25.9515725 45.0500792, 25.9510235 45.0503948)",,
190732206,False,2,Strada Republicii,tertiary,50,False,52.327,,"LINESTRING (25.9515725 45.0500792, 25.9519748 45.0498479, 25.9520318 45.0498126, 25.9520857 45.0497793)",,
365598796,False,2,Strada Democrației,residential,50,False,79.832,,"LINESTRING (25.9515725 45.0500792, 25.9519497 45.0504532, 25.952161 45.0506645)",,
365598796,False,2,Strada Democrației,residential,50,True,150.771,,"LINESTRING (25.9515725 45.0500792, 25.9507023 45.0492643, 25.9504181 45.048996)",,
14872244,False,2,Strada Speranței,residential,50,False,62.962,,"LINESTRING (25.9480572 45.0509664, 25.9476077 45.0504976)",,
14872509,False,2,Strada Zefirului,residential,50,False,38.668,,"LINESTRING (25.9480572 45.0509664, 25.948466 45.0507727)",,
"[297158496, 14872244]",False,2,Strada Speranței,"['residential', 'living_street']",50,"[False, True]",98.44,,"LINESTRING (25.9480572 45.0509664, 25.9484977 45.0513957, 25.9484987 45.0514074, 25.9484958 45.0514166, 25.9484906 45.051429, 25.9484839 45.051439, 25.9484702 45.0514481, 25.9484582 45.0514558, 25.9484167 45.0514767, 25.9483396 45.0515116, 25.9482961 45.0515298, 25.9482728 45.0515372, 25.9482407 45.0515449, 25.9482043 45.0515517, 25.9481587 45.0515602, 25.9480944 45.0515717)",,
14872504,False,,,residential,50,True,25.512,,"LINESTRING (25.9494468 45.0502891, 25.9496278 45.0504796)",,
190732186,False,2,Strada Zefirului,residential,50,True,36.92,,"LINESTRING (25.9494468 45.0502891, 25.9490738 45.0504911)",,
14872504,False,,,residential,50,False,23.012,,"LINESTRING (25.9494468 45.0502891, 25.9494459 45.0502694, 25.9494395 45.0502445, 25.9493301 45.0501022)",,
14872504,False,,,residential,50,True,23.012,,"LINESTRING (25.9493301 45.0501022, 25.9494395 45.0502445, 25.9494459 45.0502694, 25.9494468 45.0502891)",,
14872504,False,,,residential,50,False,25.512,,"LINESTRING (25.9496278 45.0504796, 25.9494468 45.0502891)",,
14872509,False,2,Strada Zefirului,residential,50,False,90.794,,"LINESTRING (25.9490738 45.0504911, 25.9497233 45.0511665)",,
190732186,False,2,Strada Zefirului,residential,50,False,36.92,,"LINESTRING (25.9490738 45.0504911, 25.9494468 45.0502891)",,
14872509,False,2,Strada Zefirului,residential,50,True,57.103,,"LINESTRING (25.9490738 45.0504911, 25.9487896 45.0506191, 25.948466 45.0507727)",,
14872509,False,2,Strada Zefirului,residential,50,True,90.794,,"LINESTRING (25.9497233 45.0511665, 25.9490738 45.0504911)",,
190732206,False,2,Strada Republicii,tertiary,50,False,86.729,,"LINESTRING (25.9497233 45.0511665, 25.9503665 45.0507841, 25.9505679 45.0506642)",,
190732206,False,2,Strada Republicii,tertiary,50,True,46.61,,"LINESTRING (25.9497233 45.0511665, 25.9493824 45.0513693, 25.9492669 45.0514343)",,
190732218,False,2,Strada Oituz,residential,50,False,180.208,,"LINESTRING (25.9497233 45.0511665, 25.9500568 45.0515038, 25.9502702 45.0517051, 25.950411 45.051818, 25.9505291 45.0518961, 25.9506333 45.0519559, 25.9507196 45.0520008, 25.9508091 45.052041, 25.9508857 45.0520709, 25.9512231 45.0521511, 25.9514018 45.0521965)",,
365598796,False,2,Strada Democrației,residential,50,False,88.568,,"LINESTRING (25.9497576 45.0483505, 25.9504181 45.048996)",,
