osmid,name,highway,oneway,reversed,length,maxspeed,lanes,ref,geometry,tunnel,width,junction
176010012,Strada Crinului,living_street,False,True,66.327,,,,"LINESTRING (22.473817 47.686683, 22.4746361 47.6864555)",,,
176853721,Strada Cornelui Coposu,residential,False,False,86.434,RO:urban,,,"LINESTRING (22.473817 47.686683, 22.4742679 47.6873986)",,,
176853721,Strada Cornelui Coposu,residential,False,True,115.962,RO:urban,,,"LINESTRING (22.473817 47.686683, 22.4731819 47.6857318)",,,
176853721,Strada Cornelui Coposu,residential,False,True,86.434,RO:urban,,,"LINESTRING (22.4742679 47.6873986, 22.473817 47.686683)",,,
176001454,Strada 1 Decembrie 1918,primary,False,False,48.951,50,2,DN1F,"LINESTRING (22.4653263 47.6857214, 22.4658584 47.6854655)",,,
176001454,Strada 1 Decembrie 1918,primary,False,True,72.72,50,2,DN1F,"LINESTRING (22.4653263 47.6857214, 22.4646488 47.6861901)",,,
93276781,Strada Vasile Lucaciu,residential,False,True,313.247,RO:urban,,,"LINESTRING (22.4690318 47.683813, 22.4693533 47.6842054, 22.4693674 47.6842259, 22.4695981 47.6845166, 22.4696432 47.6845733, 22.4708314 47.6863544)",,,
176001454,Strada 1 Decembrie 1918,primary,False,False,39.316,50,2,DN1F,"LINESTRING (22.4690318 47.683813, 22.4690961 47.6837148, 22.4691955 47.683563, 22.4692364 47.6834875)",,,
176001454,Strada 1 Decembrie 1918,primary,False,True,306.939,50,2,DN1F,"LINESTRING (22.4690318 47.683813, 22.4687548 47.6840665, 22.468126 47.6846097, 22.467918 47.6847432, 22.4670843 47.6850433, 22.4660288 47.685411, 22.4658584 47.6854655)",,,
134462797,Strada Gróf Károly Sándor,residential,False,True,31.913,50,2,,"LINESTRING (22.4645611 47.6849306, 22.4649517 47.6850456)",,,
134462797,Strada Gróf Károly Sándor,residential,False,False,94.072,50,2,,"LINESTRING (22.4645611 47.6849306, 22.4637667 47.6846287, 22.4634951 47.6844861)",,,
176001454,Strada 1 Decembrie 1918,primary,False,True,48.951,50,2,DN1F,"LINESTRING (22.4658584 47.6854655, 22.4653263 47.6857214)",,,
134462797,Strada Gróf Károly Sándor,residential,False,False,82.85600000000001,50,2,,"LINESTRING (22.4658584 47.6854655, 22.4657633 47.6854012, 22.4653449 47.6851839, 22.4649517 47.6850456)",,,
176001454,Strada 1 Decembrie 1918,primary,False,False,306.939,50,2,DN1F,"LINESTRING (22.4658584 47.6854655, 22.4660288 47.685411, 22.4670843 47.6850433, 22.467918 47.6847432, 22.468126 47.6846097, 22.4687548 47.6840665, 22.4690318 47.683813)",,,
93276765,Piața Eliberării,residential,False,False,177.868,RO:urban,,,"LINESTRING (22.4679429 47.681054, 22.468188 47.6810814, 22.4696958 47.6814499, 22.4701926 47.6815608)",,,
"[93276765, 93276829]",Piața Eliberării,residential,False,True,86.95400000000001,RO:urban,,,"LINESTRING (22.4679429 47.681054, 22.4674997 47.6811816, 22.4673884 47.6811789, 22.4673226 47.681168, 22.4672206 47.6810793, 22.4669188 47.6809834)",,,
93276813,,residential,False,False,82.137,RO:urban,,,"LINESTRING (22.4679429 47.681054, 22.4687414 47.6808501, 22.4689605 47.6809211)",,,
778842389,Calea 25 Octombrie,primary,False,True,14.618,50,2,DN19,"LINESTRING (22.4644748 47.6816427, 22.4642969 47.6815885)",,,
"[713651754, 778842389]",Calea 25 Octombrie,primary,False,False,395.80999999999995,50,2,DN19,"LINESTRING (22.4644748 47.6816427, 22.4648128 47.6817252, 22.4659869 47.6820517, 22.4668896 47.6822745, 22.4676428 47.6824718, 22.4685744 47.6827158, 22.4687021 47.6827493, 22.4692092 47.6828778, 22.4693051 47.6829017, 22.4694054 47.6829268)",,,
687684721,Strada Nicolae Titulescu,residential,False,False,91.68,RO:urban,,,"LINESTRING (22.4719789 47.6860662, 22.4708314 47.6863544)",,,
687684721,Strada Nicolae Titulescu,residential,False,True,97.427,RO:urban,,,"LINESTRING (22.4719789 47.6860662, 22.4731819 47.6857318)",,,
"[290402914, 93276795]",Strada Haiducilor,residential,False,False,277.95,"['50', 'RO:urban']",,,"LINESTRING (22.4719789 47.6860662, 22.4713744 47.6852016, 22.4711528 47.6848846, 22.4707914 47.6840683, 22.4706805 47.6837346)",,,
93276765,Piața Eliberării,residential,False,True,177.868,RO:urban,,,"LINESTRING (22.4701926 47.6815608, 22.4696958 47.6814499, 22.468188 47.6810814, 22.4679429 47.681054)",,,
255199914,,primary,False,False,153.34300000000002,50,2,DN1F,"LINESTRING (22.4701926 47.6815608, 22.4700531 47.6818642, 22.4699366 47.682097, 22.4698506 47.6822687, 22.4696803 47.6826118, 22.4695888 47.6827929, 22.4695498 47.6828701)",,,
255199914,,primary,False,True,131.997,50,2,DN1F,"LINESTRING (22.4701926 47.6815608, 22.4705708 47.6807933, 22.470611 47.6807084, 22.4706674 47.6805983, 22.4707719 47.6804404)",,,
176001454,Strada 1 Decembrie 1918,primary,False,True,39.316,50,2,DN1F,"LINESTRING (22.4692364 47.6834875, 22.4691955 47.683563, 22.4690961 47.6837148, 22.4690318 47.683813)",,,
289685923,Strada 1 Decembrie 1918,primary,False,False,56.115,50,2,DN1F,"LINESTRING (22.4692364 47.6834875, 22.4694373 47.6830787, 22.4694719 47.6830084)",,,
93276829,,residential,False,True,21.334,RO:urban,,,"LINESTRING (22.4669188 47.6809834, 22.4666688 47.6808913)",,,
93276811,Strada Eliberării,residential,False,True,76.707,RO:urban,,,"LINESTRING (22.4669188 47.6809834, 22.4667576 47.6812286, 22.4665468 47.6816257)",,,
"[93276765, 93276829]",Piața Eliberării,residential,False,False,86.95400000000001,RO:urban,,,"LINESTRING (22.4669188 47.6809834, 22.4672206 47.6810793, 22.4673226 47.681168, 22.4673884 47.6811789, 22.4674997 47.6811816, 22.4679429 47.681054)",,,
93276811,Strada Eliberării,residential,False,False,76.707,RO:urban,,,"LINESTRING (22.4665468 47.6816257, 22.4667576 47.6812286, 22.4669188 47.6809834)",,,
93276829,,residential,False,False,21.334,RO:urban,,,"LINESTRING (22.4666688 47.6808913, 22.4669188 47.6809834)",,,
1188351101,Piața Avram Iancu,residential,True,False,32.375,RO:urban,,,"LINESTRING (22.4696681 47.6835049, 22.4692364 47.6834875)",,,
"[725278474, 725278475, 93276788, 290402914]",,residential,False,"[False, True]",77.612,"['50', 'RO:urban']",,,"LINESTRING (22.4696681 47.6835049, 22.4696656 47.6835972, 22.4696635 47.6837282, 22.4696763 47.6837638, 22.469734 47.6837891, 22.4698037 47.6837963, 22.4703127 47.6837639)",building_passage,,
687684721,Strada Nicolae Titulescu,residential,False,True,91.68,RO:urban,,,"LINESTRING (22.4708314 47.6863544, 22.4719789 47.6860662)",,,
93276781,Strada Vasile Lucaciu,residential,False,False,313.24699999999996,RO:urban,,,"LINESTRING (22.4708314 47.6863544, 22.4696432 47.6845733, 22.4695981 47.6845166, 22.4693674 47.6842259, 22.4693533 47.6842054, 22.4690318 47.683813)",,,
134459774,Strada Cimitirului,tertiary,True,False,21.977,,,,"LINESTRING (22.4711799 47.6787768, 22.4713111 47.6786)",,8,
176853721,Strada Cornelui Coposu,residential,False,False,115.962,RO:urban,,,"LINESTRING (22.4731819 47.6857318, 22.473817 47.686683)",,,
176853721,Strada Cornelui Coposu,residential,False,True,128.401,RO:urban,,,"LINESTRING (22.4731819 47.6857318, 22.4725499 47.6846583)",,,
687684721,Strada Nicolae Titulescu,residential,False,False,97.427,RO:urban,,,"LINESTRING (22.4731819 47.6857318, 22.4719789 47.6860662)",,,
134459788,Strada Tireamului,secondary,False,True,56.88,,2,DJ108M,"LINESTRING (22.4714898 47.6788372, 22.4718788 47.6792766)",,,
