osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,name,geometry,access
247378311,residential,50,False,False,31.58,,,,"LINESTRING (24.5426022 44.6028601, 24.5428709 44.6026502)",
247378304,residential,50,False,False,11.609,1,,,"LINESTRING (24.5447886 44.5984207, 24.5446831 44.5983482)",
247378304,residential,50,False,True,81.378,1,,,"LINESTRING (24.5447886 44.5984207, 24.5455472 44.5989145)",
749794817,secondary,50,True,False,173.244,2,DJ703C,Strada Muncii,"LINESTRING (24.5447886 44.5984207, 24.5440616 44.5989715, 24.543307 44.5995671)",
247378311,residential,50,False,True,31.58,,,,"LINESTRING (24.5428709 44.6026502, 24.5426022 44.6028601)",
247378316,residential,50,False,False,43.073,,,,"LINESTRING (24.5428709 44.6026502, 24.5424642 44.6023929)",
247378311,residential,50,False,False,130.85999999999999,,,,"LINESTRING (24.5428709 44.6026502, 24.5435892 44.602165, 24.5436268 44.6021115, 24.5436268 44.602039, 24.5435624 44.6019855, 24.5432924 44.6017972)",
247378301,residential,50,False,False,81.254,1,,Strada Grădiniței,"LINESTRING (24.5455472 44.5989145, 24.5448299 44.5994371)",
247378304,residential,50,False,False,81.378,1,,,"LINESTRING (24.5455472 44.5989145, 24.5447886 44.5984207)",
247378302,tertiary,50,False,False,169.31399999999996,2,,Strada Pompierilor,"LINESTRING (24.5416419 44.6037309, 24.5416501 44.6035038, 24.5416634 44.6033834, 24.541701 44.6032001, 24.5417512 44.6030601, 24.5418089 44.6029697, 24.5419106 44.6028383, 24.5420463 44.6027071, 24.5424642 44.6023929)",
247378314,tertiary,50,False,True,145.305,2,DC58,Strada Șuicii,"LINESTRING (24.5416419 44.6037309, 24.5403384 44.6036736, 24.5398094 44.603659)",
247378301,residential,50,False,True,81.254,1,,Strada Grădiniței,"LINESTRING (24.5448299 44.5994371, 24.5455472 44.5989145)",
247378303,living_street,50,False,True,12.209,,,Strada Libertății,"LINESTRING (24.5424682 44.6002332, 24.5423507 44.6001621)",permissive
749794817,secondary,50,True,False,158.595,2,DJ703C,Strada Muncii,"LINESTRING (24.5424682 44.6002332, 24.5424173 44.6002747, 24.5422596 44.600412, 24.5420707 44.6005695, 24.5413483 44.6012081, 24.5412783 44.60127, 24.5412026 44.6013386)",
247378305,residential,50,False,True,12.046,2,,Strada Unirii,"LINESTRING (24.5412026 44.6013386, 24.541086 44.601269)",
247378305,residential,50,False,False,78.444,2,,Strada Unirii,"LINESTRING (24.5412026 44.6013386, 24.5412799 44.6013801, 24.541961 44.6017924)",
749794817,secondary,50,True,False,133.287,2,DJ703C,Strada Muncii,"LINESTRING (24.5412026 44.6013386, 24.5405517 44.60191, 24.540134 44.6022648)",
247378310,residential,50,False,False,269.451,2,,Aleea Șuica,"LINESTRING (24.5398094 44.603659, 24.5398423 44.6035721, 24.5407761 44.6027631, 24.541961 44.6017924)",
247378314,tertiary,50,False,False,145.305,2,DC58,Strada Șuicii,"LINESTRING (24.5398094 44.603659, 24.5403384 44.6036736, 24.5416419 44.6037309)",
247378314,tertiary,50,False,True,87.202,2,DC58,Strada Șuicii,"LINESTRING (24.5398094 44.603659, 24.5394766 44.6036489, 24.5392656 44.6036129, 24.5391269 44.6035435, 24.5388298 44.6033727)",
247378302,tertiary,50,False,True,67.097,2,,Strada Pompierilor,"LINESTRING (24.5432924 44.6017972, 24.5426789 44.6022135)",
247378302,tertiary,50,False,False,174.267,2,,Strada Pompierilor,"LINESTRING (24.5432924 44.6017972, 24.5444944 44.600823, 24.5447464 44.6006206)",
247378311,residential,50,False,True,130.85999999999999,,,,"LINESTRING (24.5432924 44.6017972, 24.5435624 44.6019855, 24.5436268 44.602039, 24.5436268 44.6021115, 24.5435892 44.602165, 24.5428709 44.6026502)",
247378302,tertiary,50,False,False,67.097,2,,Strada Pompierilor,"LINESTRING (24.5426789 44.6022135, 24.5432924 44.6017972)",
247378302,tertiary,50,False,True,26.208,2,,Strada Pompierilor,"LINESTRING (24.5426789 44.6022135, 24.5424642 44.6023929)",
247378305,residential,50,False,True,73.641,2,,Strada Unirii,"LINESTRING (24.5426789 44.6022135, 24.541961 44.6017924)",
1116887905,residential,,False,True,10.385,,,,"LINESTRING (24.5455332 44.5977134, 24.5454175 44.5976694)",
749794817,secondary,50,True,False,98.424,2,DJ703C,Strada Muncii,"LINESTRING (24.5455332 44.5977134, 24.5452804 44.5979838, 24.5451247 44.598138, 24.5447886 44.5984207)",
749794817,secondary,50,True,False,9.672,2,DJ703C,Strada Muncii,"LINESTRING (24.543307 44.5995671, 24.5432219 44.5996295)",
247378306,residential,50,True,False,163.24,2,,Strada Păcii,"LINESTRING (24.543307 44.5995671, 24.5433651 44.5996047, 24.5448339 44.6005536)",
247378302,tertiary,50,False,False,26.208,2,,Strada Pompierilor,"LINESTRING (24.5424642 44.6023929, 24.5426789 44.6022135)",
247378316,residential,50,False,True,43.073,,,,"LINESTRING (24.5424642 44.6023929, 24.5428709 44.6026502)",
