osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,name
256679626,residential,50,False,False,97.866,,,"LINESTRING (24.234329 46.1127467, 24.2334922 46.1134086)",
12708809,primary,RO:urban,False,False,18.192,2,DN14,"LINESTRING (24.232382 46.1141895, 24.2326177 46.1141812)",
12708809,primary,RO:urban,False,True,65.284,2,DN14,"LINESTRING (24.232382 46.1141895, 24.2320706 46.1141823, 24.2315383 46.1141427)",
256679620,residential,50,False,True,55.91,1,,"LINESTRING (24.232382 46.1141895, 24.2321457 46.1140929, 24.2319257 46.1139962, 24.2317648 46.1139255)",
256679605,residential,50,False,False,15.25,,,"LINESTRING (24.2326017 46.1140445, 24.2326177 46.1141812)",
256679605,residential,50,False,True,9.246,,,"LINESTRING (24.2326017 46.1140445, 24.2325802 46.1139627)",
256679626,residential,50,False,True,42.701,,,"LINESTRING (24.2326017 46.1140445, 24.233004 46.1137805)",
12708809,primary,RO:urban,False,False,65.284,2,DN14,"LINESTRING (24.2315383 46.1141427, 24.2320706 46.1141823, 24.232382 46.1141895)",
12708809,primary,RO:urban,False,True,291.283,2,DN14,"LINESTRING (24.2315383 46.1141427, 24.231308 46.1141083, 24.230748 46.1139995, 24.2301807 46.1138355, 24.2297695 46.1136508, 24.2295997 46.113545, 24.2293387 46.1133759, 24.2291699 46.1131955, 24.2287362 46.1126008)",
256679621,residential,50,False,False,30.732999999999997,1,,"LINESTRING (24.2315383 46.1141427, 24.2316629 46.1140706, 24.2317219 46.1140185, 24.2317648 46.1139255)",
256679597,residential,50,False,False,85.745,,,"LINESTRING (24.2304183 46.1131148, 24.2303205 46.1132198, 24.2302018 46.113384, 24.2302206 46.1134138, 24.2307241 46.1135202, 24.230814 46.1135388)",Aleea Primăverii
256679623,residential,50,False,False,226.919,,,"LINESTRING (24.2304183 46.1131148, 24.2325266 46.1136094, 24.2326928 46.1136689, 24.2327679 46.1137247, 24.2327733 46.1137879, 24.2327358 46.1138512, 24.2326714 46.1139255, 24.2325802 46.1139627)",Aleea Primăverii
256679623,residential,50,False,True,134.857,,,"LINESTRING (24.2304183 46.1131148, 24.2299838 46.1130107, 24.2297474 46.1129386, 24.2296616 46.1128866, 24.2296402 46.1128122, 24.2296319 46.112737, 24.2296162 46.1126867, 24.2295543 46.1125667, 24.2294287 46.1123948, 24.2292664 46.112407)",Aleea Primăverii
12708809,primary,RO:urban,False,True,18.192,2,DN14,"LINESTRING (24.2326177 46.1141812, 24.232382 46.1141895)",
256679605,residential,50,False,True,15.25,,,"LINESTRING (24.2326177 46.1141812, 24.2326017 46.1140445)",
"[256679600, 256679597]",residential,50,False,True,93.699,2,,"LINESTRING (24.2317648 46.1139255, 24.2317433 46.1138809, 24.2316522 46.1138214, 24.231341 46.1137322, 24.2307858 46.1136066, 24.230814 46.1135388)",Aleea Primăverii
256679620,residential,50,False,False,55.91,1,,"LINESTRING (24.2317648 46.1139255, 24.2319257 46.1139962, 24.2321457 46.1140929, 24.232382 46.1141895)",
