osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction
102305341,True,2,Strada Eliberării,tertiary,50,False,30.339999999999996,"LINESTRING (28.615779 44.1762075, 28.6156304 44.1762346, 28.6155355 44.1762588, 28.6154218 44.1762984)",,
172916051,False,2,Strada Eliberării,tertiary,50,False,73.819,"LINESTRING (28.615779 44.1762075, 28.616197 44.1762202, 28.6167023 44.1762522)",,
15048816,False,,Strada Corbului,residential,RO:urban,False,56.403999999999996,"LINESTRING (28.6215959 44.1765714, 28.621606 44.1764997, 28.6216668 44.1760667)",,
31016053,False,2,Strada Dumitru Marinescu,tertiary,50,True,74.375,"LINESTRING (28.6215959 44.1765714, 28.621576 44.1767064, 28.6215158 44.1771111, 28.6215124 44.1772372)",,
172916051,False,2,Strada Eliberării,tertiary,50,True,202.47000000000003,"LINESTRING (28.6215959 44.1765714, 28.6214455 44.176561, 28.6206575 44.1765063, 28.6200219 44.1764628, 28.6199393 44.1764571, 28.6190681 44.176402)",,
15047813,True,2,Strada Cutezătorii,residential,50,False,59.416,"LINESTRING (28.6167023 44.1762522, 28.6168755 44.1767719)",,
172916051,False,2,Strada Eliberării,tertiary,50,False,189.404,"LINESTRING (28.6167023 44.1762522, 28.6168264 44.17626, 28.6178936 44.1763276, 28.6181536 44.1763441, 28.6190681 44.176402)",,
172916051,False,2,Strada Eliberării,tertiary,50,True,73.819,"LINESTRING (28.6167023 44.1762522, 28.616197 44.1762202, 28.615779 44.1762075)",,
"[15047961, 1015938299]",False,2,"['Strada Cutezătorii', 'Strada Bravilor']",residential,50,True,93.836,"LINESTRING (28.6167023 44.1762522, 28.6166815 44.1761824, 28.6165498 44.17574, 28.6164784 44.1755003, 28.6165575 44.1754512)",,
15047961,False,2,Strada Bravilor,residential,50,False,32.569,"LINESTRING (28.6188066 44.1743717, 28.6184672 44.1745346)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,False,10.372,"LINESTRING (28.6188066 44.1743717, 28.6189206 44.1744166)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,True,138.526,"LINESTRING (28.6188066 44.1743717, 28.6172846 44.1737714)",,
107103023,False,2,Aleea Topolog,residential,50,False,41.105,"LINESTRING (28.6152994 44.1729885, 28.6157927 44.1728814)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,False,139.24,"LINESTRING (28.6152994 44.1729885, 28.6168293 44.1735918)",,
211299290,False,2,Strada Spătar Nicolae Milescu,tertiary,50,False,157.173,"LINESTRING (28.6152994 44.1729885, 28.6154335 44.1729038, 28.6155206 44.1722504, 28.615604 44.1716243)",,
31016053,False,2,Strada Dumitru Marinescu,tertiary,50,False,74.375,"LINESTRING (28.6215124 44.1772372, 28.6215158 44.1771111, 28.621576 44.1767064, 28.6215959 44.1765714)",,
172916051,False,2,Strada Eliberării,tertiary,50,False,202.47,"LINESTRING (28.6190681 44.176402, 28.6199393 44.1764571, 28.6200219 44.1764628, 28.6206575 44.1765063, 28.6214455 44.176561, 28.6215959 44.1765714)",,
172916051,False,2,Strada Eliberării,tertiary,50,True,189.404,"LINESTRING (28.6190681 44.176402, 28.6181536 44.1763441, 28.6178936 44.1763276, 28.6168264 44.17626, 28.6167023 44.1762522)",,
31016162,False,2,Strada Amzacea,residential,50,False,72.626,"LINESTRING (28.6172846 44.1737714, 28.6165257 44.1741324)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,False,138.526,"LINESTRING (28.6172846 44.1737714, 28.6188066 44.1743717)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,True,41.441,"LINESTRING (28.6172846 44.1737714, 28.6169598 44.1736433, 28.6168293 44.1735918)",,
15047961,False,2,Strada Bravilor,residential,50,False,69.34,"LINESTRING (28.6180529 44.1747334, 28.6173304 44.1750803)",,
15047961,False,2,Strada Bravilor,residential,50,True,39.754,"LINESTRING (28.6180529 44.1747334, 28.6184672 44.1745346)",,
31017791,False,2,Strada Luptători,residential,50,False,138.926,"LINESTRING (28.6180529 44.1747334, 28.6165257 44.1741324)",,
31016162,False,2,Strada Amzacea,residential,50,False,69.171,"LINESTRING (28.6165257 44.1741324, 28.6158128 44.1744867)",,
31016162,False,2,Strada Amzacea,residential,50,True,72.626,"LINESTRING (28.6165257 44.1741324, 28.6172846 44.1737714)",,
31017791,False,2,Strada Luptători,residential,50,True,138.926,"LINESTRING (28.6165257 44.1741324, 28.6180529 44.1747334)",,
31016162,False,2,Strada Amzacea,residential,50,True,69.171,"LINESTRING (28.6158128 44.1744867, 28.6165257 44.1741324)",,
211707693,False,2,Strada Vulturului,residential,50,True,137.85899999999998,"LINESTRING (28.6158128 44.1744867, 28.6162976 44.1746763, 28.6173304 44.1750803)",,
211691056,False,2,Strada Corbului,residential,RO:urban,True,51.516000000000005,"LINESTRING (28.6249414 44.171789, 28.6249201 44.1719789, 28.6248896 44.1722508)",,
"[1037961836, 1037961837, 375729727]",False,6,Bulevardul I. C. Brătianu,primary,50,False,175.28199999999998,"LINESTRING (28.6249414 44.171789, 28.6252486 44.1718088, 28.6256172 44.1718326, 28.6271303 44.1719304)",DN3,
850135596,False,6,Bulevardul I. C. Brătianu,primary,50,True,288.84200000000004,"LINESTRING (28.6249414 44.171789, 28.6248039 44.1717801, 28.6213344 44.171556)",DN3,
107103015,False,2,Aleea Topolog,residential,50,False,83.223,"LINESTRING (28.616425 44.1721197, 28.6174634 44.1721935)",,
107103016,False,2,Aleea Topolog,residential,50,True,97.043,"LINESTRING (28.616425 44.1721197, 28.6163205 44.1729892)",,
107103015,False,2,Aleea Topolog,residential,50,True,127.702,"LINESTRING (28.616425 44.1721197, 28.6160037 44.172086, 28.6159469 44.1720902, 28.6159113 44.1721303, 28.6158891 44.1722772, 28.6157927 44.1728814)",,
107103023,False,2,Aleea Topolog,residential,50,True,41.105,"LINESTRING (28.6157927 44.1728814, 28.6152994 44.1729885)",,
107103015,False,2,Aleea Topolog,residential,50,False,127.702,"LINESTRING (28.6157927 44.1728814, 28.6158891 44.1722772, 28.6159113 44.1721303, 28.6159469 44.1720902, 28.6160037 44.172086, 28.616425 44.1721197)",,
211687500,False,2,Aleea Topolog,residential,50,False,45.916,"LINESTRING (28.6157927 44.1728814, 28.6159083 44.1728608, 28.6160102 44.1728664, 28.6163205 44.1729892)",,
107103024,False,2,Aleea Topolog,residential,50,False,235.873,"LINESTRING (28.6228078 44.1747582, 28.6241015 44.1752627, 28.6241182 44.1753257, 28.6237452 44.1758653, 28.6234985 44.1762226)",,
211691056,False,2,Strada Corbului,residential,RO:urban,False,251.34300000000002,"LINESTRING (28.6228078 44.1747582, 28.6232744 44.1742232, 28.623404 44.1740746, 28.6236962 44.1737395, 28.6238789 44.17353, 28.6239022 44.1735032, 28.6240514 44.1733321, 28.624479 44.1728418)",,
211691056,False,2,Strada Corbului,residential,RO:urban,True,77.79599999999999,"LINESTRING (28.6228078 44.1747582, 28.6223388 44.1752961, 28.6222906 44.1753514)",,
107103016,False,2,Aleea Topolog,residential,50,False,97.043,"LINESTRING (28.6163205 44.1729892, 28.616425 44.1721197)",,
211687500,False,2,Aleea Topolog,residential,50,False,67.148,"LINESTRING (28.6163205 44.1729892, 28.6170577 44.1732809)",,
211687500,False,2,Aleea Topolog,residential,50,True,45.916,"LINESTRING (28.6163205 44.1729892, 28.6160102 44.1728664, 28.6159083 44.1728608, 28.6157927 44.1728814)",,
211691056,False,2,Strada Corbului,residential,RO:urban,True,38.478,"LINESTRING (28.6222906 44.1753514, 28.6220348 44.1756448)",,
211687500,False,2,Aleea Topolog,residential,50,True,177.65800000000002,"LINESTRING (28.6222906 44.1753514, 28.6222675 44.1753424, 28.6218317 44.1751698, 28.6203401 44.1745796)",,
211691056,False,2,Strada Corbului,residential,RO:urban,False,77.79599999999999,"LINESTRING (28.6222906 44.1753514, 28.6223388 44.1752961, 28.6228078 44.1747582)",,
107103015,False,2,Aleea Topolog,residential,50,True,83.223,"LINESTRING (28.6174634 44.1721935, 28.616425 44.1721197)",,
211687495,False,,Intrarea Parâng,residential,RO:urban,False,19.981,"LINESTRING (28.6174634 44.1721935, 28.6174385 44.1723723)",,
"[849907743, 211687495]",False,,Intrarea Parâng,residential,RO:urban,True,98.287,"LINESTRING (28.6174634 44.1721935, 28.617482 44.172027, 28.617508 44.171819, 28.6175473 44.1714698, 28.617565 44.1713126)",,
107103005,False,2,Strada Bravilor,residential,50,False,149.32999999999998,"LINESTRING (28.6213344 44.171556, 28.6213037 44.1717189, 28.6212569 44.1719669, 28.621145 44.1719793, 28.6210818 44.1720022, 28.6210525 44.1720446, 28.6210014 44.1724144, 28.6209758 44.1725256, 28.6209085 44.1725796, 28.6208268 44.1726118, 28.620652 44.1726097)",,
375729730,False,6,Bulevardul I. C. Brătianu,primary,50,True,301.846,"LINESTRING (28.6213344 44.171556, 28.6211271 44.1715426, 28.6207785 44.1715201, 28.617565 44.1713126)",DN3,
850135596,False,6,Bulevardul I. C. Brătianu,primary,50,False,288.84200000000004,"LINESTRING (28.6213344 44.171556, 28.6248039 44.1717801, 28.6249414 44.171789)",DN3,
375729730,False,6,Bulevardul I. C. Brătianu,primary,50,False,301.84600000000006,"LINESTRING (28.617565 44.1713126, 28.6207785 44.1715201, 28.6211271 44.1715426, 28.6213344 44.171556)",DN3,
833585678,False,6,Bulevardul I. C. Brătianu,primary,50,True,71.959,"LINESTRING (28.617565 44.1713126, 28.617381 44.1713006, 28.6170236 44.1712784, 28.6166662 44.1712561)",DN3,
"[211687495, 849907743]",False,,Intrarea Parâng,residential,RO:urban,False,98.287,"LINESTRING (28.617565 44.1713126, 28.6175473 44.1714698, 28.617508 44.171819, 28.617482 44.172027, 28.6174634 44.1721935)",,
107103024,False,2,Aleea Topolog,residential,50,True,235.873,"LINESTRING (28.6234985 44.1762226, 28.6237452 44.1758653, 28.6241182 44.1753257, 28.6241015 44.1752627, 28.6228078 44.1747582)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,True,133.24200000000002,"LINESTRING (28.6234985 44.1762226, 28.6228241 44.1759564, 28.6220348 44.1756448)",,
211691056,False,2,Strada Corbului,residential,RO:urban,False,51.516000000000005,"LINESTRING (28.6248896 44.1722508, 28.6249201 44.1719789, 28.6249414 44.171789)",,
211691056,False,2,Strada Corbului,residential,RO:urban,True,73.423,"LINESTRING (28.6248896 44.1722508, 28.6246037 44.1726623, 28.624479 44.1728418)",,
211691056,False,2,Strada Corbului,residential,RO:urban,False,38.478,"LINESTRING (28.6220348 44.1756448, 28.6222906 44.1753514)",,
211691056,False,2,Strada Corbului,residential,RO:urban,True,55.336,"LINESTRING (28.6220348 44.1756448, 28.6219853 44.1757014, 28.6216668 44.1760667)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,False,133.24200000000002,"LINESTRING (28.6220348 44.1756448, 28.6228241 44.1759564, 28.6234985 44.1762226)",,
358297683,False,2,Strada Ion Luca Caragiale,tertiary,50,True,174.592,"LINESTRING (28.6220348 44.1756448, 28.6219381 44.1756066, 28.6211298 44.1752879, 28.6205792 44.1750707, 28.6201165 44.1748882)",,
15048816,False,,Strada Corbului,residential,RO:urban,True,56.403999999999996,"LINESTRING (28.6216668 44.1760667, 28.621606 44.1764997, 28.6215959 44.1765714)",,
