osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,bridge,width
115454409,276,residential,False,False,51.55,"LINESTRING (-81.5739446 23.0489635, -81.5741586 23.0485438)",,,,
886591354,Velarde (calle 73),residential,False,True,73.36,"LINESTRING (-81.5739446 23.0489635, -81.5743439 23.0491756, -81.5745793 23.049268)",,,,
115454477,Santa Teresa (290),residential,True,False,77.385,"LINESTRING (-81.5787656 23.0502606, -81.5787808 23.0495648)",,,,
115454570,Salamanca (calle 71),residential,False,False,103.863,"LINESTRING (-81.5787656 23.0502606, -81.5777553 23.0501698)",,,,
115454570,Salamanca (calle 71),residential,False,True,109.453,"LINESTRING (-81.5787656 23.0502606, -81.5798332 23.0503228)",,,,
434301552,Río (91),tertiary,True,False,113.399,"LINESTRING (-81.5766561 23.0451445, -81.575548 23.045162)",50,,,
756370043,Jovellanos (calle 282),residential,False,False,52.462,"LINESTRING (-81.5766561 23.0451445, -81.5766564 23.0446727)",,,,
434301553,Santa Teresa (290),tertiary,True,False,82.071,"LINESTRING (-81.5788657 23.0466832, -81.5789049 23.045946)",,1,,
881703067,Milanés (83),primary,True,False,14.764,"LINESTRING (-81.5788657 23.0466832, -81.5787217 23.0466747)",50,1,,
154505073,Milanés (83),primary,True,False,114.9,"LINESTRING (-81.5766566 23.0466189, -81.5755342 23.0465866)",50,2,,
312991789,Jovellanos (calle 282),residential,True,False,163.95800000000003,"LINESTRING (-81.5766566 23.0466189, -81.5766637 23.0460786, -81.5766662 23.0458922, -81.5766561 23.0451445)",,,,
115454563,Manzaneda (294),residential,True,False,102.099,"LINESTRING (-81.5810508 23.0476472, -81.5810526 23.046729)",,,,
881703066,Contreras (79),primary,True,False,116.303,"LINESTRING (-81.5810508 23.0476472, -81.5821812 23.0477569)",50,,,
115454563,Manzaneda (294),residential,True,False,72.299,"LINESTRING (-81.5810398 23.0504114, -81.5810383 23.0497612)",,,,
115454570,Salamanca (calle 71),residential,False,False,123.849,"LINESTRING (-81.5810398 23.0504114, -81.5798332 23.0503228)",,,,
115454570,Salamanca (calle 71),residential,False,True,118.063,"LINESTRING (-81.5810398 23.0504114, -81.58219 23.0504963)",,,,
312991828,Jovellanos (calle 280),residential,False,True,69.046,"LINESTRING (-81.5755282 23.05131, -81.5755201 23.0506891)",,,,
434297154,Santa Teresa (290),residential,True,False,44.267,"LINESTRING (-81.5789323 23.0451553, -81.5789323 23.0447572)",,,,
434301552,Río (91),tertiary,True,False,115.726,"LINESTRING (-81.5789323 23.0451553, -81.5778013 23.0451565)",50,,,
115454563,Manzaneda (294),residential,True,False,96.384,"LINESTRING (-81.5810671 23.0460234, -81.5810665 23.0451566)",,,,
434301550,Medio (85),residential,True,False,111.984,"LINESTRING (-81.5810671 23.0460234, -81.5821607 23.0460628)",,,,
115454559,Velarde (calle 73),residential,False,False,122.483,"LINESTRING (-81.5810383 23.0497612, -81.5798468 23.0496549)",,,,
115454559,Velarde (calle 73),residential,False,True,117.052,"LINESTRING (-81.5810383 23.0497612, -81.5821795 23.0498349)",,,,
115454563,Manzaneda (294),residential,True,False,81.12,"LINESTRING (-81.5810383 23.0497612, -81.581045 23.0490317)",,,,
115454557,Manzano (calle 77),residential,True,False,118.339,"LINESTRING (-81.5810417 23.0483523, -81.5798892 23.0482631)",,,,
115454563,Manzaneda (294),residential,True,False,78.409,"LINESTRING (-81.5810417 23.0483523, -81.5810508 23.0476472)",,,,
115454557,Manzano (calle 77),residential,True,False,117.5,"LINESTRING (-81.577767 23.0481321, -81.5766222 23.0480489)",,,,
434301546,Ayuntamiento (calle 288),residential,True,False,72.611,"LINESTRING (-81.577767 23.0481321, -81.5777633 23.0487851)",,,,
115454559,Velarde (calle 73),residential,False,False,117.56,"LINESTRING (-81.5777592 23.0494914, -81.5766144 23.0494015)",,,,
115454559,Velarde (calle 73),residential,False,True,104.846,"LINESTRING (-81.5777592 23.0494914, -81.5787808 23.0495648)",,,,
434301546,Ayuntamiento (calle 288),residential,True,False,75.436,"LINESTRING (-81.5777592 23.0494914, -81.5777553 23.0501698)",,,,
115454413,Matanzas (calle 280),residential,True,False,47.903,"LINESTRING (-81.5755383 23.0475434, -81.5755375 23.0479742)",,,,
115454474,278,residential,False,False,52.251,"LINESTRING (-81.5755383 23.0475434, -81.5752863 23.0479521)",,,,
115454409,276,residential,False,False,84.148,"LINESTRING (-81.5745036 23.0478963, -81.574852 23.0472108)",,,,
115454409,276,residential,False,True,80.187,"LINESTRING (-81.5745036 23.0478963, -81.5741586 23.0485438)",,,,
115454557,Manzano (calle 77),residential,True,False,88.602,"LINESTRING (-81.5745036 23.0478963, -81.5742355 23.0478773, -81.5741789 23.0478733, -81.5741289 23.0478697, -81.5736978 23.0478374, -81.5736404 23.0478331)",,,,
115454460,Daoiz (calle 75),residential,True,False,121.518,"LINESTRING (-81.5798613 23.0489427, -81.581045 23.0490317)",,,,
115454552,Zaragoza (calle 292),residential,True,False,79.207,"LINESTRING (-81.5798613 23.0489427, -81.5798468 23.0496549)",,,,
115454480,2 de Mayo (calle 298),primary,True,False,77.56,"LINESTRING (-81.5821528 23.0444652, -81.5821489 23.0451627)",50,,,
720712452,2 de Mayo (calle 298),primary,False,False,23.217,"LINESTRING (-81.5821528 23.0444652, -81.5821528 23.0444365, -81.5821526 23.0442564)",50,2,,
115454453,Ayuntamiento (calle 288),tertiary,True,False,14.653,"LINESTRING (-81.5777608 23.0466402, -81.5778516 23.0467421)",50,1,,
154505073,Milanés (83),primary,True,False,113.007,"LINESTRING (-81.5777608 23.0466402, -81.577276 23.0466309, -81.5769809 23.0466249, -81.5766566 23.0466189)",50,2,,
115454552,Zaragoza (calle 292),residential,True,False,81.111,"LINESTRING (-81.5799316 23.0475347, -81.5798892 23.0482631)",,,,
