osmid,highway,oneway,reversed,length,geometry,name,maxspeed,ref
120727021,residential,False,False,41.403,"LINESTRING (-77.7463193 21.076061, -77.7463631 21.0764311)",,,
969670032,residential,False,False,44.177,"LINESTRING (-77.7463193 21.076061, -77.7460957 21.0763991)",,,
205507557,residential,False,True,152.072,"LINESTRING (-77.7463193 21.076061, -77.7458746 21.075054, -77.7458024 21.0747838)",,,
404286022,residential,False,True,152.775,"LINESTRING (-77.7463193 21.076061, -77.7474466 21.0758182, -77.7477483 21.0757321)",,,
120726827,residential,False,True,11.277,"LINESTRING (-77.7438331 21.073589, -77.7438068 21.0736874)",,,
885345218,tertiary,True,False,80.267,"LINESTRING (-77.7438331 21.073589, -77.7430912 21.0733845)",Avenida Principal,50,
120726827,residential,False,False,230.301,"LINESTRING (-77.7438331 21.073589, -77.7440139 21.0729492, -77.7441417 21.0724968, -77.744399 21.0715863)",,,
885345213,tertiary,False,False,87.148,"LINESTRING (-77.7477483 21.0757321, -77.7478776 21.0765065)",Najasa,50,5-512
377815756,tertiary,False,True,118.087,"LINESTRING (-77.7477483 21.0757321, -77.7476084 21.0749961, -77.7475504 21.0746863)",Najasa,50,5-512
404286022,residential,False,False,152.775,"LINESTRING (-77.7477483 21.0757321, -77.7474466 21.0758182, -77.7463193 21.076061)",,,
120726905,tertiary,True,False,146.896,"LINESTRING (-77.7453528 21.0740883, -77.7467147 21.0744492)",Avenida Principal,50,
120726958,residential,False,False,65.592,"LINESTRING (-77.7453528 21.0740883, -77.7451621 21.0746507)",,,
120726961,tertiary,False,False,10.824,"LINESTRING (-77.7453528 21.0740883, -77.7453974 21.0740003)",,,
205507557,residential,False,False,92.063,"LINESTRING (-77.7453528 21.0740883, -77.7456431 21.0743979, -77.7457367 21.0745555, -77.7458024 21.0747838)",,,
377815756,tertiary,False,False,31.102,"LINESTRING (-77.7475388 21.0744068, -77.7475504 21.0746863)",Najasa,50,5-512
885345219,tertiary,False,True,89.797,"LINESTRING (-77.7475388 21.0744068, -77.747571 21.0735998)",Najasa,50,5-512
120726954,tertiary,True,False,84.575,"LINESTRING (-77.7475388 21.0744068, -77.7471886 21.0744415, -77.7470242 21.0744176, -77.7467377 21.0743461)",Aveniida Principal,50,
120726961,tertiary,False,False,24.005,"LINESTRING (-77.7453974 21.0740003, -77.7455457 21.0738346)",,,
120726961,tertiary,False,True,10.824,"LINESTRING (-77.7453974 21.0740003, -77.7453528 21.0740883)",,,
885345218,tertiary,True,False,168.629,"LINESTRING (-77.7453974 21.0740003, -77.7438331 21.073589)",Avenida Principal,50,
120727140,residential,False,False,20.801,"LINESTRING (-77.7460645 21.0722036, -77.7459264 21.072068)",,,
120727140,residential,False,True,78.121,"LINESTRING (-77.7460645 21.0722036, -77.7466379 21.0726589)",,,
120727008,residential,False,True,174.416,"LINESTRING (-77.7460645 21.0722036, -77.7455878 21.0727364, -77.7455464 21.0728806, -77.7454208 21.073318, -77.7453453 21.0735811)",,,
120726996,residential,False,False,110.917,"LINESTRING (-77.7421159 21.0721032, -77.7418199 21.0730617)",,,
120726996,residential,False,True,124.488,"LINESTRING (-77.7421159 21.0721032, -77.7424539 21.071029)",,,
120727105,residential,False,True,60.681,"LINESTRING (-77.7421159 21.0721032, -77.742676 21.0722602)",,,
120726987,residential,False,True,48.898,"LINESTRING (-77.7448839 21.0734916, -77.7453453 21.0735811)",,,
120727140,residential,False,False,78.121,"LINESTRING (-77.7466379 21.0726589, -77.7460645 21.0722036)",,,
120727140,residential,False,True,50.615,"LINESTRING (-77.7466379 21.0726589, -77.7469944 21.0729696)",,,
885345214,tertiary,False,False,151.1,"LINESTRING (-77.7466379 21.0726589, -77.7476238 21.0716588)",,,
885345214,tertiary,False,True,148.384,"LINESTRING (-77.7466379 21.0726589, -77.7456978 21.0736645)",,,
120727105,residential,False,False,70.539,"LINESTRING (-77.7433322 21.072426, -77.742676 21.0722602)",,,
120726900,tertiary,False,False,109.475,"LINESTRING (-77.7433322 21.072426, -77.7432457 21.07277, -77.7430912 21.0733845)",,,
120726900,tertiary,False,True,117.765,"LINESTRING (-77.7433322 21.072426, -77.7433603 21.0723142, -77.7435914 21.0713949)",,,
885345213,tertiary,False,True,87.148,"LINESTRING (-77.7478776 21.0765065, -77.7477483 21.0757321)",Najasa,50,5-512
120726847,residential,False,True,156.439,"LINESTRING (-77.7478776 21.0765065, -77.7474621 21.0764755, -77.7463915 21.0766711)",,,
885345212,tertiary,False,False,121.221,"LINESTRING (-77.7478776 21.0765065, -77.7480635 21.0775091, -77.7480796 21.0775802)",Najasa,50,5-512
120727119,residential,False,False,72.822,"LINESTRING (-77.7424133 21.0732149, -77.7430912 21.0733845)",,,
120727119,residential,False,True,55.95,"LINESTRING (-77.7424133 21.0732149, -77.7418922 21.0730855)",,,
