osmid,name,highway,oneway,reversed,length,maxspeed,lanes,ref,geometry
293347922,Avenida 237,residential,False,False,42.757,,,,"LINESTRING (-82.5503589 22.9847356, -82.5507663 22.9846508)"
38621327,Avenida 239,residential,False,False,84.774,,,,"LINESTRING (-82.549989 22.9836822, -82.5492102 22.9839414)"
38621327,Avenida 239,residential,False,True,72.835,,,,"LINESTRING (-82.549989 22.9836822, -82.5506528 22.9834464)"
368236652,148,secondary,True,False,123.101,50,,,"LINESTRING (-82.549989 22.9836822, -82.5503589 22.9847356)"
38619569,148,residential,False,False,44.119,,,,"LINESTRING (-82.5471707 22.9779029, -82.5473412 22.9782673)"
368236652,148,secondary,True,False,82.403,50,,,"LINESTRING (-82.5480976 22.9798219, -82.5484559 22.9804855)"
955936913,Avenida 251,primary,False,True,144.1,50,2,CC,"LINESTRING (-82.5480976 22.9798219, -82.546817 22.9803599)"
"[955936912, 955936914]",Avenida 251,primary,False,False,90.39,50,2,CC,"LINESTRING (-82.5480976 22.9798219, -82.5482834 22.9797486, -82.5489082 22.9794996)"
38621163,152,tertiary,True,False,81.668,,,,"LINESTRING (-82.5495809 22.9792393, -82.5498759 22.9799217)"
955936914,Avenida 251,primary,False,False,73.115,50,2,CC,"LINESTRING (-82.5495809 22.9792393, -82.5502469 22.9790018)"
955936914,Avenida 251,primary,False,True,53.961,50,2,CC,"LINESTRING (-82.5495809 22.9792393, -82.5493011 22.9793439, -82.5490937 22.9794245)"
38619411,154,residential,False,False,58.525,,,,"LINESTRING (-82.5502469 22.9790018, -82.55002 22.9785187)"
38619411,154,residential,False,True,79.384,,,,"LINESTRING (-82.5502469 22.9790018, -82.5505441 22.9796612)"
955936914,Avenida 251,primary,False,False,105.92,50,2,CC,"LINESTRING (-82.5502469 22.9790018, -82.5512479 22.9787608)"
955936914,Avenida 251,primary,False,True,73.115,50,2,CC,"LINESTRING (-82.5502469 22.9790018, -82.5495809 22.9792393)"
129625782,158,residential,False,False,71.677,,,,"LINESTRING (-82.5519482 22.9786044, -82.5520964 22.9792344)"
955936907,Avenida 251,primary,False,False,115.916,50,2,CC,"LINESTRING (-82.5519482 22.9786044, -82.553049 22.9783602)"
955936914,Avenida 251,primary,False,True,73.77,50,2,CC,"LINESTRING (-82.5519482 22.9786044, -82.5512479 22.9787608)"
129625738,158,tertiary,False,True,94.739,50,,2-104,"LINESTRING (-82.5519482 22.9786044, -82.5519289 22.9785126, -82.5517485 22.9777725)"
38619411,154,residential,False,False,89.532,,,,"LINESTRING (-82.5513532 22.9815608, -82.5510395 22.9808092)"
38619699,Avenida 243,residential,False,False,69.347,,,,"LINESTRING (-82.5513532 22.9815608, -82.5507143 22.9817681)"
38619699,Avenida 243,residential,False,True,61.248,,,,"LINESTRING (-82.5513532 22.9815608, -82.5519155 22.9813726)"
38619509,158,residential,False,True,26.449,,,,"LINESTRING (-82.551475 22.9765953, -82.5514185 22.9763632)"
129625738,158,tertiary,False,False,133.86,50,,2-104,"LINESTRING (-82.551475 22.9765953, -82.5517485 22.9777725)"
404509745,255,tertiary,False,False,88.229,50,,2-104,"LINESTRING (-82.551475 22.9765953, -82.5515243 22.9764583, -82.5516277 22.9763507, -82.5518301 22.976162, -82.5519571 22.9759521)"
38619530,156,residential,False,False,91.146,,,,"LINESTRING (-82.5519155 22.9813726, -82.5516102 22.9806026)"
38619530,156,residential,False,True,119.407,,,,"LINESTRING (-82.5519155 22.9813726, -82.5530109 22.9817416)"
38619699,Avenida 243,residential,False,False,61.248,,,,"LINESTRING (-82.5519155 22.9813726, -82.5513532 22.9815608)"
38619530,156,residential,False,True,91.146,,,,"LINESTRING (-82.5516102 22.9806026, -82.5519155 22.9813726)"
38621129,Avenida 245,residential,False,False,62.777,,,,"LINESTRING (-82.5516102 22.9806026, -82.5510395 22.9808092)"
38621129,Avenida 245,residential,False,True,83.705,,,,"LINESTRING (-82.5516102 22.9806026, -82.5523881 22.9803707)"
129625782,158,residential,False,False,60.345,,,,"LINESTRING (-82.5522505 22.979843, -82.5523881 22.9803707)"
"[38621129, 1252193100, 38619566]","['247', 'Avenida 245', 'Avenida 247']",residential,False,"[False, True]",408.663,,,,"LINESTRING (-82.5522505 22.979843, -82.5533402 22.9795931, -82.5536553 22.9795398, -82.5541801 22.9799739, -82.5523881 22.9803707)"
129625782,158,residential,False,True,69.488,,,,"LINESTRING (-82.5522505 22.979843, -82.5520964 22.9792344)"
38619566,Avenida 247,residential,False,False,154.46699999999998,,,,"LINESTRING (-82.5522505 22.979843, -82.551122 22.98015, -82.5508136 22.9802636)"
