osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,service
130792149,Leoncio Vidal,tertiary,50,False,False,108.614,"LINESTRING (-80.1463421 22.3762277, -80.1467425 22.3771316)",,,
616613253,Quintín Banderas (Carretera de San Juan),tertiary,50,False,True,30.144,"LINESTRING (-80.1463421 22.3762277, -80.146419 22.3759661)",,,
860386823,Ramiro Lavandero,tertiary,,True,False,99.828,"LINESTRING (-80.1463421 22.3762277, -80.1472504 22.3759106)",,,
130792093,Osvaldo Fuentes,residential,,False,False,62.049,"LINESTRING (-80.1541634 22.3700416, -80.1535602 22.3700571)",,,
130792088,Marcelo Salado,residential,,False,False,58.432,"LINESTRING (-80.1535602 22.3700571, -80.1535756 22.3705824)",,,
130792093,Osvaldo Fuentes,residential,,False,False,52.535,"LINESTRING (-80.1535602 22.3700571, -80.1530493 22.3700586)",,,
130792093,Osvaldo Fuentes,residential,,False,True,62.049,"LINESTRING (-80.1535602 22.3700571, -80.1541634 22.3700416)",,,
130792058,Mártires de Granada,residential,,False,True,51.175,"LINESTRING (-80.1530493 22.3700586, -80.152868 22.3704872)",,,
130792093,Osvaldo Fuentes,residential,,False,True,52.535,"LINESTRING (-80.1530493 22.3700586, -80.1535602 22.3700571)",,,
130792110,Flores Colina,residential,,False,False,189.432,"LINESTRING (-80.1502321 22.3702325, -80.1519599 22.3708236)",,,
130792117,,residential,,False,True,43.842,"LINESTRING (-80.1502321 22.3702325, -80.1500994 22.3706072)",,,
130792109,,residential,,False,False,54.938,"LINESTRING (-80.1521699 22.3703693, -80.1519599 22.3708236)",,,
130792126,Andrés Cuevas,residential,,False,False,71.682,"LINESTRING (-80.1521699 22.3703693, -80.1528294 22.3705782)",,,
130792058,Mártires de Granada,residential,,False,False,51.175,"LINESTRING (-80.152868 22.3704872, -80.1530493 22.3700586)",,,
130792058,Mártires de Granada,residential,,False,True,10.869,"LINESTRING (-80.152868 22.3704872, -80.1528294 22.3705782)",,,
130792148,Andrés Cuevas,residential,,False,True,73.66499999999999,"LINESTRING (-80.152868 22.3704872, -80.1534485 22.370581, -80.1535756 22.3705824)",,,
130792148,Andrés Cuevas,residential,,False,False,70.907,"LINESTRING (-80.1547566 22.3705197, -80.1540692 22.3705703)",,,
130792148,Andrés Cuevas,residential,,False,False,19.816,"LINESTRING (-80.153768 22.3705925, -80.1535756 22.3705824)",,,
130792148,Andrés Cuevas,residential,,False,True,31.07,"LINESTRING (-80.153768 22.3705925, -80.1540692 22.3705703)",,,
130792096,Marcelo Salado,residential,,False,False,78.37299999999999,"LINESTRING (-80.153768 22.3705925, -80.1538412 22.3709762, -80.1538967 22.3712872)",,,
130792088,Marcelo Salado,residential,,False,True,58.432,"LINESTRING (-80.1535756 22.3705824, -80.1535602 22.3700571)",,,
130792148,Andrés Cuevas,residential,,False,True,19.816,"LINESTRING (-80.1535756 22.3705824, -80.153768 22.3705925)",,,
130792148,Andrés Cuevas,residential,,False,False,73.66499999999999,"LINESTRING (-80.1535756 22.3705824, -80.1534485 22.370581, -80.152868 22.3704872)",,,
130792058,Mártires de Granada,residential,,False,False,10.869,"LINESTRING (-80.1528294 22.3705782, -80.152868 22.3704872)",,,
130792058,Mártires de Granada,residential,,False,True,57.239,"LINESTRING (-80.1528294 22.3705782, -80.1526261 22.3710574)",,,
130792126,Andrés Cuevas,residential,,False,True,71.682,"LINESTRING (-80.1528294 22.3705782, -80.1521699 22.3703693)",,,
130792102,Angel Tomás Rodríguez,residential,,False,False,185.404,"LINESTRING (-80.1500994 22.3706072, -80.1517689 22.371237)",,,
130792117,,residential,,False,False,43.842,"LINESTRING (-80.1500994 22.3706072, -80.1502321 22.3702325)",,,
130792117,,residential,,False,True,49.987,"LINESTRING (-80.1500994 22.3706072, -80.1499464 22.3710339)",,,
130792158,Luz Caballero,residential,,False,False,43.667,"LINESTRING (-80.1481907 22.3707706, -80.148192 22.3711633)",,,
130792109,,residential,,False,False,49.988,"LINESTRING (-80.1519599 22.3708236, -80.1517689 22.371237)",,,
130792109,,residential,,False,True,54.938,"LINESTRING (-80.1519599 22.3708236, -80.1521699 22.3703693)",,,
130792110,Flores Colina,residential,,False,False,73.27,"LINESTRING (-80.1519599 22.3708236, -80.1526261 22.3710574)",,,
130792110,Flores Colina,residential,,False,True,189.432,"LINESTRING (-80.1519599 22.3708236, -80.1502321 22.3702325)",,,
130792190,Sub Planta,residential,,False,False,119.213,"LINESTRING (-80.1470514 22.3709712, -80.148192 22.3711633)",,,
616613253,Quintín Banderas (Carretera de San Juan),tertiary,50,False,False,93.62,"LINESTRING (-80.1470514 22.3709712, -80.1469741 22.3718101)",,,
130792108,Wilfredo Pérez Pérez,residential,,False,False,181.192,"LINESTRING (-80.1499464 22.3710339, -80.1515623 22.3716838)",,,
130792117,,residential,,False,False,49.987,"LINESTRING (-80.1499464 22.3710339, -80.1500994 22.3706072)",,,
"[130792108, 130792190]","['Sub Planta', 'Wilfredo Pérez Pérez']",residential,,False,True,197.269,"LINESTRING (-80.1499464 22.3710339, -80.149146 22.3708362, -80.1491267 22.3708566, -80.1489182 22.3710768, -80.1487677 22.3711418, -80.1482509 22.3711743, -80.148192 22.3711633)",,,
130792058,Mártires de Granada,residential,,False,False,57.239,"LINESTRING (-80.1526261 22.3710574, -80.1528294 22.3705782)",,,
130792058,Mártires de Granada,residential,,False,True,12.711,"LINESTRING (-80.1526261 22.3710574, -80.1525809 22.3711638)",,,
130792110,Flores Colina,residential,,False,True,73.27,"LINESTRING (-80.1526261 22.3710574, -80.1519599 22.3708236)",,,
130792158,Luz Caballero,residential,,False,False,103.004,"LINESTRING (-80.148192 22.3711633, -80.1481179 22.3720871)",,,
130792158,Luz Caballero,residential,,False,True,43.667,"LINESTRING (-80.148192 22.3711633, -80.1481907 22.3707706)",,,
130792190,Sub Planta,residential,,False,True,119.213,"LINESTRING (-80.148192 22.3711633, -80.1470514 22.3709712)",,,
"[130792108, 130792190]","['Sub Planta', 'Wilfredo Pérez Pérez']",residential,,False,False,197.269,"LINESTRING (-80.148192 22.3711633, -80.1482509 22.3711743, -80.1487677 22.3711418, -80.1489182 22.3710768, -80.1491267 22.3708566, -80.149146 22.3708362, -80.1499464 22.3710339)",,,
130792058,Mártires de Granada,residential,,False,False,12.711,"LINESTRING (-80.1525809 22.3711638, -80.1526261 22.3710574)",,,
130792058,Mártires de Granada,residential,,False,True,40.708,"LINESTRING (-80.1525809 22.3711638, -80.1524363 22.3715046)",,,
130792098,Mártires de Barbados,residential,,False,False,135.993,"LINESTRING (-80.1525809 22.3711638, -80.1538967 22.3712872)",,,
130792098,Mártires de Barbados,residential,,False,False,23.739,"LINESTRING (-80.1538967 22.3712872, -80.1541259 22.3713128)",,,
130792098,Mártires de Barbados,residential,,False,True,135.993,"LINESTRING (-80.1538967 22.3712872, -80.1525809 22.3711638)",,,
130792096,Marcelo Salado,residential,,False,True,78.37299999999999,"LINESTRING (-80.1538967 22.3712872, -80.1538412 22.3709762, -80.153768 22.3705925)",,,
130792102,Angel Tomás Rodríguez,residential,,False,False,74.799,"LINESTRING (-80.1517689 22.371237, -80.1524363 22.3715046)",,,
130792102,Angel Tomás Rodríguez,residential,,False,True,185.404,"LINESTRING (-80.1517689 22.371237, -80.1500994 22.3706072)",,,
130792109,,residential,,False,False,54.033,"LINESTRING (-80.1517689 22.371237, -80.1515623 22.3716838)",,,
130792109,,residential,,False,True,49.988,"LINESTRING (-80.1517689 22.371237, -80.1519599 22.3708236)",,,
130792058,Mártires de Granada,residential,,False,False,40.708,"LINESTRING (-80.1524363 22.3715046, -80.1525809 22.3711638)",,,
130792102,Angel Tomás Rodríguez,residential,,False,True,74.799,"LINESTRING (-80.1524363 22.3715046, -80.1517689 22.371237)",,,
130792058,Mártires de Granada,residential,,False,True,56.056,"LINESTRING (-80.1524363 22.3715046, -80.1524118 22.3715624, -80.1522372 22.3719739)",,,
130792108,Wilfredo Pérez Pérez,residential,,False,False,76.528,"LINESTRING (-80.1515623 22.3716838, -80.1522372 22.3719739)",,,
130792108,Wilfredo Pérez Pérez,residential,,False,True,181.192,"LINESTRING (-80.1515623 22.3716838, -80.1499464 22.3710339)",,,
130792109,,residential,,False,True,54.033,"LINESTRING (-80.1515623 22.3716838, -80.1517689 22.371237)",,,
130792159,Enrique Villuendas,residential,,False,False,121.578,"LINESTRING (-80.1469741 22.3718101, -80.1481179 22.3720871)",,,
616613253,Quintín Banderas (Carretera de San Juan),tertiary,50,False,False,22.629,"LINESTRING (-80.1469741 22.3718101, -80.1469358 22.3720105)",,,
616613253,Quintín Banderas (Carretera de San Juan),tertiary,50,False,True,93.62,"LINESTRING (-80.1469741 22.3718101, -80.1470514 22.3709712)",,,
130792108,Wilfredo Pérez Pérez,residential,,False,True,76.528,"LINESTRING (-80.1522372 22.3719739, -80.1515623 22.3716838)",,,
130792058,Mártires de Granada,residential,,False,False,56.056,"LINESTRING (-80.1522372 22.3719739, -80.1524118 22.3715624, -80.1524363 22.3715046)",,,
130792058,Mártires de Granada,residential,,False,True,72.928,"LINESTRING (-80.1522372 22.3719739, -80.1520875 22.3723268, -80.1519056 22.3725466)",,,
130792158,Luz Caballero,residential,,False,False,97.519,"LINESTRING (-80.1481179 22.3720871, -80.147864 22.3729321)",,,
130792158,Luz Caballero,residential,,False,True,103.004,"LINESTRING (-80.1481179 22.3720871, -80.148192 22.3711633)",,,
130792159,Enrique Villuendas,residential,,False,False,86.56,"LINESTRING (-80.1481179 22.3720871, -80.1489265 22.3723036)",,,
130792159,Enrique Villuendas,residential,,False,True,121.578,"LINESTRING (-80.1481179 22.3720871, -80.1469741 22.3718101)",,,
