osmid,ref,name,highway,maxspeed,width,oneway,reversed,length,bridge,geometry
"[424668041, 1110249402, 1110249401]",2-631,Carretera Catalina de Güines - Aguacate,secondary,70,7,False,False,326.74,yes,"LINESTRING (-81.8284938 22.9842767, -81.8280179 22.9842994, -81.8275377 22.9843224, -81.8264051 22.9841457, -81.8259265 22.9840498, -81.8253438 22.983935)"
51189211,,Avenida 28,tertiary,,,False,True,132.508,,"LINESTRING (-81.8264046 22.9807109, -81.8260617 22.98186)"
1147672523,,57,residential,,,False,False,105.466,,"LINESTRING (-81.8264046 22.9807109, -81.8274327 22.9806498)"
474237409,,57,tertiary,,,False,True,89.112,,"LINESTRING (-81.8264046 22.9807109, -81.8259242 22.9805237, -81.8258099 22.9804004, -81.8256978 22.9802794)"
51189201,,53,residential,,,False,False,92.759,,"LINESTRING (-81.8280232 22.9825649, -81.827179 22.9822618)"
116500943,,34,residential,,,False,False,145.34,,"LINESTRING (-81.8280232 22.9825649, -81.8285175 22.9813396)"
116500943,,34,residential,,,False,True,115.643,,"LINESTRING (-81.8280232 22.9825649, -81.8275802 22.9835216)"
51189230,,22B,residential,,,False,True,75.236,,"LINESTRING (-81.8252639 22.977104, -81.8253727 22.977353, -81.8252284 22.977739)"
"[313601936, 424668010]",,"['22A', '67']",residential,,,False,False,203.048,,"LINESTRING (-81.8252639 22.977104, -81.8243663 22.9774935, -81.8242785 22.9775316, -81.8239637 22.978302)"
"[313601936, 116500903]",,"['67', '26']",residential,,,False,True,316.721,,"LINESTRING (-81.8252639 22.977104, -81.8258952 22.9768277, -81.8261259 22.9768785, -81.8262288 22.9769974, -81.8265379 22.9785171, -81.8264157 22.9787825)"
51189214,,57,tertiary,50,,False,False,90.432,,"LINESTRING (-81.8228159 22.9790762, -81.8236524 22.9793376)"
51189214,,57,tertiary,50,,False,True,53.793,,"LINESTRING (-81.8228159 22.9790762, -81.8223246 22.9789046)"
51189224,,Avenida 22,residential,,,False,True,104.363,,"LINESTRING (-81.8228159 22.9790762, -81.8224786 22.9799619)"
51189214,,57,tertiary,50,,False,False,96.601,,"LINESTRING (-81.8236524 22.9793376, -81.8245426 22.9796258)"
51189214,,57,tertiary,50,,False,True,90.432,,"LINESTRING (-81.8236524 22.9793376, -81.8228159 22.9790762)"
51189220,,22A,residential,,,False,True,104.509,,"LINESTRING (-81.8236524 22.9793376, -81.8233367 22.9802314)"
51189214,,57,tertiary,50,,False,False,53.793,,"LINESTRING (-81.8223246 22.9789046, -81.8228159 22.9790762)"
51189214,,57,tertiary,50,,False,True,67.729,,"LINESTRING (-81.8223246 22.9789046, -81.8216897 22.9787333)"
"[424668008, 424668029]",,"['20A', '59']",residential,,,False,True,133.179,,"LINESTRING (-81.8223246 22.9789046, -81.8225689 22.9782617, -81.8231015 22.9784243)"
51189230,,22B,residential,,,False,True,116.857,,"LINESTRING (-81.8248963 22.9786266, -81.8245426 22.9796258)"
51189229,,59,residential,,,False,True,102.068,,"LINESTRING (-81.8248963 22.9786266, -81.8241058 22.9783515, -81.8239637 22.978302)"
51189230,,22B,residential,,,False,False,104.388,,"LINESTRING (-81.8248963 22.9786266, -81.8251748 22.9778822, -81.8252284 22.977739)"
51189214,,57,tertiary,50,,False,False,67.729,,"LINESTRING (-81.8216897 22.9787333, -81.8223246 22.9789046)"
424668009,2-641,Avenida 20,secondary,50,,False,False,107.979,,"LINESTRING (-81.8216897 22.9787333, -81.8215301 22.9796932)"
51189214,,57,tertiary,50,,False,True,84.67,,"LINESTRING (-81.8253238 22.9798759, -81.8245426 22.9796258)"
51189222,,Avenida 24,tertiary,50,,False,False,208.79399999999998,,"LINESTRING (-81.8253238 22.9798759, -81.8249182 22.9808946, -81.8245405 22.9813285, -81.8244133 22.9815342)"
474237409,,57,tertiary,,,False,False,60.544,,"LINESTRING (-81.8253238 22.9798759, -81.8254906 22.9799673, -81.8256978 22.9802794)"
51189229,,59,residential,,,False,False,102.068,,"LINESTRING (-81.8239637 22.978302, -81.8241058 22.9783515, -81.8248963 22.9786266)"
"[313601936, 424668010]",,"['22A', '67']",residential,,,False,True,203.048,,"LINESTRING (-81.8239637 22.978302, -81.8242785 22.9775316, -81.8243663 22.9774935, -81.8252639 22.977104)"
424668029,,59,residential,,,False,False,95.79400000000001,,"LINESTRING (-81.8239637 22.978302, -81.823443 22.9785286, -81.8231015 22.9784243)"
51189226,,49,residential,,,False,False,66.163,,"LINESTRING (-81.8218755 22.9816535, -81.8212619 22.9814666)"
51189226,,49,residential,,,False,True,93.133,,"LINESTRING (-81.8218755 22.9816535, -81.8227437 22.9819038)"
51189224,,Avenida 22,residential,,,False,False,197.997,,"LINESTRING (-81.8218755 22.9816535, -81.8222239 22.9806309, -81.8224786 22.9799619)"
51189220,,22A,residential,,,False,False,95.073,,"LINESTRING (-81.8227437 22.9819038, -81.8230329 22.9810913)"
51189226,,49,residential,,,False,False,93.133,,"LINESTRING (-81.8227437 22.9819038, -81.8218755 22.9816535)"
51189226,,49,residential,,,False,True,152.229,,"LINESTRING (-81.8227437 22.9819038, -81.8227911 22.981919, -81.8241634 22.9823111)"
51189211,,Avenida 28,tertiary,,,False,False,101.697,,"LINESTRING (-81.8257533 22.9827294, -81.8260617 22.98186)"
51189211,,Avenida 28,tertiary,,,False,True,74.799,,"LINESTRING (-81.8257533 22.9827294, -81.8255204 22.983367)"
51189226,,49,residential,,,False,False,169.272,,"LINESTRING (-81.8257533 22.9827294, -81.8241634 22.9823111)"
51189226,,49,residential,,,False,True,47.839,,"LINESTRING (-81.8257533 22.9827294, -81.8261986 22.9828599)"
51189211,,Avenida 28,tertiary,,,False,False,74.799,,"LINESTRING (-81.8255204 22.983367, -81.8257533 22.9827294)"
51189211,,Avenida 28,tertiary,,,False,True,65.695,,"LINESTRING (-81.8255204 22.983367, -81.8253438 22.983935)"
"[424668024, 51189203, 1034736934]",,"['47', '30']",residential,,,False,False,263.78100000000006,,"LINESTRING (-81.8255204 22.983367, -81.8260163 22.9834754, -81.8261035 22.983491, -81.8262644 22.983491, -81.8263784 22.9834972, -81.8265232 22.9835207, -81.8265836 22.983517, -81.8266104 22.9835058, -81.8266273 22.9834768, -81.827179 22.9822618)"
51189222,,Avenida 24,tertiary,50,,False,False,77.756,,"LINESTRING (-81.8241634 22.9823111, -81.823963 22.9829856)"
51189222,,Avenida 24,tertiary,50,,False,True,90.096,,"LINESTRING (-81.8241634 22.9823111, -81.8244133 22.9815342)"
51189226,,49,residential,,,False,True,169.272,,"LINESTRING (-81.8241634 22.9823111, -81.8257533 22.9827294)"
51189226,,49,residential,,,False,False,152.229,,"LINESTRING (-81.8241634 22.9823111, -81.8227911 22.981919, -81.8227437 22.9819038)"
424668009,2-641,Avenida 20,secondary,50,,False,True,27.629,,"LINESTRING (-81.8210483 22.9829406, -81.8210892 22.982695)"
1073461397,2-641,Avenida 20,tertiary,50,,False,True,22.758,,"LINESTRING (-81.8210483 22.9829406, -81.8210394 22.9831451)"
51189216,2-631,45,secondary,50,7,False,True,23.394000000000002,,"LINESTRING (-81.8210483 22.9829406, -81.8210854 22.9829506, -81.8212676 22.9829998)"
51189226,,49,residential,,,False,True,66.163,,"LINESTRING (-81.8212619 22.9814666, -81.8218755 22.9816535)"
424668009,2-641,Avenida 20,secondary,50,,False,False,75.374,,"LINESTRING (-81.8212619 22.9814666, -81.8211815 22.9821404)"
424668009,2-641,Avenida 20,secondary,50,,False,True,199.09699999999998,,"LINESTRING (-81.8212619 22.9814666, -81.8213577 22.980827, -81.8214237 22.980411, -81.8215301 22.9796932)"
1073461397,2-641,Avenida 20,tertiary,50,,False,False,18.429,,"LINESTRING (-81.8210322 22.9833107, -81.8210394 22.9831451)"
