osmid,name,highway,oneway,reversed,length,maxspeed,lanes,geometry,ref
403211643,Abel Díaz,residential,False,False,73.139,,,"LINESTRING (-74.4947126 20.3439153, -74.49533 20.343603)",
403211643,Abel Díaz,residential,False,True,53.895,,,"LINESTRING (-74.4947126 20.3439153, -74.4942811 20.3441822)",
41222106,Coroneles Galano,tertiary,False,True,34.362,50,,"LINESTRING (-74.4951885 20.346079, -74.4955039 20.3459893)",
556031460,José Martí,primary,False,True,19.444,50,2,"LINESTRING (-74.4951885 20.346079, -74.4951505 20.3459078)",
564169768,Coroneles Galano,tertiary,False,False,68.181,50,,"LINESTRING (-74.4951885 20.346079, -74.4945816 20.3463074)",
556031460,José Martí,primary,False,False,77.112,50,2,"LINESTRING (-74.4951885 20.346079, -74.4952059 20.3464223, -74.4952516 20.3465991, -74.4953267 20.3467515)",
556031460,José Martí,primary,False,True,44.838,50,2,"LINESTRING (-74.4955411 20.3471418, -74.4953438 20.3467835)",
888767405,José Martí,primary,True,False,76.922,50,,"LINESTRING (-74.4955411 20.3471418, -74.4959087 20.3477416)",
41221454,José Martí,primary,True,False,76.816,50,,"LINESTRING (-74.4960783 20.3476146, -74.4955411 20.3471418)",
210642536,Ciro Frías,primary,False,True,30.523,50,,"LINESTRING (-74.4960783 20.3476146, -74.4963237 20.3474649)",
556031459,Ciro Frías,primary,False,False,22.629,50,,"LINESTRING (-74.4960783 20.3476146, -74.4959087 20.3477416)",
41464584,Rubert López,residential,False,True,66.395,,,"LINESTRING (-74.4971033 20.3469791, -74.4974604 20.3474735)",
210642536,Ciro Frías,primary,False,False,57.084,50,,"LINESTRING (-74.4971033 20.3469791, -74.4966494 20.3472662)",
210642536,Ciro Frías,primary,False,True,15.407,50,,"LINESTRING (-74.4971033 20.3469791, -74.4972258 20.3469016)",
41221670,Rafael Trejo,residential,False,False,59.936,,,"LINESTRING (-74.4974604 20.3474735, -74.4969996 20.3477958)",
41464584,Rubert López,residential,False,False,66.395,,,"LINESTRING (-74.4974604 20.3474735, -74.4971033 20.3469791)",
41464584,Rubert López,residential,False,True,59.426,,,"LINESTRING (-74.4974604 20.3474735, -74.4977482 20.3479348)",
41221670,Rafael Trejo,residential,False,True,65.802,,,"LINESTRING (-74.4974604 20.3474735, -74.4978928 20.3471654, -74.4979696 20.347125)",
219941390,Antonio Maceo,residential,False,False,10.146,,,"LINESTRING (-74.4978111 20.3487344, -74.4978824 20.3487965)",
219941394,Maravi,residential,True,False,58.713,,,"LINESTRING (-74.4978111 20.3487344, -74.497442 20.3491332)",
556031456,Calixto García,primary,False,False,71.032,50,,"LINESTRING (-74.4986879 20.3489964, -74.4985081 20.3487339, -74.4983492 20.348443)",
556031467,Mariana Grajales,primary,True,False,175.243,50,,"LINESTRING (-74.4986879 20.3489964, -74.4992911 20.3485694, -74.4995593 20.3484272, -74.4996844 20.3483583, -74.4998283 20.3482983, -74.5001261 20.3482038)",CN
556031455,Calixto García,primary,False,False,70.044,50,,"LINESTRING (-74.4979696 20.347125, -74.4979096 20.3464976)",
41221670,Rafael Trejo,residential,False,False,65.802,,,"LINESTRING (-74.4979696 20.347125, -74.4978928 20.3471654, -74.4974604 20.3474735)",
556031455,Calixto García,primary,False,True,69.67599999999999,50,,"LINESTRING (-74.4979696 20.347125, -74.49801 20.347718, -74.4980104 20.3477504)",
263549153,Ciro Frías,residential,False,False,56.76,50,,"LINESTRING (-74.4959087 20.3477416, -74.4954683 20.3480417)",
556031459,Ciro Frías,primary,False,True,22.629,50,,"LINESTRING (-74.4959087 20.3477416, -74.4960783 20.3476146)",
210642546,José Martí,secondary,True,False,47.903,50,,"LINESTRING (-74.4959087 20.3477416, -74.4959743 20.3478509, -74.4960174 20.3479158, -74.4961669 20.3480968)",
210642546,José Martí,secondary,True,False,61.648,50,,"LINESTRING (-74.497442 20.3491332, -74.4978391 20.349544)",
219941394,Maravi,residential,True,False,65.542,,,"LINESTRING (-74.497442 20.3491332, -74.4970173 20.3495678)",
41189220,José Martí,primary,False,False,69.622,50,2,"LINESTRING (-74.4951505 20.3459078, -74.4948533 20.3453471)",
41221943,Rodney Cautin,tertiary,True,False,69.086,50,,"LINESTRING (-74.4951505 20.3459078, -74.4950225 20.3452982)",
556031460,José Martí,primary,False,False,19.444,50,2,"LINESTRING (-74.4951505 20.3459078, -74.4951885 20.346079)",
41463260,Limbano Sánchez,residential,False,False,35.523,,,"LINESTRING (-74.4945801 20.3448389, -74.4948953 20.3447176)",
41463260,Limbano Sánchez,residential,False,True,71.956,,,"LINESTRING (-74.4945801 20.3448389, -74.4939553 20.3451138)",
41189220,José Martí,primary,False,False,72.435,50,2,"LINESTRING (-74.4945801 20.3448389, -74.4943268 20.3445936, -74.4940763 20.3443913)",
41189220,José Martí,primary,False,True,63.342,50,2,"LINESTRING (-74.4945801 20.3448389, -74.4946914 20.3450194, -74.4948533 20.3453471)",
41189220,José Martí,primary,False,True,3.631,50,2,"LINESTRING (-74.4940499 20.34437, -74.4940763 20.3443913)",
403211643,Abel Díaz,residential,False,False,31.892,,,"LINESTRING (-74.4940499 20.34437, -74.4942811 20.3441822)",
41189220,José Martí,primary,False,False,97.06899999999999,50,2,"LINESTRING (-74.4940499 20.34437, -74.4935211 20.3440272, -74.493293 20.3438621)",
432041182,Moncada,residential,False,False,43.9,,,"LINESTRING (-74.4925482 20.3437057, -74.4928747 20.3434564)",
890177115,Avenida Malecón,primary,False,True,62.268,50,2,"LINESTRING (-74.4925482 20.3437057, -74.4928813 20.3441705)",
210642536,Ciro Frías,primary,False,False,40.512,50,,"LINESTRING (-74.4966494 20.3472662, -74.4963237 20.3474649)",
210642536,Ciro Frías,primary,False,True,57.084,50,,"LINESTRING (-74.4966494 20.3472662, -74.4971033 20.3469791)",
888767386,Antonio Maceo,residential,False,False,104.274,,,"LINESTRING (-74.4966494 20.3472662, -74.4962644 20.3464007)",
210642536,Ciro Frías,primary,False,False,30.523,50,,"LINESTRING (-74.4963237 20.3474649, -74.4960783 20.3476146)",
210642536,Ciro Frías,primary,False,True,40.512,50,,"LINESTRING (-74.4963237 20.3474649, -74.4966494 20.3472662)",
790603538,Félix Ruena,residential,False,True,113.23,,,"LINESTRING (-74.4963237 20.3474649, -74.4957893 20.3465784)",
210642536,Ciro Frías,primary,False,False,84.264,50,,"LINESTRING (-74.4979096 20.3464976, -74.4972258 20.3469016)",
556031455,Calixto García,primary,False,True,70.044,50,,"LINESTRING (-74.4979096 20.3464976, -74.4979696 20.347125)",
210642533,Calixto García,secondary,False,False,74.001,50,,"LINESTRING (-74.4979096 20.3464976, -74.4978681 20.346295, -74.4976971 20.3458647)",
556031461,José Martí,secondary,False,False,85.9,,,"LINESTRING (-74.4978391 20.349544, -74.4983088 20.3501787)",
556031462,10 de Octubre,secondary,True,False,63.811,50,,"LINESTRING (-74.4978391 20.349544, -74.498188 20.3490725)",
41222106,Coroneles Galano,tertiary,False,False,109.067,50,,"LINESTRING (-74.4974371 20.345353, -74.4966793 20.3456275, -74.4964658 20.3457167)",
210642533,Calixto García,secondary,False,False,82.661,50,,"LINESTRING (-74.4974371 20.345353, -74.4973247 20.3450436, -74.4971567 20.344658)",
210642533,Calixto García,secondary,False,True,63.025999999999996,50,,"LINESTRING (-74.4974371 20.345353, -74.4974629 20.3454046, -74.4976971 20.3458647)",
564169806,Paraíso,residential,False,False,92.991,,,"LINESTRING (-74.4974371 20.345353, -74.4975052 20.3448279, -74.4975898 20.344531)",
41189220,José Martí,primary,False,True,69.622,50,2,"LINESTRING (-74.4948533 20.3453471, -74.4951505 20.3459078)",
41222115,Roberto Reyes,residential,False,True,18.459,,,"LINESTRING (-74.4948533 20.3453471, -74.4950225 20.3452982)",
41189220,José Martí,primary,False,False,63.342,50,2,"LINESTRING (-74.4948533 20.3453471, -74.4946914 20.3450194, -74.4945801 20.3448389)",
41222115,Roberto Reyes,residential,False,False,75.042,,,"LINESTRING (-74.4948533 20.3453471, -74.4948001 20.3453399, -74.4941662 20.3455315)",
41222140,Céspedes,residential,False,False,105.398,,,"LINESTRING (-74.4976971 20.3458647, -74.4967576 20.3462147)",
210642533,Calixto García,secondary,False,False,63.025999999999996,50,,"LINESTRING (-74.4976971 20.3458647, -74.4974629 20.3454046, -74.4974371 20.345353)",
210642533,Calixto García,secondary,False,True,74.001,50,,"LINESTRING (-74.4976971 20.3458647, -74.4978681 20.346295, -74.4979096 20.3464976)",
41222140,Céspedes,residential,False,True,51.928,,,"LINESTRING (-74.4953267 20.3467515, -74.4957893 20.3465784)",
556031460,José Martí,primary,False,False,3.98,50,2,"LINESTRING (-74.4953267 20.3467515, -74.4953438 20.3467835)",
556031460,José Martí,primary,False,True,77.112,50,2,"LINESTRING (-74.4953267 20.3467515, -74.4952516 20.3465991, -74.4952059 20.3464223, -74.4951885 20.346079)",
41222115,Roberto Reyes,residential,False,False,41.587,,,"LINESTRING (-74.4941662 20.3455315, -74.4938017 20.3456834)",
41463269,Flor Crombet,residential,False,False,96.536,,,"LINESTRING (-74.4941662 20.3455315, -74.4945816 20.3463074)",
41463269,Flor Crombet,residential,False,True,51.388,,,"LINESTRING (-74.4941662 20.3455315, -74.4939553 20.3451138)",
41222115,Roberto Reyes,residential,False,True,75.042,,,"LINESTRING (-74.4941662 20.3455315, -74.4948001 20.3453399, -74.4948533 20.3453471)",
41221719,Calixto García,residential,False,False,88.541,,,"LINESTRING (-74.5007738 20.3517652, -74.5004064 20.3510473)",
41463255,Castillo Duany,residential,False,False,51.141,,,"LINESTRING (-74.5007738 20.3517652, -74.5003418 20.3519831)",
41221719,Calixto García,residential,False,True,88.541,,,"LINESTRING (-74.5004064 20.3510473, -74.5007738 20.3517652)",
41463256,Peralejo,residential,False,True,55.862,,,"LINESTRING (-74.5004064 20.3510473, -74.4999433 20.3513)",
41221719,Calixto García,residential,False,False,102.86399999999999,,,"LINESTRING (-74.5004064 20.3510473, -74.5000541 20.3505621, -74.4999055 20.3503609, -74.4998343 20.3502956)",
41463269,Flor Crombet,residential,False,True,91.964,,,"LINESTRING (-74.4982468 20.3510997, -74.4977563 20.3504123)",
460691106,Coliseo,residential,False,False,49.528,,,"LINESTRING (-74.4982468 20.3510997, -74.4978392 20.3513285)",
