osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed
117822489,2,Cnel. Carlos Suárez,residential,False,True,74.678,,"LINESTRING (-76.4245174 20.3717365, -76.4248474 20.3723326)",,
118796818,2,Gral. Calixto García Iñiguez,residential,False,False,117.543,,"LINESTRING (-76.4245174 20.3717365, -76.4235412 20.3722656)",,
118796818,2,Gral. Calixto García Iñiguez,residential,False,True,68.408,,"LINESTRING (-76.4245174 20.3717365, -76.425096 20.3714462)",,
117822489,2,Cnel. Carlos Suárez,residential,False,False,74.678,,"LINESTRING (-76.4248474 20.3723326, -76.4245174 20.3717365)",,
117822505,,Cnel. Carlos Suárez,residential,False,True,64.078,,"LINESTRING (-76.4248474 20.3723326, -76.4251598 20.3728289)",,
274033424,2,Carlos Manuel de Cespedes,tertiary,False,False,68.103,6-161,"LINESTRING (-76.4248474 20.3723326, -76.4254278 20.3720514)",,
274033424,2,Carlos Manuel de Cespedes,tertiary,False,True,117.519,6-161,"LINESTRING (-76.4248474 20.3723326, -76.423876 20.372869)",,
274033424,2,Carlos Manuel de Cespedes,tertiary,False,False,45.946,6-161,"LINESTRING (-76.422874 20.3734288, -76.4232556 20.373222)",,
274033462,2,Cmdte. Bartolomé Rondon,residential,False,False,53.098,,"LINESTRING (-76.422874 20.3734288, -76.4225615 20.3730517)",,
117822500,2,Gral. Calixto García Iñiguez,tertiary,True,False,75.8,6-161,"LINESTRING (-76.4263507 20.3708038, -76.4262305 20.3708643, -76.4257074 20.3711216)",,
118796839,2,Gral. Jesús Sablón Moreno (Rabí),tertiary,True,False,101.67099999999999,,"LINESTRING (-76.4263507 20.3708038, -76.4260432 20.3704128, -76.4257541 20.3700808)",,
117822491,2,Gral. Jesús Sablón Moreno (Rabí),tertiary,True,False,79.865,6-161,"LINESTRING (-76.4267579 20.3714122, -76.4263507 20.3708038)",,
589502237,,Carlos Manuel de Cespedes,tertiary,False,False,42.465,,"LINESTRING (-76.4267579 20.3714122, -76.4271294 20.3712555)",,
117822493,2,General José Reyes Arencibia,tertiary,True,False,76.326,6-161,"LINESTRING (-76.4257074 20.3711216, -76.4260311 20.3717373)",,
118796818,2,Gral. Calixto García Iñiguez,residential,False,False,73.244,,"LINESTRING (-76.4257074 20.3711216, -76.425096 20.3714462)",,
589502237,,Carlos Manuel de Cespedes,tertiary,False,True,46.312,,"LINESTRING (-76.4275267 20.3710691, -76.4271294 20.3712555)",,
723398985,2,Frank País García,tertiary,False,False,64.745,,"LINESTRING (-76.4275267 20.3710691, -76.4278457 20.3715687)",,
"[118796833, 118796770]",2,"['Carlos Manuel de Cespedes', 'Jesús Menéndez Larrondo']",residential,False,"[False, True]",141.2,,"LINESTRING (-76.4275267 20.3710691, -76.4282436 20.3707739, -76.4285251 20.3712402)",,
"[274033432, 274033457, 589474765]",2,"['Frank País García', 'Avenida 26 de Julio']",tertiary,False,True,197.78,,"LINESTRING (-76.4275267 20.3710691, -76.4272652 20.3706064, -76.4271522 20.3703644, -76.4271045 20.3702687, -76.4269766 20.3699974, -76.4267228 20.369459)",yes,
118796757,2,Manuel Dalmao Barzaga,residential,False,False,73.846,,"LINESTRING (-76.4270925 20.3659384, -76.4277328 20.3656543)",,
118796757,2,Manuel Dalmao Barzaga,residential,False,True,81.406,,"LINESTRING (-76.4270925 20.3659384, -76.4263907 20.3662595)",,
