osmid,highway,oneway,reversed,length,name,geometry,maxspeed
116000616,residential,False,True,87.072,,"LINESTRING (-80.1037599 22.3345836, -80.1044851 22.3349876)",
1017431087,residential,False,False,51.124,,"LINESTRING (-80.1037599 22.3345836, -80.103509 22.3349805)",
1017431087,residential,False,True,109.4,,"LINESTRING (-80.1037599 22.3345836, -80.1042972 22.3337345)",
116000570,residential,False,True,78.328,Callejón Bernardo Callejas,"LINESTRING (-80.1032333 22.3354778, -80.1038687 22.3358661)",
1017431087,residential,False,True,62.144,,"LINESTRING (-80.1032333 22.3354778, -80.103509 22.3349805)",
116000570,residential,False,False,92.395,Callejón Bernardo Callejas,"LINESTRING (-80.1032333 22.3354778, -80.1029071 22.3351839, -80.1026726 22.3348363)",
116000569,residential,False,False,100.6,,"LINESTRING (-80.1057028 22.3295143, -80.1054941 22.3297635, -80.1053333 22.3299587, -80.1050888 22.330218)",
116000622,residential,False,True,131.201,,"LINESTRING (-80.1057028 22.3295143, -80.1056535 22.3294068, -80.1056193 22.3293262, -80.1056225 22.3292182, -80.105685 22.3288516, -80.1056715 22.3287174, -80.1053542 22.3285045)",
116000632,residential,False,True,26.891,,"LINESTRING (-80.1057028 22.3295143, -80.1058526 22.3295656, -80.1059375 22.3296174)",
116000581,residential,False,False,69.102,,"LINESTRING (-80.1022842 22.3363983, -80.1016951 22.3360995)",
116000581,residential,False,True,26.741,,"LINESTRING (-80.1022842 22.3363983, -80.102508 22.3365207)",
116000551,residential,False,False,186.548,2da,"LINESTRING (-80.1022842 22.3363983, -80.1028707 22.3355258, -80.1026952 22.3352477, -80.1024296 22.33503)",
116000570,residential,False,False,10.27,Callejón Bernardo Callejas,"LINESTRING (-80.1026567 22.334645, -80.1026479 22.334553)",
116000570,residential,False,True,21.334,Callejón Bernardo Callejas,"LINESTRING (-80.1026567 22.334645, -80.1026726 22.3348363)",
116000628,residential,False,True,95.89000000000001,,"LINESTRING (-80.1026567 22.334645, -80.1028348 22.3346732, -80.103509 22.3349805)",
116000650,residential,False,False,108.55,26 de Julio,"LINESTRING (-80.107796 22.3296362, -80.106953 22.3302235)",
