osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,width
118224659,Ivo Saname,residential,False,False,74.467,,"LINESTRING (-75.6810191 20.6510041, -75.6806005 20.6515473)",,
118224780,Calle Antonio Guiteras,residential,False,False,96.373,,"LINESTRING (-75.6795842 20.6519424, -75.6801665 20.6512684)",,
118224780,Calle Antonio Guiteras,residential,False,True,103.946,,"LINESTRING (-75.6795842 20.6519424, -75.6791964 20.6528039)",,
118224796,49,residential,False,True,56.287,,"LINESTRING (-75.6795842 20.6519424, -75.680053 20.652195)",,
118224657,Calle Mastrapa,residential,False,False,38.468,,"LINESTRING (-75.6805154 20.6524475, -75.6803858 20.6527715)",,
118224796,49,residential,False,False,55.706,,"LINESTRING (-75.6805154 20.6524475, -75.680053 20.652195)",,
118224636,Emilio Núñez,tertiary,False,False,78.857,,"LINESTRING (-75.6757087 20.6575104, -75.6764078 20.6577843)",,
118224784,Avenida Leyte Vidal,secondary,True,False,146.069,50,"LINESTRING (-75.6757087 20.6575104, -75.6754589 20.6585663, -75.6754049 20.6587929)",,
118224780,Calle Antonio Guiteras,residential,False,False,85.329,,"LINESTRING (-75.6789101 20.653523, -75.6791964 20.6528039)",,
118224780,Calle Antonio Guiteras,residential,False,True,101.502,,"LINESTRING (-75.6789101 20.653523, -75.6785453 20.6543696)",,
316299372,Calle Aguilera,secondary,True,False,109.998,50,"LINESTRING (-75.6789101 20.653523, -75.6779193 20.653178)",,
118224784,Avenida Leyte Vidal,secondary,True,False,55.173,50,"LINESTRING (-75.6772719 20.6528094, -75.6769554 20.6532075)",,
118224709,Calle Carballo,residential,False,True,95.832,,"LINESTRING (-75.6767458 20.6566344, -75.6776292 20.6568783)",,
264678547,Calle Carlos Manuel de Céspedes,secondary,True,False,100.161,50,"LINESTRING (-75.6767458 20.6566344, -75.6770173 20.6557702)",,
118224620,Calixto Garcia,residential,False,True,111.338,,"LINESTRING (-75.6774903 20.6542022, -75.6785453 20.6543696)",,
652136289,Calle Carlos Manuel de Céspedes,tertiary,True,False,122.52300000000001,50,"LINESTRING (-75.6774903 20.6542022, -75.6778112 20.6533675, -75.6779193 20.653178)",,
118224536,Guillermón Moncada,tertiary,True,False,69.777,50,"LINESTRING (-75.6779042 20.6520257, -75.6784373 20.6524064)",,
652136288,Avenida Leyte Vidal,tertiary,True,False,109.19,50,"LINESTRING (-75.6779042 20.6520257, -75.6777993 20.6521553, -75.6772719 20.6528094)",6-391,
118224636,Emilio Núñez,tertiary,False,False,34.959,,"LINESTRING (-75.6781919 20.6585877, -75.678496 20.6587214)",,
118224757,Calle Mastrapa,residential,False,True,168.624,,"LINESTRING (-75.6781919 20.6585877, -75.6786802 20.6571417)",,
118224636,Emilio Núñez,tertiary,False,True,118.887,,"LINESTRING (-75.6781919 20.6585877, -75.6776728 20.6583609, -75.6771488 20.6581516)",,
118224757,Calle Mastrapa,residential,False,False,130.26600000000002,,"LINESTRING (-75.6781919 20.6585877, -75.6779937 20.6589701, -75.6779212 20.6590283, -75.6777549 20.6591036, -75.677582 20.6591833, -75.6773512 20.6592906, -75.6772842 20.6592936)",,
118224705,Calle Maximo Gomez,residential,False,False,104.539,,"LINESTRING (-75.6790483 20.6559742, -75.6800459 20.656086)",,
118224705,Calle Maximo Gomez,residential,False,True,107.164,,"LINESTRING (-75.6790483 20.6559742, -75.6780244 20.6558698)",,
118224757,Calle Mastrapa,residential,False,False,135.352,,"LINESTRING (-75.6790483 20.6559742, -75.6786802 20.6571417)",,
118224757,Calle Mastrapa,residential,False,True,89.879,,"LINESTRING (-75.6790483 20.6559742, -75.6792416 20.6551864)",,
118224518,Ivo Saname,residential,False,False,95.286,,"LINESTRING (-75.680053 20.652195, -75.6796987 20.6529852)",,
118224796,49,residential,False,False,56.287,,"LINESTRING (-75.680053 20.652195, -75.6795842 20.6519424)",,
118224796,49,residential,False,True,55.706,,"LINESTRING (-75.680053 20.652195, -75.6805154 20.6524475)",,
118224456,Emilio Núñez,residential,False,False,50.052,,"LINESTRING (-75.6808725 20.6534487, -75.6810515 20.6530309)",,
118224456,Emilio Núñez,residential,False,True,78.619,,"LINESTRING (-75.6808725 20.6534487, -75.6805933 20.6541057)",,
118224729,Lídice,residential,False,True,54.781,,"LINESTRING (-75.6801665 20.6512684, -75.6806005 20.6515473)",,
118224780,Calle Antonio Guiteras,residential,False,True,96.373,,"LINESTRING (-75.6801665 20.6512684, -75.6795842 20.6519424)",,
118224729,Lídice,residential,False,False,59.593999999999994,,"LINESTRING (-75.6801665 20.6512684, -75.6799485 20.651082, -75.6797495 20.6509011)",,
118224541,Calle Carballo,residential,False,True,115.423,,"LINESTRING (-75.6775807 20.6570037, -75.6786802 20.6571417)",,
118224780,Calle Antonio Guiteras,residential,False,False,14.829,,"LINESTRING (-75.6775807 20.6570037, -75.6776292 20.6568783)",,
118224780,Calle Antonio Guiteras,residential,False,True,135.32,,"LINESTRING (-75.6775807 20.6570037, -75.6771488 20.6581516)",,
118224536,Guillermón Moncada,tertiary,True,False,56.017,50,"LINESTRING (-75.6791964 20.6528039, -75.6796987 20.6529852)",,
118224780,Calle Antonio Guiteras,residential,False,False,103.946,,"LINESTRING (-75.6791964 20.6528039, -75.6795842 20.6519424)",,
118224780,Calle Antonio Guiteras,residential,False,True,85.329,,"LINESTRING (-75.6791964 20.6528039, -75.6789101 20.653523)",,
118224636,Emilio Núñez,tertiary,False,True,34.959,,"LINESTRING (-75.678496 20.6587214, -75.6781919 20.6585877)",,
118224554,Rubén Vázquez,residential,False,False,185.336,,"LINESTRING (-75.678496 20.6587214, -75.679118 20.6575702, -75.6791311 20.6575312, -75.679153 20.6571959)",,
118224636,Emilio Núñez,tertiary,False,False,46.117000000000004,,"LINESTRING (-75.678496 20.6587214, -75.6786544 20.6587802, -75.6789148 20.6588564)",,
316299372,Calle Aguilera,secondary,True,False,112.871,50,"LINESTRING (-75.6799245 20.6538827, -75.6789101 20.653523)",,
118224657,Calle Mastrapa,residential,False,True,83.132,,"LINESTRING (-75.6799245 20.6538827, -75.680123 20.6533923, -75.6802184 20.6531877)",,
118224636,Emilio Núñez,tertiary,False,True,46.117000000000004,,"LINESTRING (-75.6789148 20.6588564, -75.6786544 20.6587802, -75.678496 20.6587214)",,
"[945813826, 118224765]",Emilio Núñez,residential,False,"[False, True]",202.99,,"LINESTRING (-75.6789148 20.6588564, -75.6789757 20.6588501, -75.6790615 20.6588197, -75.6791369 20.6587419, -75.6792071 20.6586303, -75.6793356 20.6583094, -75.6797034 20.6572592)",,
118224456,Emilio Núñez,residential,False,False,58.274,,"LINESTRING (-75.6804578 20.6546142, -75.6805933 20.6541057)",,
118224456,Emilio Núñez,residential,False,True,73.211,,"LINESTRING (-75.6804578 20.6546142, -75.6803662 20.655267)",,
"[375168257, 118224503]",Calixto Garcia,residential,False,False,105.843,,"LINESTRING (-75.6804578 20.6546142, -75.6800252 20.65448, -75.6802273 20.6539898)",,
118224778,Calixto Garcia,residential,False,True,115.665,,"LINESTRING (-75.6763678 20.6541358, -75.6774732 20.6542459)",,
118224784,Avenida Leyte Vidal,secondary,True,False,109.122,50,"LINESTRING (-75.6763678 20.6541358, -75.6763146 20.6543231, -75.6762443 20.6551079)",,
118224541,Calle Carballo,residential,False,False,115.423,,"LINESTRING (-75.6786802 20.6571417, -75.6775807 20.6570037)",,
118224541,Calle Carballo,residential,False,True,49.561,,"LINESTRING (-75.6786802 20.6571417, -75.679153 20.6571959)",,
118224757,Calle Mastrapa,residential,False,False,168.624,,"LINESTRING (-75.6786802 20.6571417, -75.6781919 20.6585877)",,
118224757,Calle Mastrapa,residential,False,True,135.352,,"LINESTRING (-75.6786802 20.6571417, -75.6790483 20.6559742)",,
118224623,Estrada Palma,residential,False,False,72.445,,"LINESTRING (-75.6761162 20.658999, -75.676783 20.6591866)",,
118224623,Estrada Palma,residential,False,True,77.474,,"LINESTRING (-75.6761162 20.658999, -75.6754049 20.6587929)",,
264678547,Calle Carlos Manuel de Céspedes,secondary,True,False,138.434,50,"LINESTRING (-75.6761162 20.658999, -75.6764078 20.6577843)",,
118224456,Emilio Núñez,residential,False,False,73.211,,"LINESTRING (-75.6803662 20.655267, -75.6804578 20.6546142)",,
118224456,Emilio Núñez,residential,False,True,94.716,,"LINESTRING (-75.6803662 20.655267, -75.680307 20.656117)",,
118224541,Calle Carballo,residential,False,False,57.698,,"LINESTRING (-75.6797034 20.6572592, -75.679153 20.6571959)",,
118224765,Emilio Núñez,residential,False,True,135.234,,"LINESTRING (-75.6797034 20.6572592, -75.6800459 20.656086)",,
118224541,Calle Carballo,residential,False,True,49.525999999999996,,"LINESTRING (-75.6797034 20.6572592, -75.6799731 20.6573166, -75.680083 20.6574723)",,
"[945813826, 118224765]",Emilio Núñez,residential,False,"[False, True]",202.98999999999998,,"LINESTRING (-75.6797034 20.6572592, -75.6793356 20.6583094, -75.6792071 20.6586303, -75.6791369 20.6587419, -75.6790615 20.6588197, -75.6789757 20.6588501, -75.6789148 20.6588564)",,
118224662,Avenida Maceo,tertiary,True,False,95.271,50,"LINESTRING (-75.6762443 20.6551079, -75.677159 20.6551469)",,
118224784,Avenida Leyte Vidal,secondary,True,False,65.471,50,"LINESTRING (-75.6762443 20.6551079, -75.676206 20.6556956)",,
118224456,Emilio Núñez,residential,False,True,50.052,,"LINESTRING (-75.6810515 20.6530309, -75.6808725 20.6534487)",,
118224631,Paciente Vargas,residential,False,True,75.031,,"LINESTRING (-75.6810515 20.6530309, -75.6803858 20.6527715)",,
118224709,Calle Carballo,residential,False,False,95.832,,"LINESTRING (-75.6776292 20.6568783, -75.6767458 20.6566344)",,
118224780,Calle Antonio Guiteras,residential,False,False,119.441,,"LINESTRING (-75.6776292 20.6568783, -75.6780244 20.6558698)",,
118224780,Calle Antonio Guiteras,residential,False,True,14.829,,"LINESTRING (-75.6776292 20.6568783, -75.6775807 20.6570037)",,
118224620,Calixto Garcia,residential,False,False,111.338,,"LINESTRING (-75.6785453 20.6543696, -75.6774903 20.6542022)",,
118224780,Calle Antonio Guiteras,residential,False,False,101.502,,"LINESTRING (-75.6785453 20.6543696, -75.6789101 20.653523)",,
118224780,Calle Antonio Guiteras,residential,False,True,93.208,,"LINESTRING (-75.6785453 20.6543696, -75.6784007 20.6546822, -75.6782365 20.6551555)",,
118224623,Estrada Palma,residential,False,True,53.487,,"LINESTRING (-75.6772842 20.6592936, -75.676783 20.6591866)",,
583354612,34,residential,False,False,47.499,,"LINESTRING (-75.6772842 20.6592936, -75.6771648 20.6597059)",,
118224757,Calle Mastrapa,residential,False,True,130.266,,"LINESTRING (-75.6772842 20.6592936, -75.6773512 20.6592906, -75.677582 20.6591833, -75.6777549 20.6591036, -75.6779212 20.6590283, -75.6779937 20.6589701, -75.6781919 20.6585877)",,
118224541,Calle Carballo,residential,False,False,49.561,,"LINESTRING (-75.679153 20.6571959, -75.6786802 20.6571417)",,
