osmid,highway,oneway,reversed,length,geometry,maxspeed
123937042,residential,False,False,12.42,"LINESTRING (-79.2690997 21.769477, -79.2689936 21.7694244)",
123937042,residential,False,True,97.74,"LINESTRING (-79.2690997 21.769477, -79.2699304 21.7698983)",
1215117296,residential,False,True,37.353,"LINESTRING (-79.2690997 21.769477, -79.2692652 21.7691783)",
123937046,residential,False,False,150.255,"LINESTRING (-79.2694249 21.7715365, -79.2681321 21.7709164)",
123937046,residential,False,True,152.153,"LINESTRING (-79.2694249 21.7715365, -79.2707188 21.7721911)",
295210087,residential,False,False,94.604,"LINESTRING (-79.2694249 21.7715365, -79.2689856 21.7722831)",
295210087,residential,False,True,184.733,"LINESTRING (-79.2694249 21.7715365, -79.2696803 21.77109, -79.2699697 21.770584, -79.2702641 21.7700693)",
123937046,residential,False,False,68.723,"LINESTRING (-79.2731974 21.7734086, -79.2726116 21.7731153)",
123937064,residential,False,False,55.128,"LINESTRING (-79.2731974 21.7734086, -79.2732272 21.7729136)",
123937064,residential,False,True,101.441,"LINESTRING (-79.2731974 21.7734086, -79.2730807 21.7742131, -79.2730418 21.7743069)",
715996912,secondary,False,True,323.492,"LINESTRING (-79.2730418 21.7743069, -79.2702642 21.7729615)",50
123937064,residential,False,False,101.441,"LINESTRING (-79.2730418 21.7743069, -79.2730807 21.7742131, -79.2731974 21.7734086)",
123937042,residential,False,True,54.903,"LINESTRING (-79.2673265 21.7685948, -79.2677949 21.7688284)",
295210081,residential,False,False,99.506,"LINESTRING (-79.2663126 21.7709246, -79.2663733 21.7700315)",
715996912,secondary,False,False,164.29,"LINESTRING (-79.2663126 21.7709246, -79.2677099 21.7716311)",50
857946907,residential,False,True,87.518,"LINESTRING (-79.2663126 21.7709246, -79.2662627 21.7717103)",
295210083,residential,False,False,138.427,"LINESTRING (-79.2684863 21.7703169, -79.2681782 21.7701668, -79.2679465 21.770054, -79.2672991 21.7697388)",
557475512,residential,False,False,76.036,"LINESTRING (-79.2684863 21.7703169, -79.2684656 21.7703519, -79.2681321 21.7709164)",
557475512,residential,False,True,112.223,"LINESTRING (-79.2684863 21.7703169, -79.268649 21.770039, -79.2689936 21.7694244)",
295210081,residential,False,True,75.068,"LINESTRING (-79.266395 21.7693567, -79.2663733 21.7700315)",
295210083,residential,False,True,102.575,"LINESTRING (-79.266395 21.7693567, -79.2672991 21.7697388)",
