osmid,oneway,name,highway,maxspeed,reversed,length,bridge,geometry,lanes,ref
"[255489384, 28058443]",True,"['14 de Julio', 'Fray Justo Santa María de Oro']",residential,40,False,201.336,,"LINESTRING (-58.395145 -34.7746132, -58.3954705 -34.7746432, -58.3957103 -34.7746616, -58.3957471 -34.7747096, -58.3957584 -34.7747614, -58.3956046 -34.7757774, -58.3955822 -34.7759872)",2,
28263259,False,Anchorena,residential,,False,3.723,,"LINESTRING (-58.3953583 -34.7734906, -58.3953182 -34.7734846)",,
28263259,False,Anchorena,residential,,True,34.096,,"LINESTRING (-58.3953583 -34.7734906, -58.3957283 -34.7735313)",,
155941646,False,Alberdi,residential,,True,48.218,,"LINESTRING (-58.3953583 -34.7734906, -58.3954227 -34.7730602)",,
28263259,False,Anchorena,residential,,False,8.682,,"LINESTRING (-58.3942926 -34.7733522, -58.3942051 -34.7733217)",,
28292007,True,Almirante Brown,secondary,,False,137.391,,"LINESTRING (-58.3942926 -34.7733522, -58.3935343 -34.7744193)",2,RP210
28263259,False,Anchorena,residential,,True,95.038,,"LINESTRING (-58.3942926 -34.7733522, -58.3943553 -34.7733745, -58.3953182 -34.7734846)",,
28263262,False,Cervantes,residential,,True,79.995,,"LINESTRING (-58.394554 -34.7729687, -58.3954227 -34.7730602)",2,
28292007,True,Almirante Brown,secondary,,False,48.872,,"LINESTRING (-58.394554 -34.7729687, -58.3942926 -34.7733522)",2,RP210
28263262,False,Cervantes,residential,,False,79.995,,"LINESTRING (-58.3954227 -34.7730602, -58.394554 -34.7729687)",2,
28263262,False,Cervantes,residential,,True,96.253,,"LINESTRING (-58.3954227 -34.7730602, -58.3964685 -34.7731668)",2,
155941646,False,Alberdi,residential,,False,48.218,,"LINESTRING (-58.3954227 -34.7730602, -58.3953583 -34.7734906)",,
155941646,False,Alberdi,residential,,True,22.407,,"LINESTRING (-58.3954227 -34.7730602, -58.3954564 -34.7728606)",,
28263262,False,Cervantes,residential,,False,96.253,,"LINESTRING (-58.3964685 -34.7731668, -58.3954227 -34.7730602)",2,
28292007,True,Almirante Brown,secondary,,False,69.86,,"LINESTRING (-58.3949494 -34.7724309, -58.394554 -34.7729687)",2,RP210
220055050,False,Esmeralda,residential,,True,8.83,,"LINESTRING (-58.3949494 -34.7724309, -58.3948739 -34.7723813)",,
220055050,False,Esmeralda,residential,,False,164.809,,"LINESTRING (-58.3949494 -34.7724309, -58.3950082 -34.7724589, -58.3959527 -34.7725309, -58.396736 -34.7726004)",,
220055050,False,Esmeralda,residential,,True,164.809,,"LINESTRING (-58.396736 -34.7726004, -58.3959527 -34.7725309, -58.3950082 -34.7724589, -58.3949494 -34.7724309)",,
28313826,True,Amancio Alcorta,residential,,False,131.417,,"LINESTRING (-58.3929416 -34.7778951, -58.3921457 -34.7788797)",,
149701919,False,Avenida Eva Perón,primary,60,True,7.541,,"LINESTRING (-58.3929416 -34.7778951, -58.3930099 -34.7779332)",,RP49
28313581,False,García del Río,residential,40,False,104.207,,"LINESTRING (-58.3947698 -34.7803505, -58.395379 -34.7795581)",,
504056072,True,Condarco,residential,40,False,141.854,,"LINESTRING (-58.3947698 -34.7803505, -58.3934775 -34.7796428)",1,
504056072,True,Condarco,residential,40,False,148.307,,"LINESTRING (-58.3934775 -34.7796428, -58.3921457 -34.7788797)",1,
438343983,True,Ángel Gallardo,residential,,False,127.37,,"LINESTRING (-58.3937325 -34.7717268, -58.3929831 -34.7726928)",,
546692707,False,Esmeralda,residential,,False,127.143,,"LINESTRING (-58.3937325 -34.7717268, -58.3948739 -34.7723813)",2,
546692708,True,14 de Julio,residential,,False,135.2,,"LINESTRING (-58.3922121 -34.7736972, -58.3934514 -34.7743621)",1,
255489378,True,Almirante Brown,secondary,,False,52.694,,"LINESTRING (-58.3921688 -34.7764153, -58.3918637 -34.7768175)",2,RP210
438343983,True,Ángel Gallardo,residential,,False,132.032,,"LINESTRING (-58.3929831 -34.7726928, -58.3922121 -34.7736972)",,
546692704,True,Anchorena,residential,,False,133.584,,"LINESTRING (-58.3929831 -34.7726928, -58.3917544 -34.7720412)",1,
255489567,True,Almirante Brown,secondary,,False,159.498,,"LINESTRING (-58.3926218 -34.7756243, -58.3931911 -34.7747582, -58.3934514 -34.7743621)",2,RP210
255489567,True,Almirante Brown,secondary,,False,134.62,,"LINESTRING (-58.3934514 -34.7743621, -58.3942051 -34.7733217)",2,RP210
546692708,True,14 de Julio,residential,,False,9.889,,"LINESTRING (-58.3934514 -34.7743621, -58.3935343 -34.7744193)",1,
28263259,False,Anchorena,residential,,True,8.682,,"LINESTRING (-58.3942051 -34.7733217, -58.3942926 -34.7733522)",,
255489567,True,Almirante Brown,secondary,,False,121.103,,"LINESTRING (-58.3942051 -34.7733217, -58.3948739 -34.7723813)",2,RP210
546692704,True,Anchorena,residential,,False,131.712,,"LINESTRING (-58.3942051 -34.7733217, -58.3929831 -34.7726928)",1,
220055050,False,Esmeralda,residential,,False,8.83,,"LINESTRING (-58.3948739 -34.7723813, -58.3949494 -34.7724309)",,
546692707,False,Esmeralda,residential,,True,127.143,,"LINESTRING (-58.3948739 -34.7723813, -58.3937325 -34.7717268)",2,
28694213,True,Rivadavia,residential,40,False,10.164,,"LINESTRING (-58.3920767 -34.776364, -58.3921688 -34.7764153)",1,
190110809,True,Almirante Brown,secondary,,False,96.145,,"LINESTRING (-58.3920767 -34.776364, -58.3926218 -34.7756243)",2,RP210
438342005,True,Fray Justo Santa María de Oro,residential,40,False,34.984,,"LINESTRING (-58.3951313 -34.77904, -58.3951763 -34.7790425, -58.3952119 -34.779039, -58.395238 -34.779025, -58.395254 -34.7790036, -58.3952641 -34.7789704, -58.3952774 -34.7788532, -58.3952907 -34.7788414, -58.3953199 -34.7788244)",,
28263259,False,Anchorena,residential,,False,34.096,,"LINESTRING (-58.3957283 -34.7735313, -58.3953583 -34.7734906)",,
155941646,False,Alberdi,residential,,False,22.407,,"LINESTRING (-58.3954564 -34.7728606, -58.3954227 -34.7730602)",,
28313591,True,Estévez Correa,residential,,False,112.843,,"LINESTRING (-58.394169 -34.7788018, -58.3934775 -34.7796428)",,
207362310,True,Avenida Eva Perón,residential,40,False,74.244,,"LINESTRING (-58.394169 -34.7788018, -58.3936243 -34.7784625, -58.3935975 -34.7784147, -58.3935859 -34.778362)",,
297367403,True,García del Río,residential,40,False,37.739,,"LINESTRING (-58.3954766 -34.7791252, -58.395391 -34.7790513, -58.3953558 -34.7789981, -58.3953358 -34.7789374, -58.3953204 -34.7788539, -58.3953199 -34.7788244)",,
438342009,True,Avenida Eva Perón,residential,40,False,33.33,,"LINESTRING (-58.3954766 -34.7791252, -58.3953237 -34.7791063, -58.3952414 -34.7790895, -58.3951313 -34.77904)",,
207362310,True,Avenida Eva Perón,residential,40,False,136.905,,"LINESTRING (-58.3954372 -34.7794582, -58.394169 -34.7788018)",,
"[159939504, 297367403, 301468575]",True,García del Río,residential,40,False,50.616,yes,"LINESTRING (-58.3954372 -34.7794582, -58.3954588 -34.7794294, -58.3955257 -34.7794107, -58.3955712 -34.7793919, -58.3956047 -34.7793512, -58.3956166 -34.7792905, -58.3956034 -34.779237, -58.395572 -34.7791861, -58.3954766 -34.7791252)",,
159939512,True,García del Río,residential,40,False,13.212,,"LINESTRING (-58.3955024 -34.7794961, -58.395379 -34.7795581)",,
207362310,True,Avenida Eva Perón,residential,40,False,7.295,,"LINESTRING (-58.3955024 -34.7794961, -58.3954372 -34.7794582)",,
190162197,False,Fray Justo Santa María de Oro,residential,40,True,25.286,,"LINESTRING (-58.3953323 -34.7782586, -58.3953619 -34.7780325)",,
255489380,True,Fray Justo Santa María de Oro,residential,40,False,63.064,,"LINESTRING (-58.3953323 -34.7782586, -58.3953485 -34.778379, -58.3953199 -34.7788244)",,
149701919,False,Avenida Eva Perón,primary,60,False,7.541,,"LINESTRING (-58.3930099 -34.7779332, -58.3929416 -34.7778951)",,RP49
226336214,True,Paso bajo nivel Manuel Belgrano,primary,60,False,73.69200000000001,,"LINESTRING (-58.3930099 -34.7779332, -58.3931246 -34.7779741, -58.3932779 -34.7780417, -58.3933753 -34.7780888, -58.3936809 -34.7782941)",2,RP49
1149008568,True,Paso bajo nivel Manuel Belgrano,primary,60,False,71.006,,"LINESTRING (-58.3935859 -34.778362, -58.3933923 -34.7782233, -58.3930099 -34.7779332)",2,RP49
28263259,False,Anchorena,residential,,True,3.723,,"LINESTRING (-58.3953182 -34.7734846, -58.3953583 -34.7734906)",,
551495784,False,Alberdi,residential,,False,126.488,,"LINESTRING (-58.3953182 -34.7734846, -58.395145 -34.7746132)",,
28263259,False,Anchorena,residential,,False,95.038,,"LINESTRING (-58.3953182 -34.7734846, -58.3943553 -34.7733745, -58.3942926 -34.7733522)",,
