osmid,ref,name,highway,oneway,reversed,length,lanes,junction,geometry,maxspeed
73908011,,Colon,residential,True,False,131.578,,,"LINESTRING (-60.5032564 -33.1567533, -60.5042572 -33.1575889)",
73908033,,Hipólito Yrigoyen,residential,False,False,72.537,,,"LINESTRING (-60.5073755 -33.1515506, -60.5067101 -33.1512112)",30
292978484,RP21,Avenida Intendente Costantini,primary,False,False,19.431,,,"LINESTRING (-60.5073755 -33.1515506, -60.5072347 -33.1516796)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,112.046,,,"LINESTRING (-60.5073755 -33.1515506, -60.5082126 -33.1508266)",
227510853,,Juarez Celman,residential,True,False,132.964,,,"LINESTRING (-60.503259 -33.1584442, -60.5042572 -33.1575889)",
73906215,,Galvez,residential,True,False,129.538,,,"LINESTRING (-60.5102645 -33.1508158, -60.5092492 -33.1516124)",
227510853,,Juarez Celman,residential,True,False,133.607,,,"LINESTRING (-60.5062567 -33.1558755, -60.507251 -33.155009)",
625967079,,Lisandro De La Torre,residential,True,False,131.582,,,"LINESTRING (-60.5062567 -33.1558755, -60.5072566 -33.1567119)",
73906215,,Galvez,residential,True,False,132.154,,,"LINESTRING (-60.504248 -33.1559028, -60.5032564 -33.1567533)",
1206468949,,Humberto I,tertiary,True,False,131.982,2,,"LINESTRING (-60.504248 -33.1559028, -60.5032379 -33.1550699)",
1206468984,,Avenida Libertad,tertiary,True,False,55.657,1,,"LINESTRING (-60.5121171 -33.1540696, -60.511936 -33.1539208, -60.5119009 -33.153892, -60.5116904 -33.153719)",20
73906213,,Hipólito Yrigoyen,residential,True,False,127.847,,,"LINESTRING (-60.5082117 -33.1524876, -60.5072347 -33.1516796)",
73906215,,Galvez,residential,True,False,129.661,,,"LINESTRING (-60.5082117 -33.1524876, -60.50724 -33.153323)",
73908015,,General López,residential,True,False,94.666,,,"LINESTRING (-60.5122056 -33.1507612, -60.5129245 -33.1513633)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,131.91,,,"LINESTRING (-60.5032379 -33.1550699, -60.5042456 -33.1542359)",
292978468,,Bulevar Mansuelo Maiorano,secondary,True,False,114.092,1,,"LINESTRING (-60.5075018 -33.1569117, -60.5068229 -33.1574722, -60.5067623 -33.1575359, -60.5067274 -33.1576055, -60.5067113 -33.1576751)",
503673874,,1 de Mayo,residential,True,False,127.31,2,,"LINESTRING (-60.5131161 -33.1532132, -60.5121606 -33.1540323)",
73906215,,Galvez,residential,True,False,132.882,,,"LINESTRING (-60.5052569 -33.1550574, -60.504248 -33.1559028)",
625967079,,Lisandro De La Torre,residential,True,False,130.145,,,"LINESTRING (-60.5052569 -33.1550574, -60.5062567 -33.1558755)",
73908017,,Anibal Maffei,residential,True,False,117.282,,,"LINESTRING (-60.5055472 -33.1530986, -60.5044909 -33.1525238)",40
292978484,RP21,Avenida Intendente Costantini,primary,False,False,40.404,,,"LINESTRING (-60.5055472 -33.1530986, -60.5052392 -33.1533546)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,92.4,,,"LINESTRING (-60.5055472 -33.1530986, -60.5062477 -33.1525099)",
292978484,RP21,Avenida Intendente Costantini,primary,False,False,131.91,,,"LINESTRING (-60.5042456 -33.1542359, -60.5032379 -33.1550699)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,89.553,,,"LINESTRING (-60.5042456 -33.1542359, -60.5048991 -33.1536449)",
625967079,,Lisandro De La Torre,residential,True,False,131.177,,,"LINESTRING (-60.5042456 -33.1542359, -60.5052569 -33.1550574)",
73908011,,Colon,residential,True,False,88.05,,,"LINESTRING (-60.5042572 -33.1575889, -60.5049269 -33.1581481)",
227510853,,Juarez Celman,residential,True,False,130.707,,,"LINESTRING (-60.5042572 -33.1575889, -60.5052468 -33.156755)",
73908022,,Garibaldi,residential,False,False,81.953,,,"LINESTRING (-60.5039935 -33.1531319, -60.5044909 -33.1525238)",
73908022,,Garibaldi,residential,False,True,89.494,,,"LINESTRING (-60.5039935 -33.1531319, -60.5034996 -33.1538224)",
73908031,,9 de Julio,residential,True,False,90.565,,,"LINESTRING (-60.5039935 -33.1531319, -60.503176 -33.1526904)",30
73906215,,Galvez,residential,True,False,135.03,,,"LINESTRING (-60.506267 -33.1541859, -60.5052569 -33.1550574)",
73908034,,9 de Julio,residential,True,False,133.039,,,"LINESTRING (-60.506267 -33.1541859, -60.5052392 -33.1533546)",
265086763,,Avenida San Martín,tertiary,True,False,131.006,2,,"LINESTRING (-60.5089442 -33.1581328, -60.5091037 -33.1579924, -60.5098399 -33.1573386, -60.5099103 -33.1572761)",
503676501,,Lisandro De La Torre,residential,True,False,130.778,2,,"LINESTRING (-60.5089442 -33.1581328, -60.5090154 -33.1581949, -60.509879 -33.158913, -60.5099382 -33.1589639)",
73906206,,25 de Mayo,residential,True,False,132.037,,,"LINESTRING (-60.5129245 -33.1513633, -60.5119181 -33.1522)",
73908009,,Mitre,residential,True,False,131.396,,,"LINESTRING (-60.5082442 -33.1541724, -60.5092532 -33.1549987)",
227510853,,Juarez Celman,residential,True,False,130.6,,,"LINESTRING (-60.5082442 -33.1541724, -60.5092246 -33.1533323)",
265086762,,Avenida Libertad,tertiary,True,False,104.681,1,,"LINESTRING (-60.5129295 -33.1547187, -60.5127981 -33.1546373, -60.5121171 -33.1540696)",
292978461,,Anibal Maffei,residential,False,False,79.376,,,"LINESTRING (-60.5043511 -33.1524477, -60.5036358 -33.1520592)",40
292978475,,Garibaldi,residential,False,False,121.972,,,"LINESTRING (-60.5043511 -33.1524477, -60.5052639 -33.1516608)",
1115257514,,Anibal Maffei,residential,False,True,15.524,,,"LINESTRING (-60.5043511 -33.1524477, -60.5044909 -33.1525238)",40
73906223,,Bulevar Mansuelo Maiorano,secondary,True,False,131.633,1,,"LINESTRING (-60.5092532 -33.1549987, -60.5102517 -33.1541605)",
73908009,,Mitre,residential,True,False,30.154,,,"LINESTRING (-60.5092532 -33.1549987, -60.5094897 -33.155184)",
73908011,,Colon,residential,True,False,94.922,,,"LINESTRING (-60.5049269 -33.1581481, -60.5056659 -33.1587363)",
1192214789,,25 de Mayo,residential,True,False,131.384,,,"LINESTRING (-60.5049269 -33.1581481, -60.5039876 -33.15903)",
292978484,RP21,Avenida Intendente Costantini,primary,False,False,45.215,,,"LINESTRING (-60.5052392 -33.1533546, -60.5048991 -33.1536449)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,40.404,,,"LINESTRING (-60.5052392 -33.1533546, -60.5055472 -33.1530986)",
73906215,,Galvez,residential,True,False,131.951,,,"LINESTRING (-60.50724 -33.153323, -60.506267 -33.1541859)",
73908009,,Mitre,residential,True,False,132.891,,,"LINESTRING (-60.50724 -33.153323, -60.5082442 -33.1541724)",
292978481,,Humberto I,secondary,False,False,7.248,2,,"LINESTRING (-60.5067136 -33.1579405, -60.5066588 -33.1578942)",30
318887352,,Humberto I,secondary,False,True,54.150999999999996,2,,"LINESTRING (-60.5067136 -33.1579405, -60.5069617 -33.1581443, -60.5069941 -33.1581709, -60.5071288 -33.1582816)",30
1192214788,,Bulevar Independencia,secondary,True,False,131.496,1,,"LINESTRING (-60.5067136 -33.1579405, -60.5066443 -33.1580251, -60.5057396 -33.158795)",40
73908034,,9 de Julio,residential,True,False,129.491,,,"LINESTRING (-60.507251 -33.155009, -60.506267 -33.1541859)",
227510853,,Juarez Celman,residential,True,False,131.158,,,"LINESTRING (-60.507251 -33.155009, -60.5082442 -33.1541724)",
166996399,,Avenida Libertad,tertiary,True,False,94.507,1,,"LINESTRING (-60.5109301 -33.1530867, -60.5102099 -33.1524877)",
73908005,,Lisandro De La Torre,residential,True,False,83.289,,,"LINESTRING (-60.5034996 -33.1538224, -60.5042456 -33.1542359)",
73908022,,Garibaldi,residential,False,False,89.494,,,"LINESTRING (-60.5034996 -33.1538224, -60.5039935 -33.1531319)",
73906213,,Hipólito Yrigoyen,residential,True,False,133.093,,,"LINESTRING (-60.5092246 -33.1533323, -60.5082117 -33.1524876)",
227510853,,Juarez Celman,residential,True,False,131.277,,,"LINESTRING (-60.5092246 -33.1533323, -60.5102099 -33.1524877)",
73908009,,Mitre,residential,True,False,131.539,,,"LINESTRING (-60.5052639 -33.1516608, -60.5062477 -33.1525099)",
292978475,,Garibaldi,residential,False,False,115.876,,,"LINESTRING (-60.5052639 -33.1516608, -60.5060692 -33.1508662)",
292978475,,Garibaldi,residential,False,True,121.972,,,"LINESTRING (-60.5052639 -33.1516608, -60.5043511 -33.1524477)",
73906206,,25 de Mayo,residential,True,False,128.011,,,"LINESTRING (-60.5119181 -33.1522, -60.5109801 -33.1530418)",
73906216,,Sarmiento,residential,True,False,87.382,,,"LINESTRING (-60.5119181 -33.1522, -60.5112543 -33.1516444)",
73906223,,Bulevar Mansuelo Maiorano,secondary,True,False,132.72,1,,"LINESTRING (-60.5082589 -33.1558541, -60.5092532 -33.1549987)",
73908034,,9 de Julio,residential,True,False,132.793,,,"LINESTRING (-60.5082589 -33.1558541, -60.507251 -33.155009)",
1192214789,,25 de Mayo,residential,True,False,133.497,,,"LINESTRING (-60.5059399 -33.1572983, -60.5049269 -33.1581481)",
1206468949,,Humberto I,tertiary,True,False,88.389,2,,"LINESTRING (-60.5059399 -33.1572983, -60.5052468 -33.156755)",
73908021,,Hipólito Yrigoyen,residential,True,False,130.725,,,"LINESTRING (-60.5129393 -33.1563957, -60.5119533 -33.1555586)",
265086761,,Belgrano,tertiary,True,False,131.48,2,,"LINESTRING (-60.5129393 -33.1563957, -60.5119623 -33.1572496)",
73908033,,Hipólito Yrigoyen,residential,False,True,70.934,,,"LINESTRING (-60.5060692 -33.1508662, -60.5067101 -33.1512112)",30
292978475,,Garibaldi,residential,False,True,115.876,,,"LINESTRING (-60.5060692 -33.1508662, -60.5052639 -33.1516608)",
292978494,,Hipólito Yrigoyen,residential,False,False,84.809,,,"LINESTRING (-60.5060692 -33.1508662, -60.5053028 -33.1504539)",30
73908031,,9 de Julio,residential,True,False,101.791,,,"LINESTRING (-60.5048991 -33.1536449, -60.5039935 -33.1531319)",30
292978484,RP21,Avenida Intendente Costantini,primary,False,False,89.553,,,"LINESTRING (-60.5048991 -33.1536449, -60.5042456 -33.1542359)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,45.215,,,"LINESTRING (-60.5048991 -33.1536449, -60.5052392 -33.1533546)",
227510853,,Juarez Celman,residential,True,False,135.655,,,"LINESTRING (-60.5052468 -33.156755, -60.5062567 -33.1558755)",
1206468949,,Humberto I,tertiary,True,False,132.758,2,,"LINESTRING (-60.5052468 -33.156755, -60.504248 -33.1559028)",
73908013,,Gaboto,residential,True,False,94.037,,,"LINESTRING (-60.5039876 -33.15903, -60.503259 -33.1584442)",
292978468,,Bulevar Mansuelo Maiorano,secondary,True,False,137.175,1,,"LINESTRING (-60.5085247 -33.1560237, -60.5075018 -33.1569117)",
73908034,,9 de Julio,residential,True,False,32.078,,,"LINESTRING (-60.5085247 -33.1560237, -60.5084376 -33.1560065, -60.5082589 -33.1558541)",
265086763,,Avenida San Martín,tertiary,True,False,97.698,2,,"LINESTRING (-60.5121937 -33.1553452, -60.5129295 -33.1547187)",
"[73908010, 318887812]",,"['1 de Mayo', 'Hipólito Yrigoyen']",residential,True,False,191.654,2,,"LINESTRING (-60.5121937 -33.1553452, -60.5118738 -33.1550592, -60.5114885 -33.1547147, -60.5114711 -33.1546724, -60.5114887 -33.1546302, -60.5115312 -33.1545718, -60.5121171 -33.1540696)",30
318887352,,Humberto I,secondary,False,False,108.683,2,,"LINESTRING (-60.5079621 -33.1589662, -60.5071288 -33.1582816)",30
265086763,,Avenida San Martín,tertiary,True,False,130.17499999999998,2,,"LINESTRING (-60.5079621 -33.1589662, -60.5080295 -33.1589091, -60.5086443 -33.1583877, -60.508875 -33.1581921, -60.5089442 -33.1581328)",
73908009,,Mitre,residential,True,False,129.259,,,"LINESTRING (-60.5062477 -33.1525099, -60.50724 -33.153323)",
292978484,RP21,Avenida Intendente Costantini,primary,False,False,92.4,,,"LINESTRING (-60.5062477 -33.1525099, -60.5055472 -33.1530986)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,130.257,,,"LINESTRING (-60.5062477 -33.1525099, -60.5072347 -33.1516796)",
265086763,,Avenida San Martín,tertiary,True,False,32.617,2,,"LINESTRING (-60.5119533 -33.1555586, -60.5121937 -33.1553452)",
318887352,,Humberto I,secondary,False,True,108.683,2,,"LINESTRING (-60.5071288 -33.1582816, -60.5079621 -33.1589662)",30
318887352,,Humberto I,secondary,False,False,54.151,2,,"LINESTRING (-60.5071288 -33.1582816, -60.5069941 -33.1581709, -60.5069617 -33.1581443, -60.5067136 -33.1579405)",30
265086763,,Avenida San Martín,tertiary,True,False,135.846,2,,"LINESTRING (-60.5099103 -33.1572761, -60.5100162 -33.1571867, -60.5109377 -33.1564085)",
265101950,,9 de Julio,residential,True,False,66.306,2,,"LINESTRING (-60.5099103 -33.1572761, -60.5098853 -33.1572536, -60.5094881 -33.1568848, -60.5094302 -33.1568357)",
265086761,,Belgrano,tertiary,True,False,134.28,2,,"LINESTRING (-60.5119623 -33.1572496, -60.5114477 -33.1576745, -60.5109353 -33.1580976)",
292978934,,Mitre,residential,True,False,130.471,2,,"LINESTRING (-60.5119623 -33.1572496, -60.5125208 -33.1577057, -60.5129655 -33.158069)",
265086763,,Avenida San Martín,tertiary,True,False,133.677,2,,"LINESTRING (-60.5109377 -33.1564085, -60.5119533 -33.1555586)",
292978934,,Mitre,residential,True,False,133.583,2,,"LINESTRING (-60.5109377 -33.1564085, -60.5119623 -33.1572496)",
265101946,,Mitre,residential,False,True,65.926,2,,"LINESTRING (-60.5109377 -33.1564085, -60.5104956 -33.1560234, -60.510447 -33.155981)",
265086761,,Belgrano,tertiary,True,False,133.77,2,,"LINESTRING (-60.5109353 -33.1580976, -60.5099382 -33.1589639)",
265101950,,9 de Julio,residential,True,False,132.093,2,,"LINESTRING (-60.5109353 -33.1580976, -60.5108487 -33.1580282, -60.5099825 -33.157334, -60.5099103 -33.1572761)",
265101950,,9 de Julio,residential,True,False,133.112,2,,"LINESTRING (-60.5119495 -33.1589415, -60.5118916 -33.1588933, -60.5114791 -33.1585501, -60.5109353 -33.1580976)",
292974703,,Moreno,residential,True,False,135.49,,,"LINESTRING (-60.5119495 -33.1589415, -60.5124554 -33.158507, -60.5129655 -33.158069)",
73908005,,Lisandro De La Torre,residential,True,False,56.339,,,"LINESTRING (-60.5029907 -33.1535482, -60.5034996 -33.1538224)",
73906215,,Galvez,residential,True,False,131.089,,,"LINESTRING (-60.509202 -33.1516495, -60.5082117 -33.1524876)",
166996399,,Avenida Libertad,tertiary,True,False,129.834,1,,"LINESTRING (-60.509202 -33.1516495, -60.5082126 -33.1508266)",
292978494,,Hipólito Yrigoyen,residential,False,True,84.809,,,"LINESTRING (-60.5053028 -33.1504539, -60.5060692 -33.1508662)",30
73908033,,Hipólito Yrigoyen,residential,False,False,70.934,,,"LINESTRING (-60.5067101 -33.1512112, -60.5060692 -33.1508662)",30
73908033,,Hipólito Yrigoyen,residential,False,True,72.537,,,"LINESTRING (-60.5067101 -33.1512112, -60.5073755 -33.1515506)",30
73906223,,Bulevar Mansuelo Maiorano,secondary,True,False,133.43,1,,"LINESTRING (-60.5072566 -33.1567119, -60.5082589 -33.1558541)",
625967079,,Lisandro De La Torre,residential,True,False,31.853,,,"LINESTRING (-60.5072566 -33.1567119, -60.5075018 -33.1569117)",
292978468,,Bulevar Mansuelo Maiorano,secondary,True,False,129.56900000000002,1,,"LINESTRING (-60.5094897 -33.155184, -60.5086714 -33.1558961, -60.5085247 -33.1560237)",
73906223,,Bulevar Mansuelo Maiorano,secondary,True,False,132.254,1,,"LINESTRING (-60.5062581 -33.157558, -60.5072566 -33.1567119)",
1206468949,,Humberto I,tertiary,True,False,41.368,2,,"LINESTRING (-60.5062581 -33.157558, -60.5059399 -33.1572983)",
1206469000,,Humberto I,secondary,False,True,37.98,2,,"LINESTRING (-60.5062581 -33.157558, -60.5065465 -33.1577996)",30
1206468976,,Avenida Libertad,tertiary,True,False,9.736,1,,"LINESTRING (-60.5116904 -33.153719, -60.5116162 -33.1536573)",
227504238,,Bulevar Mansuelo Maiorano,secondary,True,False,97.114,1,,"LINESTRING (-60.5116904 -33.153719, -60.5110492 -33.1542485, -60.5109305 -33.1543146)",
292978484,RP21,Avenida Intendente Costantini,primary,False,False,57.932,,,"LINESTRING (-60.5086864 -33.1504159, -60.5082549 -33.1507913)",
1206468992,,Bulevar Mansuelo Maiorano,secondary,True,False,1.898,1,roundabout,"LINESTRING (-60.5105735 -33.1542574, -60.5105535 -33.1542607)",
292978468,,Bulevar Mansuelo Maiorano,secondary,True,False,14.55,1,,"LINESTRING (-60.5105535 -33.1542607, -60.5104559 -33.1543629)",
292978498,,Bulevar Mansuelo Maiorano,secondary,True,False,11.492,1,roundabout,"LINESTRING (-60.5105535 -33.1542607, -60.5105201 -33.1542601, -60.5104986 -33.154259, -60.5104923 -33.1542575, -60.5104754 -33.1542537, -60.5104605 -33.1542487, -60.5104372 -33.1542351)",
290621023,,Cavour,residential,False,False,82.209,,,"LINESTRING (-60.503176 -33.1526904, -60.5036358 -33.1520592)",30
290621023,,Cavour,residential,False,True,82.209,,,"LINESTRING (-60.5036358 -33.1520592, -60.503176 -33.1526904)",30
292978461,,Anibal Maffei,residential,False,True,79.376,,,"LINESTRING (-60.5036358 -33.1520592, -60.5043511 -33.1524477)",40
292978468,,Bulevar Mansuelo Maiorano,secondary,True,False,128.17,1,,"LINESTRING (-60.5104559 -33.1543629, -60.5104148 -33.1544006, -60.5094897 -33.155184)",
227504238,,Bulevar Mansuelo Maiorano,secondary,True,False,20.02,1,,"LINESTRING (-60.5109305 -33.1543146, -60.510866 -33.1543316, -60.5107763 -33.1543361, -60.5107193 -33.1543293)",
1206468991,,,road,False,True,21.848,,,"LINESTRING (-60.5109305 -33.1543146, -60.5108406 -33.1542249, -60.5107977 -33.1541541)",
73908022,,Garibaldi,residential,False,True,81.953,,,"LINESTRING (-60.5044909 -33.1525238, -60.5039935 -33.1531319)",
1115257514,,Anibal Maffei,residential,False,False,15.524,,,"LINESTRING (-60.5044909 -33.1525238, -60.5043511 -33.1524477)",40
73906216,,Sarmiento,residential,True,False,10.534,,,"LINESTRING (-60.5127 -33.1528546, -60.51262 -33.1527876)",
1206468981,,Bulevar Mansuelo Maiorano,secondary,True,False,127.259,1,,"LINESTRING (-60.5127 -33.1528546, -60.5117443 -33.1536729)",
73908011,,Colon,residential,True,False,9.469,,,"LINESTRING (-60.5056659 -33.1587363, -60.5057396 -33.158795)",
1206468964,,Bulevar Independencia,secondary,True,False,131.59300000000002,1,,"LINESTRING (-60.5056659 -33.1587363, -60.5065504 -33.1579962, -60.5066588 -33.1578942)",40
292978481,,Humberto I,secondary,False,False,14.83,2,,"LINESTRING (-60.5066588 -33.1578942, -60.5065465 -33.1577996)",30
292978481,,Humberto I,secondary,False,True,7.248,2,,"LINESTRING (-60.5066588 -33.1578942, -60.5067136 -33.1579405)",30
73906215,,Galvez,residential,True,False,6.027,,,"LINESTRING (-60.5092492 -33.1516124, -60.509202 -33.1516495)",
1206468983,,Avenida Libertad,tertiary,True,False,132.18,1,,"LINESTRING (-60.5092492 -33.1516124, -60.51026 -33.1524472)",
227510853,,Juarez Celman,residential,True,False,128.596,,,"LINESTRING (-60.51026 -33.1524472, -60.5112543 -33.1516444)",
1206468983,,Avenida Libertad,tertiary,True,False,94.156,1,,"LINESTRING (-60.51026 -33.1524472, -60.5109801 -33.1530418)",
73906206,,25 de Mayo,residential,True,False,6.826,,,"LINESTRING (-60.5109801 -33.1530418, -60.5109301 -33.1530867)",
1206468983,,Avenida Libertad,tertiary,True,False,89.888,1,,"LINESTRING (-60.5109801 -33.1530418, -60.5116675 -33.1536095)",
1206468980,,Bulevar Mansuelo Maiorano,secondary,True,False,7.173,1,,"LINESTRING (-60.5117443 -33.1536729, -60.5116904 -33.153719)",
1206468985,,Avenida Libertad,tertiary,True,False,55.668,1,,"LINESTRING (-60.5117443 -33.1536729, -60.5119498 -33.1538504, -60.5119842 -33.15388, -60.5121606 -33.1540323)",20
1206468975,,1 de Mayo,residential,True,False,5.797,,,"LINESTRING (-60.5121606 -33.1540323, -60.5121171 -33.1540696)",
1206468982,,Avenida Libertad,tertiary,True,False,105.072,1,,"LINESTRING (-60.5121606 -33.1540323, -60.5128469 -33.154601, -60.5129295 -33.1547187)",
292978484,RP21,Avenida Intendente Costantini,primary,False,False,5.56,,,"LINESTRING (-60.5082549 -33.1507913, -60.5082126 -33.1508266)",
292978484,RP21,Avenida Intendente Costantini,primary,False,True,57.932,,,"LINESTRING (-60.5082549 -33.1507913, -60.5086864 -33.1504159)",
1206468983,,Avenida Libertad,tertiary,True,False,130.017,1,,"LINESTRING (-60.5082549 -33.1507913, -60.5092492 -33.1516124)",
1206468977,,Bulevar Mansuelo Maiorano,secondary,True,False,127.338,1,,"LINESTRING (-60.5116675 -33.1536095, -60.51262 -33.1527876)",
1206468979,,Avenida Libertad,tertiary,True,False,10.041,1,,"LINESTRING (-60.5116675 -33.1536095, -60.5117443 -33.1536729)",
1206468993,,Bulevar Mansuelo Maiorano,secondary,True,False,15.753,1,,"LINESTRING (-60.5107193 -33.1543293, -60.5105735 -33.1542574)",
1206468994,,Bulevar Mansuelo Maiorano,secondary_link,True,False,25.512999999999998,1,,"LINESTRING (-60.5107193 -33.1543293, -60.5106293 -33.1543209, -60.5106127 -33.1543204, -60.510595 -33.1543206, -60.5105752 -33.1543222, -60.5105433 -33.1543287, -60.5104559 -33.1543629)",
73906203,,Bulevar Mansuelo Maiorano,secondary,True,False,102.44200000000001,1,,"LINESTRING (-60.5107977 -33.1541541, -60.5108627 -33.1541947, -60.5109384 -33.1542001, -60.5110185 -33.1541695, -60.5116162 -33.1536573)",
1206468991,,,road,False,False,21.848,,,"LINESTRING (-60.5107977 -33.1541541, -60.5108406 -33.1542249, -60.5109305 -33.1543146)",
292978481,,Humberto I,secondary,False,True,14.83,2,,"LINESTRING (-60.5065465 -33.1577996, -60.5066588 -33.1578942)",30
1206469000,,Humberto I,secondary,False,False,37.98,2,,"LINESTRING (-60.5065465 -33.1577996, -60.5062581 -33.157558)",30
1206469001,,Bulevar Mansuelo Maiorano,secondary,True,False,29.512,1,,"LINESTRING (-60.5067113 -33.1576751, -60.5067113 -33.1577941, -60.5067136 -33.1579405)",
1206469002,,Bulevar Mansuelo Maiorano,secondary,True,False,22.667,1,,"LINESTRING (-60.5067113 -33.1576751, -60.5066738 -33.1577514, -60.5066255 -33.1577873, -60.5065465 -33.1577996)",
265101946,,Mitre,residential,False,False,65.926,2,,"LINESTRING (-60.510447 -33.155981, -60.5104956 -33.1560234, -60.5109377 -33.1564085)",
