osmid,oneway,name,highway,reversed,length,geometry,ref,bridge
196281670,True,Vicente Olmos,tertiary,False,166.611,"LINESTRING (-64.8042087 -30.7259294, -64.8039682 -30.7255654, -64.8038866 -30.7253349, -64.8038445 -30.7251445, -64.8038335 -30.7249984, -64.8038478 -30.7248323, -64.8038999 -30.7245033)",,
196285301,False,General Belgrano,residential,False,110.793,"LINESTRING (-64.8075416 -30.7185746, -64.808549 -30.7190673)",,
196285301,False,General Belgrano,residential,True,47.452,"LINESTRING (-64.8075416 -30.7185746, -64.807107 -30.7183684)",,
219018324,True,Marcelo T. de Alvear,tertiary,False,111.359,"LINESTRING (-64.8075416 -30.7185746, -64.8081009 -30.7176961)",RP A185,
217798355,True,Avellaneda,residential,False,111.955,"LINESTRING (-64.8058584 -30.7232857, -64.8048355 -30.7227953)",,
438659899,True,Moreno,tertiary,False,111.211,"LINESTRING (-64.8058584 -30.7232857, -64.8053051 -30.7241655)",RP A185,
196305643,True,Saenz Peña,residential,False,113.605,"LINESTRING (-64.8049528 -30.7246892, -64.8058463 -30.7253629)",,
438659899,True,Moreno,tertiary,False,45.937,"LINESTRING (-64.8049528 -30.7246892, -64.8047266 -30.7250537)",RP A185,
65017444,False,Avenida Pellegrini,tertiary,False,106.926,"LINESTRING (-64.8122439 -30.7208123, -64.8129018 -30.7200346)",,
65017444,False,Avenida Pellegrini,tertiary,True,114.38,"LINESTRING (-64.8122439 -30.7208123, -64.811539 -30.7216435)",,
196285301,False,General Belgrano,residential,True,91.652,"LINESTRING (-64.8122439 -30.7208123, -64.8114013 -30.720419)",,
"[196285301, 218638839]",False,"['Avenida Costanera', 'General Belgrano']",residential,"[False, True]",200.127,"LINESTRING (-64.8122439 -30.7208123, -64.8129702 -30.7211413, -64.8130138 -30.7211979, -64.8130169 -30.7212857, -64.8125529 -30.722135)",,
65017444,False,Avenida Pellegrini,tertiary,False,126.71799999999999,"LINESTRING (-64.8069566 -30.7261906, -64.8076411 -30.7256993, -64.8079268 -30.7254185)",,
196285905,True,España,residential,False,109.089,"LINESTRING (-64.8069866 -30.7215094, -64.8059796 -30.7210478)",,
438659899,True,Moreno,tertiary,False,111.739,"LINESTRING (-64.8069866 -30.7215094, -64.8064425 -30.7223988)",RP A185,
196285746,False,1 de Mayo,residential,True,49.86,"LINESTRING (-64.8138077 -30.7193262, -64.8133503 -30.7191107)",,
65017444,False,Avenida Pellegrini,tertiary,True,117.46000000000001,"LINESTRING (-64.8138077 -30.7193262, -64.8132932 -30.71967, -64.8129018 -30.7200346)",,
219018324,True,Marcelo T. de Alvear,tertiary,False,54.206,"LINESTRING (-64.8038999 -30.7245033, -64.8040664 -30.7240373)",RP A185,
196285301,False,General Belgrano,residential,False,47.452,"LINESTRING (-64.807107 -30.7183684, -64.8075416 -30.7185746)",,
196285302,True,San Martín,residential,False,111.804,"LINESTRING (-64.807107 -30.7183684, -64.8065249 -30.7192405)",,
