osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,maxspeed,ref,access
141424410,1,secondary,,True,False,21.662,"LINESTRING (-58.3887216 -34.8008757, -58.3886825 -34.8008005, -58.3886025 -34.8007085)",Avenida Espora,,RP210,
1164324788,,tertiary,roundabout,True,False,19.596999999999998,"LINESTRING (-58.383625 -34.7945419, -58.3836963 -34.7945372, -58.3837666 -34.7945483, -58.3838307 -34.7945743)",Plaza Bynnon,,,
469120903,2,residential,,False,True,147.226,"LINESTRING (-58.3838307 -34.7945743, -58.3847213 -34.7934706)",La Rosa,,,
1164324788,,tertiary,roundabout,True,False,36.897,"LINESTRING (-58.3838307 -34.7945743, -58.38389 -34.7946194, -58.3839302 -34.794677, -58.3839474 -34.7947418, -58.3839402 -34.7948079, -58.3839092 -34.7948692)",Plaza Bynnon,,,
1163768149,,tertiary,roundabout,True,False,23.302,"LINESTRING (-58.3839092 -34.7948692, -58.383854 -34.7949223, -58.3837812 -34.7949584, -58.3836982 -34.7949739)",Plaza Bynnon,,,
206790361,,residential,,False,True,232.104,"LINESTRING (-58.3836982 -34.7949739, -58.3842023 -34.7970198)",Diagonal Juan B. Toll y Bernadet,,,
1163768149,,tertiary,roundabout,True,False,15.364,"LINESTRING (-58.3836982 -34.7949739, -58.3836145 -34.7949672, -58.3835374 -34.7949395)",Plaza Bynnon,,,
1163768149,,tertiary,roundabout,True,False,40.278000000000006,"LINESTRING (-58.3835374 -34.7949395, -58.3834722 -34.7948907, -58.3834299 -34.7948271, -58.3834153 -34.7947557, -58.3834299 -34.7946842, -58.3834721 -34.7946206)",Plaza Bynnon,,,
1163768149,,tertiary,roundabout,True,False,16.777,"LINESTRING (-58.3834721 -34.7946206, -58.3835152 -34.7945848, -58.383567 -34.7945581, -58.383625 -34.7945419)",Plaza Bynnon,,,
28292063,,residential,roundabout,True,False,28.557,"LINESTRING (-58.3850427 -34.8009059, -58.3853104 -34.8010387)",,40,,
194020380,,residential,,True,False,214.174,"LINESTRING (-58.3850427 -34.8009059, -58.384609 -34.799013)",Diagonal Juan B. Toll y Bernadet,40,,
589705103,,residential,roundabout,True,False,42.581,"LINESTRING (-58.3853104 -34.8010387, -58.3853788 -34.8014175)",,40,,
589705103,,residential,roundabout,True,False,24.569,"LINESTRING (-58.3853788 -34.8014175, -58.3851966 -34.8015801)",,40,,
28292063,,residential,roundabout,True,False,29.207,"LINESTRING (-58.3851966 -34.8015801, -58.3849093 -34.8014646)",,40,,
28292063,,residential,roundabout,True,False,29.665,"LINESTRING (-58.3848198 -34.8011, -58.3850427 -34.8009059)",,40,,
28311929,,residential,,False,False,92.801,"LINESTRING (-58.3848198 -34.8011, -58.3839741 -34.8006371)",Hipólito Bouchard,40,,
28311940,1,residential,,True,False,199.505,"LINESTRING (-58.3847931 -34.7975621, -58.3860346 -34.7960857)",Francisco Drumond,40,,
1002191960,1,residential,,True,False,22.003999999999998,"LINESTRING (-58.3847931 -34.7975621, -58.3849167 -34.7976342, -58.3849844 -34.7976821)",Plaza Brown,40,,
552635572,1,residential,,True,False,23.584,"LINESTRING (-58.3845764 -34.7974467, -58.3847931 -34.7975621)",Plaza Brown,40,,
28309777,,residential,,True,False,70.519,"LINESTRING (-58.3840045 -34.7975391, -58.3839662 -34.7973227, -58.3839543 -34.7972325, -58.3839531 -34.7971917, -58.3839659 -34.7971527, -58.3839787 -34.797127, -58.3840055 -34.7971013, -58.3840687 -34.7970663, -58.384132 -34.7970401, -58.3842023 -34.7970198)",Diagonal Juan B. Toll y Bernadet,40,,
552635572,1,residential,,True,False,53.221999999999994,"LINESTRING (-58.3840045 -34.7975391, -58.3843055 -34.7974905, -58.3845764 -34.7974467)",Plaza Brown,40,,
28311209,,residential,,True,False,64.606,"LINESTRING (-58.3838181 -34.7983148, -58.3834192 -34.7983514, -58.3833815 -34.7983393, -58.3833472 -34.7983233, -58.3833309 -34.7983148, -58.3833154 -34.7983055, -58.3832854 -34.7982848, -58.3832615 -34.7982642, -58.3832411 -34.7982388, -58.3832222 -34.7982152, -58.3832075 -34.7981825)",Diagonal Almirante Brown,,,
552635572,1,residential,,True,False,48.881,"LINESTRING (-58.3838181 -34.7983148, -58.3837739 -34.7980954, -58.3837307 -34.7978811)",Plaza Brown,40,,
28306735,1,residential,,True,False,22.234,"LINESTRING (-58.38509 -34.7981647, -58.384964 -34.7983358)",Plaza Brown,40,,
468430409,2,secondary,,True,False,41.491,"LINESTRING (-58.3888252 -34.7973164, -58.3888187 -34.7976895)",Avenida Espora,,RP210,
28314537,,tertiary,,True,False,206.149,"LINESTRING (-58.3888252 -34.7973164, -58.3888874 -34.7973189, -58.3894024 -34.7972528, -58.3910505 -34.7970113)",Diagonal Almirante Brown,40,,
28311915,,residential,,True,False,247.146,"LINESTRING (-58.3882799 -34.7975641, -58.3867278 -34.799385)",Bartolomé Cerretti,40,,
956395263,2,tertiary,,True,False,19.71,"LINESTRING (-58.3882799 -34.7975641, -58.3882482 -34.7975405, -58.3882283 -34.7975159, -58.3882147 -34.7974903, -58.3881962 -34.7974452, -58.3881899 -34.7974085)",Plaza Esteban Adrogué,40,,
28309641,2,residential,,False,True,244.556,"LINESTRING (-58.3881899 -34.7974085, -58.3877153 -34.7975081, -58.3859073 -34.7978045, -58.3855677 -34.7978533)",Diagonal Almirante Brown,40,,
1166212477,2,tertiary,,True,False,14.149000000000001,"LINESTRING (-58.3881899 -34.7974085, -58.3881902 -34.797355, -58.3881945 -34.7973286, -58.3882002 -34.7973071, -58.3882083 -34.7972829)",Plaza Esteban Adrogué,40,,
28306752,2,tertiary,,True,False,239.037,"LINESTRING (-58.3882083 -34.7972829, -58.3877592 -34.7970557, -58.3860346 -34.7960857)",Jorge Santiago Bynnon,40,,
164552487,2,tertiary,,True,False,49.322,"LINESTRING (-58.3882083 -34.7972829, -58.3882388 -34.7972538, -58.3882817 -34.7972258, -58.3883218 -34.7972018, -58.3883534 -34.797191, -58.3883923 -34.7971812, -58.3884355 -34.7971762, -58.3887055 -34.7971636)",Plaza Esteban Adrogué,40,,
28306735,1,residential,,True,False,25.077,"LINESTRING (-58.3850482 -34.7979418, -58.3850545 -34.7979755, -58.38509 -34.7981647)",Plaza Brown,40,,
28309641,2,residential,,False,False,48.447,"LINESTRING (-58.3850482 -34.7979418, -58.3853168 -34.7978943, -58.3855677 -34.7978533)",Diagonal Almirante Brown,40,,
552635572,1,residential,,True,False,22.503,"LINESTRING (-58.3838329 -34.7976829, -58.3839111 -34.7976027, -58.3840045 -34.7975391)",Plaza Brown,40,,
206790361,,residential,,False,False,232.104,"LINESTRING (-58.3842023 -34.7970198, -58.3836982 -34.7949739)",Diagonal Juan B. Toll y Bernadet,,,
504321362,,residential,,True,False,67.665,"LINESTRING (-58.3842023 -34.7970198, -58.3842735 -34.797021, -58.3843389 -34.7970318, -58.3844094 -34.7970527, -58.3844447 -34.797067, -58.384473 -34.7970889, -58.3844936 -34.7971168, -58.3845764 -34.7974467)",Diagonal Juan B. Toll y Bernadet,40,,
552635572,1,residential,,True,False,24.101,"LINESTRING (-58.3837307 -34.7978811, -58.3837658 -34.7977803, -58.3838329 -34.7976829)",Plaza Brown,40,,
504321358,,residential,,True,False,66.742,"LINESTRING (-58.3832075 -34.7981825, -58.3832051 -34.7981491, -58.3832121 -34.7981118, -58.3832366 -34.7980449, -58.3832697 -34.7979894, -58.3833305 -34.7979553, -58.3837307 -34.7978811)",Diagonal Almirante Brown,,,
28306735,1,residential,,True,False,48.974000000000004,"LINESTRING (-58.3847629 -34.7984945, -58.3845273 -34.7985327, -58.3842367 -34.7985798)",Plaza Brown,40,,
28311302,,residential,,True,False,68.33599999999998,"LINESTRING (-58.3847629 -34.7984945, -58.3848486 -34.7988124, -58.3848252 -34.7988545, -58.384802 -34.7988835, -58.384775 -34.7989101, -58.3847475 -34.7989372, -58.3847128 -34.798963, -58.384668 -34.7989914, -58.3846416 -34.799003, -58.384609 -34.799013)",Diagonal Juan B. Toll y Bernadet,,,
28306735,1,residential,,True,False,26.975,"LINESTRING (-58.3842367 -34.7985798, -58.3841852 -34.7985887, -58.3839845 -34.7984765)",Plaza Brown,40,,
28311324,,residential,,True,False,68.38900000000001,"LINESTRING (-58.3849844 -34.7976821, -58.3854285 -34.7976423, -58.3854659 -34.7976606, -58.3855014 -34.7977007, -58.3855218 -34.7977345, -58.385539 -34.7977665, -58.3855528 -34.797797, -58.3855595 -34.7978234, -58.3855677 -34.7978533)",Diagonal Almirante Brown,40,,
1002191960,1,residential,,True,False,29.557000000000002,"LINESTRING (-58.3849844 -34.7976821, -58.3850287 -34.7978076, -58.3850362 -34.797859, -58.3850445 -34.7979161, -58.3850482 -34.7979418)",Plaza Brown,40,,
28311327,,residential,,True,False,198.868,"LINESTRING (-58.384964 -34.7983358, -58.3867278 -34.799385)",Leonardo Rosales,40,,
28306735,1,residential,,True,False,25.817,"LINESTRING (-58.384964 -34.7983358, -58.384819 -34.798472, -58.3847629 -34.7984945)",Plaza Brown,40,,
1242575696,1,residential,,True,False,23.54,"LINESTRING (-58.3839845 -34.7984765, -58.3838181 -34.7983148)",Plaza Brown,40,,
28311327,,residential,,True,False,194.234,"LINESTRING (-58.3867278 -34.799385, -58.3884526 -34.8004074)",Leonardo Rosales,40,,
28311915,,residential,,True,False,224.861,"LINESTRING (-58.3867278 -34.799385, -58.3853104 -34.8010387)",Bartolomé Cerretti,40,,
28292063,,residential,roundabout,True,False,41.357,"LINESTRING (-58.3849093 -34.8014646, -58.3848198 -34.8011)",,40,,
28306752,2,tertiary,,True,False,236.565,"LINESTRING (-58.3860346 -34.7960857, -58.3839092 -34.7948692)",Jorge Santiago Bynnon,40,,
152460710,2,residential,,False,False,172.83,"LINESTRING (-58.3860346 -34.7960857, -58.3871263 -34.794816)",Francisco Drumond,,,
152460730,2,residential,,True,False,131.07,"LINESTRING (-58.3879279 -34.7938382, -58.3871263 -34.794816)",Francisco Drumond,,,
152460792,2,residential,,True,False,27.654,"LINESTRING (-58.3879279 -34.7938382, -58.3876902 -34.7936841)",Intendente Doctor Martín González,,,
152460710,2,residential,,False,True,172.83,"LINESTRING (-58.3871263 -34.794816, -58.3860346 -34.7960857)",Francisco Drumond,,,
1166212480,2,tertiary,,True,False,177.171,"LINESTRING (-58.3871263 -34.794816, -58.3885557 -34.7956157, -58.3887298 -34.7957131)",Bartolomé Mitre,,,
28311950,2,tertiary,,True,False,57.021,"LINESTRING (-58.3888308 -34.7957696, -58.3893469 -34.7960583)",Bartolomé Mitre,,,
468430409,2,secondary,,True,False,171.997,"LINESTRING (-58.3888308 -34.7957696, -58.3888252 -34.7973164)",Avenida Espora,,RP210,
28311962,1,residential,,True,False,130.35199999999998,"LINESTRING (-58.3876902 -34.7936841, -58.3876008 -34.7937755, -58.3874808 -34.7938389, -58.3873424 -34.7938679, -58.3872001 -34.7938593, -58.3870684 -34.7938141, -58.3869609 -34.7937369, -58.3868887 -34.7936357, -58.3868594 -34.793521, -58.3868758 -34.7934046, -58.3869363 -34.7932984)",Canale,,,
28311965,2,residential,,False,False,37.945,"LINESTRING (-58.3869363 -34.7932984, -58.3865779 -34.7931257)",Intendente Doctor Martín González,,,
28311962,1,residential,,True,False,123.52000000000001,"LINESTRING (-58.3869363 -34.7932984, -58.3870408 -34.7932097, -58.3871753 -34.7931547, -58.3873245 -34.7931396, -58.3874713 -34.7931662, -58.3875988 -34.7932315, -58.3876926 -34.7933279, -58.3877419 -34.7934445, -58.3877411 -34.793568, -58.3876902 -34.7936841)",Canale,,,
28311963,1,residential,,False,False,142.117,"LINESTRING (-58.3888559 -34.7943496, -58.3901456 -34.795065)",Intendente Doctor Martín González,,,
226827666,,residential,,False,True,11.779,"LINESTRING (-58.3888559 -34.7943496, -58.3887633 -34.7943018, -58.3887467 -34.7942932)",Intendente Doctor Martín González,,,
468430409,2,secondary,,True,False,157.914,"LINESTRING (-58.3888559 -34.7943496, -58.3888324 -34.7956905, -58.3888314 -34.7957384, -58.3888308 -34.7957696)",Avenida Espora,,RP210,
469120903,2,residential,,False,False,147.226,"LINESTRING (-58.3847213 -34.7934706, -58.3838307 -34.7945743)",La Rosa,,,
1002191959,2,tertiary,,True,False,109.992,"LINESTRING (-58.3847213 -34.7934706, -58.3857168 -34.7940275)",Bartolomé Mitre,,,
28311991,,residential,,False,False,126.585,"LINESTRING (-58.3857168 -34.7940275, -58.3864993 -34.7930878)",Comodoro Py,,,
1002191959,2,tertiary,,True,False,155.733,"LINESTRING (-58.3857168 -34.7940275, -58.3871263 -34.794816)",Bartolomé Mitre,,,
28311965,2,residential,,False,True,8.323,"LINESTRING (-58.3864993 -34.7930878, -58.3865779 -34.7931257)",Intendente Doctor Martín González,,,
28311991,,residential,,False,True,126.585,"LINESTRING (-58.3864993 -34.7930878, -58.3857168 -34.7940275)",Comodoro Py,,,
28314489,,residential,,False,False,10.771,"LINESTRING (-58.3935739 -34.7936811, -58.3936119 -34.7935894)",Intendente Matta,,,
1242575694,2,tertiary,,True,False,70.495,"LINESTRING (-58.3935739 -34.7936811, -58.3929248 -34.7933379)",Avenida Amenedo,,,
28314490,,residential,,False,True,11.858,"LINESTRING (-58.3929248 -34.7933379, -58.3929859 -34.7932438)",Mariano Demaría,,,
28314572,,tertiary,,True,False,13.41,"LINESTRING (-58.3888187 -34.7976895, -58.3887034 -34.7976148)",Esteban Adrogué,,,
468430409,2,secondary,,True,False,192.286,"LINESTRING (-58.3888187 -34.7976895, -58.3888067 -34.7981604, -58.3887905 -34.7994186)",Avenida Espora,,RP210,
28314572,,tertiary,,True,False,76.676,"LINESTRING (-58.3913015 -34.7986348, -58.3911533 -34.7986119, -58.3905368 -34.7983594)",Esteban Adrogué,,,
1002191957,,residential,,True,False,136.154,"LINESTRING (-58.391448 -34.7972193, -58.392265 -34.796195)",Benigno Macías,,,
164553070,2,tertiary,,True,False,216.412,"LINESTRING (-58.391448 -34.7972193, -58.3920503 -34.7975527, -58.392102 -34.7975813, -58.3934165 -34.7983032)",Bartolomé Mitre,,,
28314540,,residential,,True,False,76.346,"LINESTRING (-58.3905368 -34.7983594, -58.3909956 -34.7977854)",Benigno Macías,,,
28314572,,tertiary,,True,False,173.666,"LINESTRING (-58.3905368 -34.7983594, -58.3888187 -34.7976895)",Esteban Adrogué,,,
28311950,2,tertiary,,True,False,74.422,"LINESTRING (-58.3903769 -34.7966345, -58.3910505 -34.7970113)",Bartolomé Mitre,,,
459684036,,residential,,True,False,134.323,"LINESTRING (-58.3903769 -34.7966345, -58.3911796 -34.7956222)",Mariano Demaría,,,
459684036,,residential,,True,False,167.213,"LINESTRING (-58.3919627 -34.7946174, -58.3929248 -34.7933379)",Mariano Demaría,,,
468430408,2,residential,,False,False,116.921,"LINESTRING (-58.3919627 -34.7946174, -58.3930103 -34.795222)",José Sánchez,40,,
468430408,2,residential,,False,True,112.437,"LINESTRING (-58.3919627 -34.7946174, -58.390936 -34.7940592)",José Sánchez,40,,
28314547,,residential,,True,False,133.106,"LINESTRING (-58.390936 -34.7940592, -58.3901456 -34.795065)",Intendente Ferrari,,,
468430408,2,residential,,False,False,112.437,"LINESTRING (-58.390936 -34.7940592, -58.3919627 -34.7946174)",José Sánchez,40,,
468430408,2,residential,,False,True,97.19,"LINESTRING (-58.390936 -34.7940592, -58.3900534 -34.7935707)",José Sánchez,40,,
28311950,2,tertiary,,True,False,113.801,"LINESTRING (-58.3893469 -34.7960583, -58.3903769 -34.7966345)",Bartolomé Mitre,,,
468430408,2,residential,,False,False,128.128,"LINESTRING (-58.388892 -34.7929241, -58.3900534 -34.7935707)",José Sánchez,40,,
468430409,2,secondary,,True,False,158.543,"LINESTRING (-58.388892 -34.7929241, -58.3888559 -34.7943496)",Avenida Espora,,RP210,
376295223,,residential,,False,True,127.817,"LINESTRING (-58.3930103 -34.795222, -58.392265 -34.796195)",Benigno Macías,40,,
468430408,2,residential,,False,True,116.921,"LINESTRING (-58.3930103 -34.795222, -58.3919627 -34.7946174)",José Sánchez,40,,
28311963,1,residential,,False,False,112.931,"LINESTRING (-58.3901456 -34.795065, -58.3911796 -34.7956222)",Intendente Doctor Martín González,,,
28311963,1,residential,,False,True,142.117,"LINESTRING (-58.3901456 -34.795065, -58.3888559 -34.7943496)",Intendente Doctor Martín González,,,
28314547,,residential,,True,False,132.356,"LINESTRING (-58.3901456 -34.795065, -58.3893469 -34.7960583)",Intendente Ferrari,,,
28311963,1,residential,,False,False,117.812,"LINESTRING (-58.3911796 -34.7956222, -58.392265 -34.796195)",Intendente Doctor Martín González,,,
28311963,1,residential,,False,True,112.931,"LINESTRING (-58.3911796 -34.7956222, -58.3901456 -34.795065)",Intendente Doctor Martín González,,,
459684036,,residential,,True,False,132.652,"LINESTRING (-58.3911796 -34.7956222, -58.3919627 -34.7946174)",Mariano Demaría,,,
28311963,1,residential,,False,True,117.812,"LINESTRING (-58.392265 -34.796195, -58.3911796 -34.7956222)",Intendente Doctor Martín González,,,
376295223,,residential,,False,False,127.817,"LINESTRING (-58.392265 -34.796195, -58.3930103 -34.795222)",Benigno Macías,40,,
"[28314569, 376295221]",,residential,,True,False,255.5,"LINESTRING (-58.392265 -34.796195, -58.394091 -34.7972318, -58.3939907 -34.7975501, -58.3938991 -34.7976752)","['Intendente Doctor Martín González', 'Somellera']",40,,
306433165,,residential,,True,False,62.403,"LINESTRING (-58.3934165 -34.7983032, -58.3930397 -34.7987714)",Somellera,40,,
28314572,,tertiary,,True,False,196.611,"LINESTRING (-58.3934165 -34.7983032, -58.3914042 -34.7986211, -58.3913015 -34.7986348)",Esteban Adrogué,,,
28314573,,residential,,True,False,13.547,"LINESTRING (-58.3912877 -34.7987561, -58.3913015 -34.7986348)",Pellerano,40,,
28314573,,residential,,True,False,110.661,"LINESTRING (-58.3901389 -34.8002299, -58.3907894 -34.7993902)",Pellerano,40,,
376293610,,residential,,True,False,57.187,"LINESTRING (-58.3901389 -34.8002299, -58.390647 -34.8005306)",Tomás Nother,40,,
28314587,,residential,,False,False,125.475,"LINESTRING (-58.3924396 -34.8015867, -58.3913232 -34.8009287)",Tomás Nother,40,,
164553065,,residential,,False,False,203.63899999999998,"LINESTRING (-58.3924396 -34.8015867, -58.3931521 -34.8007371, -58.3935142 -34.8002063, -58.3935502 -34.8001286, -58.3935793 -34.800023)",República de Italia,,,
28314587,,residential,,False,True,75.971,"LINESTRING (-58.390647 -34.8005306, -58.3913232 -34.8009287)",Tomás Nother,40,,
28314602,,residential,,True,False,99.108,"LINESTRING (-58.390647 -34.8005306, -58.3900547 -34.8012775)",Solier,40,,
28314573,,residential,,True,False,83.915,"LINESTRING (-58.3907894 -34.7993902, -58.3912877 -34.7987561)",Pellerano,40,,
206792122,,residential,,False,False,34.184,"LINESTRING (-58.3907894 -34.7993902, -58.3907462 -34.7993518, -58.3904672 -34.7992395)",Paseo de la Delicia,,,
206792122,,residential,,False,True,113.421,"LINESTRING (-58.3887905 -34.7994186, -58.3892334 -34.7994289, -58.3895365 -34.7994487, -58.3897457 -34.7994531, -58.3898523 -34.7994405, -58.3900077 -34.7993691)",Paseo de la Delicia,,,
468430409,2,secondary,,True,False,100.906,"LINESTRING (-58.3887905 -34.7994186, -58.3887902 -34.8001311, -58.3888049 -34.8002279, -58.3888322 -34.8003227)",Avenida Espora,,RP210,
306433167,,residential,,True,False,127.568,"LINESTRING (-58.3900547 -34.8012775, -58.3889164 -34.8006123)",Leonardo Rosales,40,,
1002191958,2,tertiary,,True,False,43.039,"LINESTRING (-58.3910505 -34.7970113, -58.391448 -34.7972193)",Bartolomé Mitre,,,
28314621,,residential,,False,False,71.9,"LINESTRING (-58.3900534 -34.7935707, -58.3895987 -34.7940986)",Pasaje Buschiazo,,,
468430408,2,residential,,False,False,97.19,"LINESTRING (-58.3900534 -34.7935707, -58.390936 -34.7940592)",José Sánchez,40,,
468430408,2,residential,,False,True,128.128,"LINESTRING (-58.3900534 -34.7935707, -58.388892 -34.7929241)",José Sánchez,40,,
28314621,,residential,,False,True,71.9,"LINESTRING (-58.3895987 -34.7940986, -58.3900534 -34.7935707)",Pasaje Buschiazo,,,
28314611,,residential,,False,False,29.189,"LINESTRING (-58.3909852 -34.8018162, -58.3908638 -34.801748, -58.3907205 -34.801669)",Leonardo Rosales,40,,
28311950,2,tertiary,,True,False,11.159,"LINESTRING (-58.3887298 -34.7957131, -58.3888308 -34.7957696)",Bartolomé Mitre,,,
306330932,2,secondary,,True,False,157.894,"LINESTRING (-58.3887298 -34.7957131, -58.3887356 -34.7952243, -58.3887375 -34.795068, -58.3887467 -34.7942932)",Avenida Espora,,RP210,
152460792,2,residential,,True,False,90.277,"LINESTRING (-58.3887467 -34.7942932, -58.3879279 -34.7938382)",Intendente Doctor Martín González,,,
226827666,,residential,,False,False,11.779,"LINESTRING (-58.3887467 -34.7942932, -58.3887633 -34.7943018, -58.3888559 -34.7943496)",Intendente Doctor Martín González,,,
306433169,2,secondary,,True,False,50.175,"LINESTRING (-58.3887034 -34.7976148, -58.3887028 -34.7972279, -58.3887055 -34.7971636)",Avenida Espora,,RP210,
589705104,2,tertiary,,True,False,39.78,"LINESTRING (-58.3887034 -34.7976148, -58.3884193 -34.7976056, -58.3883764 -34.7976018, -58.3883334 -34.7975919, -58.3883073 -34.7975809, -58.3882799 -34.7975641)",Plaza Esteban Adrogué,40,,
118761154,,living_street,,False,False,100.689,"LINESTRING (-58.3865388 -34.8012728, -58.3874416 -34.8017928)",Pasaje Intendente Soldano,20,,yes
118761154,,living_street,,False,True,100.689,"LINESTRING (-58.3874416 -34.8017928, -58.3865388 -34.8012728)",Pasaje Intendente Soldano,20,,yes
376293056,2,residential,,False,False,161.007,"LINESTRING (-58.3874416 -34.8017928, -58.388093 -34.8010288, -58.3884587 -34.80061)",Juan José Castelli,40,,
481288178,2,secondary,roundabout,True,False,17.436,"LINESTRING (-58.3886025 -34.8007085, -58.3885453 -34.8006856, -58.3884964 -34.8006521, -58.3884587 -34.80061)",,,,
28314537,,tertiary,,True,False,20.203,"LINESTRING (-58.3887055 -34.7971636, -58.3888252 -34.7973164)",Diagonal Almirante Brown,40,,
1166212481,2,secondary,,True,False,161.31,"LINESTRING (-58.3887055 -34.7971636, -58.3887178 -34.7961881, -58.3887187 -34.7960245, -58.3887258 -34.7958177, -58.3887298 -34.7957131)",Avenida Espora,,RP210,
306433165,,residential,,True,False,49.582,"LINESTRING (-58.392493 -34.7994585, -58.392196 -34.7998318)",Somellera,40,,
376293337,,residential,,True,False,134.956,"LINESTRING (-58.392493 -34.7994585, -58.3917332 -34.7990214, -58.3912877 -34.7987561)",Samuel Miguel Spiro,,,
28314587,,residential,,False,False,75.971,"LINESTRING (-58.3913232 -34.8009287, -58.390647 -34.8005306)",Tomás Nother,40,,
28314587,,residential,,False,True,125.475,"LINESTRING (-58.3913232 -34.8009287, -58.3924396 -34.8015867)",Tomás Nother,40,,
306433165,,residential,,True,False,99.018,"LINESTRING (-58.3913232 -34.8009287, -58.3907205 -34.801669)",Somellera,40,,
206792122,,residential,,False,False,113.42099999999999,"LINESTRING (-58.3900077 -34.7993691, -58.3898523 -34.7994405, -58.3897457 -34.7994531, -58.3895365 -34.7994487, -58.3892334 -34.7994289, -58.3887905 -34.7994186)",Paseo de la Delicia,,,
206792122,,residential,,False,True,73.60799999999999,"LINESTRING (-58.3900077 -34.7993691, -58.3900139 -34.7993452, -58.3899979 -34.7992967, -58.3899871 -34.7992373, -58.3899925 -34.799191, -58.390022 -34.7991315, -58.3900595 -34.7991007, -58.3900971 -34.7990919, -58.3901588 -34.7991007, -58.3902178 -34.7991293, -58.3904324 -34.7992174, -58.3904672 -34.7992395)",Paseo de la Delicia,,,
206792120,,residential,,True,False,45.413999999999994,"LINESTRING (-58.3904672 -34.7992395, -58.3903331 -34.7992367, -58.3903049 -34.7992499, -58.3900957 -34.7993325, -58.3900077 -34.7993691)",,,,
206792122,,residential,,False,False,73.60799999999999,"LINESTRING (-58.3904672 -34.7992395, -58.3904324 -34.7992174, -58.3902178 -34.7991293, -58.3901588 -34.7991007, -58.3900971 -34.7990919, -58.3900595 -34.7991007, -58.390022 -34.7991315, -58.3899925 -34.799191, -58.3899871 -34.7992373, -58.3899979 -34.7992967, -58.3900139 -34.7993452, -58.3900077 -34.7993691)",Paseo de la Delicia,,,
206792122,,residential,,False,True,34.184,"LINESTRING (-58.3904672 -34.7992395, -58.3907462 -34.7993518, -58.3907894 -34.7993902)",Paseo de la Delicia,,,
164553066,,residential,,False,True,35.955,"LINESTRING (-58.3935793 -34.800023, -58.3938981 -34.8002128)",Samuel Miguel Spiro,,,
376293337,,residential,,True,False,117.381,"LINESTRING (-58.3935793 -34.800023, -58.392493 -34.7994585)",Samuel Miguel Spiro,,,
164553065,,residential,,False,True,203.639,"LINESTRING (-58.3935793 -34.800023, -58.3935502 -34.8001286, -58.3935142 -34.8002063, -58.3931521 -34.8007371, -58.3924396 -34.8015867)",República de Italia,,,
306433165,,residential,,True,False,91.264,"LINESTRING (-58.3930397 -34.7987714, -58.392493 -34.7994585)",Somellera,40,,
164553069,,residential,,True,False,168.00099999999998,"LINESTRING (-58.3930397 -34.7987714, -58.393525 -34.7990038, -58.3935706 -34.7990412, -58.3936001 -34.7990765, -58.3936215 -34.7991227, -58.3936376 -34.7991734, -58.3936457 -34.7992395, -58.393643 -34.7993122, -58.3936376 -34.7994289, -58.3935793 -34.800023)",Ejército Argentino,40,,
164553066,,residential,,False,False,35.955,"LINESTRING (-58.3938981 -34.8002128, -58.3935793 -34.800023)",Samuel Miguel Spiro,,,
306433167,,residential,,True,False,74.771,"LINESTRING (-58.3907205 -34.801669, -58.3900547 -34.8012775)",Leonardo Rosales,40,,
