osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,geometry,junction
289312951,False,2,San Roque,tertiary,True,64.989,,,"LINESTRING (-60.7217796 -32.8144928, -60.7212625 -32.8148836)",
371544418,True,2,Misiones,residential,False,106.343,,,"LINESTRING (-60.7182596 -32.8135725, -60.7193946 -32.8136412)",
371544418,True,2,Misiones,residential,False,105.247,,,"LINESTRING (-60.7171369 -32.8134979, -60.7182596 -32.8135725)",
377656266,False,2,Avenida San Lorenzo,primary,False,9.305,RN11,60,"LINESTRING (-60.7171369 -32.8134979, -60.7171119 -32.8135789)",
377656266,False,2,Avenida San Lorenzo,primary,True,80.836,RN11,60,"LINESTRING (-60.7171369 -32.8134979, -60.7172729 -32.813062, -60.7173563 -32.8127947)",
38743694,True,2,Formosa,residential,False,86.148,,,"LINESTRING (-60.7202572 -32.8143829, -60.7193368 -32.8143395)",
38743776,False,2,Avenida General López,tertiary,False,54.69,,,"LINESTRING (-60.7202572 -32.8143829, -60.7205792 -32.8147936)",
38743776,False,2,Avenida General López,tertiary,True,98.151,,,"LINESTRING (-60.7202572 -32.8143829, -60.7196593 -32.8136572)",
143035050,False,2,Avenida San Lorenzo,primary,False,83.545,RN11,60,"LINESTRING (-60.7169144 -32.8142254, -60.7167058 -32.814956)",
143035050,False,2,Avenida San Lorenzo,primary,True,74.219,RN11,60,"LINESTRING (-60.7169144 -32.8142254, -60.7170359 -32.8138275, -60.7171119 -32.8135789)",
38743695,True,2,Centenario,residential,False,81.001,,,"LINESTRING (-60.7176301 -32.8165037, -60.7177656 -32.8157842)",
38743749,True,2,Paraguay,residential,False,128.602,,,"LINESTRING (-60.7176301 -32.8165037, -60.716257 -32.8164266)",
289312929,False,2,Cristobal Colón,tertiary,True,112.132,,,"LINESTRING (-60.7209083 -32.8147436, -60.7209698 -32.8137365)",
38743773,True,2,Errico,tertiary,False,37.34,,,"LINESTRING (-60.7209083 -32.8147436, -60.7210391 -32.8147649, -60.7211596 -32.8148126, -60.7212625 -32.8148836)",roundabout
38743772,True,2,Avenida General López,tertiary,False,94.84,,,"LINESTRING (-60.7213797 -32.8159992, -60.721868 -32.8167469)",
368086411,False,2,Simon Bolivar,residential,False,95.041,,,"LINESTRING (-60.7202889 -32.8151736, -60.7192747 -32.8151101)",
38743773,True,2,Errico,tertiary,False,51.797,,,"LINESTRING (-60.7202889 -32.8151736, -60.7203518 -32.8149927, -60.7204554 -32.814882, -60.7205792 -32.8147936)",roundabout
143035050,False,2,Avenida San Lorenzo,primary,True,83.545,RN11,60,"LINESTRING (-60.7167058 -32.814956, -60.7169144 -32.8142254)",
368086411,False,2,Simon Bolivar,residential,True,113.991,,,"LINESTRING (-60.7167058 -32.814956, -60.7179225 -32.815029)",
143035050,False,2,Avenida San Lorenzo,primary,False,86.76,RN11,60,"LINESTRING (-60.7167058 -32.814956, -60.7166491 -32.8151136, -60.7166365 -32.815156, -60.7164718 -32.8157109)",
38743748,True,1,Avenida San Roque,tertiary,False,54.154,,40,"LINESTRING (-60.7196722 -32.8158921, -60.7191888 -32.8161607)",
38743701,True,2,Cervantes,residential,False,121.18,,,"LINESTRING (-60.7164718 -32.8157109, -60.7177656 -32.8157842)",
143035050,False,2,Avenida San Lorenzo,primary,False,82.075,RN11,60,"LINESTRING (-60.7164718 -32.8157109, -60.7164454 -32.8157989, -60.7164014 -32.8159456, -60.716257 -32.8164266)",
143035050,False,2,Avenida San Lorenzo,primary,True,86.75999999999999,RN11,60,"LINESTRING (-60.7164718 -32.8157109, -60.7166365 -32.815156, -60.7166491 -32.8151136, -60.7167058 -32.814956)",
289312951,False,2,San Roque,tertiary,False,64.989,,,"LINESTRING (-60.7212625 -32.8148836, -60.7217796 -32.8144928)",
38743773,True,2,Errico,tertiary,False,40.480000000000004,,,"LINESTRING (-60.7212625 -32.8148836, -60.7213168 -32.8149402, -60.7213713 -32.8150258, -60.7214028 -32.8151193, -60.7214098 -32.8152162)",roundabout
377656266,False,2,Avenida San Lorenzo,primary,False,80.836,RN11,60,"LINESTRING (-60.7173563 -32.8127947, -60.7172729 -32.813062, -60.7171369 -32.8134979)",
371544411,True,1,Avenida San Roque,tertiary,False,146.104,,,"LINESTRING (-60.7157698 -32.817988, -60.7170764 -32.8172664)",
143035050,False,2,Avenida San Lorenzo,primary,False,86.154,RN11,60,"LINESTRING (-60.7157698 -32.817988, -60.715709 -32.8181938, -60.7155478 -32.81874)",
143035050,False,2,Avenida San Lorenzo,primary,True,89.23400000000001,RN11,60,"LINESTRING (-60.7157698 -32.817988, -60.7159562 -32.8173947, -60.7160136 -32.8172121)",
38743748,True,1,Avenida San Roque,tertiary,False,79.176,,40,"LINESTRING (-60.7203769 -32.8154968, -60.7196722 -32.8158921)",
