osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,ref,access
220187806,True,Tomás Godoy Cruz,residential,40,False,135.447,,"LINESTRING (-58.4007225 -34.7372271, -58.4021812 -34.7370107)",,
546201617,True,Félix de Azara,residential,40,False,136.607,1,"LINESTRING (-58.4007225 -34.7372271, -58.4004583 -34.7360179)",,
28101513,True,Doctor Arturo Melo,residential,40,False,131.314,,"LINESTRING (-58.4002074 -34.7348445, -58.3999511 -34.7336825)",,
94829808,True,Presbítero Pedro Francisco de Uriarte,secondary,,False,141.75099999999998,2,"LINESTRING (-58.4002074 -34.7348445, -58.3987684 -34.7350732, -58.3986844 -34.7350866)",,
28022147,True,General José de San Martín,residential,40,False,133.178,2,"LINESTRING (-58.4016735 -34.7346114, -58.4019266 -34.7357909)",,
94829808,True,Presbítero Pedro Francisco de Uriarte,secondary,,False,136.456,2,"LINESTRING (-58.4016735 -34.7346114, -58.4002074 -34.7348445)",,
589503783,False,Presbítero Pedro Francisco de Uriarte,secondary,,False,129.242,2,"LINESTRING (-58.4016735 -34.7346114, -58.4030571 -34.7343704)",,
28101521,False,Escultor Juan Francisco Cafferata,tertiary,,False,133.921,2,"LINESTRING (-58.4030571 -34.7343704, -58.4028184 -34.7331821)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,False,137.294,2,"LINESTRING (-58.4030571 -34.7343704, -58.4045322 -34.7341359)",,
546196577,False,General Carlos María de Alvear,residential,40,True,133.134,1,"LINESTRING (-58.4030571 -34.7343704, -58.4033223 -34.7355477)",,
589503783,False,Presbítero Pedro Francisco de Uriarte,secondary,,True,129.242,2,"LINESTRING (-58.4030571 -34.7343704, -58.4016735 -34.7346114)",,
28022255,True,Carlos Croce,residential,,False,132.153,,"LINESTRING (-58.4045322 -34.7341359, -58.4047923 -34.735305)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,False,127.402,2,"LINESTRING (-58.4045322 -34.7341359, -58.4058997 -34.7339128)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,True,137.294,2,"LINESTRING (-58.4045322 -34.7341359, -58.4030571 -34.7343704)",,
28101531,True,Doctor Adolfo César Luis Lertora,residential,,False,133.648,,"LINESTRING (-58.4058997 -34.7339128, -58.405673 -34.7327254)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,False,127.059,2,"LINESTRING (-58.4058997 -34.7339128, -58.4072652 -34.7336974)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,True,127.402,2,"LINESTRING (-58.4058997 -34.7339128, -58.4045322 -34.7341359)",,
129958395,True,Pedro Bonifacio Palacios Almafuerte,residential,,False,137.03,2,"LINESTRING (-58.4072652 -34.7336974, -58.4075411 -34.7349087)",,
538039774,False,Presbítero Pedro Francisco de Uriarte,secondary,,True,127.059,2,"LINESTRING (-58.4072652 -34.7336974, -58.4058997 -34.7339128)",,
99265848,False,Presbítero Pedro Francisco de Uriarte,secondary,,True,10.993,2,"LINESTRING (-58.3973607 -34.735297, -58.3974788 -34.7352782)",,
129958399,True,Avenida Hipólito Yrigoyen,primary,60,False,127.006,3,"LINESTRING (-58.3973607 -34.735297, -58.3971304 -34.7341706)",025-04,
28133460,True,Tomás Godoy Cruz,residential,40,False,132.558,,"LINESTRING (-58.3993002 -34.7374617, -58.4007225 -34.7372271)",,
220187806,True,Tomás Godoy Cruz,residential,40,False,130.538,,"LINESTRING (-58.4021812 -34.7370107, -58.4035768 -34.73676)",,
220187805,True,Tomás Godoy Cruz,residential,,False,138.146,,"LINESTRING (-58.4035768 -34.73676, -58.4050597 -34.7365182)",,
546196577,False,General Carlos María de Alvear,residential,40,False,136.793,1,"LINESTRING (-58.4035768 -34.73676, -58.4033223 -34.7355477)",,
220187805,True,Tomás Godoy Cruz,residential,,False,125.557,,"LINESTRING (-58.4050597 -34.7365182, -58.4064123 -34.7363195)",,
538039770,True,José María Penna,residential,,False,134.655,2,"LINESTRING (-58.4064123 -34.7363195, -58.4061477 -34.7351282)",,
99705762,False,Aráoz,residential,40,True,9.215,,"LINESTRING (-58.3976135 -34.7364766, -58.3977116 -34.7364574)",,
722559589,True,Avenida Hipólito Yrigoyen,primary,60,False,133.184,3,"LINESTRING (-58.3976135 -34.7364766, -58.3973607 -34.735297)",063-04,
28022147,True,General José de San Martín,residential,40,False,137.617,2,"LINESTRING (-58.4019266 -34.7357909, -58.4021812 -34.7370107)",,
28040483,True,Aráoz,residential,40,False,136.525,,"LINESTRING (-58.4019266 -34.7357909, -58.4004583 -34.7360179)",,
28024868,True,Senador Manuel Castro,residential,40,False,137.005,1,"LINESTRING (-58.3990304 -34.7362497, -58.3993002 -34.7374617)",,
28040483,True,Aráoz,residential,40,False,122.703,,"LINESTRING (-58.3990304 -34.7362497, -58.3977116 -34.7364574)",,
28040483,True,Aráoz,residential,40,False,130.373,,"LINESTRING (-58.4033223 -34.7355477, -58.4019266 -34.7357909)",,
546196577,False,General Carlos María de Alvear,residential,40,False,133.134,1,"LINESTRING (-58.4033223 -34.7355477, -58.4030571 -34.7343704)",,
546196577,False,General Carlos María de Alvear,residential,40,True,136.793,1,"LINESTRING (-58.4033223 -34.7355477, -58.4035768 -34.73676)",,
28040483,True,Aráoz,residential,40,False,125.406,,"LINESTRING (-58.4061477 -34.7351282, -58.4047923 -34.735305)",,
538039770,True,José María Penna,residential,,False,137.033,2,"LINESTRING (-58.4061477 -34.7351282, -58.4058997 -34.7339128)",,
28022255,True,Carlos Croce,residential,,False,137.097,,"LINESTRING (-58.4047923 -34.735305, -58.4050597 -34.7365182)",,
28040483,True,Aráoz,residential,40,False,137.012,,"LINESTRING (-58.4047923 -34.735305, -58.4033223 -34.7355477)",,
28040483,True,Aráoz,residential,40,False,129.647,,"LINESTRING (-58.4075411 -34.7349087, -58.4061477 -34.7351282)",,
28040483,True,Aráoz,residential,40,False,133.001,,"LINESTRING (-58.4004583 -34.7360179, -58.3990304 -34.7362497)",,
546201617,True,Félix de Azara,residential,40,False,132.475,1,"LINESTRING (-58.4004583 -34.7360179, -58.4002074 -34.7348445)",,
589503785,True,General Conrado Excelso Villegas,residential,40,False,10.684,,"LINESTRING (-58.3971304 -34.7341706, -58.3972441 -34.7341482)",,
