osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,junction
170126646,True,primary_link,20,False,49.36,"LINESTRING (-59.0834708 -36.7699602, -59.083415 -36.7700307, -59.0833999 -36.7700701, -59.0833853 -36.7701309, -59.0833797 -36.770187, -59.0833827 -36.7702321, -59.0834003 -36.7702974, -59.0834465 -36.7703784)",,,,
1047272205,False,primary,60,False,37.263999999999996,"LINESTRING (-59.0834708 -36.7699602, -59.0833229 -36.7700787, -59.0831749 -36.7701971)",2,RP30;RP50,Ruta Provincial 30,
170126525,True,residential,,False,113.904,"LINESTRING (-59.0899696 -36.7701215, -59.0908532 -36.770862)",,,Cornelio Saavedra,
170126567,True,residential,,False,144.963,"LINESTRING (-59.0899696 -36.7701215, -59.0888113 -36.7710373)",,,Nicolás Avellaneda,
1047272207,False,primary,60,False,33.47,"LINESTRING (-59.0831749 -36.7701971, -59.0829109 -36.7704113)",2,RP30;RP50,Ruta Provincial 30,
170126738,True,secondary,20,False,32.035,"LINESTRING (-59.0831749 -36.7701971, -59.0832815 -36.7702361, -59.0834465 -36.7703784)",,,Avenida San Martín,
1047272205,False,primary,60,True,37.263999999999996,"LINESTRING (-59.0831749 -36.7701971, -59.0833229 -36.7700787, -59.0834708 -36.7699602)",2,RP30;RP50,Ruta Provincial 30,
1047272209,True,secondary,20,False,12.862000000000002,"LINESTRING (-59.0834465 -36.7703784, -59.0834976 -36.7704393, -59.0835151 -36.7704792)",,,Avenida San Martín,
1047272207,False,primary,60,True,33.47,"LINESTRING (-59.0829109 -36.7704113, -59.0831749 -36.7701971)",2,RP30;RP50,Ruta Provincial 30,
1126530970,True,residential,,False,72.054,"LINESTRING (-59.0858666 -36.7704755, -59.0852905 -36.7709304)",,,Roque Sáenz Peña,
1126530971,True,residential,,False,114.256,"LINESTRING (-59.0858666 -36.7704755, -59.0867603 -36.7712126)",,,Lavalle,
243827836,False,secondary,,True,33.284,"LINESTRING (-59.0835151 -36.7704792, -59.0837689 -36.7706989)",,,Avenida San Martín,
420425137,True,secondary,20,False,14.065000000000001,"LINESTRING (-59.0835151 -36.7704792, -59.0834577 -36.7704638, -59.0833773 -36.7704198)",,,Avenida San Martín,
243825569,False,secondary,,False,114.483,"LINESTRING (-59.0837689 -36.7706989, -59.0846711 -36.7714322)",,,Avenida San Martín,
243827836,False,secondary,,False,33.284,"LINESTRING (-59.0837689 -36.7706989, -59.0835151 -36.7704792)",,,Avenida San Martín,
170126514,True,residential,,False,120.394,"LINESTRING (-59.0929517 -36.7707225, -59.0920059 -36.769949)",,,Balcarce,
243828881,False,secondary,,True,144.639,"LINESTRING (-59.0929517 -36.7707225, -59.0917964 -36.7716366)",,,Avenida Presidente Perón,
170126525,True,residential,,False,120.319,"LINESTRING (-59.0908532 -36.770862, -59.0917964 -36.7716366)",,,Cornelio Saavedra,
170126543,True,residential,,False,144.389,"LINESTRING (-59.0908532 -36.770862, -59.0920059 -36.769949)",,,Bartolomé Mitre,
170126607,False,residential,,True,114.003,"LINESTRING (-59.0852905 -36.7709304, -59.0861778 -36.7716693)",,,Tonelli,
1126530970,True,residential,,False,78.468,"LINESTRING (-59.0852905 -36.7709304, -59.0846711 -36.7714322)",,,Roque Sáenz Peña,
170126567,True,residential,,False,144.146,"LINESTRING (-59.0888113 -36.7710373, -59.0876559 -36.771945)",,,Nicolás Avellaneda,
243828880,True,residential,,False,114.922,"LINESTRING (-59.0888113 -36.7710373, -59.0879069 -36.7703002)",,,Brandsen,
170126545,True,residential,,False,143.956,"LINESTRING (-59.0867603 -36.7712126, -59.0879069 -36.7703002)",,,Carlos Pellegrini,
1126530969,True,residential,,False,113.999,"LINESTRING (-59.0867603 -36.7712126, -59.0876559 -36.771945)",,,Lavalle,
243825569,False,secondary,,True,114.483,"LINESTRING (-59.0846711 -36.7714322, -59.0837689 -36.7706989)",,,Avenida San Martín,
243827810,True,residential,,False,149.579,"LINESTRING (-59.0846711 -36.7714322, -59.0834658 -36.7723689)",,,Conesa,
1047723809,False,secondary,,False,113.326,"LINESTRING (-59.0846711 -36.7714322, -59.0855601 -36.7721613)",,,Avenida San Martín,
170126514,True,residential,,False,120.923,"LINESTRING (-59.0938873 -36.7715105, -59.0929517 -36.7707225)",,,Balcarce,
243825639,True,residential,,False,142.814,"LINESTRING (-59.0938873 -36.7715105, -59.0927349 -36.7724035)",,,Aristóbulo del Valle,
170126525,True,residential,,False,119.413,"LINESTRING (-59.0917964 -36.7716366, -59.0927349 -36.7724035)",,,Cornelio Saavedra,
243828881,False,secondary,,False,144.639,"LINESTRING (-59.0917964 -36.7716366, -59.0929517 -36.7707225)",,,Avenida Presidente Perón,
243828881,False,secondary,,True,145.054,"LINESTRING (-59.0917964 -36.7716366, -59.090638 -36.7725535)",,,Avenida Presidente Perón,
170126607,False,residential,,False,114.003,"LINESTRING (-59.0861778 -36.7716693, -59.0852905 -36.7709304)",,,Tonelli,
1126530968,True,residential,,False,72.6,"LINESTRING (-59.0861778 -36.7716693, -59.0867603 -36.7712126)",,,Carlos Pellegrini,
170126543,True,residential,,False,144.139,"LINESTRING (-59.0897032 -36.771774, -59.0908532 -36.770862)",,,Bartolomé Mitre,
243828880,True,residential,,False,114.112,"LINESTRING (-59.0897032 -36.771774, -59.0888113 -36.7710373)",,,Brandsen,
1126530959,True,residential,,False,149.911,"LINESTRING (-59.0876559 -36.771945, -59.0864544 -36.7728891)",,,Nicolás Avellaneda,
1126530960,True,residential,,False,116.98599999999999,"LINESTRING (-59.0876559 -36.771945, -59.0884551 -36.7726189, -59.0885357 -36.7727231)",,,Lavalle,
1047723808,False,secondary,,False,113.553,"LINESTRING (-59.0855601 -36.7721613, -59.0864544 -36.7728891)",,,Avenida San Martín,
1047723809,False,secondary,,True,113.326,"LINESTRING (-59.0855601 -36.7721613, -59.0846711 -36.7714322)",,,Avenida San Martín,
1126530968,True,residential,,False,77.589,"LINESTRING (-59.0855601 -36.7721613, -59.0861778 -36.7716693)",,,Carlos Pellegrini,
170126525,True,residential,,False,114.816,"LINESTRING (-59.0927349 -36.7724035, -59.0936352 -36.7731425)",,,Cornelio Saavedra,
243825639,True,residential,,False,144.833,"LINESTRING (-59.0927349 -36.7724035, -59.0915796 -36.7733201)",,,Aristóbulo del Valle,
243828829,False,secondary,,True,148.392,"LINESTRING (-59.090638 -36.7725535, -59.0894485 -36.7734879)",,,Avenida Presidente Perón,
243828880,True,residential,,False,120.189,"LINESTRING (-59.090638 -36.7725535, -59.0897032 -36.771774)",,,Brandsen,
243828881,False,secondary,,False,145.054,"LINESTRING (-59.090638 -36.7725535, -59.0917964 -36.7716366)",,,Avenida Presidente Perón,
170126543,True,residential,,False,148.814,"LINESTRING (-59.0885357 -36.7727231, -59.0885974 -36.7726243, -59.0897032 -36.771774)",,,Bartolomé Mitre,
