osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,ref,access,bridge,width
"[376390993, 376390994, 285355868]",True,1,"['Paso Bajo Nivel Juan José Valle', 'General Juan José Valle']",residential,40,False,110.75399999999999,yes,"LINESTRING (-58.6252583 -34.6479071, -58.6252562 -34.6482919, -58.6252558 -34.6485444, -58.6252677 -34.648903)",,,,
"[376390992, 488151431]",True,1,"['Presidente Sarmiento', 'Doctor Adolfo Saldías']",residential,40,False,117.138,,"LINESTRING (-58.6252583 -34.6479071, -58.6252141 -34.6480034, -58.625206 -34.6480626, -58.6251993 -34.6481669, -58.6251843 -34.6481849, -58.6251619 -34.6481972, -58.6251351 -34.6482009, -58.6243594 -34.6482151, -58.6242601 -34.6482203)",,,,
"[488151432, 224820840]",True,,"['Presidente Sarmiento', 'Doctor Adolfo Saldías']",residential,40,False,93.42599999999999,,"LINESTRING (-58.6252583 -34.6479071, -58.6252999 -34.6479835, -58.6252994 -34.6481071, -58.6253084 -34.6481404, -58.6253256 -34.6481656, -58.625341 -34.648188, -58.6253819 -34.6481913, -58.6259996 -34.6481444)",,,,
198245539,True,1,Presidente Sarmiento,residential,40,False,126.052,,"LINESTRING (-58.6239911 -34.6482149, -58.6226148 -34.6481588)",,,,
377187673,False,1,Intendente Ernesto F. Grant,living_street,,False,103.337,,"LINESTRING (-58.6239911 -34.6482149, -58.6240354 -34.6481836, -58.6240487 -34.6481685, -58.6240607 -34.6481354, -58.6240532 -34.6474283, -58.6241088 -34.6473163)",,,,
47003908,True,2,9 de Julio,tertiary,20,False,27.154,,"LINESTRING (-58.6184896 -34.6481115, -58.6184876 -34.6482262, -58.618488 -34.6482624, -58.6184886 -34.6483454, -58.6184888 -34.6483557)",,,,
47003911,True,,Independencia,tertiary,40,False,16.992,,"LINESTRING (-58.6184876 -34.6479587, -58.6184896 -34.6481115)",,,,
47003886,True,,Presidente Sarmiento,residential,40,False,117.13199999999999,,"LINESTRING (-58.6184876 -34.6479587, -58.6187301 -34.6479623, -58.619543 -34.6479662, -58.619768 -34.6479676)",,,,
1155604289,True,2,General Juan José Valle,tertiary,40,False,128.052,,"LINESTRING (-58.6252668 -34.649133, -58.6252987 -34.6502843)",RP7,,,
283817612,True,,República Oriental del Uruguay,residential,40,False,101.31,,"LINESTRING (-58.6173386 -34.6492796, -58.6173415 -34.6483685)",,,,
"[1053210928, 283817601]",True,2,Avenida Rivadavia,primary,40,False,105.98800000000001,,"LINESTRING (-58.6173386 -34.6492796, -58.6176315 -34.6492721, -58.6177541 -34.6492689, -58.6178828 -34.6492676, -58.6180392 -34.6492661, -58.6182496 -34.649264, -58.618497 -34.6492615)",RP7,,,
28901792,True,,9 de Julio,tertiary,40,False,143.74200000000002,,"LINESTRING (-58.618497 -34.6492615, -58.6184972 -34.6499845, -58.6184972 -34.6501624, -58.6184973 -34.6504445, -58.6184973 -34.6505542)",,,,
"[1053210928, 1190293280]",True,2,Avenida Rivadavia,primary,40,False,120.225,,"LINESTRING (-58.618497 -34.6492615, -58.6191292 -34.6492527, -58.6191525 -34.6492525, -58.6193267 -34.6492513, -58.6198112 -34.6492479)",RP7,,,
718038858,True,,25 de Mayo,residential,40,False,44.546,,"LINESTRING (-58.6198112 -34.6492479, -58.6198069 -34.6488473)",,,,
"[954118139, 260139446]",True,2,Avenida Rivadavia,primary,,False,116.98599999999999,,"LINESTRING (-58.6198112 -34.6492479, -58.6201703 -34.6492407, -58.6205693 -34.6492326, -58.6209962 -34.6492237, -58.6210897 -34.6492215)",RP7,,,
231658178,True,2,Avenida Rivadavia,primary,,False,136.93,,"LINESTRING (-58.6226466 -34.6491971, -58.6241429 -34.6491618)",RP7,,,
231658186,True,2,General José de San Martín,tertiary,40,False,134.86,,"LINESTRING (-58.6226466 -34.6491971, -58.6226748 -34.6504097)",,,,
48946909,True,2,Doctor José María Casullo,tertiary,,False,10.309,,"LINESTRING (-58.6241429 -34.6491618, -58.6241375 -34.6490692)",,,,
"[963052290, 399001131]",True,2,Avenida Rivadavia,primary,,False,102.859,,"LINESTRING (-58.6241429 -34.6491618, -58.62481 -34.6491467, -58.625034 -34.6491399, -58.6252668 -34.649133)",RP7,,,
1259267572,True,,Almirante Guillermo Brown,residential,40,False,104.945,,"LINESTRING (-58.626445 -34.6502454, -58.6252987 -34.6502843)",,,,
707137346,True,,La Roche,residential,40,False,148.13299999999998,,"LINESTRING (-58.6264645 -34.6515775, -58.626455 -34.6510064, -58.626445 -34.6502454)",,,,
47003888,True,,General Juan José Valle,tertiary,40,False,139.612,,"LINESTRING (-58.6253132 -34.6515938, -58.6253347 -34.652709, -58.6253374 -34.6528492)",RP7,,,
232496340,True,,Nuestra Señora del Buen Viaje,residential,40,False,105.327,,"LINESTRING (-58.6253132 -34.6515938, -58.6263299 -34.6515794, -58.6264645 -34.6515775)",,,,
222473155,True,2,Doctor José María Casullo,tertiary,,False,142.687,,"LINESTRING (-58.6242004 -34.6516205, -58.6241831 -34.6505278, -58.6241794 -34.6503374)",,,,
231658197,True,,Nuestra Señora del Buen Viaje,residential,40,False,101.833,,"LINESTRING (-58.6242004 -34.6516205, -58.625087 -34.6515992, -58.6253132 -34.6515938)",,,,
231658197,True,,Nuestra Señora del Buen Viaje,residential,40,False,136.954,,"LINESTRING (-58.6227032 -34.6516272, -58.6242004 -34.6516205)",,,,
655967040,True,,General José de San Martín,tertiary,40,False,141.565,,"LINESTRING (-58.6227032 -34.6516272, -58.6227118 -34.6529003)",,,,
47003887,True,,Nuestra Señora del Buen Viaje,residential,40,False,140.519,,"LINESTRING (-58.6211678 -34.651667, -58.621639 -34.6516535, -58.6218411 -34.6516477, -58.6221261 -34.6516395, -58.6223097 -34.6516343, -58.6224198 -34.6516311, -58.6227032 -34.6516272)",,,,
