osmid,oneway,name,highway,reversed,length,maxspeed,lanes,ref,geometry,junction
46846823,True,Valentín Feilberg,residential,False,96.187,,,,"LINESTRING (-72.2701399 -50.3399554, -72.2703061 -50.3390969)",
363868395,True,Julio Argentino Roca,residential,False,58.171,,,,"LINESTRING (-72.2701399 -50.3399554, -72.2709535 -50.340019)",
90744922,True,7 de Diciembre,residential,False,13.022,,,,"LINESTRING (-72.270401 -50.3385398, -72.2704738 -50.3384323)",
275862976,True,Avenida del Libertador,primary,False,171.535,40,2,RP11,"LINESTRING (-72.270401 -50.3385398, -72.2680002 -50.3383615)",
260051901,True,Gobernador Moyano,residential,False,118.73,,,,"LINESTRING (-72.2667478 -50.3359914, -72.2684092 -50.3361162)",
46846824,True,25 de Mayo,residential,False,125.291,40,,,"LINESTRING (-72.2667478 -50.3359914, -72.2667624 -50.33591, -72.2669494 -50.334872)",
107720774,False,Comodoro Py,residential,False,39.185,,,,"LINESTRING (-72.2782779 -50.3420364, -72.2783288 -50.3416855)",
363868370,False,Avenida Juan Domingo Perón,tertiary,False,57.443,,,,"LINESTRING (-72.2782779 -50.3420364, -72.2789253 -50.3417263)",
363868370,False,Avenida Juan Domingo Perón,tertiary,True,136.892,,,,"LINESTRING (-72.2782779 -50.3420364, -72.2779193 -50.3422026, -72.2777271 -50.3422652, -72.2764946 -50.3424608)",
107720774,False,Comodoro Py,residential,True,116.32300000000001,,,,"LINESTRING (-72.2784775 -50.3406437, -72.2784171 -50.3410671, -72.2783288 -50.3416855)",
107720785,False,Julio Argentino Roca,residential,True,118.145,,,,"LINESTRING (-72.2751736 -50.3403891, -72.2735207 -50.3402624)",
260310021,False,Casimiro Biguá,residential,False,55.035,,,,"LINESTRING (-72.2751736 -50.3403891, -72.2750864 -50.3408809)",
260310027,True,Julio Argentino Roca,residential,False,31.521,,,,"LINESTRING (-72.2751736 -50.3403891, -72.2756144 -50.3404239)",
107720756,True,Guillermo Eike,residential,False,189.345,,,,"LINESTRING (-72.2756144 -50.3404239, -72.2771781 -50.3390442)",
260310027,True,Julio Argentino Roca,residential,False,87.6,,,,"LINESTRING (-72.2756144 -50.3404239, -72.2768375 -50.3405301)",
260051924,True,Julio Argentino Roca,residential,False,105.21600000000001,,,,"LINESTRING (-72.266289 -50.3396659, -72.2669401 -50.3397167, -72.2677606 -50.3397808)",
30449061,True,Campaña del Desierto,residential,False,39.465,40,,,"LINESTRING (-72.2660872 -50.3406664, -72.2655371 -50.3406144)",
49737330,True,María de Villanustre,residential,False,112.175,,,,"LINESTRING (-72.2660872 -50.3406664, -72.2662044 -50.3400432, -72.266289 -50.3396659)",
30449061,True,Campaña del Desierto,residential,False,18.315,40,,,"LINESTRING (-72.2663402 -50.3406989, -72.2660872 -50.3406664)",
49737331,False,María de Villanustre,residential,False,66.407,,,,"LINESTRING (-72.2663402 -50.3406989, -72.2659534 -50.3412427)",
45957754,True,1 de Mayo,residential,False,62.418,40,,,"LINESTRING (-72.2680002 -50.3383615, -72.2679134 -50.3389201)",
275862976,True,Avenida del Libertador,primary,False,118.41,40,2,RP11,"LINESTRING (-72.2680002 -50.3383615, -72.2663438 -50.3382338)",
49737339,False,Ingeniero Héctor Mario Guatti,residential,True,169.001,,,,"LINESTRING (-72.2684092 -50.3361162, -72.2707738 -50.3362952)",
265899988,True,Exequiel Bustillo,residential,False,119.772,40,,,"LINESTRING (-72.2684092 -50.3361162, -72.268214 -50.3371861)",
50447489,True,Los Gauchos,residential,False,119.799,,,,"LINESTRING (-72.2669494 -50.334872, -72.2652688 -50.334772)",
260311083,True,7 de Diciembre,residential,False,118.904,,,,"LINESTRING (-72.2704738 -50.3384323, -72.2706261 -50.3373674)",
275863934,True,Avenida del Libertador,primary,False,116.671,40,2,RP11,"LINESTRING (-72.2704738 -50.3384323, -72.2721064 -50.3385553)",
265900012,True,Ezequiel Bustillo,residential,False,12.88,,,,"LINESTRING (-72.2680192 -50.3382463, -72.2680002 -50.3383615)",
260311084,True,Avenida del Libertador,primary,False,175.428,40,2,RP11,"LINESTRING (-72.2680192 -50.3382463, -72.2698589 -50.3383857, -72.2704738 -50.3384323)",
46846824,True,25 de Mayo,residential,False,118.767,40,,,"LINESTRING (-72.2663639 -50.3381224, -72.2665551 -50.3370613)",
275863389,True,Avenida del Libertador,primary,False,118.283,40,2,RP11,"LINESTRING (-72.2663639 -50.3381224, -72.2680192 -50.3382463)",
260051924,True,Julio Argentino Roca,residential,False,57.841,,,,"LINESTRING (-72.2693302 -50.339896, -72.2701399 -50.3399554)",
50638567,False,Valentín Feiberg,residential,False,114.834,,,,"LINESTRING (-72.2693302 -50.339896, -72.2692177 -50.3404449, -72.2691203 -50.34092)",
30449061,True,Campaña del Desierto,residential,False,106.787,40,,,"LINESTRING (-72.2691203 -50.34092, -72.2676299 -50.3407877)",
260311647,False,Valentín Feilberg,residential,False,182.57,,,,"LINESTRING (-72.2691203 -50.34092, -72.2688245 -50.342551)",
50638567,False,Valentín Feiberg,residential,True,114.834,,,,"LINESTRING (-72.2691203 -50.34092, -72.2692177 -50.3404449, -72.2693302 -50.339896)",
52083318,True,Padre Agostini,tertiary,False,332.439,,,,"LINESTRING (-72.2698548 -50.3348634, -72.270133 -50.3349567, -72.2702849 -50.3349877, -72.2706067 -50.3350416, -72.2710345 -50.3350887, -72.2713551 -50.3351084, -72.2715071 -50.3351352, -72.2716312 -50.3351602, -72.271746 -50.3351869, -72.2718637 -50.3352207, -72.2719749 -50.3352552, -72.2720861 -50.3352914, -72.2722129 -50.3353352, -72.2723499 -50.3353825, -72.2732293 -50.3356887, -72.2733913 -50.3357424, -72.2735495 -50.3357911, -72.2741613 -50.3359714)",
265899994,True,,tertiary,False,34.849,,,,"LINESTRING (-72.2698548 -50.3348634, -72.2698726 -50.3349144, -72.2698641 -50.3349663, -72.2698301 -50.3350138, -72.2697742 -50.335052, -72.2697022 -50.3350768, -72.2696215 -50.3350856)",roundabout
52083319,True,Padre Agostini,tertiary,False,340.104,,,,"LINESTRING (-72.2740221 -50.3361381, -72.273991 -50.3360988, -72.2739649 -50.336073, -72.2739332 -50.3360497, -72.273894 -50.3360291, -72.2738291 -50.3360055, -72.2730252 -50.3357545, -72.2729128 -50.3357173, -72.2728014 -50.3356797, -72.2721874 -50.3354615, -72.2716327 -50.3353104, -72.2712142 -50.3352255, -72.2706429 -50.3351649, -72.270073 -50.3351118, -72.2696215 -50.3350856)",
910581503,True,Plaza de la Bahía,secondary,False,23.022,30,1,,"LINESTRING (-72.2740221 -50.3361381, -72.2740153 -50.3361088, -72.2740184 -50.3360793, -72.2740311 -50.3360509, -72.2740529 -50.3360248, -72.2740828 -50.3360022, -72.2741195 -50.3359841, -72.2741613 -50.3359714)",roundabout
50447489,True,Los Gauchos,residential,False,65.005,,,,"LINESTRING (-72.269524 -50.3350738, -72.2687881 -50.3350116, -72.2686167 -50.3349942)",
265899994,True,,tertiary,False,35.272999999999996,,,,"LINESTRING (-72.269524 -50.3350738, -72.2694533 -50.3350462, -72.2694003 -50.3350056, -72.2693707 -50.3349562, -72.2693675 -50.3349034, -72.2693912 -50.3348527, -72.2694391 -50.3348096)",roundabout
49737339,False,Ingeniero Héctor Mario Guatti,residential,False,235.199,,,,"LINESTRING (-72.2740632 -50.3365516, -72.2733152 -50.3364876, -72.2707738 -50.3362952)",
363868399,True,Padre Agostini,secondary,False,40.26200000000001,,,,"LINESTRING (-72.2740632 -50.3365516, -72.2740981 -50.3363832, -72.2741038 -50.3363348, -72.274102 -50.3362883, -72.2740941 -50.3362516, -72.2740808 -50.3362228, -72.2740676 -50.3361939)",
910581503,True,Plaza de la Bahía,secondary,False,7.041,30,1,,"LINESTRING (-72.2740676 -50.3361939, -72.2740399 -50.3361677, -72.2740221 -50.3361381)",roundabout
849067314,True,9 de Julio,residential,False,122.403,40,,,"LINESTRING (-72.2652688 -50.334772, -72.265084 -50.3357842, -72.2650692 -50.3358654)",
260051901,True,Gobernador Moyano,residential,False,119.958,,,,"LINESTRING (-72.2650692 -50.3358654, -72.2667478 -50.3359914)",
260311634,True,7 de Diciembre,residential,False,61.281,,,,"LINESTRING (-72.2706261 -50.3373674, -72.2707148 -50.3368192)",
260311646,True,Gobernador Gregores,residential,False,83.654,40,,,"LINESTRING (-72.2706261 -50.3373674, -72.2694555 -50.3372794)",
46846826,True,Gobernador Gregores,residential,False,100.924,,,,"LINESTRING (-72.2720361 -50.3374852, -72.2706261 -50.3373674)",
225358878,False,Leman,residential,True,35.987,,,,"LINESTRING (-72.2720361 -50.3374852, -72.2721808 -50.3375421, -72.2722536 -50.3376387, -72.2722725 -50.337746)",
107720813,False,Julio Argentino Roca,residential,True,11.637,,,,"LINESTRING (-72.2733793 -50.3402094, -72.2735207 -50.3402624)",
363868355,True,Avenida 17 de Octubre,secondary,False,159.862,40,2,RP15,"LINESTRING (-72.2733793 -50.3402094, -72.2736319 -50.3387808)",
30449061,True,Campaña del Desierto,residential,False,110.645,40,,,"LINESTRING (-72.273179 -50.3412744, -72.2716357 -50.341133)",
363868358,True,Avenida 17 de Octubre,secondary,False,57.049,40,2,RP15,"LINESTRING (-72.273179 -50.3412744, -72.2732748 -50.340765)",
107720785,False,Julio Argentino Roca,residential,False,118.145,,,,"LINESTRING (-72.2735207 -50.3402624, -72.2751736 -50.3403891)",
107720813,False,Julio Argentino Roca,residential,False,11.637,,,,"LINESTRING (-72.2735207 -50.3402624, -72.2733793 -50.3402094)",
751410969,True,Avenida 17 de Octubre,secondary,False,57.473,40,2,RP15,"LINESTRING (-72.2735207 -50.3402624, -72.2734257 -50.3407757)",
363868373,True,Avenida del Libertador,primary,False,11.496,40,2,RP11,"LINESTRING (-72.2737927 -50.3387933, -72.2736319 -50.3387808)",
751410969,True,Avenida 17 de Octubre,secondary,False,164.493,40,2,RP15,"LINESTRING (-72.2737927 -50.3387933, -72.2735207 -50.3402624)",
93767432,True,Campaña del Desierto,residential,False,10.88,40,,,"LINESTRING (-72.2733308 -50.3412881, -72.273179 -50.3412744)",
107720815,False,Campaña del Desierto,residential,False,117.736,20,,,"LINESTRING (-72.2733308 -50.3412881, -72.2749767 -50.3414211)",
751410969,True,Avenida 17 de Octubre,secondary,False,50.049,40,2,RP15,"LINESTRING (-72.2733308 -50.3412881, -72.2732481 -50.3417351)",
52083425,True,Padre Agostini,secondary,False,127.275,40,2,,"LINESTRING (-72.2736536 -50.338672, -72.2738731 -50.337536)",
363555252,True,Avenida del Libertador,primary,False,11.517,40,2,RP11,"LINESTRING (-72.2736536 -50.338672, -72.2738148 -50.3386839)",
107720802,False,Calle 16,residential,False,118.857,,,,"LINESTRING (-72.2749077 -50.3418562, -72.2765698 -50.3419879)",
107720802,False,Calle 16,residential,True,118.542,,,,"LINESTRING (-72.2749077 -50.3418562, -72.2732481 -50.3417351)",
260310021,False,Casimiro Biguá,residential,False,76.306,,,,"LINESTRING (-72.2749077 -50.3418562, -72.2747739 -50.3425371)",
260310021,False,Casimiro Biguá,residential,True,48.628,,,,"LINESTRING (-72.2749077 -50.3418562, -72.2749767 -50.3414211)",
107720802,False,Calle 16,residential,False,118.542,,,,"LINESTRING (-72.2732481 -50.3417351, -72.2749077 -50.3418562)",
107720802,False,Calle 16,residential,True,10.814,,,,"LINESTRING (-72.2732481 -50.3417351, -72.273096 -50.3417291)",
751410969,True,Avenida 17 de Octubre,secondary,False,47.844,40,2,RP15,"LINESTRING (-72.2732481 -50.3417351, -72.273169 -50.3421624)",
107720802,False,Calle 16,residential,False,10.814,,,,"LINESTRING (-72.273096 -50.3417291, -72.2732481 -50.3417351)",
795804447,True,Avenida 17 de Octubre,secondary,False,50.902,40,2,RP15,"LINESTRING (-72.273096 -50.3417291, -72.273179 -50.3412744)",
260311647,False,Valentín Feilberg,residential,False,11.596,,,,"LINESTRING (-72.2688245 -50.342551, -72.2687682 -50.3426489)",
260311647,False,Valentín Feilberg,residential,True,182.57,,,,"LINESTRING (-72.2688245 -50.342551, -72.2691203 -50.34092)",
327653550,True,Avenida Juan Domingo Perón,tertiary,False,180.684,,,,"LINESTRING (-72.2688245 -50.342551, -72.27137 -50.3425148)",
906253167,True,Avenida Juan Domingo Perón,tertiary,False,276.44800000000004,,,,"LINESTRING (-72.2726434 -50.342599, -72.2726183 -50.3425861, -72.2725874 -50.3425742, -72.272552 -50.3425656, -72.2725187 -50.3425594, -72.2724787 -50.3425559, -72.2724372 -50.3425551, -72.2713281 -50.3425982, -72.2692091 -50.342653, -72.2687682 -50.3426489)",
1254906358,True,Avenida 17 de Octubre,secondary,False,15.724,30,2,RP15,"LINESTRING (-72.2726434 -50.342599, -72.2726567 -50.342572, -72.2726782 -50.3425473, -72.2727069 -50.3425258, -72.2727418 -50.3425084, -72.2727815 -50.3424957)",roundabout
363868358,True,Avenida 17 de Octubre,secondary,False,62.224,40,2,RP15,"LINESTRING (-72.2732748 -50.340765, -72.2733793 -50.3402094)",
49737329,True,Casimiro Biguá,residential,False,12.631,,,,"LINESTRING (-72.2754776 -50.3388096, -72.2754553 -50.3389223)",
751410968,True,Avenida del Libertador,primary,False,128.674,40,2,RP11,"LINESTRING (-72.2754776 -50.3388096, -72.2759913 -50.3388482, -72.2763669 -50.3388765, -72.2767653 -50.3389065, -72.2772782 -50.3389452)",
107720815,False,Campaña del Desierto,residential,True,42.573,20,,,"LINESTRING (-72.2789253 -50.3417263, -72.2783288 -50.3416855)",
363868370,False,Avenida Juan Domingo Perón,tertiary,True,57.443,,,,"LINESTRING (-72.2789253 -50.3417263, -72.2782779 -50.3420364)",
107720767,False,Simón Bolívar,residential,True,116.444,,,,"LINESTRING (-72.2708084 -50.3410621, -72.2709535 -50.340019)",
30449061,True,Campaña del Desierto,residential,False,120.837,40,,,"LINESTRING (-72.2708084 -50.3410621, -72.2703884 -50.3410267, -72.2691203 -50.34092)",
107720767,False,Simón Bolívar,residential,False,116.444,,,,"LINESTRING (-72.2709535 -50.340019, -72.2708084 -50.3410621)",
363868395,True,Julio Argentino Roca,residential,False,173.451,,,,"LINESTRING (-72.2709535 -50.340019, -72.2733793 -50.3402094)",
107720788,True,Avenida 17 de Octubre,secondary,False,12.265,,,RP15,"LINESTRING (-72.2738148 -50.3386839, -72.2737927 -50.3387933)",
751410968,True,Avenida del Libertador,primary,False,118.833,40,2,RP11,"LINESTRING (-72.2738148 -50.3386839, -72.2750154 -50.3387746, -72.2754776 -50.3388096)",
49737331,False,María de Villanustre,residential,True,69.543,,,,"LINESTRING (-72.2655174 -50.3418028, -72.2655733 -50.341731, -72.2659534 -50.3412427)",
107720815,False,Campaña del Desierto,residential,False,121.006,20,,,"LINESTRING (-72.2749767 -50.3414211, -72.2766707 -50.3415452)",
107720815,False,Campaña del Desierto,residential,True,117.736,20,,,"LINESTRING (-72.2749767 -50.3414211, -72.2733308 -50.3412881)",
260310021,False,Casimiro Biguá,residential,False,48.628,,,,"LINESTRING (-72.2749767 -50.3414211, -72.2749077 -50.3418562)",
260310021,False,Casimiro Biguá,residential,True,60.57,,,,"LINESTRING (-72.2749767 -50.3414211, -72.2750864 -50.3408809)",
107720774,False,Comodoro Py,residential,True,39.185,,,,"LINESTRING (-72.2783288 -50.3416855, -72.2782779 -50.3420364)",
107720815,False,Campaña del Desierto,residential,False,42.573,20,,,"LINESTRING (-72.2783288 -50.3416855, -72.2789253 -50.3417263)",
107720815,False,Campaña del Desierto,residential,True,118.698,20,,,"LINESTRING (-72.2783288 -50.3416855, -72.2766707 -50.3415452)",
107720774,False,Comodoro Py,residential,False,116.32300000000001,,,,"LINESTRING (-72.2783288 -50.3416855, -72.2784171 -50.3410671, -72.2784775 -50.3406437)",
260310021,False,Casimiro Biguá,residential,True,76.306,,,,"LINESTRING (-72.2747739 -50.3425371, -72.2749077 -50.3418562)",
505977548,False,Cerro Calafate,residential,False,61.451,,,,"LINESTRING (-72.2747739 -50.3425371, -72.2746847 -50.3430868)",
363868370,False,Avenida Juan Domingo Perón,tertiary,False,122.62299999999999,,,,"LINESTRING (-72.2747739 -50.3425371, -72.2761502 -50.3425027, -72.2764946 -50.3424608)",
795804439,False,Avenida Juan Domingo Perón,tertiary,True,108.965,,,,"LINESTRING (-72.2747739 -50.3425371, -72.2740387 -50.3425351, -72.2733205 -50.3425066, -72.2732398 -50.3425067)",
273518216,False,Comandante Luis Piedrabuena,residential,True,52.854,,,,"LINESTRING (-72.2764946 -50.3424608, -72.2765698 -50.3419879)",
505972748,False,Cerro Mirador,residential,False,84.116,,,,"LINESTRING (-72.2764946 -50.3424608, -72.2763845 -50.343214)",
363868370,False,Avenida Juan Domingo Perón,tertiary,False,136.892,,,,"LINESTRING (-72.2764946 -50.3424608, -72.2777271 -50.3422652, -72.2779193 -50.3422026, -72.2782779 -50.3420364)",
363868370,False,Avenida Juan Domingo Perón,tertiary,True,122.62299999999999,,,,"LINESTRING (-72.2764946 -50.3424608, -72.2761502 -50.3425027, -72.2747739 -50.3425371)",
107720796,True,Comandante Luis Piedrabuena,residential,False,60.601,,,,"LINESTRING (-72.2766707 -50.3415452, -72.2767777 -50.3410045)",
107720815,False,Campaña del Desierto,residential,False,118.698,20,,,"LINESTRING (-72.2766707 -50.3415452, -72.2783288 -50.3416855)",
107720815,False,Campaña del Desierto,residential,True,121.006,20,,,"LINESTRING (-72.2766707 -50.3415452, -72.2749767 -50.3414211)",
273518216,False,Comandante Luis Piedrabuena,residential,False,49.744,,,,"LINESTRING (-72.2766707 -50.3415452, -72.2765698 -50.3419879)",
260310027,True,Julio Argentino Roca,residential,False,7.345,,,,"LINESTRING (-72.2768375 -50.3405301, -72.2769404 -50.3405372)",
107720764,True,Jano Maldonado,residential,False,120.81,,,,"LINESTRING (-72.2767777 -50.3410045, -72.2750864 -50.3408809)",
107720796,True,Comandante Luis Piedrabuena,residential,False,52.921,,,,"LINESTRING (-72.2767777 -50.3410045, -72.2768375 -50.3405301)",
107720764,True,Jano Maldonado,residential,False,118.434,,,,"LINESTRING (-72.2750864 -50.3408809, -72.2734257 -50.3407757)",
260310021,False,Casimiro Biguá,residential,False,60.57,,,,"LINESTRING (-72.2750864 -50.3408809, -72.2749767 -50.3414211)",
260310021,False,Casimiro Biguá,residential,True,55.035,,,,"LINESTRING (-72.2750864 -50.3408809, -72.2751736 -50.3403891)",
107720764,True,Jano Maldonado,residential,False,10.775,,,,"LINESTRING (-72.2734257 -50.3407757, -72.2732748 -50.340765)",
751410969,True,Avenida 17 de Octubre,secondary,False,57.373,40,2,RP15,"LINESTRING (-72.2734257 -50.3407757, -72.2733308 -50.3412881)",
107720802,False,Calle 16,residential,True,118.857,,,,"LINESTRING (-72.2765698 -50.3419879, -72.2749077 -50.3418562)",
273518216,False,Comandante Luis Piedrabuena,residential,False,52.854,,,,"LINESTRING (-72.2765698 -50.3419879, -72.2764946 -50.3424608)",
273518216,False,Comandante Luis Piedrabuena,residential,True,49.744,,,,"LINESTRING (-72.2765698 -50.3419879, -72.2766707 -50.3415452)",
505977548,False,Cerro Calafate,residential,True,61.451,,,,"LINESTRING (-72.2746847 -50.3430868, -72.2747739 -50.3425371)",
795804444,False,Reimundo Freile,residential,False,121.45,,,,"LINESTRING (-72.2746847 -50.3430868, -72.2763845 -50.343214)",
795804444,False,Reimundo Freile,residential,True,131.196,,,,"LINESTRING (-72.2746847 -50.3430868, -72.2728559 -50.3429138)",
505972748,False,Cerro Mirador,residential,True,84.116,,,,"LINESTRING (-72.2763845 -50.343214, -72.2764946 -50.3424608)",
795804444,False,Reimundo Freile,residential,False,115.166,,,,"LINESTRING (-72.2763845 -50.343214, -72.2779428 -50.3429247)",
795804444,False,Reimundo Freile,residential,True,121.45,,,,"LINESTRING (-72.2763845 -50.343214, -72.2746847 -50.3430868)",
795804444,False,Reimundo Freile,residential,True,115.166,,,,"LINESTRING (-72.2779428 -50.3429247, -72.2763845 -50.343214)",
62120448,True,Avenida Costanera Néstor Kirchner,tertiary,False,199.896,40,1,,"LINESTRING (-72.2761707 -50.3375871, -72.2760551 -50.337517, -72.2759466 -50.3374485, -72.2758251 -50.3373655, -72.2757025 -50.3372734, -72.2744996 -50.3363179, -72.2744599 -50.3362891, -72.2744215 -50.3362651, -72.274382 -50.3362455, -72.2743391 -50.3362258)",
108312812,True,28,tertiary,False,151.59300000000002,,,,"LINESTRING (-72.2761707 -50.3375871, -72.2759614 -50.337587, -72.2740641 -50.3373731)",
108312812,True,28,tertiary,False,11.258,,,,"LINESTRING (-72.2740641 -50.3373731, -72.273908 -50.3373551)",
273332868,True,Padre Agostini,secondary,False,146.824,40,2,,"LINESTRING (-72.2740641 -50.3373731, -72.2738148 -50.3386839)",
108333691,True,Retorno,tertiary,False,59.965999999999994,30,1,,"LINESTRING (-72.2784666 -50.3376643, -72.2785132 -50.3376879, -72.2785434 -50.337709, -72.2785736 -50.3377403, -72.2786008 -50.3377773, -72.2786159 -50.3378157, -72.2786227 -50.3378522, -72.27862 -50.3378925, -72.2786072 -50.3379289, -72.2785826 -50.3379657, -72.2785489 -50.3379972, -72.2785056 -50.338026, -72.2784628 -50.3380462, -72.2784138 -50.3380638, -72.2783363 -50.3380834)",
108333685,True,Avenida Costanera Néstor Kirchner,tertiary,False,337.17,40,2,,"LINESTRING (-72.2744493 -50.3360774, -72.2745199 -50.3361474, -72.2745455 -50.3361691, -72.2745797 -50.3361932, -72.2746294 -50.336219, -72.2746853 -50.3362447, -72.2751255 -50.3364438, -72.2752425 -50.3364967, -72.2753591 -50.3365463, -72.2755679 -50.3366363, -72.2756799 -50.3366819, -72.2757937 -50.3367279, -72.2765747 -50.3370342, -72.2767556 -50.3371023, -72.2768975 -50.3371541, -72.2777655 -50.337445, -72.2779844 -50.3375141, -72.2781865 -50.3375771, -72.2784666 -50.3376643)",
910581503,True,Plaza de la Bahía,secondary,False,19.483,30,1,,"LINESTRING (-72.2744493 -50.3360774, -72.274453 -50.3361065, -72.2744471 -50.3361355, -72.2744319 -50.3361631, -72.2744081 -50.336188, -72.2743767 -50.3362092, -72.2743391 -50.3362258)",roundabout
62120448,True,Avenida Costanera Néstor Kirchner,tertiary,False,167.057,40,1,,"LINESTRING (-72.2783363 -50.3380834, -72.2781967 -50.3380843, -72.2780367 -50.3380789, -72.2778808 -50.3380684, -72.2776928 -50.3380491, -72.2775205 -50.3380282, -72.2773337 -50.337996, -72.2771418 -50.3379551, -72.276959 -50.3379063, -72.2768088 -50.3378617, -72.2766572 -50.3378105, -72.2765163 -50.3377549, -72.2763978 -50.3377046, -72.2762741 -50.337642, -72.2761707 -50.3375871)",
265899994,True,,tertiary,False,13.23,,,,"LINESTRING (-72.2697304 -50.334778, -72.2697825 -50.3347996, -72.2698248 -50.3348287, -72.2698548 -50.3348634)",roundabout
108333693,True,Padre Agostini,tertiary,False,31.033,,,,"LINESTRING (-72.2694391 -50.3348096, -72.2696283 -50.334558)",
265899994,True,,tertiary,False,22.293,,,,"LINESTRING (-72.2694391 -50.3348096, -72.2695024 -50.3347799, -72.2695768 -50.334764, -72.2696554 -50.3347633, -72.2697304 -50.334778)",roundabout
108333707,True,Padre Agostini,tertiary,False,25.578,,,,"LINESTRING (-72.2696283 -50.334558, -72.2696628 -50.334661, -72.2697304 -50.334778)",
260311647,False,Valentín Feilberg,residential,True,11.596,,,,"LINESTRING (-72.2687682 -50.3426489, -72.2688245 -50.342551)",
236127583,True,Avenida Juan Domingo Perón,tertiary,False,264.741,,,,"LINESTRING (-72.2687682 -50.3426489, -72.2677481 -50.3426103, -72.2650396 -50.3425878)",
30449061,True,Campaña del Desierto,residential,False,59.238,40,,,"LINESTRING (-72.2716357 -50.341133, -72.2708084 -50.3410621)",
109236033,True,Simón Bolívar,residential,False,101.512,,,,"LINESTRING (-72.2716357 -50.341133, -72.2714773 -50.3420403)",
1254906358,True,Avenida 17 de Octubre,secondary,False,6.292999999999999,30,2,RP15,"LINESTRING (-72.272643 -50.3426553, -72.2726387 -50.3426271, -72.2726434 -50.342599)",roundabout
795804446,False,Reimundo Freile,residential,False,8.145,,,,"LINESTRING (-72.2727425 -50.3429025, -72.2728559 -50.3429138)",
795804445,True,Doctor Rodolfo Sánchez,tertiary,False,22.275999999999996,,,,"LINESTRING (-72.2727425 -50.3429025, -72.2727431 -50.3428657, -72.2727374 -50.3428376, -72.2727287 -50.3428109, -72.2727135 -50.3427851, -72.272678 -50.342708)",
222195691,False,Leman,residential,False,48.416,,,,"LINESTRING (-72.2722725 -50.337746, -72.2721801 -50.3381774)",
225358878,False,Leman,residential,True,172.195,,,,"LINESTRING (-72.2722725 -50.337746, -72.2730991 -50.3378324, -72.2731586 -50.3378709, -72.2731861 -50.3379247, -72.2731318 -50.3381931, -72.2730524 -50.3382429, -72.272973 -50.3382467, -72.2721801 -50.3381774)",
225358878,False,Leman,residential,False,35.987,,,,"LINESTRING (-72.2722725 -50.337746, -72.2722536 -50.3376387, -72.2721808 -50.3375421, -72.2720361 -50.3374852)",
222195691,False,Leman,residential,True,48.416,,,,"LINESTRING (-72.2721801 -50.3381774, -72.2722725 -50.337746)",
225358878,False,Leman,residential,False,172.195,,,,"LINESTRING (-72.2721801 -50.3381774, -72.272973 -50.3382467, -72.2730524 -50.3382429, -72.2731318 -50.3381931, -72.2731861 -50.3379247, -72.2731586 -50.3378709, -72.2730991 -50.3378324, -72.2722725 -50.337746)",
