osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,junction
37704518,False,Rivadavia,residential,False,3.07,,"LINESTRING (-65.4023511 -27.0535056, -65.4023788 -27.0534932)",,
1169739779,False,Sarmiento,residential,False,4.737,,"LINESTRING (-65.4023511 -27.0535056, -65.4023742 -27.0535429)",,
1169739780,False,Rivadavia,residential,True,4.556,,"LINESTRING (-65.4023511 -27.0535056, -65.4023104 -27.0535247)",,
"[37195424, 1207929598]",True,Avenida Liniers,secondary,False,170.447,RP324,"LINESTRING (-65.3982482 -27.06157, -65.3983374 -27.0615902, -65.3984078 -27.0616009, -65.3984804 -27.0616075, -65.3985745 -27.061607, -65.3986529 -27.0616015, -65.3987282 -27.0615819, -65.398784 -27.0615502, -65.3988457 -27.0614839, -65.3988859 -27.0614314, -65.3989503 -27.0613323, -65.3990013 -27.0612367, -65.3992484 -27.0606042)",,
258848489,True,San Martín,residential,False,40.766,,"LINESTRING (-65.4067557 -27.0583931, -65.4069762 -27.0587027)",,
37195429,True,Calchaquí,tertiary,False,26.866,,"LINESTRING (-65.4067557 -27.0583931, -65.4067378 -27.0585036, -65.4067171 -27.0585496, -65.406666 -27.0586159)",,
37195426,True,,primary,False,28.404,,"LINESTRING (-65.398028 -27.0614063, -65.3981658 -27.0615097, -65.3982482 -27.06157)",30,roundabout
36912887,False,Lavalle,residential,False,18.176,,"LINESTRING (-65.4047399 -27.0603809, -65.4048542 -27.0605088)",,
36912887,False,Lavalle,residential,True,55.864,,"LINESTRING (-65.4047399 -27.0603809, -65.4044757 -27.059937)",,
195163027,True,Calchaquí,tertiary,False,156.552,,"LINESTRING (-65.4047399 -27.0603809, -65.4057742 -27.0593161)",,
37049795,False,Congreso,residential,False,131.279,,"LINESTRING (-65.4069409 -27.0560492, -65.4068704 -27.0560645, -65.4057406 -27.0565473)",,
37634468,False,Belgrano,residential,False,179.17700000000002,,"LINESTRING (-65.4069409 -27.0560492, -65.4071387 -27.0566694, -65.4071541 -27.0567276, -65.4071525 -27.0567711, -65.4071465 -27.0568175, -65.40697 -27.057274, -65.4069297 -27.0573611, -65.4068816 -27.0574276, -65.4068146 -27.0575088, -65.4067636 -27.0575476)",,
1207929606,False,Belgrano,residential,False,164.62199999999999,,"LINESTRING (-65.4069409 -27.0560492, -65.4068791 -27.055808, -65.4068679 -27.0557643, -65.4063059 -27.0546866)",,
37634311,False,Álvarez Condarco,residential,False,148.127,,"LINESTRING (-65.400364 -27.0617664, -65.4017079 -27.0611813)",,
195163030,False,José Hernández,residential,True,73.821,,"LINESTRING (-65.400364 -27.0617664, -65.4000423 -27.0611675)",,
805813754,False,Sarmiento,residential,False,26.525,,"LINESTRING (-65.4056118 -27.0591264, -65.4057742 -27.0593161)",,
805813754,False,Sarmiento,residential,True,105.994,,"LINESTRING (-65.4056118 -27.0591264, -65.4051329 -27.0582739)",,
37634311,False,Álvarez Condarco,residential,True,145.811,,"LINESTRING (-65.4056118 -27.0591264, -65.4053732 -27.0593827, -65.4052714 -27.0594779, -65.4051038 -27.0596045, -65.4049595 -27.0596937, -65.4044757 -27.059937)",,
561854093,False,Bartolomé Mitre,secondary,False,34.004,RP324,"LINESTRING (-65.4066514 -27.0531014, -65.4063318 -27.0532132)",,
36912958,False,Bartolomé Mitre,residential,False,75.446,,"LINESTRING (-65.4063318 -27.0532132, -65.4056615 -27.0535357)",,
561854093,False,Bartolomé Mitre,secondary,True,34.004,RP324,"LINESTRING (-65.4063318 -27.0532132, -65.4066514 -27.0531014)",,
37704517,True,Caseros,secondary,False,189.60099999999997,RP324,"LINESTRING (-65.4063318 -27.0532132, -65.4064 -27.0532673, -65.4064193 -27.0532997, -65.4066727 -27.0541072, -65.4066909 -27.0541855, -65.4066928 -27.0542493, -65.4066861 -27.054358, -65.4066568 -27.0544536, -65.406624 -27.0545023, -65.4065739 -27.0545473, -65.4064892 -27.0545996, -65.4063059 -27.0546866)",,
36913027,True,Laprida,secondary,False,142.542,RP324,"LINESTRING (-65.4063059 -27.0546866, -65.4050124 -27.055249)",,
1207929606,False,Belgrano,residential,False,7.125,,"LINESTRING (-65.4063059 -27.0546866, -65.4062737 -27.0546293)",,
1207929606,False,Belgrano,residential,True,164.62199999999999,,"LINESTRING (-65.4063059 -27.0546866, -65.4068679 -27.0557643, -65.4068791 -27.055808, -65.4069409 -27.0560492)",,
36912887,False,Lavalle,residential,False,55.864,,"LINESTRING (-65.4044757 -27.059937, -65.4047399 -27.0603809)",,
36912887,False,Lavalle,residential,True,140.775,,"LINESTRING (-65.4044757 -27.059937, -65.4038322 -27.0588081)",,
37634311,False,Álvarez Condarco,residential,True,153.086,,"LINESTRING (-65.4044757 -27.059937, -65.4031044 -27.0605727)",,
37634311,False,Álvarez Condarco,residential,False,145.811,,"LINESTRING (-65.4044757 -27.059937, -65.4049595 -27.0596937, -65.4051038 -27.0596045, -65.4052714 -27.0594779, -65.4053732 -27.0593827, -65.4056118 -27.0591264)",,
37377996,True,Hipólito Irigoyen,residential,False,152.06,,"LINESTRING (-65.4024388 -27.0593754, -65.4010373 -27.0599343)",,
1207929603,False,Azcuénaga,residential,False,148.555,,"LINESTRING (-65.4024388 -27.0593754, -65.4031044 -27.0605727)",,
1207929603,False,Azcuénaga,residential,True,8.329,,"LINESTRING (-65.4024388 -27.0593754, -65.4024001 -27.0593089)",,
195163027,True,Calchaquí,tertiary,False,128.822,,"LINESTRING (-65.4036439 -27.0614961, -65.4045003 -27.060624)",,
1207929603,False,Azcuénaga,residential,False,18.565,,"LINESTRING (-65.4036439 -27.0614961, -65.4037732 -27.061617)",,
1207929603,False,Azcuénaga,residential,True,115.851,,"LINESTRING (-65.4036439 -27.0614961, -65.4035875 -27.0614262, -65.4031044 -27.0605727)",,
1207929603,False,Azcuénaga,residential,True,18.565,,"LINESTRING (-65.4037732 -27.061617, -65.4036439 -27.0614961)",,
195163027,True,Calchaquí,tertiary,False,28.804,,"LINESTRING (-65.4057742 -27.0593161, -65.405957 -27.0591146)",,
805813754,False,Sarmiento,residential,False,16.475,,"LINESTRING (-65.4057742 -27.0593161, -65.4059029 -27.05941)",,
