osmid,oneway,name,highway,reversed,length,ref,geometry,lanes
87786491,True,Monseñor de Carlo,residential,False,121.888,,"LINESTRING (-61.1889735 -27.218844, -61.188221 -27.2179758)",
120357976,False,Avenida Güemes,secondary,False,120.309,RP12,"LINESTRING (-61.1889735 -27.218844, -61.1899307 -27.2181761)",
120357976,False,Avenida Güemes,secondary,True,121.256,RP12,"LINESTRING (-61.1889735 -27.218844, -61.1880111 -27.2195198)",
844108628,True,Ayacucho,residential,False,120.795,,"LINESTRING (-61.1855571 -27.2184408, -61.1848106 -27.2175809)",
1259721157,True,Rivadavia,residential,False,117.199,,"LINESTRING (-61.1855571 -27.2184408, -61.1846191 -27.2190851)",
87786491,True,Monseñor de Carlo,residential,False,121.257,,"LINESTRING (-61.1874796 -27.2171202, -61.186731 -27.2162565)",
87786486,True,Rivadavia,residential,False,120.57,,"LINESTRING (-61.1874796 -27.2171202, -61.1870063 -27.2174453, -61.1865146 -27.217783)",
120357806,False,Avenida Belgrano,secondary,False,120.456,,"LINESTRING (-61.1918593 -27.2168276, -61.1917944 -27.2167516, -61.1911224 -27.215965)",
120357976,False,Avenida Güemes,secondary,True,123.098,RP12,"LINESTRING (-61.1918593 -27.2168276, -61.1917778 -27.2168839, -61.1908766 -27.2175072)",
120357836,True,25 de Mayo,residential,False,120.325,,"LINESTRING (-61.1908766 -27.2175072, -61.1901354 -27.216649)",
120357976,False,Avenida Güemes,secondary,True,119.502,RP12,"LINESTRING (-61.1908766 -27.2175072, -61.1899307 -27.2181761)",
120357976,False,Avenida Güemes,secondary,False,123.098,RP12,"LINESTRING (-61.1908766 -27.2175072, -61.1917778 -27.2168839, -61.1918593 -27.2168276)",
87786499,True,Bartolomé Mitre,residential,False,119.773,,"LINESTRING (-61.18918 -27.2173111, -61.1901354 -27.216649)",
120374689,True,Moreno,residential,False,121.497,,"LINESTRING (-61.18918 -27.2173111, -61.1899307 -27.2181761)",
87786496,True,Falucho,residential,False,116.746,,"LINESTRING (-61.1880111 -27.2195198, -61.1887292 -27.2203532)",
120357976,False,Avenida Güemes,secondary,False,121.256,RP12,"LINESTRING (-61.1880111 -27.2195198, -61.1889735 -27.218844)",
120357976,False,Avenida Güemes,secondary,True,118.759,RP12,"LINESTRING (-61.1880111 -27.2195198, -61.1870614 -27.2201736)",
87786499,True,Bartolomé Mitre,residential,False,119.193,,"LINESTRING (-61.1863058 -27.2193032, -61.1872565 -27.2186442)",
844108628,True,Ayacucho,residential,False,121.147,,"LINESTRING (-61.1863058 -27.2193032, -61.1855571 -27.2184408)",
87786486,True,Rivadavia,residential,False,120.155,,"LINESTRING (-61.1884412 -27.2164596, -61.1874796 -27.2171202)",
120374689,True,Moreno,residential,False,119.59,,"LINESTRING (-61.1884412 -27.2164596, -61.18918 -27.2173111)",
87786496,True,Falucho,residential,False,116.667,,"LINESTRING (-61.1850527 -27.2160862, -61.1857702 -27.2169191)",
844108622,False,Laprida,residential,False,119.905,,"LINESTRING (-61.1850527 -27.2160862, -61.1860111 -27.2154256)",
844108622,False,Laprida,residential,True,120.506,,"LINESTRING (-61.1850527 -27.2160862, -61.1840894 -27.21675)",
87786491,True,Monseñor de Carlo,residential,False,120.824,,"LINESTRING (-61.1860111 -27.2154256, -61.1852653 -27.2145649)",
844108622,False,Laprida,residential,False,120.003,,"LINESTRING (-61.1860111 -27.2154256, -61.1869704 -27.2147646)",
844108622,False,Laprida,residential,True,119.905,,"LINESTRING (-61.1860111 -27.2154256, -61.1850527 -27.2160862)",
87786499,True,Bartolomé Mitre,residential,False,121.229,,"LINESTRING (-61.1824709 -27.2219608, -61.183438 -27.2212907)",
87786499,True,Bartolomé Mitre,residential,False,120.231,,"LINESTRING (-61.188221 -27.2179758, -61.18918 -27.2173111)",
87786491,True,Monseñor de Carlo,residential,False,120.108,,"LINESTRING (-61.188221 -27.2179758, -61.1878404 -27.2175365, -61.1874796 -27.2171202)",
87786496,True,Falucho,residential,False,121.021,,"LINESTRING (-61.1857702 -27.2169191, -61.1865146 -27.217783)",
844108625,False,Chacabuco,residential,False,120.229,,"LINESTRING (-61.1857702 -27.2169191, -61.186731 -27.2162565)",
844108625,False,Chacabuco,residential,True,120.08,,"LINESTRING (-61.1857702 -27.2169191, -61.1848106 -27.2175809)",
1259721158,True,Rivadavia,residential,False,119.643,,"LINESTRING (-61.1865146 -27.217783, -61.1855571 -27.2184408)",
87786496,True,Falucho,residential,False,120.632,,"LINESTRING (-61.1865146 -27.217783, -61.1868724 -27.2181982, -61.1872565 -27.2186442)",
120357976,False,Avenida Güemes,secondary,False,118.271,RP12,"LINESTRING (-61.1861155 -27.2208246, -61.1870614 -27.2201736)",
120357976,False,Avenida Güemes,secondary,True,121.51,RP12,"LINESTRING (-61.1861155 -27.2208246, -61.1851415 -27.2214909)",
844108626,True,López y Planes,residential,False,117.448,,"LINESTRING (-61.1861155 -27.2208246, -61.1868372 -27.2216635)",
87786499,True,Bartolomé Mitre,residential,False,120.991,,"LINESTRING (-61.1844015 -27.220623, -61.1853665 -27.219954)",
844108624,False,Blas Parera,residential,False,122.004,,"LINESTRING (-61.1844015 -27.220623, -61.1836513 -27.2197519)",
87786496,True,Falucho,residential,False,122.666,,"LINESTRING (-61.1872565 -27.2186442, -61.1880111 -27.2195198)",
87786499,True,Bartolomé Mitre,residential,False,120.912,,"LINESTRING (-61.1872565 -27.2186442, -61.1877568 -27.2182975, -61.188221 -27.2179758)",
120357976,False,Avenida Güemes,secondary,False,119.768,RP12,"LINESTRING (-61.1841815 -27.2221477, -61.1851415 -27.2214909)",
844108620,False,Constitución,residential,False,120.357,,"LINESTRING (-61.1841815 -27.2221477, -61.183438 -27.2212907)",
