osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref
122603662,False,Calle 39 - Pedro Patat (N),residential,40,True,128.505,"LINESTRING (-64.0569237 -31.0187516, -64.0578828 -31.019564)",
337598551,False,Calle 40 - Dalmacio Cadamuro,residential,40,False,99.71,"LINESTRING (-64.0569237 -31.0187516, -64.0576661 -31.0181197)",
337598553,False,Calle 45 - Don Bosco,tertiary,40,False,126.257,"LINESTRING (-64.0665434 -31.0188343, -64.0656055 -31.0196363)",
137483260,True,Calle 33 - Maestra Rossi (S),residential,40,False,133.764,"LINESTRING (-64.0665434 -31.0188343, -64.0660948 -31.0184412, -64.0655619 -31.0179743)",
137483261,False,Calle 37 - Guillermo Roggio (S),residential,40,False,125.42,"LINESTRING (-64.0632915 -31.0216209, -64.0642108 -31.0224281)",
137483261,False,Calle 37 - Guillermo Roggio (S),residential,40,True,134.183,"LINESTRING (-64.0632915 -31.0216209, -64.0622971 -31.0207665)",
337598553,False,Calle 45 - Don Bosco,tertiary,40,False,72.039,"LINESTRING (-64.0632915 -31.0216209, -64.0627531 -31.0220757)",
337598553,False,Calle 45 - Don Bosco,tertiary,40,True,104.195,"LINESTRING (-64.0632915 -31.0216209, -64.0640622 -31.0209562)",
122603656,False,Calle 50 - España (S),residential,40,True,125.724,"LINESTRING (-64.0597856 -31.0246134, -64.0607083 -31.0254216)",
645034768,False,Calle 45 - Don Bosco,residential,40,True,131.428,"LINESTRING (-64.0597856 -31.0246134, -64.0607619 -31.0237785)",
645034768,False,Calle 45 - Don Bosco,residential,40,False,130.346,"LINESTRING (-64.0597856 -31.0246134, -64.0591177 -31.0251846, -64.0588173 -31.0254414)",
137484737,False,Calle 52 - Vicente Agüero (S),residential,40,False,135.714,"LINESTRING (-64.0579031 -31.0262232, -64.056911 -31.0253475)",
645034768,False,Calle 45 - Don Bosco,residential,40,True,12.227,"LINESTRING (-64.0579031 -31.0262232, -64.0579939 -31.0261455)",
122602949,False,Calle 41 - Fortunato Rizzi,residential,40,False,103.964,"LINESTRING (-64.0594132 -31.0182632, -64.0601878 -31.0176048)",
122602949,False,Calle 41 - Fortunato Rizzi,residential,40,True,106.801,"LINESTRING (-64.0594132 -31.0182632, -64.0586175 -31.0189396)",
122603664,False,Calle 37 - Guillermo Roggio (N),residential,40,False,130.613,"LINESTRING (-64.0594132 -31.0182632, -64.0603785 -31.0190971)",
122602109,False,Calle 42 - Osvaldo L. Conterno,residential,40,False,106.637,"LINESTRING (-64.0603785 -31.0190971, -64.0595865 -31.0197746)",
122602109,False,Calle 42 - Osvaldo L. Conterno,residential,40,True,104.132,"LINESTRING (-64.0603785 -31.0190971, -64.061152 -31.0184356)",
122603664,False,Calle 37 - Guillermo Roggio (N),residential,40,False,127.315,"LINESTRING (-64.0603785 -31.0190971, -64.061315 -31.0199137)",
122603664,False,Calle 37 - Guillermo Roggio (N),residential,40,True,130.613,"LINESTRING (-64.0603785 -31.0190971, -64.0594132 -31.0182632)",
122602949,False,Calle 41 - Fortunato Rizzi,residential,40,False,98.602,"LINESTRING (-64.0578828 -31.019564, -64.0586175 -31.0189396)",
122603662,False,Calle 39 - Pedro Patat (N),residential,40,False,128.505,"LINESTRING (-64.0578828 -31.019564, -64.0569237 -31.0187516)",
122603662,False,Calle 39 - Pedro Patat (N),residential,40,True,131.267,"LINESTRING (-64.0578828 -31.019564, -64.0588489 -31.0204055)",
122602109,False,Calle 42 - Osvaldo L. Conterno,residential,40,True,99.307,"LINESTRING (-64.0588489 -31.0204055, -64.0595865 -31.0197746)",
