osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,junction
320438797,True,Avenida 59,secondary,60,False,114.163,,"LINESTRING (-58.7442814 -38.5507961, -58.7433584 -38.5515262)",
111661457,True,Calle 65,residential,40,False,115.649,,"LINESTRING (-58.7442477 -38.5553022, -58.7433094 -38.5560393)",
467223919,True,Calle 62,residential,40,False,115.82,,"LINESTRING (-58.7442477 -38.5553022, -58.7433196 -38.5545551)",
41271669,True,Calle 66,residential,40,False,120.613,,"LINESTRING (-58.7443262 -38.5523032, -58.7433584 -38.5515262)",
111747409,True,Calle 61,residential,40,False,115.268,,"LINESTRING (-58.7443262 -38.5523032, -58.7433685 -38.5530199)",
111661527,True,Avenida 58,secondary,60,False,111.882,076-10,"LINESTRING (-58.7429939 -38.5577027, -58.7421088 -38.5569724)",
187185166,True,Calle 67,residential,40,False,27.506,,"LINESTRING (-58.7429939 -38.5577027, -58.74322 -38.5575297)",
111747410,True,Calle 56,residential,40,False,115.802,,"LINESTRING (-58.742032 -38.5585053, -58.7411132 -38.5577514)",
187185166,True,Calle 67,residential,40,False,122.312,,"LINESTRING (-58.742032 -38.5585053, -58.7429939 -38.5577027)",
111661527,True,Avenida 58,secondary,60,False,121.099,076-10,"LINESTRING (-58.7439652 -38.5584832, -58.7429939 -38.5577027)",
467223920,False,Calle 69,residential,40,True,27.972,,"LINESTRING (-58.7439652 -38.5584832, -58.7441963 -38.5583082)",
111661457,True,Calle 65,residential,40,False,122.465,,"LINESTRING (-58.7421088 -38.5569724, -58.7411132 -38.5577514)",
111661527,True,Avenida 58,secondary,60,False,118.384,076-10,"LINESTRING (-58.7421088 -38.5569724, -58.7411593 -38.5562094)",
111661457,True,Calle 65,residential,40,False,116.931,,"LINESTRING (-58.7411132 -38.5577514, -58.7401176 -38.5584583)",
111747410,True,Calle 56,residential,40,False,115.951,,"LINESTRING (-58.7411132 -38.5577514, -58.7401596 -38.5570225)",
111747410,True,Calle 56,residential,40,False,118.798,,"LINESTRING (-58.7401596 -38.5570225, -58.7391959 -38.5562652)",
