osmid,oneway,name,highway,reversed,length,geometry,tunnel,ref,junction
610931400,True,Avellaneda,residential,False,112.454,"LINESTRING (-64.3496243 -30.4211713, -64.3505955 -30.4217382)",,,
610931401,True,Obispo Iribarne,residential,False,117.986,"LINESTRING (-64.3496243 -30.4211713, -64.3489554 -30.4220619)",,,
95565583,True,Avenida San Martín,residential,False,98.079,"LINESTRING (-64.3500006 -30.4260498, -64.35059 -30.4253289)",,,
95565589,True,Santa Fe,secondary,False,111.111,"LINESTRING (-64.3500006 -30.4260498, -64.350939 -30.4266361)",,,
156949033,True,San Luis,secondary,False,111.973,"LINESTRING (-64.3486965 -30.42419, -64.3477191 -30.4236389)",,,
156949034,False,Bolivar,residential,True,98.021,"LINESTRING (-64.3486965 -30.42419, -64.3492656 -30.4234577)",,,
156949034,False,Bolivar,residential,False,98.876,"LINESTRING (-64.3486965 -30.42419, -64.3484947 -30.4244413, -64.3480971 -30.4249135)",,,
95565536,False,Alberdi,residential,False,105.558,"LINESTRING (-64.3489181 -30.4291031, -64.3480169 -30.4285578)",,,
95565539,True,9 de Julio,secondary,False,112.106,"LINESTRING (-64.3511614 -30.4245855, -64.3521292 -30.4251512)",,,
95565583,True,Avenida San Martín,residential,False,97.249,"LINESTRING (-64.3511614 -30.4245855, -64.35174 -30.4238672)",,,
610931395,True,Juan XXIII,secondary,False,108.88,"LINESTRING (-64.3480971 -30.4249135, -64.3490395 -30.4254598)",,,
156949034,False,Bolivar,residential,True,98.876,"LINESTRING (-64.3480971 -30.4249135, -64.3484947 -30.4244413, -64.3486965 -30.42419)",,,
95565580,True,Italia,residential,False,111.93,"LINESTRING (-64.3505872 -30.4288788, -64.3512602 -30.4280563)",,,
95565600,True,Arturo Zanichelli,secondary,False,110.115,"LINESTRING (-64.3483152 -30.4229018, -64.3492656 -30.4234577)",,,
610931402,True,Mariano Moreno,secondary,False,99.923,"LINESTRING (-64.3483152 -30.4229018, -64.3477191 -30.4236389)",,,
95565597,True,Rivadavia,residential,False,11.55,"LINESTRING (-64.3540724 -30.4274178, -64.3539791 -30.4273521)",,,
95565581,True,Bulevar Mitre,residential,False,99.184,"LINESTRING (-64.3540724 -30.4274178, -64.3536976 -30.4279063, -64.3535016 -30.4281617)",,,
95565580,True,Italia,residential,False,113.52,"LINESTRING (-64.3512602 -30.4280563, -64.3519205 -30.4272089)",,,
95565582,True,Lavalle,residential,False,116.499,"LINESTRING (-64.3512602 -30.4280563, -64.3502715 -30.4274473)",,,
692790514,False,Maipú,residential,True,119.835,"LINESTRING (-64.3479478 -30.4214871, -64.3486235 -30.4205805)",,,
156949030,False,Domingo Cabrera,residential,False,97.535,"LINESTRING (-64.3496039 -30.4247214, -64.3501864 -30.4240023)",,,
156949033,True,San Luis,secondary,False,105.173,"LINESTRING (-64.3496039 -30.4247214, -64.3486965 -30.42419)",,,
156949030,False,Domingo Cabrera,residential,True,98.346,"LINESTRING (-64.3496039 -30.4247214, -64.3493897 -30.4250027, -64.3492596 -30.4251638, -64.3490395 -30.4254598)",,,
95565589,True,Santa Fe,secondary,False,113.12,"LINESTRING (-64.3490395 -30.4254598, -64.3500006 -30.4260498)",,,
156949030,False,Domingo Cabrera,residential,True,98.272,"LINESTRING (-64.3490395 -30.4254598, -64.3484657 -30.4261921)",,,
156949030,False,Domingo Cabrera,residential,False,98.346,"LINESTRING (-64.3490395 -30.4254598, -64.3492596 -30.4251638, -64.3493897 -30.4250027, -64.3496039 -30.4247214)",,,
95565583,True,Avenida San Martín,residential,False,99.17,"LINESTRING (-64.35059 -30.4253289, -64.3511614 -30.4245855)",,,
610931388,True,Rivadavia,secondary,False,116.202,"LINESTRING (-64.35059 -30.4253289, -64.3496039 -30.4247214)",,,
95565581,True,Bulevar Mitre,residential,False,100.052,"LINESTRING (-64.3546662 -30.4266779, -64.3540724 -30.4274178)",,,
888539823,True,Neuquén,residential,False,14.334,"LINESTRING (-64.3479471 -30.4260155, -64.3478272 -30.4259385)",,,
95565539,True,9 de Julio,secondary,False,113.776,"LINESTRING (-64.3501864 -30.4240023, -64.3511614 -30.4245855)",,,
156949030,False,Domingo Cabrera,residential,False,99.44,"LINESTRING (-64.3501864 -30.4240023, -64.3507871 -30.4232733)",,,
156949030,False,Domingo Cabrera,residential,True,97.535,"LINESTRING (-64.3501864 -30.4240023, -64.3496039 -30.4247214)",,,
95565536,False,Alberdi,residential,True,105.558,"LINESTRING (-64.3480169 -30.4285578, -64.3489181 -30.4291031)",,,
95565583,True,Avenida San Martín,residential,False,113.008,"LINESTRING (-64.3480169 -30.4285578, -64.3486695 -30.4277115)",,,
95565574,True,Carlos Pellegrini,residential,False,107.576,"LINESTRING (-64.3498771 -30.4226135, -64.3489554 -30.4220619)",,,
156949034,False,Bolivar,residential,False,110.678,"LINESTRING (-64.3498771 -30.4226135, -64.3492656 -30.4234577)",,,
692790519,False,Pueblos Originarios,residential,True,28.605,"LINESTRING (-64.3498771 -30.4226135, -64.3500476 -30.4224024)",,,
95565588,True,Dorrego,residential,False,111.068,"LINESTRING (-64.3477175 -30.4271424, -64.3486695 -30.4277115)",,,
156949030,False,Domingo Cabrera,residential,False,118.707,"LINESTRING (-64.3477175 -30.4271424, -64.3484116 -30.4262584)",,,
95565584,True,25 de Mayo,residential,False,99.51,"LINESTRING (-64.3551338 -30.4259146, -64.3542751 -30.425412)",,,
238141681,False,25 de Mayo,residential,False,12.548,"LINESTRING (-64.3551338 -30.4259146, -64.3552442 -30.4259752)",,,
95565571,True,Sáenz Peña,residential,False,114.12,"LINESTRING (-64.3496064 -30.4282658, -64.3489181 -30.4291031)",,,
95565588,True,Dorrego,residential,False,116.144,"LINESTRING (-64.3496064 -30.4282658, -64.3505872 -30.4288788)",,,
95565571,True,Sáenz Peña,residential,False,111.13,"LINESTRING (-64.3502715 -30.4274473, -64.3496064 -30.4282658)",,,
95565582,True,Lavalle,residential,False,109.133,"LINESTRING (-64.3502715 -30.4274473, -64.3493337 -30.4268911)",,,
95565600,True,Arturo Zanichelli,secondary,False,107.062,"LINESTRING (-64.3492656 -30.4234577, -64.3501864 -30.4240023)",,,
156949034,False,Bolivar,residential,False,98.021,"LINESTRING (-64.3492656 -30.4234577, -64.3486965 -30.42419)",,,
156949034,False,Bolivar,residential,True,110.678,"LINESTRING (-64.3492656 -30.4234577, -64.3498771 -30.4226135)",,,
692790519,False,Pueblos Originarios,residential,False,90.635,"LINESTRING (-64.3505955 -30.4217382, -64.3500476 -30.4224024)",,,
990477583,True,Doctor Zabala,residential,False,119.683,"LINESTRING (-64.3505955 -30.4217382, -64.3513342 -30.4226058)",,,
692790519,False,Pueblos Originarios,residential,True,116.553,"LINESTRING (-64.3505955 -30.4217382, -64.351232 -30.4209263, -64.3512804 -30.4208724)",,,
95565560,True,Teniente Morandini,residential,False,92.837,"LINESTRING (-64.3542751 -30.425412, -64.35377 -30.4261243)",,,
95565584,True,25 de Mayo,residential,False,118.234,"LINESTRING (-64.3542751 -30.425412, -64.3532554 -30.4248141)",,,
610931400,True,Avellaneda,residential,False,116.296,"LINESTRING (-64.3486235 -30.4205805, -64.3496243 -30.4211713)",,,
692790514,False,Maipú,residential,False,119.835,"LINESTRING (-64.3486235 -30.4205805, -64.3479478 -30.4214871)",,,
95565571,True,Sáenz Peña,residential,False,110.6,"LINESTRING (-64.350939 -30.4266361, -64.3502715 -30.4274473)",,,
95565589,True,Santa Fe,secondary,False,113.635,"LINESTRING (-64.350939 -30.4266361, -64.3519205 -30.4272089)",,,
95565539,True,9 de Julio,secondary,False,86.923,"LINESTRING (-64.3521292 -30.4251512, -64.352873 -30.4255981)",,,
610931391,True,Saenz Peña,secondary,False,100.368,"LINESTRING (-64.3521292 -30.4251512, -64.3515293 -30.4258909)",,,
95565583,True,Avenida San Martín,residential,False,98.856,"LINESTRING (-64.3494138 -30.4267808, -64.3500006 -30.4260498)",,,
610931396,True,Lavalle,residential,False,112.021,"LINESTRING (-64.3494138 -30.4267808, -64.3484657 -30.4261921)",,,
95565609,False,Urquiza,residential,True,55.301,"LINESTRING (-64.3512804 -30.4208724, -64.3517604 -30.4211481)",,,
692790519,False,Pueblos Originarios,residential,False,116.553,"LINESTRING (-64.3512804 -30.4208724, -64.351232 -30.4209263, -64.3505955 -30.4217382)",,,
95565582,True,Lavalle,residential,False,111.455,"LINESTRING (-64.3522086 -30.4286359, -64.3512602 -30.4280563)",,,
95565574,True,Carlos Pellegrini,residential,False,115.843,"LINESTRING (-64.3489554 -30.4220619, -64.3479478 -30.4214871)",,,
610931393,True,Mariano Moreno,residential,False,111.761,"LINESTRING (-64.3489554 -30.4220619, -64.3483152 -30.4229018)",,,
610931405,True,25 de Mayo,residential,False,12.213,"LINESTRING (-64.35174 -30.4238672, -64.3516388 -30.4238005)",,,
95565583,True,Avenida San Martín,residential,False,111.254,"LINESTRING (-64.3486695 -30.4277115, -64.3493337 -30.4268911)",,,
95565588,True,Dorrego,residential,False,108.942,"LINESTRING (-64.3486695 -30.4277115, -64.3496064 -30.4282658)",,,
610931388,True,Rivadavia,secondary,False,109.619,"LINESTRING (-64.3515293 -30.4258909, -64.35059 -30.4253289)",,,
610931391,True,Saenz Peña,secondary,False,100.348,"LINESTRING (-64.3515293 -30.4258909, -64.350939 -30.4266361)",,,
95565550,True,Sarmiento,residential,False,109.066,"LINESTRING (-64.3532554 -30.4248141, -64.3536758 -30.4239027)",,,
610931390,True,25 de Mayo,secondary,False,68.925,"LINESTRING (-64.3532554 -30.4248141, -64.3531783 -30.4248028, -64.352713 -30.4245394, -64.3526458 -30.4244959)",,,
95565583,True,Avenida San Martín,residential,False,14.471,"LINESTRING (-64.3493337 -30.4268911, -64.3494138 -30.4267808)",,,
122481024,False,Boulevard San Juan,residential,True,61.452,"LINESTRING (-64.3569541 -30.4255433, -64.3569955 -30.4249918)",,,
122481043,False,Boulevard San Juan,residential,False,52.599,"LINESTRING (-64.3569541 -30.4255433, -64.3569369 -30.4260161)",,,
122545754,False,México,residential,False,111.686,"LINESTRING (-64.3573364 -30.428936, -64.3563788 -30.4283641)",,,
610931405,True,25 de Mayo,residential,False,79.12,"LINESTRING (-64.3524149 -30.4242766, -64.35174 -30.4238672)",,,
