osmid,name,highway,maxspeed,oneway,reversed,length,lanes,junction,geometry
50809218,Yamandú Rodríguez,residential,40,False,False,166.501,,,"LINESTRING (-58.2334649 -34.8203225, -58.2341453 -34.8217118)"
50809221,Miguel Cané,residential,40,False,False,76.722,,,"LINESTRING (-58.2334649 -34.8203225, -58.2326824 -34.8205743)"
50809221,Miguel Cané,residential,40,False,True,82.791,,,"LINESTRING (-58.2334649 -34.8203225, -58.2343093 -34.8200508)"
50809218,Yamandú Rodríguez,residential,40,False,False,165.176,,,"LINESTRING (-58.2341453 -34.8217118, -58.2348131 -34.8230924)"
50809218,Yamandú Rodríguez,residential,40,False,True,166.501,,,"LINESTRING (-58.2341453 -34.8217118, -58.2334649 -34.8203225)"
217007278,Arturo Capdevila,tertiary,40,False,False,77.981,2,,"LINESTRING (-58.2341453 -34.8217118, -58.2333487 -34.8219651)"
217007278,Arturo Capdevila,tertiary,40,False,True,80.2,2,,"LINESTRING (-58.2341453 -34.8217118, -58.2349656 -34.8214535)"
50809219,José Ingenieros,residential,40,False,False,166.181,,,"LINESTRING (-58.2326824 -34.8205743, -58.2333487 -34.8219651)"
50809221,Miguel Cané,residential,40,False,False,75.573,,,"LINESTRING (-58.2326824 -34.8205743, -58.2319116 -34.8208223)"
50809221,Miguel Cané,residential,40,False,True,76.722,,,"LINESTRING (-58.2326824 -34.8205743, -58.2334649 -34.8203225)"
50809221,Miguel Cané,residential,40,False,False,82.791,,,"LINESTRING (-58.2343093 -34.8200508, -58.2334649 -34.8203225)"
229613275,Paul Groussac,residential,40,False,False,167.084,,,"LINESTRING (-58.2343093 -34.8200508, -58.2349656 -34.8214535)"
217007278,Arturo Capdevila,tertiary,40,False,False,75.619,2,,"LINESTRING (-58.2372994 -34.820698, -58.2365245 -34.8209384)"
50808963,Manuel de Falla,residential,40,False,False,164.961,,,"LINESTRING (-58.2365245 -34.8209384, -58.2371859 -34.822319)"
217007278,Arturo Capdevila,tertiary,40,False,False,76.287,2,,"LINESTRING (-58.2365245 -34.8209384, -58.2357439 -34.8211834)"
217007278,Arturo Capdevila,tertiary,40,False,True,75.619,2,,"LINESTRING (-58.2365245 -34.8209384, -58.2372994 -34.820698)"
50809224,Alejandro Dumas,residential,40,False,False,166.679,,,"LINESTRING (-58.2357439 -34.8211834, -58.236409 -34.8225794)"
217007278,Arturo Capdevila,tertiary,40,False,False,77.134,2,,"LINESTRING (-58.2357439 -34.8211834, -58.2349656 -34.8214535)"
217007278,Arturo Capdevila,tertiary,40,False,True,76.287,2,,"LINESTRING (-58.2357439 -34.8211834, -58.2365245 -34.8209384)"
217007278,Arturo Capdevila,tertiary,40,False,False,80.2,2,,"LINESTRING (-58.2349656 -34.8214535, -58.2341453 -34.8217118)"
217007278,Arturo Capdevila,tertiary,40,False,True,77.134,2,,"LINESTRING (-58.2349656 -34.8214535, -58.2357439 -34.8211834)"
229613275,Paul Groussac,residential,40,False,False,165.73,,,"LINESTRING (-58.2349656 -34.8214535, -58.2356205 -34.8228436)"
229613275,Paul Groussac,residential,40,False,True,167.084,,,"LINESTRING (-58.2349656 -34.8214535, -58.2343093 -34.8200508)"
50809219,José Ingenieros,residential,40,False,False,165.949,,,"LINESTRING (-58.2333487 -34.8219651, -58.2340192 -34.8233523)"
50809219,José Ingenieros,residential,40,False,True,166.181,,,"LINESTRING (-58.2333487 -34.8219651, -58.2326824 -34.8205743)"
217007278,Arturo Capdevila,tertiary,40,False,False,75.436,2,,"LINESTRING (-58.2333487 -34.8219651, -58.2325842 -34.8222227)"
217007278,Arturo Capdevila,tertiary,40,False,True,77.981,2,,"LINESTRING (-58.2333487 -34.8219651, -58.2341453 -34.8217118)"
50809426,Jean Jaures,residential,40,False,False,164.3,,,"LINESTRING (-58.2325842 -34.8222227, -58.2332539 -34.8235942)"
50809426,Jean Jaures,residential,40,False,True,167.385,,,"LINESTRING (-58.2325842 -34.8222227, -58.2319116 -34.8208223)"
217007278,Arturo Capdevila,tertiary,40,False,False,79.893,2,,"LINESTRING (-58.2325842 -34.8222227, -58.2317666 -34.8224791)"
217007278,Arturo Capdevila,tertiary,40,False,True,75.436,2,,"LINESTRING (-58.2325842 -34.8222227, -58.2333487 -34.8219651)"
50809221,Miguel Cané,residential,40,False,False,78.495,,,"LINESTRING (-58.2319116 -34.8208223, -58.231111 -34.8210799)"
50809221,Miguel Cané,residential,40,False,True,75.573,,,"LINESTRING (-58.2319116 -34.8208223, -58.2326824 -34.8205743)"
50809426,Jean Jaures,residential,40,False,False,167.385,,,"LINESTRING (-58.2319116 -34.8208223, -58.2325842 -34.8222227)"
50809426,Jean Jaures,residential,40,False,False,169.565,,,"LINESTRING (-58.2332539 -34.8235942, -58.2339223 -34.825017)"
50809426,Jean Jaures,residential,40,False,True,164.3,,,"LINESTRING (-58.2332539 -34.8235942, -58.2325842 -34.8222227)"
50809430,Leopoldo Lugones,residential,,False,False,80.539,,,"LINESTRING (-58.2332539 -34.8235942, -58.2324447 -34.8238829)"
50809430,Leopoldo Lugones,residential,,False,True,74.857,,,"LINESTRING (-58.2332539 -34.8235942, -58.2340192 -34.8233523)"
50808963,Manuel de Falla,residential,40,False,True,164.961,,,"LINESTRING (-58.2371859 -34.822319, -58.2365245 -34.8209384)"
50809430,Leopoldo Lugones,residential,,False,False,76.601,,,"LINESTRING (-58.2371859 -34.822319, -58.236409 -34.8225794)"
50809224,Alejandro Dumas,residential,40,False,False,169.293,,,"LINESTRING (-58.236409 -34.8225794, -58.2370681 -34.8240025)"
