osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,tunnel,ref,bridge
510223859,True,,living_street,,False,53.634,,"LINESTRING (-58.1544941 -34.7927476, -58.1543505 -34.7929168, -58.1542303 -34.7930589, -58.1541055 -34.7930699)",,,
136669246,False,,residential,,False,107.621,Calle 54,"LINESTRING (-58.1611467 -34.7875268, -58.1604424 -34.7867508)",,,
136669245,False,,residential,,True,96.726,Calle 161,"LINESTRING (-58.1596002 -34.7872783, -58.1604424 -34.7867508)",,,
136670298,False,,residential,,False,115.67,Leandro Calegari,"LINESTRING (-58.1596002 -34.7872783, -58.1587652 -34.7864961)",,,
136670298,False,,residential,,True,111.871,Leandro Calegari,"LINESTRING (-58.1596002 -34.7872783, -58.1604107 -34.7880327)",,,
136670298,False,,residential,,True,115.67,Leandro Calegari,"LINESTRING (-58.1587652 -34.7864961, -58.1596002 -34.7872783)",,,
136670298,False,,residential,,False,111.871,Leandro Calegari,"LINESTRING (-58.1604107 -34.7880327, -58.1596002 -34.7872783)",,,
617888636,False,2,primary,40,True,16.959,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.1604107 -34.7880327, -58.160252 -34.7881119)",,RP18,
188537210,True,2,primary,60,False,87.87100000000001,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.1604107 -34.7880327, -58.160518 -34.7879314, -58.1611467 -34.7875268)",,RP18,
284287199,False,,secondary,,False,102.597,Avenida Otto Bemberg,"LINESTRING (-58.1611011 -34.7890686, -58.1603185 -34.7884066)",,,
136734085,False,,residential,15,False,132.713,Calle 164,"LINESTRING (-58.1525625 -34.7881878, -58.1513494 -34.788845)",,,
136734085,False,,residential,15,True,147.179,Calle 164,"LINESTRING (-58.1525625 -34.7881878, -58.1537753 -34.7873161)",,,
587919066,False,,residential,40,False,75.408,Calle 58 A,"LINESTRING (-58.1525625 -34.7881878, -58.151948 -34.7877348)",,,
587919066,False,,residential,40,True,105.186,Calle 58 A,"LINESTRING (-58.1525625 -34.7881878, -58.1534357 -34.7888047)",,,
136729514,False,,residential,,False,102.065,Calle 61,"LINESTRING (-58.1519182 -34.7919501, -58.1512636 -34.7912061)",,,
322984566,False,,residential,40,False,118.753,Calle 161,"LINESTRING (-58.1519182 -34.7919501, -58.1508499 -34.7925591)",,,
322984566,False,,residential,40,True,125.423,Calle 161,"LINESTRING (-58.1519182 -34.7919501, -58.1530465 -34.7913069)",,,
136729516,False,,residential,,False,103.171,Calle 59,"LINESTRING (-58.1537967 -34.7908792, -58.1531514 -34.7901176)",,,
322984566,False,,residential,40,False,83.396,Calle 161,"LINESTRING (-58.1537967 -34.7908792, -58.1530465 -34.7913069)",,,
322984566,False,,residential,40,True,103.756,Calle 161,"LINESTRING (-58.1537967 -34.7908792, -58.1547309 -34.7903481)",,,
136735455,False,,residential,,True,104.383,Calle 163,"LINESTRING (-58.1534357 -34.7888047, -58.1525058 -34.7893506)",,,
587919066,False,,residential,40,False,105.186,Calle 58 A,"LINESTRING (-58.1534357 -34.7888047, -58.1525625 -34.7881878)",,,
1221600617,True,,residential,,False,111.649,Calle 163,"LINESTRING (-58.1534357 -34.7888047, -58.1544491 -34.788243)",,,
136729518,True,2,residential,40,False,102.523,Calle 58 A,"LINESTRING (-58.1547309 -34.7903481, -58.1540898 -34.7895912)",,,
322984566,False,,residential,40,False,103.756,Calle 161,"LINESTRING (-58.1547309 -34.7903481, -58.1537967 -34.7908792)",,,
136729516,False,,residential,,True,103.68,Calle 59,"LINESTRING (-58.1525058 -34.7893506, -58.1531514 -34.7901176)",,,
136735455,False,,residential,,False,104.383,Calle 163,"LINESTRING (-58.1525058 -34.7893506, -58.1534357 -34.7888047)",,,
136735455,False,,residential,,True,116.008,Calle 163,"LINESTRING (-58.1525058 -34.7893506, -58.151489 -34.789976)",,,
136729516,False,,residential,,False,120.563,Calle 59,"LINESTRING (-58.1525058 -34.7893506, -58.1524351 -34.7892778, -58.1513494 -34.788845)",,,
322984566,False,,residential,40,True,118.753,Calle 161,"LINESTRING (-58.1508499 -34.7925591, -58.1519182 -34.7919501)",,,
322984527,False,,residential,,True,73.226,Calle 58,"LINESTRING (-58.1527338 -34.7862921, -58.1532522 -34.7867945)",,,
549605380,False,,residential,,False,162.02,Calle 165,"LINESTRING (-58.1527338 -34.7862921, -58.1514085 -34.7872608)",,,
136734085,False,,residential,15,False,147.179,Calle 164,"LINESTRING (-58.1537753 -34.7873161, -58.1525625 -34.7881878)",,,
322984527,False,,residential,,False,75.14,Calle 58,"LINESTRING (-58.1537753 -34.7873161, -58.1532522 -34.7867945)",,,
587919062,False,2,residential,40,True,120.178,Calle 58,"LINESTRING (-58.1537753 -34.7873161, -58.1539862 -34.7875606, -58.1544491 -34.788243)",,,
136729516,False,,residential,,False,59.985,Calle 59,"LINESTRING (-58.1513494 -34.788845, -58.1507582 -34.7886099)",,,
136734085,False,,residential,15,False,82.279,Calle 164,"LINESTRING (-58.1513494 -34.788845, -58.1506104 -34.7892683)",,,
136734085,False,,residential,15,True,132.713,Calle 164,"LINESTRING (-58.1513494 -34.788845, -58.1525625 -34.7881878)",,,
136729516,False,,residential,,True,120.563,Calle 59,"LINESTRING (-58.1513494 -34.788845, -58.1524351 -34.7892778, -58.1525058 -34.7893506)",,,
136669245,False,,residential,,False,101.454,Calle 161,"LINESTRING (-58.1613252 -34.7861969, -58.1604424 -34.7867508)",,,
136669245,False,,residential,,False,96.726,Calle 161,"LINESTRING (-58.1604424 -34.7867508, -58.1596002 -34.7872783)",,,
136669245,False,,residential,,True,101.454,Calle 161,"LINESTRING (-58.1604424 -34.7867508, -58.1613252 -34.7861969)",,,
136669246,False,,residential,,True,107.621,Calle 54,"LINESTRING (-58.1604424 -34.7867508, -58.1611467 -34.7875268)",,,
549605372,False,,residential,40,True,77.588,Calle 58 A,"LINESTRING (-58.1508284 -34.786751, -58.1514085 -34.7872608)",,,
549605372,False,,residential,40,False,77.588,Calle 58 A,"LINESTRING (-58.1514085 -34.7872608, -58.1508284 -34.786751)",,,
549605372,False,,residential,40,True,72.148,Calle 58 A,"LINESTRING (-58.1514085 -34.7872608, -58.151948 -34.7877348)",,,
549605380,False,,residential,,True,162.02,Calle 165,"LINESTRING (-58.1514085 -34.7872608, -58.1527338 -34.7862921)",,,
51862792,True,2,residential,40,False,107.323,Calle 162,"LINESTRING (-58.15506 -34.7890465, -58.1540898 -34.7895912)",,,
322984530,False,4,residential,40,True,62.492,Calle 58,"LINESTRING (-58.15506 -34.7890465, -58.1553925 -34.7895377)",,,
587919062,False,2,residential,40,False,105.332,Calle 58,"LINESTRING (-58.15506 -34.7890465, -58.1544491 -34.788243)",,,
51862784,False,,residential,,True,112.383,Calle 60,"LINESTRING (-58.1506104 -34.7892683, -58.151489 -34.789976)",,,
136734085,False,,residential,15,True,82.279,Calle 164,"LINESTRING (-58.1506104 -34.7892683, -58.1513494 -34.788845)",,,
136729518,True,2,residential,40,False,105.907,Calle 58 A,"LINESTRING (-58.1540898 -34.7895912, -58.1534357 -34.7888047)",,,
587919064,False,2,residential,40,False,103.776,Calle 162,"LINESTRING (-58.1540898 -34.7895912, -58.1531514 -34.7901176)",,,
136729516,False,,residential,,False,103.68,Calle 59,"LINESTRING (-58.1531514 -34.7901176, -58.1525058 -34.7893506)",,,
136729516,False,,residential,,True,103.171,Calle 59,"LINESTRING (-58.1531514 -34.7901176, -58.1537967 -34.7908792)",,,
587919064,False,2,residential,40,False,100.299,Calle 162,"LINESTRING (-58.1531514 -34.7901176, -58.1522574 -34.7906416)",,,
587919064,False,2,residential,40,True,103.776,Calle 162,"LINESTRING (-58.1531514 -34.7901176, -58.1540898 -34.7895912)",,,
136729514,False,,residential,,True,93.809,Calle 61,"LINESTRING (-58.1506621 -34.7905222, -58.1512636 -34.7912061)",,,
136735455,False,,residential,,False,96.905,Calle 163,"LINESTRING (-58.1506621 -34.7905222, -58.151489 -34.789976)",,,
136729514,False,,residential,,False,93.809,Calle 61,"LINESTRING (-58.1512636 -34.7912061, -58.1506621 -34.7905222)",,,
136729514,False,,residential,,True,102.065,Calle 61,"LINESTRING (-58.1512636 -34.7912061, -58.1519182 -34.7919501)",,,
587919064,False,2,residential,40,True,110.344,Calle 162,"LINESTRING (-58.1512636 -34.7912061, -58.1522574 -34.7906416)",,,
176091987,False,,residential,,False,158.485,Calle 164 A,"LINESTRING (-58.1532522 -34.7867945, -58.151948 -34.7877348)",,,
322984527,False,,residential,,False,73.226,Calle 58,"LINESTRING (-58.1532522 -34.7867945, -58.1527338 -34.7862921)",,,
322984527,False,,residential,,True,75.14,Calle 58,"LINESTRING (-58.1532522 -34.7867945, -58.1537753 -34.7873161)",,,
176091987,False,,residential,,False,145.857,Calle 164 A,"LINESTRING (-58.151948 -34.7877348, -58.1507582 -34.7886099)",,,
176091987,False,,residential,,True,158.485,Calle 164 A,"LINESTRING (-58.151948 -34.7877348, -58.1532522 -34.7867945)",,,
549605372,False,,residential,40,False,72.148,Calle 58 A,"LINESTRING (-58.151948 -34.7877348, -58.1514085 -34.7872608)",,,
587919066,False,,residential,40,True,75.408,Calle 58 A,"LINESTRING (-58.151948 -34.7877348, -58.1525625 -34.7881878)",,,
587919062,False,2,residential,40,True,105.332,Calle 58,"LINESTRING (-58.1544491 -34.788243, -58.15506 -34.7890465)",,,
587919062,False,2,residential,40,False,120.178,Calle 58,"LINESTRING (-58.1544491 -34.788243, -58.1539862 -34.7875606, -58.1537753 -34.7873161)",,,
136729516,False,,residential,,True,59.985,Calle 59,"LINESTRING (-58.1507582 -34.7886099, -58.1513494 -34.788845)",,,
176091987,False,,residential,,True,145.857,Calle 164 A,"LINESTRING (-58.1507582 -34.7886099, -58.151948 -34.7877348)",,,
510223861,False,,living_street,,True,25.55,,"LINESTRING (-58.1546371 -34.7925501, -58.1544941 -34.7927476)",,,
549585365,False,,residential,40,True,243.827,Calle 160,"LINESTRING (-58.1546371 -34.7925501, -58.1568276 -34.7912962)",,,
136708515,False,,residential,40,False,147.021,Calle 60,"LINESTRING (-58.1546371 -34.7925501, -58.1556311 -34.7934013, -58.1556499 -34.7934726, -58.1556209 -34.7935383)",,,
322989311,False,,secondary,20,False,105.879,Diagonal Lisandro de la Torre,"LINESTRING (-58.1580051 -34.7899744, -58.1578663 -34.7900473, -58.1569847 -34.7904256)",,,
322989311,False,,secondary,20,True,274.075,Diagonal Lisandro de la Torre,"LINESTRING (-58.1580051 -34.7899744, -58.1585372 -34.7896071, -58.1589315 -34.7893086, -58.1596472 -34.7888484, -58.1599469 -34.788639, -58.160124 -34.7885239, -58.1602418 -34.7884469, -58.1603185 -34.7884066)",,,
407414264,False,2,tertiary,40,False,250.229,,"LINESTRING (-58.1580051 -34.7899744, -58.1579897 -34.7900362, -58.1575411 -34.7904068, -58.1575343 -34.7904596, -58.1583828 -34.7919128)",,,
585997829,True,1,motorway_link,60,False,347.577,,"LINESTRING (-58.1558921 -34.789477, -58.1558746 -34.7894197, -58.1558531 -34.7893553, -58.1558102 -34.7892644, -58.1553314 -34.7881399, -58.1551732 -34.787805, -58.154516 -34.7865654)",,,
23019649,True,2,motorway,100,False,60.015,Autopista Doctor Ricardo Balbín,"LINESTRING (-58.154516 -34.7865654, -58.1542203 -34.7860834)",,RNA004,
267424091,True,1,motorway_link,60,False,383.7,,"LINESTRING (-58.1545681 -34.7864479, -58.1552944 -34.7874572, -58.1558709 -34.7881952, -58.1565524 -34.7891002, -58.1565776 -34.7891298, -58.1566079 -34.7891557, -58.1566414 -34.7891756, -58.156683 -34.7891965, -58.1567219 -34.7892075, -58.1567594 -34.789213, -58.156793 -34.789213, -58.1568337 -34.7892022, -58.1568997 -34.789169)",,,
"[322992128, 140371697, 451765392, 140371695]",True,2,motorway,"['130', '100']",False,740.692,Autopista Doctor Ricardo Balbín,"LINESTRING (-58.1545681 -34.7864479, -58.1554249 -34.787818, -58.156749 -34.7899352, -58.1571035 -34.7905042, -58.1582482 -34.7923839)",,RNA004,yes
617888636,False,2,primary,40,False,16.959,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.160252 -34.7881119, -58.1604107 -34.7880327)",,RP18,
617888636,False,2,primary,40,True,25.618,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.160252 -34.7881119, -58.1600181 -34.7882391)",,RP18,
"[284287199, 175355535]",False,2,secondary,20,"[False, True]",34.289,Avenida Otto Bemberg,"LINESTRING (-58.160252 -34.7881119, -58.1602649 -34.7882895, -58.1602708 -34.7883321, -58.1602793 -34.7883713, -58.1603185 -34.7884066)",,,
563683172,True,,residential,40,False,89.578,Calle 161,"LINESTRING (-58.1555367 -34.7898887, -58.1547309 -34.7903481)",,,
848582952,False,2,disused,40,False,41.911,,"LINESTRING (-58.1555367 -34.7898887, -58.1554456 -34.7897549, -58.1554209 -34.7897099, -58.1554059 -34.789658, -58.1553973 -34.7896086, -58.1553925 -34.7895377)",,,
407414263,True,,motorway_link,60,False,251.103,,"LINESTRING (-58.1582482 -34.7923839, -58.1586052 -34.7928279, -58.1589696 -34.7932906, -58.1592514 -34.7936436, -58.1596075 -34.794108, -58.1596794 -34.7941808, -58.1597264 -34.7942176, -58.1597523 -34.7942282, -58.1597716 -34.7942308, -58.159784 -34.7942281, -58.1597907 -34.7942241)",,,
407414264,False,2,tertiary,40,True,287.37600000000003,,"LINESTRING (-58.1597907 -34.7942241, -58.1588077 -34.7926304, -58.1585021 -34.792117, -58.1583828 -34.7919128)",,,
510223858,False,,living_street,,True,282.653,,"LINESTRING (-58.151831 -34.7947659, -58.1523062 -34.794494, -58.1535208 -34.7936756, -58.1538132 -34.7934245, -58.1539848 -34.7931988, -58.1541055 -34.7930699)",,,
510223858,False,,living_street,,False,282.653,,"LINESTRING (-58.1541055 -34.7930699, -58.1539848 -34.7931988, -58.1538132 -34.7934245, -58.1535208 -34.7936756, -58.1523062 -34.794494, -58.151831 -34.7947659)",,,
510223860,True,,living_street,,False,53.278,,"LINESTRING (-58.1541055 -34.7930699, -58.1542818 -34.7928706, -58.1543966 -34.7927505, -58.1544941 -34.7927476)",,,
549585365,False,,residential,40,False,243.827,Calle 160,"LINESTRING (-58.1568276 -34.7912962, -58.1546371 -34.7925501)",,,
"[585997834, 585997826]",True,2,secondary,40,False,94.845,,"LINESTRING (-58.1568276 -34.7912962, -58.1567956 -34.7912685, -58.1566891 -34.791184, -58.1565968 -34.7911169, -58.1563993 -34.7909646, -58.1563379 -34.7909104, -58.1563059 -34.7908626, -58.1562934 -34.7908141, -58.1562953 -34.790762, -58.1563174 -34.7907238, -58.1563497 -34.7906919, -58.156405 -34.7906602)",,,
587919060,True,2,primary_link,40,False,4.321,,"LINESTRING (-58.1571569 -34.7895197, -58.1571789 -34.7895541)",,,
587919060,True,2,primary_link,40,False,45.599999999999994,,"LINESTRING (-58.1568997 -34.789169, -58.1569231 -34.7891955, -58.1570416 -34.7893401, -58.1570909 -34.789414, -58.1571569 -34.7895197)",,,
549597666,True,2,primary,40,False,41.333,,"LINESTRING (-58.1574909 -34.7896851, -58.1571215 -34.7898999)",,RP18,
617888636,False,2,primary,40,False,281.27299999999997,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.1574909 -34.7896851, -58.1599813 -34.7882591, -58.1600181 -34.7882391)",,RP18,
638770883,True,1,residential,20,False,79.87899999999999,,"LINESTRING (-58.1574909 -34.7896851, -58.1574293 -34.7896641, -58.1573881 -34.789643, -58.1573431 -34.7896149, -58.1573034 -34.7895867, -58.1572437 -34.7895355, -58.1571894 -34.7894876, -58.157155 -34.7894517, -58.1571098 -34.7894047, -58.1570295 -34.7893066, -58.1568997 -34.789169)",,,
585995121,True,1,primary_link,40,False,40.102000000000004,,"LINESTRING (-58.1571789 -34.7895541, -58.1571906 -34.7895837, -58.1571954 -34.7896025, -58.1571996 -34.7896225, -58.1572032 -34.7896487, -58.1572027 -34.7896749, -58.1572013 -34.7897037, -58.1571968 -34.7897324, -58.1571785 -34.789795, -58.1571567 -34.7898474, -58.1571215 -34.7898999)",,,
585995122,True,1,primary,40,False,35.65,,"LINESTRING (-58.1571789 -34.7895541, -58.157215 -34.7895988, -58.1572609 -34.7896416, -58.1573136 -34.7896792, -58.157353 -34.7896951, -58.1573994 -34.7897025, -58.1574492 -34.789698, -58.1574909 -34.7896851)",,RP18,
322984530,False,4,residential,40,False,62.492,Calle 58,"LINESTRING (-58.1553925 -34.7895377, -58.15506 -34.7890465)",,,
601351143,True,1,primary_link,40,False,40.517,,"LINESTRING (-58.1553925 -34.7895377, -58.1554896 -34.7896094, -58.1555722 -34.7896853, -58.1557057 -34.789754, -58.155732 -34.7897684)",,,
848582952,False,2,disused,40,True,41.911,,"LINESTRING (-58.1553925 -34.7895377, -58.1553973 -34.7896086, -58.1554059 -34.789658, -58.1554209 -34.7897099, -58.1554456 -34.7897549, -58.1555367 -34.7898887)",,,
585995120,True,1,primary_link,40,False,126.066,,"LINESTRING (-58.1564714 -34.7901728, -58.1569309 -34.789948, -58.1569514 -34.7899332, -58.1569653 -34.7899116, -58.1569745 -34.7898901, -58.1569761 -34.7898648, -58.1569703 -34.7898303, -58.1569556 -34.7897951, -58.1569192 -34.7897206, -58.1568871 -34.7896522, -58.1568769 -34.7896138, -58.1568764 -34.7895682, -58.1568977 -34.7895283, -58.1569314 -34.7894966, -58.156975 -34.789479, -58.157027 -34.789474, -58.1570801 -34.789478, -58.1571232 -34.7894938, -58.1571569 -34.7895197)",,,
585995938,True,1,disused,40,False,106.297,,"LINESTRING (-58.1564714 -34.7901728, -58.1564084 -34.7901923, -58.1563585 -34.7901928, -58.1563029 -34.7901829, -58.1562512 -34.7901587, -58.156204 -34.7901209, -58.1561231 -34.7900442, -58.1560527 -34.7899556, -58.1560003 -34.7898802, -58.1559568 -34.7897878, -58.1559274 -34.7897132, -58.1559106 -34.7896504, -58.1559057 -34.7895996, -58.1558995 -34.789532, -58.1558921 -34.789477)",,,
"[585995940, 732408004, 601352680, 601352681, 633916057, 617888638]",True,1,secondary_link,40,False,290.576,,"LINESTRING (-58.1571421 -34.7916948, -58.1569905 -34.7914046, -58.1569126 -34.7913114, -58.1568475 -34.7912426, -58.1567322 -34.7911369, -58.1564559 -34.7909232, -58.156352 -34.7908368, -58.1563218 -34.7908048, -58.1562206 -34.790676, -58.1560467 -34.7904503, -58.1556741 -34.7899667, -58.155475 -34.7897049, -58.1553925 -34.7895377)",yes,,
585997834,True,2,secondary,40,False,53.027,,"LINESTRING (-58.1571421 -34.7916948, -58.1569671 -34.79144, -58.1569067 -34.791367, -58.1568276 -34.7912962)",,,
585997835,True,2,tertiary,40,False,165.065,Calle 58,"LINESTRING (-58.1572565 -34.7916118, -58.157329 -34.7917295, -58.1575824 -34.7921235, -58.1578064 -34.7924982, -58.1578852 -34.7926137, -58.1579604 -34.792703, -58.1580311 -34.7927803, -58.1580932 -34.7928529, -58.1581309 -34.792908)",,,
585995945,True,2,tertiary,40,False,161.77900000000002,Calle 58,"LINESTRING (-58.157954 -34.7929877, -58.157939 -34.792968, -58.1578456 -34.7928139, -58.1577259 -34.7926305, -58.1574473 -34.7921784, -58.1572026 -34.791783, -58.1571421 -34.7916948)",,,
585995944,True,3,tertiary_link,,False,27.86,,"LINESTRING (-58.1581309 -34.792908, -58.1581346 -34.7929333, -58.1581357 -34.7929571, -58.1581358 -34.7929696, -58.1581323 -34.7929806, -58.1581271 -34.7929904, -58.158121 -34.7929994, -58.1581107 -34.7930084, -58.1580995 -34.7930166, -58.1580896 -34.7930206, -58.1580771 -34.7930239, -58.1580611 -34.793026, -58.158045 -34.7930251, -58.1580194 -34.7930218, -58.1580028 -34.7930162, -58.157987 -34.7930084, -58.1579696 -34.7929988, -58.157954 -34.7929877)",,,
585997835,True,2,tertiary,40,False,45.602,Calle 58,"LINESTRING (-58.1581309 -34.792908, -58.1581409 -34.7929281, -58.1581478 -34.7929466, -58.1581541 -34.7929793, -58.1581614 -34.7930236, -58.1581669 -34.7930686, -58.1581717 -34.7931085, -58.15818 -34.7931476, -58.1581886 -34.7931778, -58.1581989 -34.793216, -58.1582129 -34.7932666, -58.1582277 -34.7933091)",,,
585995945,True,2,tertiary,40,False,43.632,Calle 58,"LINESTRING (-58.1582277 -34.7933091, -58.1581506 -34.7932245, -58.1580214 -34.7930761, -58.157954 -34.7929877)",,,
585997825,True,2,secondary,40,False,99.236,,"LINESTRING (-58.156723 -34.7908354, -58.1568587 -34.7910049, -58.1570349 -34.7912505, -58.1571483 -34.7914362, -58.1572565 -34.7916118)",,,
322989311,False,,secondary,20,True,105.879,Diagonal Lisandro de la Torre,"LINESTRING (-58.1569847 -34.7904256, -58.1578663 -34.7900473, -58.1580051 -34.7899744)",,,
585997827,True,2,secondary,40,False,56.85,,"LINESTRING (-58.1569847 -34.7904256, -58.156812 -34.7905355, -58.1567731 -34.7905667, -58.1567436 -34.7905979, -58.1567198 -34.7906346, -58.1567047 -34.7906747, -58.1566957 -34.7907281, -58.1567011 -34.7907777, -58.156723 -34.7908354)",,,
585997826,True,2,secondary,40,False,59.016,,"LINESTRING (-58.156405 -34.7906602, -58.1569847 -34.7904256)",,,
585995942,True,1,secondary_link,40,False,37.852999999999994,,"LINESTRING (-58.156405 -34.7906602, -58.1564468 -34.7906509, -58.1564739 -34.7906495, -58.1565074 -34.790658, -58.1565349 -34.7906682, -58.1565639 -34.7906839, -58.1565889 -34.7907012, -58.156723 -34.7908354)",,,
585997830,True,1,motorway_link,60,False,36.764,,"LINESTRING (-58.155732 -34.7897684, -58.1557684 -34.7897397, -58.1558058 -34.7897044, -58.1558312 -34.7896746, -58.1558596 -34.7896228, -58.155882 -34.7895627, -58.1558911 -34.7895199, -58.1558921 -34.789477)",,,
601351143,True,1,primary_link,40,False,105.405,,"LINESTRING (-58.155732 -34.7897684, -58.1557758 -34.789797, -58.1558409 -34.7898556, -58.1558821 -34.7899223, -58.1559134 -34.7899831, -58.1559626 -34.7900773, -58.156038 -34.7902071, -58.1560731 -34.7902528, -58.1561082 -34.7902813, -58.1561552 -34.7902983, -58.1562007 -34.7903001, -58.1562309 -34.790298, -58.1562917 -34.7902805, -58.156357 -34.7902517, -58.1564127 -34.7902154, -58.1564714 -34.7901728)",,,
284287199,False,,secondary,,True,102.597,Avenida Otto Bemberg,"LINESTRING (-58.1603185 -34.7884066, -58.1611011 -34.7890686)",,,
"[175355535, 284287199]",False,2,secondary,20,"[False, True]",34.289,Avenida Otto Bemberg,"LINESTRING (-58.1603185 -34.7884066, -58.1602793 -34.7883713, -58.1602708 -34.7883321, -58.1602649 -34.7882895, -58.160252 -34.7881119)",,,
322989311,False,,secondary,20,False,274.07500000000005,Diagonal Lisandro de la Torre,"LINESTRING (-58.1603185 -34.7884066, -58.1602418 -34.7884469, -58.160124 -34.7885239, -58.1599469 -34.788639, -58.1596472 -34.7888484, -58.1589315 -34.7893086, -58.1585372 -34.7896071, -58.1580051 -34.7899744)",,,
617888636,False,2,primary,40,False,25.618,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.1600181 -34.7882391, -58.160252 -34.7881119)",,RP18,
1082623205,False,,living_street,,False,104.428,,"LINESTRING (-58.1600181 -34.7882391, -58.1593615 -34.7874702)",,,
617888636,False,2,primary,40,True,281.27299999999997,Avenida Presidente Néstor Kirchner,"LINESTRING (-58.1600181 -34.7882391, -58.1599813 -34.7882591, -58.1574909 -34.7896851)",,RP18,
1082623205,False,,living_street,,True,12.587,,"LINESTRING (-58.1592824 -34.7873775, -58.1593615 -34.7874702)",,,
1082623205,False,,living_street,,False,12.587,,"LINESTRING (-58.1593615 -34.7874702, -58.1592824 -34.7873775)",,,
1082623205,False,,living_street,,True,104.428,,"LINESTRING (-58.1593615 -34.7874702, -58.1600181 -34.7882391)",,,
1082623206,False,,living_street,,False,112.104,,"LINESTRING (-58.1593615 -34.7874702, -58.158852 -34.7877699, -58.1585237 -34.7873566)",,,
1082623206,False,,living_street,,True,112.104,,"LINESTRING (-58.1585237 -34.7873566, -58.158852 -34.7877699, -58.1593615 -34.7874702)",,,
1082765187,False,,unclassified,,False,187.636,,"LINESTRING (-58.1583828 -34.7919128, -58.15984 -34.7907231)",,,
