osmid,oneway,name,highway,maxspeed,reversed,length,junction,geometry,lanes,ref
85398895,True,Avellaneda,residential,40,False,118.346,,"LINESTRING (-64.2459679 -27.7383808, -64.2449695 -27.7377876)",,
92434210,True,Necochea,secondary,,False,122.599,,"LINESTRING (-64.2459679 -27.7383808, -64.2466656 -27.7374674)",,
85398895,True,Avellaneda,residential,40,False,15.262,,"LINESTRING (-64.2387138 -27.73402, -64.2386505 -27.7338947)",,
106701761,True,Avenida Belgrano,secondary,,False,80.453,roundabout,"LINESTRING (-64.2439902 -27.7360375, -64.2438448 -27.7362224, -64.2437781 -27.7362525, -64.2436975 -27.7362457, -64.2433479 -27.7360611)",,
106701761,True,Avenida Belgrano,secondary,,False,29.169,roundabout,"LINESTRING (-64.2431037 -27.735493, -64.2432623 -27.7352714)",,
265091489,True,Avenida Belgrano,secondary,,False,73.38900000000001,,"LINESTRING (-64.2431037 -27.735493, -64.2431128 -27.7354124, -64.2430965 -27.7353767, -64.2430732 -27.7353503, -64.2428776 -27.7352461, -64.2425913 -27.7350765)",,
90583303,True,República del Líbano Sur,secondary,,False,125.799,,"LINESTRING (-64.247691 -27.7380349, -64.2470066 -27.7389904)",,
287646425,True,Avenida Belgrano,secondary,,False,119.104,,"LINESTRING (-64.247691 -27.7380349, -64.2475876 -27.7379914, -64.2466656 -27.7374674)",2,
92434210,True,Necochea,secondary,,False,9.172,,"LINESTRING (-64.2466656 -27.7374674, -64.2467165 -27.7373983)",,
287646425,True,Avenida Belgrano,secondary,,False,121.479,,"LINESTRING (-64.2466656 -27.7374674, -64.2456373 -27.7368631)",2,
129325023,True,Aristóbulo del Valle,secondary,,False,158.163,,"LINESTRING (-64.2384528 -27.7325526, -64.2385867 -27.7326712, -64.2386759 -27.7327682, -64.2388149 -27.7329551, -64.2388456 -27.7329964, -64.238885 -27.7330495, -64.2389131 -27.7330872, -64.2389408 -27.7331139, -64.2390269 -27.7331768, -64.2390841 -27.7332012, -64.2391657 -27.7332149, -64.2392821 -27.7332206, -64.23944 -27.7332112, -64.2395864 -27.7332168, -64.2397058 -27.7332474)",,
118110161,True,Sáenz Peña,residential,40,False,119.551,,"LINESTRING (-64.2423007 -27.7335218, -64.2433128 -27.7341163)",,
265091488,True,Bernardo de Irigoyen Norte,residential,40,False,121.459,,"LINESTRING (-64.2423007 -27.7335218, -64.2429747 -27.7326068)",,
117741643,True,San Carlos,residential,40,False,102.349,,"LINESTRING (-64.2429747 -27.7326068, -64.2421207 -27.7320816)",,
265091488,True,Bernardo de Irigoyen Norte,residential,40,False,120.963,,"LINESTRING (-64.2429747 -27.7326068, -64.2436543 -27.7317004)",,
85398895,True,Avellaneda,residential,40,False,119.193,,"LINESTRING (-64.2409139 -27.7353777, -64.2399082 -27.7347805)",,
92430823,True,Bernardo de Irigoyen Sur,residential,40,False,119.683,,"LINESTRING (-64.2409139 -27.7353777, -64.2415894 -27.7344827)",,
287620144,True,Avenida Comandante Besares,secondary,,False,129.279,,"LINESTRING (-64.2432337 -27.7314642, -64.2421207 -27.7320816)",,
287646419,True,Alberdi,residential,,False,49.025,,"LINESTRING (-64.2432337 -27.7314642, -64.2436543 -27.7317004)",,
265091490,True,Urquiza Sur,residential,40,False,118.35,,"LINESTRING (-64.240573 -27.7338936, -64.2399082 -27.7347805)",,
265091489,True,Avenida Belgrano,secondary,,False,95.791,,"LINESTRING (-64.240573 -27.7338936, -64.2398709 -27.7334891, -64.2397438 -27.7334474)",,
85398895,True,Avellaneda,residential,40,False,120.817,,"LINESTRING (-64.2399082 -27.7347805, -64.2388847 -27.7341806)",,
265091490,True,Urquiza Sur,residential,40,False,122.891,,"LINESTRING (-64.2399082 -27.7347805, -64.2392011 -27.7356914)",,
118110161,True,Sáenz Peña,residential,40,False,120.372,,"LINESTRING (-64.2453463 -27.7353107, -64.2463743 -27.7358972)",,
265091484,True,Pedro León Gallo,residential,,False,119.11200000000001,,"LINESTRING (-64.2453463 -27.7353107, -64.2447764 -27.7360788, -64.244682 -27.7362061)",,
85617152,False,Lavalle,residential,,False,121.017,,"LINESTRING (-64.2395692 -27.7372107, -64.2385467 -27.7366062)",,
85617152,False,Lavalle,residential,,True,116.57,,"LINESTRING (-64.2395692 -27.7372107, -64.2405542 -27.7377929)",,
92430823,True,Bernardo de Irigoyen Sur,residential,40,False,121.589,,"LINESTRING (-64.2395692 -27.7372107, -64.240242 -27.7362936)",,
117742374,True,Soler,residential,,False,111.442,,"LINESTRING (-64.2456964 -27.7329146, -64.2463209 -27.7320786)",,
287646419,True,Alberdi,residential,,False,118.328,,"LINESTRING (-64.2456964 -27.7329146, -64.2466901 -27.7335136)",,
265091488,True,Bernardo de Irigoyen Norte,residential,40,False,8.548,,"LINESTRING (-64.2415894 -27.7344827, -64.241637 -27.7344184)",,
265091489,True,Avenida Belgrano,secondary,,False,119.574,,"LINESTRING (-64.2415894 -27.7344827, -64.240573 -27.7338936)",,
92430812,True,Urquiza Norte,residential,40,False,119.887,,"LINESTRING (-64.2413317 -27.7329445, -64.24063 -27.7338258)",,
118110161,True,Sáenz Peña,residential,40,False,114.962,,"LINESTRING (-64.2413317 -27.7329445, -64.2423007 -27.7335218)",,
85617152,False,Lavalle,residential,,True,121.017,,"LINESTRING (-64.2385467 -27.7366062, -64.2395692 -27.7372107)",,
265091483,True,Uriarte,residential,,False,114.194,,"LINESTRING (-64.2477083 -27.7341273, -64.2483339 -27.7332624)",,
287646419,True,Alberdi,residential,,False,120.323,,"LINESTRING (-64.2436543 -27.7317004, -64.2446639 -27.7323106)",,
344177731,True,República del Líbano Norte,residential,,False,128.522,,"LINESTRING (-64.2484142 -27.7370725, -64.247691 -27.7380349)",,
106701761,True,Avenida Belgrano,secondary,,False,32.763,roundabout,"LINESTRING (-64.2441768 -27.7357935, -64.2439902 -27.7360375)",,
106701763,True,Avenida Belgrano,secondary,,False,70.75,,"LINESTRING (-64.2441768 -27.7357935, -64.2441825 -27.7358547, -64.2441881 -27.7358846, -64.2442342 -27.7359325, -64.2446132 -27.7361658, -64.244682 -27.7362061)",,
106701761,True,Avenida Belgrano,secondary,,False,93.644,roundabout,"LINESTRING (-64.2432623 -27.7352714, -64.2434257 -27.7350348, -64.2434802 -27.735004, -64.2435346 -27.7349982, -64.2436037 -27.735016, -64.2439737 -27.7352376)",,
92434210,True,Necochea,secondary,,False,121.046,,"LINESTRING (-64.244627 -27.7402003, -64.2452989 -27.7392885)",,
85617152,False,Lavalle,residential,,False,123.39599999999999,,"LINESTRING (-64.244627 -27.7402003, -64.2442769 -27.7399934, -64.2435843 -27.739584)",,
265091488,True,Bernardo de Irigoyen Norte,residential,40,False,119.191,,"LINESTRING (-64.241637 -27.7344184, -64.2423007 -27.7335218)",,
287646424,True,Avenida Belgrano,secondary,,False,119.496,,"LINESTRING (-64.241637 -27.7344184, -64.2418555 -27.7345441, -64.242656 -27.7350027)",,
92430812,True,Urquiza Norte,residential,40,False,9.397,,"LINESTRING (-64.24063 -27.7338258, -64.240573 -27.7338936)",,
287646424,True,Avenida Belgrano,secondary,,False,119.016,,"LINESTRING (-64.24063 -27.7338258, -64.241637 -27.7344184)",,
118110161,True,Sáenz Peña,residential,40,False,45.002,,"LINESTRING (-64.2409537 -27.7327168, -64.2413317 -27.7329445)",,
287620144,True,Avenida Comandante Besares,secondary,,False,129.841,,"LINESTRING (-64.2409537 -27.7327168, -64.2399578 -27.7332565, -64.2398368 -27.7333372)",,
287650132,True,Pellegrini,residential,40,False,13.276,,"LINESTRING (-64.2393075 -27.7317283, -64.2393569 -27.7318394)",,
95665110,False,,tertiary,40,True,9.237,,"LINESTRING (-64.2417078 -27.7323073, -64.2416608 -27.7322354)",,
287620144,True,Avenida Comandante Besares,secondary,,False,87.075,,"LINESTRING (-64.2417078 -27.7323073, -64.2409537 -27.7327168)",,
