osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,geometry
549835970,False,RP304,Avenida Sargento Cabral,primary,True,6.665,,,"LINESTRING (-65.1658714 -26.8398473, -65.1658517 -26.83979)"
616739432,False,RP306,Avenida Sargento Cabral,secondary,False,151.097,,,"LINESTRING (-65.1658714 -26.8398473, -65.1662789 -26.8411566)"
549835969,True,,Avenida Monseñor Gregorio de Jesús Díaz,residential,False,213.93200000000002,2,40,"LINESTRING (-65.1658714 -26.8398473, -65.1643968 -26.8401348, -65.1637653 -26.8402597)"
549843717,True,,Avenida San Martín,tertiary,False,14.339,,,"LINESTRING (-65.1598906 -26.839949, -65.1597462 -26.8399437)"
654821042,False,,25 De Mayo,tertiary,True,8.054,,,"LINESTRING (-65.1598906 -26.839949, -65.159874 -26.8398781)"
654821042,False,,25 De Mayo,tertiary,False,90.11,,,"LINESTRING (-65.1598906 -26.839949, -65.1600634 -26.8406882, -65.1600761 -26.8407423)"
318331963,False,RP304,Avenida Independencia,secondary,False,98.769,,,"LINESTRING (-65.1655706 -26.8387615, -65.1653448 -26.8378964)"
549835970,False,RP304,Avenida Sargento Cabral,primary,False,100.103,,,"LINESTRING (-65.1655706 -26.8387615, -65.1657979 -26.8396386)"
549843718,False,,Avenida San Martín,tertiary,False,48.992,4,60,"LINESTRING (-65.1655706 -26.8387615, -65.1650888 -26.838858)"
96647439,False,,Estoquin,residential,False,8.05,,,"LINESTRING (-65.164864 -26.83894, -65.1648451 -26.8388696)"
96647439,False,,Estoquin,residential,True,94.797,,,"LINESTRING (-65.164864 -26.83894, -65.1650874 -26.8397689)"
549843717,True,,Avenida San Martín,tertiary,False,147.136,,,"LINESTRING (-65.164864 -26.83894, -65.163415 -26.8392216)"
88423877,True,RP302,Avenida Monseñor Gregorio de Jesús Díaz,primary,False,582.427,2,60,"LINESTRING (-65.1658517 -26.83979, -65.1601149 -26.8409007)"
549835970,False,RP304,Avenida Sargento Cabral,primary,False,6.665,,,"LINESTRING (-65.1658517 -26.83979, -65.1658714 -26.8398473)"
549835970,False,RP304,Avenida Sargento Cabral,primary,True,10.41,,,"LINESTRING (-65.1658517 -26.83979, -65.1658213 -26.8397004)"
96650715,False,,Azcuenaga,residential,True,237.29,,,"LINESTRING (-65.1665503 -26.8420058, -65.1642021 -26.8424109)"
173698701,False,RP306,,secondary,False,85.58,,,"LINESTRING (-65.1665503 -26.8420058, -65.1667798 -26.8427477)"
616739432,False,RP306,Avenida Sargento Cabral,secondary,True,98.191,,,"LINESTRING (-65.1665503 -26.8420058, -65.1662789 -26.8411566)"
96650001,False,,Reconquista,tertiary,True,232.214,,,"LINESTRING (-65.1662789 -26.8411566, -65.1640007 -26.8416353)"
