osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,ref
254855195,Magallanes,secondary,40,False,False,33.798,,"LINESTRING (-60.6371392 -33.0292899, -60.636961 -33.0295546)",,
518060647,Magallanes,residential,40,False,True,4.874,,"LINESTRING (-60.6371392 -33.0292899, -60.6371592 -33.0292494)",,
"[518060642, 295171846]",Soldado Aguirre,secondary,60,True,False,137.322,2,"LINESTRING (-60.6371392 -33.0292899, -60.636971 -33.0292878, -60.6369126 -33.0292867, -60.6368541 -33.0292856, -60.6367957 -33.0292846, -60.6363738 -33.0292848, -60.6356667 -33.0292635)",,
75117471,Balcarce,residential,40,False,True,131.208,,"LINESTRING (-60.6373014 -33.0236234, -60.6358951 -33.0235779)",,
386720343,Avenida Filippini,secondary,,False,False,42.628,,"LINESTRING (-60.6373014 -33.0236234, -60.6373096 -33.0232401)",,
386720343,Avenida Filippini,secondary,,False,True,112.651,,"LINESTRING (-60.6373014 -33.0236234, -60.6372055 -33.0246333)",,
155095244,Balcarce,residential,40,False,True,107.504,,"LINESTRING (-60.6373096 -33.0232401, -60.6384623 -33.0232653)",,
386720343,Avenida Filippini,secondary,,False,False,62.467,,"LINESTRING (-60.6373096 -33.0232401, -60.6373205 -33.0226784)",,
386720343,Avenida Filippini,secondary,,False,True,42.628,,"LINESTRING (-60.6373096 -33.0232401, -60.6373014 -33.0236234)",,
386720343,Avenida Filippini,secondary,,False,False,49.415,,"LINESTRING (-60.6373205 -33.0226784, -60.6372302 -33.0222405)",,
386720343,Avenida Filippini,secondary,,False,True,62.467,,"LINESTRING (-60.6373205 -33.0226784, -60.6373096 -33.0232401)",,
75117479,Guido y Spano,residential,40,False,False,131.372,,"LINESTRING (-60.6318861 -33.0220823, -60.6304779 -33.0220406)",,
75117479,Guido y Spano,residential,40,False,True,15.132,,"LINESTRING (-60.6318861 -33.0220823, -60.6320483 -33.0220871)",,
75117475,Avenida General Levalle,residential,40,True,False,48.987,,"LINESTRING (-60.635407 -33.0268513, -60.6357864 -33.0265465)",roundabout,
75117490,Avenida General Levalle,residential,40,False,False,95.824,,"LINESTRING (-60.635407 -33.0268513, -60.6343799 -33.0268185)",,
75117471,Balcarce,residential,40,False,False,127.399,,"LINESTRING (-60.6304179 -33.0234123, -60.6317838 -33.0234458)",,
75117493,Avellaneda,residential,40,True,False,39.601,,"LINESTRING (-60.6304179 -33.0234123, -60.6304023 -33.0237682)",,
75117471,Balcarce,residential,40,False,False,125.167,,"LINESTRING (-60.6345539 -33.0235276, -60.6358951 -33.0235779)",,
75117471,Balcarce,residential,40,False,True,131.771,,"LINESTRING (-60.6345539 -33.0235276, -60.6331414 -33.0234857)",,
155095235,Pedro Oppici,residential,40,True,False,112.555,,"LINESTRING (-60.6345539 -33.0235276, -60.6345219 -33.024097, -60.6345009 -33.0244701, -60.634497 -33.0245387)",,
75117476,Avenida N. de Iriondo,residential,40,False,False,63.078,,"LINESTRING (-60.6358022 -33.0257053, -60.6357914 -33.0262725)",,
75117476,Avenida N. de Iriondo,residential,40,False,True,64.548,,"LINESTRING (-60.6358022 -33.0257053, -60.6358241 -33.0251251)",,
295171834,Mosconi,tertiary,,True,False,128.686,,"LINESTRING (-60.6358022 -33.0257053, -60.634423 -33.0256586)",,
75117472,,residential,40,False,True,93.28399999999999,,"LINESTRING (-60.6287159 -33.0236906, -60.6289193 -33.0235105, -60.6294038 -33.0230814)",,
75117478,,residential,40,False,True,157.461,,"LINESTRING (-60.6287159 -33.0236906, -60.630363 -33.0237664, -60.6304023 -33.0237682)",,
75117473,Pedro Oppici,residential,40,True,False,101.184,,"LINESTRING (-60.634357 -33.021245, -60.6343096 -33.0221541)",,
75117474,Libertad,residential,40,False,False,211.018,,"LINESTRING (-60.634357 -33.021245, -60.6320955 -33.0211687)",,
75117474,Libertad,residential,40,False,True,74.974,,"LINESTRING (-60.634357 -33.021245, -60.6351605 -33.0212721)",,
386720342,Avenida Filippini,secondary,,False,True,59.574,,"LINESTRING (-60.6372055 -33.0246333, -60.6371819 -33.0251687)",,
386720343,Avenida Filippini,secondary,,False,False,112.651,,"LINESTRING (-60.6372055 -33.0246333, -60.6373014 -33.0236234)",,
