osmid,oneway,name,highway,maxspeed,reversed,length,lanes,est_width,geometry
26342265,True,43 - Luis María Saavedra,residential,40,False,102.437,,,"LINESTRING (-58.5173924 -34.5719919, -58.518039 -34.5712401)"
26342195,True,38 - General Manuel Nicolás Aristóbulo Savio,residential,40,False,80.646,2,,"LINESTRING (-58.5180999 -34.5724239, -58.5173924 -34.5719919)"
26342230,True,45 - Güiraldes,residential,40,False,103.074,,,"LINESTRING (-58.5180999 -34.5724239, -58.5187491 -34.5716666)"
1024885653,True,53 - Gutiérrez,residential,40,False,93.268,,,"LINESTRING (-58.5231496 -34.5716395, -58.5237342 -34.5709526)"
127679283,True,Avenida 44 - Presidente Arturo Umberto Illia,secondary,,False,114.167,2,6.5,"LINESTRING (-58.5231496 -34.5716395, -58.523217 -34.5716786, -58.5240735 -34.5721748, -58.5240958 -34.5721877, -58.5241694 -34.5722303)"
26342236,True,46 - Abraham Lincoln,residential,40,False,114.209,,,"LINESTRING (-58.5237342 -34.5709526, -58.5247487 -34.5715502)"
26342211,True,53 - Gutiérrez,residential,40,False,90.932,,,"LINESTRING (-58.5237342 -34.5709526, -58.524173 -34.5704555, -58.5243181 -34.5702911)"
26342211,True,53 - Gutiérrez,residential,40,False,136.616,,,"LINESTRING (-58.5243181 -34.5702911, -58.5251736 -34.5692845)"
666224233,True,48 - Estrada,residential,40,False,83.937,,,"LINESTRING (-58.5243181 -34.5702911, -58.5235649 -34.5698608)"
26342211,True,53 - Gutiérrez,residential,40,False,135.522,,,"LINESTRING (-58.5251736 -34.5692845, -58.5260372 -34.5682947)"
127128363,True,50 - Maipú,residential,40,False,115.105,,,"LINESTRING (-58.5251736 -34.5692845, -58.526074 -34.5700069)"
127128358,True,42 - Perdriel,residential,40,False,81.241,,,"LINESTRING (-58.522257 -34.5726684, -58.5215415 -34.5722363)"
47087015,True,53 - Gutiérrez,residential,40,False,132.606,,,"LINESTRING (-58.522257 -34.5726684, -58.5230265 -34.5717799, -58.523098 -34.5716975)"
1157487732,True,47 - Villegas,residential,40,False,139.328,,,"LINESTRING (-58.5256566 -34.5649325, -58.5247778 -34.5659554)"
1156763492,True,49 - Guillermo Hudson,residential,40,False,138.502,,,"LINESTRING (-58.5263614 -34.5653545, -58.5272439 -34.5643429)"
1157487733,True,56 - Domingo Matheu,residential,40,False,79.793,,,"LINESTRING (-58.5263614 -34.5653545, -58.5256566 -34.5649325)"
26342210,True,51 - Santa Marta,residential,40,False,137.516,,,"LINESTRING (-58.5270909 -34.5657844, -58.5262225 -34.5667934)"
1157487733,True,56 - Domingo Matheu,residential,40,False,82.14,,,"LINESTRING (-58.5270909 -34.5657844, -58.5263614 -34.5653545)"
26342210,True,51 - Santa Marta,residential,40,False,145.57,,,"LINESTRING (-58.5262225 -34.5667934, -58.5253065 -34.5678634)"
127128369,True,54 - Bartolomé Mitre,residential,40,False,81.411,,,"LINESTRING (-58.5262225 -34.5667934, -58.5269373 -34.5672288)"
127128369,True,54 - Bartolomé Mitre,residential,40,False,81.414,,,"LINESTRING (-58.5255018 -34.5663646, -58.5262225 -34.5667934)"
1156763492,True,49 - Guillermo Hudson,residential,40,False,137.152,,,"LINESTRING (-58.5255018 -34.5663646, -58.5263614 -34.5653545)"
127128369,True,54 - Bartolomé Mitre,residential,40,False,80.407,,,"LINESTRING (-58.5247778 -34.5659554, -58.5255018 -34.5663646)"
1157487732,True,47 - Villegas,residential,40,False,144.017,,,"LINESTRING (-58.5247778 -34.5659554, -58.52386 -34.5670072)"
26342260,True,41 - José Heriberto Martínez,residential,,False,145.935,,,"LINESTRING (-58.5226168 -34.5646661, -58.5216784 -34.5657269)"
127128369,True,54 - Bartolomé Mitre,residential,40,False,80.511,,,"LINESTRING (-58.5226168 -34.5646661, -58.5233259 -34.5650942)"
127128369,True,54 - Bartolomé Mitre,residential,40,False,84.316,,,"LINESTRING (-58.5218674 -34.5642255, -58.5226168 -34.5646661)"
26342238,True,50 - Maipú,residential,40,False,104.156,,,"LINESTRING (-58.5168809 -34.5644114, -58.5178055 -34.564957)"
26342200,True,33 - Lavalle,residential,40,False,135.52,,,"LINESTRING (-58.5178055 -34.564957, -58.5169222 -34.5659349)"
26342238,True,50 - Maipú,residential,40,False,86.032,,,"LINESTRING (-58.5178055 -34.564957, -58.5185716 -34.5654049)"
47413183,True,35 - Marcelo Torcuato de Alvear,residential,40,False,136.932,,,"LINESTRING (-58.517686 -34.5663972, -58.5185716 -34.5654049)"
666226777,True,48 - Estrada,residential,40,False,86.798,,,"LINESTRING (-58.517686 -34.5663972, -58.517019 -34.5659935, -58.5169222 -34.5659349)"
26342238,True,50 - Maipú,residential,40,False,81.77,,,"LINESTRING (-58.5185716 -34.5654049, -58.5193014 -34.5658287)"
47413183,True,35 - Marcelo Torcuato de Alvear,residential,40,False,137.066,,,"LINESTRING (-58.5185716 -34.5654049, -58.5193136 -34.5645303, -58.5194321 -34.5643963)"
26342238,True,50 - Maipú,residential,40,False,84.342,,,"LINESTRING (-58.5193014 -34.5658287, -58.5200541 -34.5662659)"
