osmid,name,highway,oneway,reversed,length,junction,geometry,ref
102779234,Cabral,residential,False,False,22.756,,"LINESTRING (-54.9762457 -27.209482, -54.9760518 -27.2093718)",
102779234,Cabral,residential,False,True,120.299,,"LINESTRING (-54.9762457 -27.209482, -54.9772539 -27.2100874)",
593527396,Ayacucho,residential,False,True,5.315,,"LINESTRING (-54.9776762 -27.2071831, -54.977721 -27.2072095)",
44401720,,residential,True,False,15.66,circular,"LINESTRING (-54.9776762 -27.2071831, -54.9776485 -27.2072083, -54.9776122 -27.2072222, -54.9775726 -27.2072227, -54.9775358 -27.2072097)",
102779248,Ameghino,residential,False,True,149.361,,"LINESTRING (-54.983636 -27.2093608, -54.9845233 -27.2082738)",
282667761,Belgrano,residential,False,False,116.127,,"LINESTRING (-54.983636 -27.2093608, -54.9826843 -27.208749)",
282670117,,residential,False,True,21.163,,"LINESTRING (-54.9787355 -27.206257, -54.9785655 -27.2061414)",
593527392,Belgrano,residential,False,True,120.891,,"LINESTRING (-54.9787355 -27.206257, -54.9797263 -27.2068938)",
548897377,Avenida Los Cafetales,secondary,True,False,143.75,,"LINESTRING (-54.9787355 -27.206257, -54.9783819 -27.2067148, -54.9779125 -27.2073226)",RP8
44401720,,residential,True,False,12.309999999999999,circular,"LINESTRING (-54.9775483 -27.2070517, -54.9775782 -27.207044, -54.9776093 -27.2070448, -54.9776387 -27.2070539, -54.9776636 -27.2070705)",
44797801,San Rafael,residential,False,False,129.62,,"LINESTRING (-54.9775483 -27.2070517, -54.9770516 -27.2061975, -54.976966 -27.2060082)",
282670111,Aniceto Olvera,residential,False,False,118.57300000000001,,"LINESTRING (-54.9758015 -27.2062311, -54.9758036 -27.2063287, -54.9758274 -27.2072972)",
593527354,Yapeyú,residential,False,True,118.00999999999999,,"LINESTRING (-54.9758015 -27.2062311, -54.976594 -27.2060997, -54.9768113 -27.2060601, -54.976966 -27.2060082)",
282670117,,residential,False,False,21.163,,"LINESTRING (-54.9785655 -27.2061414, -54.9787355 -27.206257)",
279063640,Avenida Los Cafetales,secondary,True,False,145.65,,"LINESTRING (-54.9785655 -27.2061414, -54.9792581 -27.2052346, -54.9793931 -27.2050579)",RP8
922977677,Pioneros,residential,False,True,141.095,,"LINESTRING (-54.9785655 -27.2061414, -54.9780724 -27.205671, -54.9777522 -27.2053762, -54.9775738 -27.2052298)",
44798167,San Ignacio,residential,False,False,124.088,,"LINESTRING (-54.9789833 -27.2015031, -54.9800118 -27.2021423)",
