osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,maxspeed
85580833,2,Diego Portales,primary,False,False,89.352,,"LINESTRING (-70.8616033 -34.4101275, -70.8625167 -34.4098485)",
465881256,2,Carlos Condell,secondary,False,True,208.15800000000002,H-605,"LINESTRING (-70.8616033 -34.4101275, -70.8616463 -34.4101873, -70.8617011 -34.41026, -70.8617877 -34.4103749, -70.8623033 -34.4110355, -70.8625196 -34.4113485, -70.8627492 -34.4117407)",
85580823,2,José Tomás Valencia,residential,False,False,100.747,,"LINESTRING (-70.8583106 -34.4125481, -70.8593859 -34.4123639)",
85580824,,Guacolda,residential,False,True,55.844,,"LINESTRING (-70.8583106 -34.4125481, -70.8584076 -34.4130439)",
85580824,,Guacolda,residential,False,False,110.163,,"LINESTRING (-70.8583106 -34.4125481, -70.8581878 -34.4119006, -70.8581249 -34.4115693)",
85580823,2,José Tomás Valencia,residential,False,True,71.591,,"LINESTRING (-70.8601521 -34.4122416, -70.8593859 -34.4123639)",
85580870,,Osvaldo Emparanza,residential,False,False,54.097,,"LINESTRING (-70.8601521 -34.4122416, -70.8602705 -34.4127182)",
85580823,2,José Tomás Valencia,residential,False,False,63.113,,"LINESTRING (-70.8601521 -34.4122416, -70.8606902 -34.4121469, -70.8608255 -34.4121254)",
85580823,2,José Tomás Valencia,residential,False,False,208.945,,"LINESTRING (-70.8627492 -34.4117407, -70.8645134 -34.4112481, -70.8649069 -34.4111389)",
85580823,2,José Tomás Valencia,residential,False,True,137.84,,"LINESTRING (-70.8627492 -34.4117407, -70.8626763 -34.4117474, -70.8619054 -34.4119685, -70.8615005 -34.4120333, -70.861301 -34.4120508)",
465881256,2,Carlos Condell,secondary,False,False,208.158,H-605,"LINESTRING (-70.8627492 -34.4117407, -70.8625196 -34.4113485, -70.8623033 -34.4110355, -70.8617877 -34.4103749, -70.8617011 -34.41026, -70.8616463 -34.4101873, -70.8616033 -34.4101275)",
