osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge
108543471,True,2,San Rafael,tertiary,50,False,127.694,"LINESTRING (-70.7394137 -33.8085368, -70.7394155 -33.8085901, -70.7394232 -33.8086447, -70.7396143 -33.8095997, -70.7396203 -33.8096715)",,,
204868135,False,2,Avenida 18 de Septiembre,primary,50,False,115.77199999999999,"LINESTRING (-70.7394137 -33.8085368, -70.7392017 -33.8085064, -70.7390216 -33.8084805, -70.7385496 -33.8084126, -70.738179 -33.8083593)",G-531,5,
204868136,False,2,Avenida 18 de Septiembre,primary,,True,129.56400000000002,"LINESTRING (-70.7394137 -33.8085368, -70.739461 -33.8085388, -70.7395083 -33.8085377, -70.7395532 -33.8085337, -70.7395975 -33.8085268, -70.7407793 -33.8082839)",G-531,5,
526347004,True,2,La Concepción,residential,50,False,128.744,"LINESTRING (-70.7394137 -33.8085368, -70.7393702 -33.8085624, -70.7393239 -33.8085845, -70.7392542 -33.8086096, -70.7391811 -33.8086269, -70.7381485 -33.8088505, -70.738083 -33.8088647)",,,
210322452,False,2,Avenida General Baquedano,primary,30,True,169.263,"LINESTRING (-70.7430518 -33.8137887, -70.7430413 -33.8136989, -70.743037 -33.8136617, -70.7429803 -33.8131759, -70.7428629 -33.8123411, -70.7428534 -33.8122755)",G-530,,
955002385,False,2,Avenida Presidente Prieto,secondary,,False,26.183,"LINESTRING (-70.7430518 -33.8137887, -70.7429597 -33.8138011, -70.74287 -33.8138113, -70.7427714 -33.8138228)",G-530,,
210322452,False,2,Avenida General Baquedano,primary,30,False,148.617,"LINESTRING (-70.7425309 -33.810068, -70.7427248 -33.8113948)",G-530,,
210322452,False,2,Avenida General Baquedano,primary,30,True,232.557,"LINESTRING (-70.7425309 -33.810068, -70.7423898 -33.8091029, -70.7423352 -33.8087239, -70.7422419 -33.808077, -70.7422297 -33.8079916)",G-530,,
922248763,False,2,4 Norte,tertiary,50,False,54.164,"LINESTRING (-70.7425309 -33.810068, -70.7424426 -33.8100787, -70.742414 -33.8100821, -70.7419506 -33.8101373)",,,
51426198,False,2,Avenida Bernardo O'Higgins,secondary,50,False,49.449000000000005,"LINESTRING (-70.7368259 -33.8107802, -70.7368178 -33.8107204, -70.7367658 -33.8103383)",,,
51426198,False,2,Avenida Bernardo O'Higgins,secondary,50,True,53.122,"LINESTRING (-70.7368259 -33.8107802, -70.7368339 -33.8108348, -70.7368957 -33.8112544)",,,
