osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,ref
1208204768,True,2,Avenida Francisco de Aguirre,primary,50,yes,False,16.959,"LINESTRING (-71.2485601 -29.906178, -71.2487311 -29.9061421)",
529138612,True,,Cienfuegos,secondary,,,False,38.9,"LINESTRING (-71.2485601 -29.906178, -71.2485327 -29.905945, -71.2485178 -29.9058301)",
1208204765,True,2,Eduardo de la Barra,unclassified,,,False,87.793,"LINESTRING (-71.2477239 -29.9044091, -71.2486347 -29.9044069)",
529138612,True,,Cienfuegos,secondary,,,False,149.783,"LINESTRING (-71.2477239 -29.9044091, -71.247679 -29.9043347, -71.2474886 -29.9039836, -71.247451 -29.9039168, -71.2474296 -29.9038819, -71.247386 -29.9037959, -71.2473726 -29.903761, -71.2473605 -29.9037313, -71.2471855 -29.9031518)",
529138612,True,,Cienfuegos,secondary,,,False,149.75,"LINESTRING (-71.248479 -29.9055838, -71.2484609 -29.9055513, -71.2484213 -29.9054728, -71.2482932 -29.9052438, -71.2482047 -29.9050909, -71.2481618 -29.9050247, -71.2481222 -29.9049735, -71.2477997 -29.9045288, -71.2477621 -29.9044713, -71.2477239 -29.9044091)",
85361513,True,,Larraín Alcalde,primary,,,False,18.619,"LINESTRING (-71.247505 -29.9063734, -71.2475666 -29.9065321)",
188284072,True,2,Avenida Francisco de Aguirre,primary,50,yes,False,103.995,"LINESTRING (-71.247505 -29.9063734, -71.2485601 -29.906178)",
1208204763,True,1,,primary_link,,,False,32.316,"LINESTRING (-71.247505 -29.9063734, -71.2474342 -29.9065697, -71.2474174 -29.9066096, -71.2473955 -29.9066476)",
100549568,True,2,Manuel Antonio Matta,tertiary,50,,False,64.976,"LINESTRING (-71.2525467 -29.9021568, -71.252539 -29.9020853, -71.2525214 -29.9019221, -71.2525086 -29.9018037, -71.2524839 -29.901575)",
1208191119,True,2,Arturo Prat,unclassified,,,False,135.628,"LINESTRING (-71.2525467 -29.9021568, -71.2526283 -29.902159, -71.2529562 -29.9021723, -71.2533465 -29.9021828, -71.2538856 -29.9022014, -71.2539527 -29.9022031)",
