osmid,oneway,lanes,ref,name,highway,width,reversed,length,geometry,bridge
28339098,False,1,A-147,General Baquedano,secondary,4,True,33.337,"LINESTRING (-69.5570087 -18.1973715, -69.5567082 -18.1972799)",
28339098,False,1,A-147,General Baquedano,secondary,4,False,131.495,"LINESTRING (-69.5570087 -18.1973715, -69.558176 -18.1977592, -69.5581838 -18.1977617)",
35082197,False,,,Serrano,residential,3,False,16.512,"LINESTRING (-69.5570087 -18.1973715, -69.5570167 -18.19735, -69.5570608 -18.1972315)",
825295858,False,2,,Teniente del Campo,residential,7,True,51.885,"LINESTRING (-69.5614786 -18.1957314, -69.5613377 -18.1961784)",
35004046,False,1,,Riquelme,residential,3.5,False,91.17699999999999,"LINESTRING (-69.5614786 -18.1957314, -69.5612545 -18.1956659, -69.5610809 -18.1956228, -69.5606459 -18.1955162)",
825295859,False,1,,Teniente del Campo,residential,2.5,False,61.281,"LINESTRING (-69.5614786 -18.1957314, -69.5615257 -18.1956531, -69.5616828 -18.195217)",
35004038,False,1,,Riquelme,residential,3,True,20.326,"LINESTRING (-69.5586244 -18.1950245, -69.5588109 -18.1950695)",
35082193,False,,,Camino Tropero,residential,3,False,121.23799999999999,"LINESTRING (-69.5586244 -18.1950245, -69.5588745 -18.1945374, -69.5589404 -18.1944543, -69.5591373 -18.1942061, -69.5592285 -18.1941045)",
780984927,False,,,Camino Tropero,residential,3,False,131.469,"LINESTRING (-69.5586244 -18.1950245, -69.5584171 -18.1952617, -69.5583514 -18.1954307, -69.5583003 -18.1955005, -69.5578357 -18.1956516, -69.5577619 -18.1956725, -69.5576968 -18.1957035)",
35004044,False,1,,Arturo Pérez Canto,residential,4,True,91.887,"LINESTRING (-69.5588285 -18.1964637, -69.558559 -18.1972494)",
825295850,False,2,,Arturo Pérez Canto,residential,8,False,47.055,"LINESTRING (-69.5588285 -18.1964637, -69.5589772 -18.1960648)",
825328825,False,1,,Arturo Prat,residential,3,True,40.31,"LINESTRING (-69.5588285 -18.1964637, -69.5584664 -18.1963493)",
35005790,False,2,,Arturo Prat,residential,8,False,61.596999999999994,"LINESTRING (-69.5588285 -18.1964637, -69.5591469 -18.1965658, -69.5593127 -18.1966183, -69.5593813 -18.19664)",
825328826,False,1,,Arturo Prat,residential,3,True,48.235,"LINESTRING (-69.5580444 -18.1961836, -69.5584664 -18.1963493)",
35004042,False,1,,Carlos Condell,residential,3.5,False,24.374,"LINESTRING (-69.5584664 -18.1963493, -69.5583939 -18.1965574)",
35004042,False,1,,Carlos Condell,residential,3.5,True,46.575,"LINESTRING (-69.5584664 -18.1963493, -69.5586195 -18.1959565)",
825328825,False,1,,Arturo Prat,residential,3,False,40.31,"LINESTRING (-69.5584664 -18.1963493, -69.5588285 -18.1964637)",
825328826,False,1,,Arturo Prat,residential,3,False,48.235,"LINESTRING (-69.5584664 -18.1963493, -69.5580444 -18.1961836)",
28339098,False,1,A-147,General Baquedano,secondary,4,True,80.242,"LINESTRING (-69.559781 -18.1982849, -69.5590645 -18.1980452)",
825276796,False,1,,General Baquedano,secondary,4,True,82.496,"LINESTRING (-69.559781 -18.1982849, -69.5605176 -18.1985314)",
35007517,False,1,,Lynch,residential,4,True,104.21600000000001,"LINESTRING (-69.559781 -18.1982849, -69.5597941 -18.1982416, -69.5600486 -18.1973828)",
28339098,False,1,A-147,General Baquedano,secondary,4,False,77.467,"LINESTRING (-69.5583703 -18.1978206, -69.5590645 -18.1980452)",
28339098,False,1,A-147,General Baquedano,secondary,4,True,20.761,"LINESTRING (-69.5583703 -18.1978206, -69.5581838 -18.1977617)",
35007522,False,2,,Cochrane,residential,4,False,59.139,"LINESTRING (-69.5583703 -18.1978206, -69.5585364 -18.1973127)",
825295858,False,2,,Teniente del Campo,residential,7,False,51.885,"LINESTRING (-69.5613377 -18.1961784, -69.5614786 -18.1957314)",
825328824,False,2,,Teniente del Campo,residential,5,True,61.581,"LINESTRING (-69.5613377 -18.1961784, -69.5611714 -18.1967092)",
825276796,False,1,,General Baquedano,secondary,4,False,82.496,"LINESTRING (-69.5605176 -18.1985314, -69.559781 -18.1982849)",
825295860,False,1,,Teniente del Campo,residential,4,True,125.758,"LINESTRING (-69.5605176 -18.1985314, -69.5608723 -18.1974518)",
"[144905739, 825328820]",False,2,,Teniente del Campo,residential,6,True,144.923,"LINESTRING (-69.5605176 -18.1985314, -69.5601308 -18.1990865, -69.5601047 -18.1991239, -69.5600564 -18.1992593, -69.5599045 -18.1996853)",
35006504,False,,,,residential,5,False,89.669,"LINESTRING (-69.5568947 -18.1958387, -69.5568156 -18.1950358)",
35004037,False,,,,residential,3,True,113.44399999999999,"LINESTRING (-69.5568947 -18.1958387, -69.556956 -18.1958517, -69.5570445 -18.1958946, -69.5572131 -18.1959884, -69.5573189 -18.196037, -69.557379 -18.1960629, -69.5574549 -18.1960369, -69.5575492 -18.1959897, -69.557604 -18.1959481, -69.5576275 -18.1959131, -69.5576706 -18.1958069, -69.5576968 -18.1957035)",
35006504,False,,,,residential,5,True,152.144,"LINESTRING (-69.5568947 -18.1958387, -69.5569044 -18.1958972, -69.5567489 -18.1962378, -69.5566889 -18.1964023, -69.5568128 -18.1968783, -69.5567744 -18.1971492)",
35006504,False,,,,residential,5,True,89.669,"LINESTRING (-69.5568156 -18.1950358, -69.5568947 -18.1958387)",
35004048,False,,,Camino Tropero,residential,3,True,125.539,"LINESTRING (-69.5568156 -18.1950358, -69.5573186 -18.1953394, -69.5575706 -18.1955588, -69.5577131 -18.1956122, -69.5576968 -18.1957035)",
35004038,False,1,,Riquelme,residential,3,False,20.326,"LINESTRING (-69.5588109 -18.1950695, -69.5586244 -18.1950245)",
35004046,False,1,,Riquelme,residential,3.5,True,19.399,"LINESTRING (-69.5588109 -18.1950695, -69.5589889 -18.1951124)",
35004042,False,1,,Carlos Condell,residential,3.5,False,100.732,"LINESTRING (-69.5588109 -18.1950695, -69.558753 -18.195395, -69.5587181 -18.1955689, -69.5586195 -18.1959565)",
28339098,False,1,A-147,General Baquedano,secondary,4,False,80.242,"LINESTRING (-69.5590645 -18.1980452, -69.559781 -18.1982849)",
28339098,False,1,A-147,General Baquedano,secondary,4,True,77.467,"LINESTRING (-69.5590645 -18.1980452, -69.5583703 -18.1978206)",
35007518,False,1,,José Miguel Carrera,residential,4,True,80.17699999999999,"LINESTRING (-69.5590645 -18.1980452, -69.5590746 -18.1980133, -69.5592785 -18.1973534)",
35004046,False,1,,Riquelme,residential,3.5,True,73.418,"LINESTRING (-69.5592743 -18.1951814, -69.5599509 -18.1953324)",
780983142,False,1,,Arturo Pérez Canto,residential,4,True,103.122,"LINESTRING (-69.5592743 -18.1951814, -69.5589772 -18.1960648)",
825108706,False,1,,Arturo Pérez Canto,residential,,False,40.454,"LINESTRING (-69.5592743 -18.1951814, -69.5593788 -18.1948314)",
35004046,False,1,,Riquelme,residential,3.5,False,31.108999999999998,"LINESTRING (-69.5592743 -18.1951814, -69.5592432 -18.1951739, -69.5589889 -18.1951124)",
35004046,False,1,,Riquelme,residential,3.5,False,73.418,"LINESTRING (-69.5599509 -18.1953324, -69.5592743 -18.1951814)",
35004046,False,1,,Riquelme,residential,3.5,True,76.208,"LINESTRING (-69.5599509 -18.1953324, -69.5606459 -18.1955162)",
825295856,False,1,,José Miguel Carrera,residential,3.5,True,108.163,"LINESTRING (-69.5599509 -18.1953324, -69.5596403 -18.1962593)",
825295857,False,1,,José Miguel Carrera,residential,3.5,False,55.138,"LINESTRING (-69.5599509 -18.1953324, -69.5601035 -18.1948582)",
35004046,False,1,,Riquelme,residential,3.5,False,76.208,"LINESTRING (-69.5606459 -18.1955162, -69.5599509 -18.1953324)",
825108704,False,2,,Lynch,residential,4.5,True,110.656,"LINESTRING (-69.5606459 -18.1955162, -69.5603535 -18.1964718)",
35004046,False,1,,Riquelme,residential,3.5,True,91.17699999999999,"LINESTRING (-69.5606459 -18.1955162, -69.5610809 -18.1956228, -69.5612545 -18.1956659, -69.5614786 -18.1957314)",
35004050,False,,,Lynch,residential,4,False,171.378,"LINESTRING (-69.5606459 -18.1955162, -69.560767 -18.1950304, -69.5607266 -18.1949538, -69.5606534 -18.1949282, -69.5603054 -18.1948446, -69.5602224 -18.1947122, -69.5602431 -18.1946183, -69.5605436 -18.1946756)",
780983142,False,1,,Arturo Pérez Canto,residential,4,False,103.122,"LINESTRING (-69.5589772 -18.1960648, -69.5592743 -18.1951814)",
825295850,False,2,,Arturo Pérez Canto,residential,8,True,47.055,"LINESTRING (-69.5589772 -18.1960648, -69.5588285 -18.1964637)",
825295851,False,1,,Latorre,residential,3,False,39.658,"LINESTRING (-69.5589772 -18.1960648, -69.5586195 -18.1959565)",
35005788,False,2,,Latorre,residential,6,True,73.31,"LINESTRING (-69.5589772 -18.1960648, -69.5593045 -18.1961608, -69.5594355 -18.1961992, -69.5596403 -18.1962593)",
825295856,False,1,,José Miguel Carrera,residential,3.5,False,108.163,"LINESTRING (-69.5596403 -18.1962593, -69.5599509 -18.1953324)",
"[35004045, 825328823]",False,"['1', '2']",,José Miguel Carrera,residential,"['2.5', '10']",True,75.452,"LINESTRING (-69.5596403 -18.1962593, -69.5595591 -18.1965036, -69.5595019 -18.1966755, -69.5594257 -18.1969065)",
35005788,False,2,,Latorre,residential,6,False,73.31,"LINESTRING (-69.5596403 -18.1962593, -69.5594355 -18.1961992, -69.5593045 -18.1961608, -69.5589772 -18.1960648)",
825295853,False,1,,Latorre,residential,3,True,78.957,"LINESTRING (-69.5596403 -18.1962593, -69.5599572 -18.1963537, -69.5603535 -18.1964718)",
825108704,False,2,,Lynch,residential,4.5,False,110.656,"LINESTRING (-69.5603535 -18.1964718, -69.5606459 -18.1955162)",
825295854,False,2,,Latorre,residential,3,True,90.341,"LINESTRING (-69.5603535 -18.1964718, -69.5611714 -18.1967092)",
825108704,False,2,,Lynch,residential,4.5,True,96.65899999999999,"LINESTRING (-69.5603535 -18.1964718, -69.5602215 -18.1968801, -69.5600738 -18.1972994)",
825295853,False,1,,Latorre,residential,3,False,78.957,"LINESTRING (-69.5603535 -18.1964718, -69.5599572 -18.1963537, -69.5596403 -18.1962593)",
825295854,False,2,,Latorre,residential,3,False,90.341,"LINESTRING (-69.5611714 -18.1967092, -69.5603535 -18.1964718)",
825328824,False,2,,Teniente del Campo,residential,5,False,61.581,"LINESTRING (-69.5611714 -18.1967092, -69.5613377 -18.1961784)",
