osmid,lanes,ref,name,highway,junction,oneway,reversed,length,geometry,maxspeed
28317946,2,G-550,Rotonda Hospital,secondary,roundabout,True,False,11.120999999999999,"LINESTRING (-70.7471321 -33.8625021, -70.7471568 -33.8625164, -70.7471756 -33.862536, -70.7471867 -33.8625592, -70.7471893 -33.8625841)",
28317962,1,,Los Álamos,secondary,,True,False,17.662,"LINESTRING (-70.7471321 -33.8625021, -70.7471781 -33.8624524, -70.7471958 -33.8624273, -70.7472173 -33.8623956, -70.7472327 -33.8623677)",
28317946,2,G-550,Rotonda Hospital,secondary,roundabout,True,False,2.784,"LINESTRING (-70.7471893 -33.8625841, -70.7471831 -33.8626086)",
28317946,2,G-550,Rotonda Hospital,secondary,roundabout,True,False,2.717,"LINESTRING (-70.7470368 -33.8626543, -70.7470133 -33.8626396)",
28317946,2,G-550,Rotonda Hospital,secondary,roundabout,True,False,15.096,"LINESTRING (-70.7470133 -33.8626396, -70.7469967 -33.8626217, -70.7469863 -33.8626007, -70.746983 -33.8625783, -70.7469868 -33.8625559, -70.7469975 -33.8625351, -70.7470144 -33.8625173)",
303771749,1,,Caletera Ruta 5 Sur,secondary,,True,False,30.469,"LINESTRING (-70.7470133 -33.8626396, -70.746945 -33.8626166, -70.7468746 -33.8625982, -70.7468116 -33.8625865, -70.7467566 -33.8625765, -70.7466956 -33.8625693)",
28317950,1,,Caletera Ruta 5 Sur,secondary,,True,False,30.028,"LINESTRING (-70.7466956 -33.8625693, -70.7467781 -33.8625576, -70.7468626 -33.862547, -70.746931 -33.8625359, -70.7470144 -33.8625173)",
1159447276,1,,Caletera 5 Sur,secondary,,True,False,19.344,"LINESTRING (-70.7471198 -33.8623288, -70.7471182 -33.862377, -70.7471205 -33.8624251, -70.7471321 -33.8625021)",
303771750,2,,Los Álamos,secondary,,False,False,58.283,"LINESTRING (-70.7472327 -33.8623677, -70.7472557 -33.8618439)",50
469577630,1,,Los Álamos,secondary,,True,False,24.539,"LINESTRING (-70.7472327 -33.8623677, -70.7472213 -33.8624729, -70.7472133 -33.8625242, -70.7472015 -33.8625615, -70.7471893 -33.8625841)",
958939889,2,,El Cáñamo,residential,,False,False,7.211,"LINESTRING (-70.7501758 -33.8653691, -70.7502539 -33.8653694)",50
