osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed
"[674696141, 93538919]",True,1,Prat,primary_link,False,93.793,"LINESTRING (-72.7054627 -37.7990094, -72.7053474 -37.7989148, -72.705313 -37.7988597, -72.7052853 -37.7988114, -72.7052757 -37.7987532, -72.7052728 -37.7986838, -72.7052948 -37.7986022, -72.7053225 -37.7985289, -72.7053608 -37.7984512, -72.7054581 -37.7982384)",
82979600,False,2,Chorrillos,residential,True,60.626,"LINESTRING (-72.707897 -37.7992516, -72.7078281 -37.7997941)",50
563703008,True,2,Prat,primary,False,109.068,"LINESTRING (-72.707897 -37.7992516, -72.7066627 -37.7991472)",50
93588167,True,1,Chorrillos,tertiary,False,114.89200000000001,"LINESTRING (-72.707897 -37.7992516, -72.7079703 -37.7987235, -72.7080251 -37.7983283, -72.7080395 -37.7982245)",50
93536657,True,2,Bunster,secondary,False,116.982,"LINESTRING (-72.7091873 -37.799363, -72.7090413 -37.8004087)",
563703008,True,2,Prat,primary,False,114.043,"LINESTRING (-72.7091873 -37.799363, -72.7084995 -37.7993042, -72.7080315 -37.7992642, -72.707897 -37.7992516)",50
523988626,True,2,Prat,secondary,False,117.963,"LINESTRING (-72.7105193 -37.799496, -72.7091873 -37.799363)",
523605444,True,2,Pedro Aguirre Cerda,secondary,False,114.342,"LINESTRING (-72.7105193 -37.799496, -72.7106651 -37.7985363, -72.7106715 -37.7984748)",
82979606,True,1,Lautaro,primary,False,25.524,"LINESTRING (-72.7054581 -37.7982384, -72.7055719 -37.7980272)",50
523970224,True,2,Manuel Jarpa,tertiary,False,116.239,"LINESTRING (-72.7111008 -37.795406, -72.7098715 -37.7952927, -72.7097869 -37.7952843)",50
524009824,True,2,Pedro Aguirre Cerda,residential,False,117.92,"LINESTRING (-72.7111008 -37.795406, -72.7112369 -37.7943891, -72.7112419 -37.7943514)",50
98213701,True,2,Bunster,tertiary,False,112.205,"LINESTRING (-72.7097869 -37.7952843, -72.7096688 -37.7961278, -72.7096469 -37.7962873)",50
524009836,True,2,Manuel Jarpa,residential,False,114.063,"LINESTRING (-72.7097869 -37.7952843, -72.70858 -37.7951498, -72.7085015 -37.795141)",50
524009836,True,2,Manuel Jarpa,residential,False,113.984,"LINESTRING (-72.7085015 -37.795141, -72.7073485 -37.7950283, -72.7072139 -37.7950164)",50
42838889,True,2,Julio Sepúlveda,secondary,False,117.805,"LINESTRING (-72.7072139 -37.7950164, -72.7070832 -37.7960708)",
524009836,True,2,Manuel Jarpa,residential,False,110.837,"LINESTRING (-72.7072139 -37.7950164, -72.7061183 -37.7949196, -72.7059603 -37.7949056)",50
