osmid,lanes,name,highway,oneway,reversed,length,geometry,width
25734798,2,Arturo Prat,secondary,False,True,119.089,"LINESTRING (-73.428313 -39.883763, -73.4295282 -39.8842898)",
786053682,2,Blanco,tertiary,False,True,47.66,"LINESTRING (-73.4265823 -39.8891787, -73.4261558 -39.8894555)",
786053684,2,Tacna,tertiary,False,False,33.885,"LINESTRING (-73.4265823 -39.8891787, -73.4268842 -39.8893767)",
84808391,2,Blanco,living_street,False,True,43.331,"LINESTRING (-73.4265823 -39.8891787, -73.4266226 -39.8891142, -73.4266562 -39.8890475, -73.4266828 -39.888979, -73.4267057 -39.8888932, -73.4267177 -39.8888061)",
25734798,2,Arturo Prat,secondary,False,False,152.305,"LINESTRING (-73.4320749 -39.8872119, -73.4319922 -39.8871484, -73.4319064 -39.8870681, -73.4318206 -39.886959, -73.4312385 -39.8860102)",
84808378,2,Chacabuco,residential,False,True,116.862,"LINESTRING (-73.4320749 -39.8872119, -73.4321029 -39.8872302, -73.4330452 -39.8878501, -73.4331148 -39.8878959)",
223082250,2,Maipú,secondary,False,True,79.794,"LINESTRING (-73.4320749 -39.8872119, -73.4320351 -39.8872453, -73.431479 -39.8877134, -73.4314448 -39.8877422)",
84808385,,Tacna,residential,False,True,50.98,"LINESTRING (-73.4268842 -39.8893767, -73.4272547 -39.8897364)",
786053684,2,Tacna,tertiary,False,True,33.885,"LINESTRING (-73.4268842 -39.8893767, -73.4265823 -39.8891787)",
1192508094,2,Miraflores,residential,False,True,20.872,"LINESTRING (-73.4268842 -39.8893767, -73.4266856 -39.8894863)",
786053685,2,Miraflores,tertiary,False,False,27.415999999999997,"LINESTRING (-73.4268842 -39.8893767, -73.4270439 -39.8892605, -73.4271163 -39.8892062)",
84808373,2,Tarapacá,residential,False,True,7.348,"LINESTRING (-73.4328695 -39.8896624, -73.4329322 -39.8897077)",
84808373,2,Tarapacá,residential,False,False,115.32600000000001,"LINESTRING (-73.4328695 -39.8896624, -73.4319437 -39.8889952, -73.4319355 -39.8889893, -73.4318843 -39.8889523)",
"[786053677, 84808343]",2,"['Los Olmos', 'Manuel Rodríguez']",residential,False,True,284.11799999999994,"LINESTRING (-73.4328695 -39.8896624, -73.4322792 -39.8900893, -73.4326956 -39.8908221, -73.4327013 -39.8908653, -73.4327017 -39.8909086, -73.4326966 -39.8909518, -73.4326847 -39.8909987, -73.4326664 -39.8910444, -73.4326419 -39.8910884, -73.4323952 -39.8913111, -73.432366 -39.891369, -73.4323526 -39.8914301, -73.4323556 -39.8914921, -73.4323748 -39.8915523, -73.4325046 -39.8916183, -73.4326816 -39.8916904, -73.4327271 -39.8917207)",
1192421564,2,Interior Arica,residential,False,False,45.293,"LINESTRING (-73.4348871 -39.8904499, -73.4346735 -39.890077)",
84808351,2,Interior Arica,residential,False,True,151.49900000000002,"LINESTRING (-73.4348871 -39.8904499, -73.4349346 -39.8904897, -73.4352672 -39.890645, -73.4354576 -39.8907726, -73.4356293 -39.8908405, -73.4357876 -39.8908817, -73.4360451 -39.8909475, -73.4362328 -39.8910031, -73.436375 -39.8910381, -73.4364544 -39.8910503)",
1191300585,1,,unclassified,False,False,193.968,"LINESTRING (-73.4348871 -39.8904499, -73.4350365 -39.8902889, -73.4351358 -39.8903272, -73.4352377 -39.890361, -73.4353526 -39.8903928, -73.4354699 -39.8904189, -73.4355891 -39.8904392, -73.4357768 -39.8904598, -73.4358515 -39.8904585, -73.4359257 -39.8904654, -73.4359979 -39.8904803, -73.4360665 -39.890503, -73.4361257 -39.8905304, -73.4361796 -39.8905635, -73.4362274 -39.8906018, -73.4363289 -39.8906877, -73.436462 -39.8907836, -73.436494 -39.8907982, -73.4365193 -39.890819, -73.4365359 -39.8908446, -73.4365419 -39.8908672, -73.436541 -39.8908902, -73.4365332 -39.8909125, -73.4364544 -39.8910503)",2
634244228,2,pa,residential,False,False,18.425,"LINESTRING (-73.4346735 -39.890077, -73.4345662 -39.8899332)",
1192421564,2,Interior Arica,residential,False,True,45.293,"LINESTRING (-73.4346735 -39.890077, -73.4348871 -39.8904499)",
84808354,2,pa,residential,False,True,126.811,"LINESTRING (-73.4346735 -39.890077, -73.4341783 -39.890468, -73.4341348 -39.8904924, -73.4340509 -39.8905101, -73.4339864 -39.890504, -73.4339272 -39.8904814, -73.4335728 -39.8902067)",
634244228,2,pa,residential,False,True,18.425,"LINESTRING (-73.4345662 -39.8899332, -73.4346735 -39.890077)",
512382916,1,Arica,residential,True,False,22.637999999999998,"LINESTRING (-73.4345662 -39.8899332, -73.4344659 -39.8898692, -73.4343649 -39.8898006)",
