osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge
46391209,True,Latorre,primary_link,False,62.458,"LINESTRING (-71.4181059 -32.7241333, -71.4179386 -32.7240923, -71.4178375 -32.7240704, -71.4176591 -32.7240484, -71.4174504 -32.7240466)",,,,
960124734,False,Ruta E-30-F,primary,True,62.444,"LINESTRING (-71.4181059 -32.7241333, -71.4178343 -32.7239925, -71.4175285 -32.7238519)",2,E-30-F,,
532583712,False,Avenida General Velásquez,secondary,True,79.323,"LINESTRING (-71.4150688 -32.7261751, -71.4154472 -32.7268135)",2,F-190,,
"[93209833, 441968586]",True,"['Cura Benavides', 'José Ramón Pérez']",secondary,False,77.777,"LINESTRING (-71.4150688 -32.7261751, -71.4146969 -32.7263759, -71.41465 -32.7263816, -71.4146084 -32.7263748, -71.4145749 -32.7263556, -71.4144421 -32.7261683)",2,F-190,,
109013106,False,,residential,False,277.268,"LINESTRING (-71.4171825 -32.7301001, -71.4198585 -32.7290277)",,,,
"[532583712, 27659370, 532583710]",False,Avenida General Velásquez,secondary,False,229.889,"LINESTRING (-71.4171825 -32.7301001, -71.4171192 -32.7299777, -71.4170498 -32.7298576, -71.4169371 -32.7296681, -71.4168109 -32.7294289, -71.4163586 -32.7286138, -71.4161479 -32.728225)",2,F-190,50,yes
46393592,False,Diego de Almagro,tertiary,True,25.455,"LINESTRING (-71.4115233 -32.7266536, -71.4113843 -32.7268504)",2,F-164,,
46393608,False,Silvia Herrera,tertiary,False,22.444,"LINESTRING (-71.4115233 -32.7266536, -71.4113086 -32.7267437)",2,F-160,,
"[470431713, 980749148, 980749149]",False,Latorre,tertiary,True,118.872,"LINESTRING (-71.4115233 -32.7266536, -71.411895 -32.7265091, -71.4124274 -32.7263582, -71.4126086 -32.7263086, -71.4127112 -32.7262778)",2,F-160,,yes
93209829,True,José Ramón Pérez,tertiary,False,70.844,"LINESTRING (-71.4140558 -32.7256203, -71.4144421 -32.7261683)",2,F-190,,
812694613,True,Latorre,secondary,False,131.083,"LINESTRING (-71.4140558 -32.7256203, -71.4152512 -32.7250052)",,,,
46750964,False,José Ramón Pérez,secondary,True,192.248,"LINESTRING (-71.4140558 -32.7256203, -71.4134466 -32.724798, -71.4133953 -32.7247321, -71.4129517 -32.7241622)",2,F-190,,
46391167,False,Ruperto Vinagre,unclassified,False,78.766,"LINESTRING (-71.4129517 -32.7241622, -71.4133444 -32.7235356)",,,,
46750964,False,José Ramón Pérez,secondary,True,31.049,"LINESTRING (-71.4129517 -32.7241622, -71.4127706 -32.7239282)",2,F-190,,
46750964,False,José Ramón Pérez,secondary,False,192.248,"LINESTRING (-71.4129517 -32.7241622, -71.4133953 -32.7247321, -71.4134466 -32.724798, -71.4140558 -32.7256203)",2,F-190,,
46391167,False,Ruperto Vinagre,unclassified,True,78.766,"LINESTRING (-71.4133444 -32.7235356, -71.4129517 -32.7241622)",,,,
149135781,False,Avenida Bernardo O'Higgins,secondary,True,69.158,"LINESTRING (-71.4155957 -32.7255555, -71.4152512 -32.7250052)",2,,,
441968110,False,Avenida Bernardo O'Higgins,secondary,False,31.918999999999997,"LINESTRING (-71.4155957 -32.7255555, -71.4156731 -32.7256707, -71.4157636 -32.7258054)",2,,,
46391171,True,Santiago Torres,tertiary,False,127.626,"LINESTRING (-71.4144421 -32.7261683, -71.4144817 -32.7261473, -71.4151877 -32.7257722, -71.4153636 -32.7256788, -71.4155957 -32.7255555)",2,,,
93209809,True,Santiago Torres,secondary,False,161.008,"LINESTRING (-71.4144421 -32.7261683, -71.413914 -32.7264383, -71.4138241 -32.72646, -71.4137181 -32.726452, -71.4135218 -32.7264053, -71.4129427 -32.7262461, -71.4128578 -32.7262209)",,,,
46391173,False,Alcalde Juan José Mena,residential,False,121.284,"LINESTRING (-71.4127112 -32.7262778, -71.41213 -32.7253028)",,,,
980749148,False,Latorre,tertiary,True,15.103,"LINESTRING (-71.4127112 -32.7262778, -71.4128578 -32.7262209)",2,F-160,,
"[470431713, 980749148, 980749149]",False,Latorre,tertiary,False,118.872,"LINESTRING (-71.4127112 -32.7262778, -71.4126086 -32.7263086, -71.4124274 -32.7263582, -71.411895 -32.7265091, -71.4115233 -32.7266536)",2,F-160,,yes
46391173,False,Alcalde Juan José Mena,residential,False,78.74,"LINESTRING (-71.41213 -32.7253028, -71.4117558 -32.7246685)",,,,
46391173,False,Alcalde Juan José Mena,residential,True,121.284,"LINESTRING (-71.41213 -32.7253028, -71.4127112 -32.7262778)",,,,
"[46750985, 46750986]",False,"['Pasaje La Unión', 'Pasaje Isaias Villalon']",residential,False,173.185,"LINESTRING (-71.41213 -32.7253028, -71.4124767 -32.7251598, -71.4126357 -32.7250942, -71.4132093 -32.7260645)",,,,
27649766,True,Latorre,secondary,False,93.327,"LINESTRING (-71.4132093 -32.7260645, -71.4140558 -32.7256203)",2,F-160,,
"[46750985, 46750986]",False,"['Pasaje Isaias Villalon', 'Pasaje La Unión']",residential,True,173.185,"LINESTRING (-71.4132093 -32.7260645, -71.4126357 -32.7250942, -71.4124767 -32.7251598, -71.41213 -32.7253028)",,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,82.615,"LINESTRING (-71.4157636 -32.7258054, -71.4161965 -32.726453)",2,,,
46391177,True,Cura Benavides,secondary,False,76.905,"LINESTRING (-71.4157636 -32.7258054, -71.4156739 -32.7258531, -71.4154109 -32.7259931, -71.4150688 -32.7261751)",2,,,
441968110,False,Avenida Bernardo O'Higgins,secondary,True,31.918999999999997,"LINESTRING (-71.4157636 -32.7258054, -71.4156731 -32.7256707, -71.4155957 -32.7255555)",2,,,
46391197,False,El Progreso,residential,False,444.7180000000001,"LINESTRING (-71.4161479 -32.728225, -71.4158007 -32.7284193, -71.4156953 -32.7284783, -71.4155083 -32.7285468, -71.4153203 -32.7285831, -71.414817 -32.7286186, -71.4138599 -32.7286445, -71.4130381 -32.7286606, -71.4124912 -32.7286698, -71.4121658 -32.7286784, -71.4120025 -32.7286944, -71.4117068 -32.7287349, -71.4115176 -32.7287647)",,,,
532583712,False,Avenida General Velásquez,secondary,False,53.364999999999995,"LINESTRING (-71.4161479 -32.728225, -71.4161117 -32.7281538, -71.4159234 -32.7277838)",2,F-190,,
"[532583712, 27659370, 532583710]",False,Avenida General Velásquez,secondary,True,229.889,"LINESTRING (-71.4161479 -32.728225, -71.4163586 -32.7286138, -71.4168109 -32.7294289, -71.4169371 -32.7296681, -71.4170498 -32.7298576, -71.4171192 -32.7299777, -71.4171825 -32.7301001)",2,F-190,50,yes
46391203,False,Alcalde Ruperto Bernal,residential,False,133.674,"LINESTRING (-71.4174502 -32.7258761, -71.4161965 -32.726453)",2,,,
46391266,False,Pablo Neruda,residential,False,49.301,"LINESTRING (-71.4174502 -32.7258761, -71.417399 -32.7258092, -71.4171649 -32.7255033)",2,,,
46391266,False,Pablo Neruda,residential,True,104.201,"LINESTRING (-71.4174502 -32.7258761, -71.4176273 -32.7262496, -71.4178409 -32.7267535)",2,,,
46391203,False,Alcalde Ruperto Bernal,residential,False,80.745,"LINESTRING (-71.4161965 -32.726453, -71.4154472 -32.7268135)",2,,,
46391203,False,Alcalde Ruperto Bernal,residential,True,133.674,"LINESTRING (-71.4161965 -32.726453, -71.4174502 -32.7258761)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,86.568,"LINESTRING (-71.4161965 -32.726453, -71.4166702 -32.7271218)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,True,82.615,"LINESTRING (-71.4161965 -32.726453, -71.4157636 -32.7258054)",2,,,
46391203,False,Alcalde Ruperto Bernal,residential,True,80.745,"LINESTRING (-71.4154472 -32.7268135, -71.4161965 -32.726453)",2,,,
532583712,False,Avenida General Velásquez,secondary,False,79.323,"LINESTRING (-71.4154472 -32.7268135, -71.4150688 -32.7261751)",2,F-190,,
"[460762859, 460762860]",False,Alcalde Ruperto Bernal,tertiary,False,356.044,"LINESTRING (-71.4154472 -32.7268135, -71.4150263 -32.726977, -71.4148306 -32.727053, -71.4146023 -32.7271782, -71.4140127 -32.7274268, -71.4137635 -32.7275196, -71.412244 -32.7280534, -71.4119913 -32.7281464)",,,,
532583712,False,Avenida General Velásquez,secondary,True,116.726,"LINESTRING (-71.4154472 -32.7268135, -71.4154703 -32.7268605, -71.4157724 -32.727476, -71.4159234 -32.7277838)",2,F-190,,
46393592,False,Diego de Almagro,tertiary,False,88.826,"LINESTRING (-71.4107481 -32.7285161, -71.4110391 -32.7277557)",2,F-164,,
460762859,False,Alcalde Ruperto Bernal,tertiary,True,123.344,"LINESTRING (-71.4107481 -32.7285161, -71.4119913 -32.7281464)",,,,
46393592,False,Diego de Almagro,tertiary,True,157.161,"LINESTRING (-71.4107481 -32.7285161, -71.4106449 -32.7288135, -71.4104471 -32.7292196, -71.4102801 -32.7295148, -71.4100822 -32.7298087)",2,F-164,,
470429741,True,Latorre,secondary,False,62.593,"LINESTRING (-71.4174504 -32.7240466, -71.4170952 -32.7240608, -71.4168118 -32.7241736)",,,,
470429740,True,Latorre,secondary,False,71.178,"LINESTRING (-71.4168118 -32.7241736, -71.4170507 -32.7240273, -71.4174314 -32.7238021)",,,,
980749139,False,Latorre,secondary,False,45.513000000000005,"LINESTRING (-71.4168118 -32.7241736, -71.4167005 -32.7242159, -71.4163953 -32.7243834)",,,,
960124734,False,Ruta E-30-F,primary,True,10.638,"LINESTRING (-71.4175285 -32.7238519, -71.4174314 -32.7238021)",2,E-30-F,,
46391214,True,Latorre,secondary,False,25.698,"LINESTRING (-71.4175285 -32.7238519, -71.4175464 -32.7239089, -71.4175465 -32.723957, -71.417519 -32.7240038, -71.4174504 -32.7240466)",,,,
960124734,False,Ruta E-30-F,primary,False,62.444,"LINESTRING (-71.4175285 -32.7238519, -71.4178343 -32.7239925, -71.4181059 -32.7241333)",2,E-30-F,,
46391215,False,Pablo Neruda,living_street,False,101.683,"LINESTRING (-71.4171649 -32.7255033, -71.4180879 -32.7250203)",2,,,
46391266,False,Pablo Neruda,residential,False,24.634,"LINESTRING (-71.4171649 -32.7255033, -71.4170086 -32.725325)",2,,,
46391266,False,Pablo Neruda,residential,True,49.301,"LINESTRING (-71.4171649 -32.7255033, -71.417399 -32.7258092, -71.4174502 -32.7258761)",2,,,
46391215,False,Pablo Neruda,living_street,True,101.683,"LINESTRING (-71.4180879 -32.7250203, -71.4171649 -32.7255033)",2,,,
961743366,False,,living_street,False,16.225,"LINESTRING (-71.4180879 -32.7250203, -71.4181876 -32.7251397)",,,,
961743366,False,,living_street,True,22.439,"LINESTRING (-71.4180879 -32.7250203, -71.4179658 -32.7248466)",,,,
46391229,False,Pje. Los Pensamientos,living_street,False,69.278,"LINESTRING (-71.4195551 -32.7273126, -71.4188423 -32.7274817)",1,,,
46391275,False,Los Sauces,residential,False,34.668,"LINESTRING (-71.4195551 -32.7273126, -71.4196601 -32.7276116)",2,,,
46391275,False,Los Sauces,residential,True,35.501,"LINESTRING (-71.4195551 -32.7273126, -71.4194429 -32.7270076)",2,,,
46391266,False,Pablo Neruda,residential,False,51.15,"LINESTRING (-71.4182614 -32.7277597, -71.4180788 -32.7273261)",2,,,
46391271,False,Eusebio Lillo,residential,False,27.605,"LINESTRING (-71.4182614 -32.7277597, -71.4185381 -32.7276734)",2,,,
46391271,False,Eusebio Lillo,residential,True,45.851,"LINESTRING (-71.4182614 -32.7277597, -71.4178455 -32.7278894, -71.4178018 -32.727903)",2,,,
46391232,False,Pje. Las Amapolas,living_street,False,70.434,"LINESTRING (-71.4189347 -32.7277814, -71.4196601 -32.7276116)",1,,,
46391232,False,Pje. Las Amapolas,living_street,True,70.434,"LINESTRING (-71.4196601 -32.7276116, -71.4189347 -32.7277814)",1,,,
46391275,False,Los Sauces,residential,False,32.881,"LINESTRING (-71.4196601 -32.7276116, -71.4197576 -32.7278957)",2,,,
46391275,False,Los Sauces,residential,True,34.668,"LINESTRING (-71.4196601 -32.7276116, -71.4195551 -32.7273126)",2,,,
46391234,False,Pje. Los Alelíes,living_street,False,64.153,"LINESTRING (-71.4191036 -32.7280694, -71.4197576 -32.7278957)",1,,,
46391234,False,Pje. Los Alelíes,living_street,True,64.153,"LINESTRING (-71.4197576 -32.7278957, -71.4191036 -32.7280694)",1,,,
46391275,False,Los Sauces,residential,False,37.378,"LINESTRING (-71.4197576 -32.7278957, -71.4198719 -32.7282178)",2,,,
46391275,False,Los Sauces,residential,True,32.881,"LINESTRING (-71.4197576 -32.7278957, -71.4196601 -32.7276116)",2,,,
46391238,False,Pje. Las Azucenas,living_street,False,56.512,"LINESTRING (-71.4192884 -32.7283495, -71.4198719 -32.7282178)",1,,,
46391238,False,Pje. Las Azucenas,living_street,True,56.512,"LINESTRING (-71.4198719 -32.7282178, -71.4192884 -32.7283495)",1,,,
46391275,False,Los Sauces,residential,True,37.378,"LINESTRING (-71.4198719 -32.7282178, -71.4197576 -32.7278957)",2,,,
"[46391275, 46391239]",False,"['Pje. Los Gladiolos', 'Los Sauces']","['residential', 'living_street']","[False, True]",77.503,"LINESTRING (-71.4198719 -32.7282178, -71.4199677 -32.7284975, -71.419507 -32.7286182)","['1', '2']",,,
"[46391275, 46391239]",False,"['Pje. Los Gladiolos', 'Los Sauces']","['living_street', 'residential']","[False, True]",77.503,"LINESTRING (-71.419507 -32.7286182, -71.4199677 -32.7284975, -71.4198719 -32.7282178)","['1', '2']",,,
46391266,False,Pablo Neruda,residential,False,23.102,"LINESTRING (-71.4180788 -32.7273261, -71.4180018 -32.7271287)",2,,,
46391266,False,Pablo Neruda,residential,True,51.15,"LINESTRING (-71.4180788 -32.7273261, -71.4182614 -32.7277597)",2,,,
46391273,False,A. Blest Gana,residential,False,132.777,"LINESTRING (-71.4180788 -32.7273261, -71.4184077 -32.727221, -71.4185745 -32.7271688, -71.418669 -32.7271447, -71.4194429 -32.7270076)",,,,
46391266,False,Pablo Neruda,residential,False,44.352,"LINESTRING (-71.4180018 -32.7271287, -71.4178409 -32.7267535)",2,,,
46391266,False,Pablo Neruda,residential,True,23.102,"LINESTRING (-71.4180018 -32.7271287, -71.4180788 -32.7273261)",2,,,
545849889,False,Pasaje Paula Jaraquemada,living_street,True,44.646,"LINESTRING (-71.4180018 -32.7271287, -71.4175524 -32.7272639)",,,,
46391266,False,Pablo Neruda,residential,True,44.352,"LINESTRING (-71.4178409 -32.7267535, -71.4180018 -32.7271287)",2,,,
46391266,False,Pablo Neruda,residential,False,104.201,"LINESTRING (-71.4178409 -32.7267535, -71.4176273 -32.7262496, -71.4174502 -32.7258761)",2,,,
46391268,False,Gabriela Mistral,residential,True,116.923,"LINESTRING (-71.4178409 -32.7267535, -71.4171236 -32.7269742, -71.4166702 -32.7271218)",,,,
46391266,False,Pablo Neruda,residential,True,21.037,"LINESTRING (-71.4168778 -32.7251711, -71.4170086 -32.725325)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,63.658,"LINESTRING (-71.4166702 -32.7271218, -71.4169048 -32.7276592)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,True,86.568,"LINESTRING (-71.4166702 -32.7271218, -71.4161965 -32.726453)",2,,,
46391268,False,Gabriela Mistral,residential,False,116.923,"LINESTRING (-71.4166702 -32.7271218, -71.4171236 -32.7269742, -71.4178409 -32.7267535)",,,,
46391271,False,Eusebio Lillo,residential,False,69.32,"LINESTRING (-71.417107 -32.7281198, -71.4178018 -32.727903)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,69.272,"LINESTRING (-71.417107 -32.7281198, -71.4173629 -32.7287044)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,True,49.766,"LINESTRING (-71.417107 -32.7281198, -71.4169232 -32.7276998)",2,,,
46391275,False,Los Sauces,residential,False,35.501,"LINESTRING (-71.4194429 -32.7270076, -71.4195551 -32.7273126)",2,,,
46391273,False,A. Blest Gana,residential,False,30.756,"LINESTRING (-71.4194429 -32.7270076, -71.4196703 -32.7269664, -71.4197645 -32.7269501)",,,,
46391273,False,A. Blest Gana,residential,True,132.777,"LINESTRING (-71.4194429 -32.7270076, -71.418669 -32.7271447, -71.4185745 -32.7271688, -71.4184077 -32.727221, -71.4180788 -32.7273261)",,,,
46391294,False,Roberto Rusque,residential,False,92.842,"LINESTRING (-71.4159234 -32.7277838, -71.4169048 -32.7276592)",,,,
532583712,False,Avenida General Velásquez,secondary,False,116.726,"LINESTRING (-71.4159234 -32.7277838, -71.4157724 -32.727476, -71.4154703 -32.7268605, -71.4154472 -32.7268135)",2,F-190,,
532583712,False,Avenida General Velásquez,secondary,True,53.364999999999995,"LINESTRING (-71.4159234 -32.7277838, -71.4161117 -32.7281538, -71.4161479 -32.728225)",2,F-190,,
46391294,False,Roberto Rusque,residential,True,92.842,"LINESTRING (-71.4169048 -32.7276592, -71.4159234 -32.7277838)",,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,4.831,"LINESTRING (-71.4169048 -32.7276592, -71.4169232 -32.7276998)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,True,63.658,"LINESTRING (-71.4169048 -32.7276592, -71.4166702 -32.7271218)",2,,,
149135781,False,Avenida Bernardo O'Higgins,secondary,False,69.158,"LINESTRING (-71.4152512 -32.7250052, -71.4155957 -32.7255555)",2,,,
"[470431712, 980749139, 980749140]",False,Latorre,secondary,True,127.418,"LINESTRING (-71.4152512 -32.7250052, -71.4161034 -32.7245411, -71.4162643 -32.7244553, -71.4163953 -32.7243834)",,,,yes
46391300,False,Pasaje Camilo Henríquez,living_street,False,45.046,"LINESTRING (-71.4169232 -32.7276998, -71.4173788 -32.7275686)",,,,
109013110,False,Avenida Bernardo O'Higgins,residential,False,49.766,"LINESTRING (-71.4169232 -32.7276998, -71.417107 -32.7281198)",2,,,
109013110,False,Avenida Bernardo O'Higgins,residential,True,4.831,"LINESTRING (-71.4169232 -32.7276998, -71.4169048 -32.7276592)",2,,,
46391300,False,Pasaje Camilo Henríquez,living_street,True,45.046,"LINESTRING (-71.4173788 -32.7275686, -71.4169232 -32.7276998)",,,,
545849892,False,Pasaje Camilo Henríquez,living_street,True,26.571,"LINESTRING (-71.4173788 -32.7275686, -71.4176475 -32.7274911)",,,,
"[545849889, 961743365]",False,"['Pasaje Lautaro', 'Pasaje Paula Jaraquemada']",living_street,"[False, True]",53.353,"LINESTRING (-71.4173788 -32.7275686, -71.4172814 -32.7273455, -71.4175524 -32.7272639)",,,,
46393592,False,Diego de Almagro,tertiary,False,25.455,"LINESTRING (-71.4113843 -32.7268504, -71.4115233 -32.7266536)",2,F-164,,
46393592,False,Diego de Almagro,tertiary,True,105.721,"LINESTRING (-71.4113843 -32.7268504, -71.4112 -32.7273473, -71.4110391 -32.7277557)",2,F-164,,
470431714,True,Diego de Almagro,tertiary,False,14.068999999999999,"LINESTRING (-71.4113843 -32.7268504, -71.4113583 -32.7267905, -71.4113086 -32.7267437)",2,F-164,,
46393592,False,Diego de Almagro,tertiary,True,88.826,"LINESTRING (-71.4110391 -32.7277557, -71.4107481 -32.7285161)",2,F-164,,
46397536,False,Las Margaritas,residential,True,48.299,"LINESTRING (-71.4110391 -32.7277557, -71.4105741 -32.7279445)",,,,
46393592,False,Diego de Almagro,tertiary,False,105.721,"LINESTRING (-71.4110391 -32.7277557, -71.4112 -32.7273473, -71.4113843 -32.7268504)",2,F-164,,
46393592,False,Diego de Almagro,tertiary,True,52.114,"LINESTRING (-71.4100822 -32.7298087, -71.4097829 -32.730204)",2,F-164,,
46393592,False,Diego de Almagro,tertiary,False,157.161,"LINESTRING (-71.4100822 -32.7298087, -71.4102801 -32.7295148, -71.4104471 -32.7292196, -71.4106449 -32.7288135, -71.4107481 -32.7285161)",2,F-164,,
46393592,False,Diego de Almagro,tertiary,False,52.114,"LINESTRING (-71.4097829 -32.730204, -71.4100822 -32.7298087)",2,F-164,,
46397673,False,El Progreso,residential,False,230.31100000000004,"LINESTRING (-71.4097829 -32.730204, -71.4099748 -32.7301263, -71.4102688 -32.7299268, -71.4108821 -32.7294132, -71.4113065 -32.7290487, -71.4114291 -32.7289101, -71.4115176 -32.7287647)",,,,
46397536,False,Las Margaritas,residential,False,41.572,"LINESTRING (-71.4101795 -32.7281165, -71.4105741 -32.7279445)",,,,
46397587,False,Pasaje Las Dalias,living_street,False,33.945,"LINESTRING (-71.4101795 -32.7281165, -71.4100075 -32.7278477)",,,,
46397536,False,Las Margaritas,residential,False,48.299,"LINESTRING (-71.4105741 -32.7279445, -71.4110391 -32.7277557)",,,,
46397536,False,Las Margaritas,residential,True,41.572,"LINESTRING (-71.4105741 -32.7279445, -71.4101795 -32.7281165)",,,,
46397585,False,Pasaje Los Copihues,living_street,False,30.964,"LINESTRING (-71.4105741 -32.7279445, -71.4104231 -32.7276967)",,,,
46397585,False,Pasaje Los Copihues,living_street,True,30.964,"LINESTRING (-71.4104231 -32.7276967, -71.4105741 -32.7279445)",,,,
46397587,False,Pasaje Las Dalias,living_street,True,33.945,"LINESTRING (-71.4100075 -32.7278477, -71.4101795 -32.7281165)",,,,
460762859,False,Alcalde Ruperto Bernal,tertiary,False,123.344,"LINESTRING (-71.4119913 -32.7281464, -71.4107481 -32.7285161)",,,,
46750963,False,Pasaje La Cruz,residential,True,84.048,"LINESTRING (-71.4119913 -32.7281464, -71.411843 -32.7282584, -71.4117204 -32.7283718, -71.4116034 -32.7285218, -71.4115489 -32.7286192, -71.4115176 -32.7287647)",,,,
"[460762859, 460762860]",False,Alcalde Ruperto Bernal,tertiary,True,356.044,"LINESTRING (-71.4119913 -32.7281464, -71.412244 -32.7280534, -71.4137635 -32.7275196, -71.4140127 -32.7274268, -71.4146023 -32.7271782, -71.4148306 -32.727053, -71.4150263 -32.726977, -71.4154472 -32.7268135)",,,,
46391197,False,El Progreso,residential,True,444.718,"LINESTRING (-71.4115176 -32.7287647, -71.4117068 -32.7287349, -71.4120025 -32.7286944, -71.4121658 -32.7286784, -71.4124912 -32.7286698, -71.4130381 -32.7286606, -71.4138599 -32.7286445, -71.414817 -32.7286186, -71.4153203 -32.7285831, -71.4155083 -32.7285468, -71.4156953 -32.7284783, -71.4158007 -32.7284193, -71.4161479 -32.728225)",,,,
46397673,False,El Progreso,residential,True,230.311,"LINESTRING (-71.4115176 -32.7287647, -71.4114291 -32.7289101, -71.4113065 -32.7290487, -71.4108821 -32.7294132, -71.4102688 -32.7299268, -71.4099748 -32.7301263, -71.4097829 -32.730204)",,,,
46750963,False,Pasaje La Cruz,residential,False,84.048,"LINESTRING (-71.4115176 -32.7287647, -71.4115489 -32.7286192, -71.4116034 -32.7285218, -71.4117204 -32.7283718, -71.411843 -32.7282584, -71.4119913 -32.7281464)",,,,
46402473,True,Ruta E-30-F,primary,False,13.565,"LINESTRING (-71.4112491 -32.72182, -71.4113698 -32.7218876)",2,E-30-F,,
92347011,False,El Maitén,residential,True,35.944,"LINESTRING (-71.4112491 -32.72182, -71.4115449 -32.7216137)",,,,
801377379,True,José Ramón Pérez,secondary,False,9.009,"LINESTRING (-71.4114074 -32.7219086, -71.4114054 -32.7219896)",,,,
46402473,True,Ruta E-30-F,primary,False,70.09899999999999,"LINESTRING (-71.4114074 -32.7219086, -71.4115281 -32.7219617, -71.4117795 -32.7220429, -71.4121137 -32.7221109)",2,E-30-F,,
