osmid,name,highway,oneway,reversed,length,lanes,maxspeed,ref,bridge,geometry
578344431,Alonso de Ercilla,secondary,False,False,48.113,,,,,"LINESTRING (-71.0003161 -31.1760762, -71.000806 -31.1759688)"
578344433,Alonso de Ercilla,tertiary,False,True,51.851,2,50,,,"LINESTRING (-71.0003161 -31.1760762, -70.9998104 -31.1762501)"
"[796481193, 28380170, 103924813]",Chaguareche,secondary,False,False,292.485,2,,D-715,yes,"LINESTRING (-71.0003161 -31.1760762, -71.0000855 -31.1756367, -70.9998916 -31.1752972, -70.9996457 -31.175018, -70.9989529 -31.1743652, -70.9985662 -31.1740164, -70.9985205 -31.1739727)"
82990416,Avenida Oriente,tertiary,False,False,78.156,2,50,,,"LINESTRING (-71.0008363 -31.1794565, -71.0010486 -31.1801355)"
82990416,Avenida Oriente,tertiary,False,True,91.722,2,50,,,"LINESTRING (-71.0008363 -31.1794565, -71.0005869 -31.1786597)"
797695972,Chacabuco,tertiary,True,False,155.528,,,,,"LINESTRING (-71.0008363 -31.1794565, -70.9992555 -31.1798132)"
82990328,Chacabuco,tertiary,True,False,96.853,,,,,"LINESTRING (-71.0018202 -31.1792327, -71.0008363 -31.1794565)"
82990412,Valdivia,tertiary,True,False,95.344,2,50,,,"LINESTRING (-71.0018202 -31.1792327, -71.0020806 -31.1800607)"
82990328,Chacabuco,tertiary,True,False,95.646,,,,,"LINESTRING (-71.0027961 -31.1790259, -71.0018202 -31.1792327)"
82990392,San Carlos,residential,True,False,61.215,,,,,"LINESTRING (-71.0027961 -31.1790259, -71.0025896 -31.1785045)"
82990328,Chacabuco,tertiary,True,False,95.312,,,,,"LINESTRING (-71.0037576 -31.178785, -71.0027961 -31.1790259)"
82990368,Unión,tertiary,True,False,101.36,2,50,,,"LINESTRING (-71.0037576 -31.178785, -71.004063 -31.1796583)"
82990328,Chacabuco,tertiary,True,False,91.238,,,,,"LINESTRING (-71.0046881 -31.1785863, -71.0037576 -31.178785)"
82990407,Libertad,residential,True,False,94.781,,,,,"LINESTRING (-71.0046881 -31.1785863, -71.0044236 -31.1777645)"
82990328,Chacabuco,tertiary,True,False,97.251,,,,,"LINESTRING (-71.0056801 -31.1783751, -71.0046881 -31.1785863)"
82990333,Chacabuco,tertiary,False,False,171.993,,,,,"LINESTRING (-71.0056801 -31.1783751, -71.0074311 -31.1779901)"
239135790,Avenida Poniente,tertiary,False,False,96.614,2,50,,,"LINESTRING (-71.0056801 -31.1783751, -71.0059857 -31.1792037)"
239135790,Avenida Poniente,tertiary,False,True,84.814,2,50,,,"LINESTRING (-71.0056801 -31.1783751, -71.0054291 -31.1776432)"
82990368,Unión,tertiary,True,False,92.911,2,50,,,"LINESTRING (-71.0029496 -31.1763424, -71.0031997 -31.1771501)"
82990374,Juan Ignacio Flores,secondary,False,False,93.808,,,,,"LINESTRING (-71.0029496 -31.1763424, -71.0038961 -31.1761059)"
578344425,Juan Ignacio Flores,tertiary,False,True,92.976,2,50,,,"LINESTRING (-71.0029496 -31.1763424, -71.0020047 -31.1765559)"
578344429,Unión,secondary,False,False,94.032,2,50,,,"LINESTRING (-71.0029496 -31.1763424, -71.0027039 -31.1755233)"
82990338,Unión,residential,False,False,71.23,,,,,"LINESTRING (-71.0027039 -31.1755233, -71.002509 -31.1749048)"
578344429,Unión,secondary,False,True,94.032,2,50,,,"LINESTRING (-71.0027039 -31.1755233, -71.0029496 -31.1763424)"
578344431,Alonso de Ercilla,secondary,False,True,94.605,,,,,"LINESTRING (-71.0027039 -31.1755233, -71.0017434 -31.1757436)"
82990343,Plaza de Armas,residential,True,False,61.513999999999996,,,,,"LINESTRING (-71.0028522 -31.1781207, -71.00286 -31.178149, -71.0029086 -31.1783239, -71.002878 -31.1783808, -71.0028347 -31.1784244, -71.002632 -31.1784921, -71.0025896 -31.1785045)"
82990395,Maipú,residential,True,False,61.54600000000001,,,,,"LINESTRING (-71.0028522 -31.1781207, -71.0029027 -31.1781094, -71.0034343 -31.1779905, -71.0034612 -31.1779845, -71.0034781 -31.1779807)"
82990356,San Carlos,residential,True,False,60.589,,,,,"LINESTRING (-71.0024182 -31.1778924, -71.0023975 -31.1778294, -71.0022456 -31.1773679)"
1063746146,Plaza de Armas,residential,True,False,63.287000000000006,,,,,"LINESTRING (-71.0024182 -31.1778924, -71.0024754 -31.1778786, -71.0026616 -31.1778338, -71.0027236 -31.1778512, -71.0027745 -31.1778971, -71.002804 -31.177959, -71.0028522 -31.1781207)"
1063746147,Plaza de Armas,residential,True,False,65.58500000000001,,,,,"LINESTRING (-71.0021632 -31.1783003, -71.0020959 -31.1781082, -71.0020986 -31.17806, -71.0021254 -31.1780026, -71.0021684 -31.1779728, -71.0022139 -31.1779405, -71.0024182 -31.1778924)"
1063746148,Plaza de Armas,residential,True,False,58.151,,,,,"LINESTRING (-71.0025896 -31.1785045, -71.0025499 -31.1785145, -71.002363 -31.1785537, -71.0022804 -31.1785177, -71.0022345 -31.1784775, -71.0021632 -31.1783003)"
82990348,Carlos Dittborn,residential,False,True,22.476,,,,,"LINESTRING (-71.0039781 -31.1814553, -71.0040262 -31.1816532)"
82990418,Avenida Sur,tertiary,False,False,52.032,,,,,"LINESTRING (-71.0039781 -31.1814553, -71.0045114 -31.1813514)"
82990418,Avenida Sur,tertiary,False,True,45.317,,,,,"LINESTRING (-71.0039781 -31.1814553, -71.0035136 -31.1815457)"
82990356,San Carlos,residential,True,False,93.154,,,,,"LINESTRING (-71.0022456 -31.1773679, -71.0020047 -31.1765559)"
82990356,San Carlos,residential,True,False,93.682,,,,,"LINESTRING (-71.0020047 -31.1765559, -71.0017434 -31.1757436)"
578344425,Juan Ignacio Flores,tertiary,False,False,92.976,2,50,,,"LINESTRING (-71.0020047 -31.1765559, -71.0029496 -31.1763424)"
578344425,Juan Ignacio Flores,tertiary,False,True,94.0,2,50,,,"LINESTRING (-71.0020047 -31.1765559, -71.0010494 -31.1767718)"
578344431,Alonso de Ercilla,secondary,False,False,94.605,,,,,"LINESTRING (-71.0017434 -31.1757436, -71.0027039 -31.1755233)"
578344431,Alonso de Ercilla,secondary,False,True,92.64099999999999,,,,,"LINESTRING (-71.0017434 -31.1757436, -71.0016409 -31.1757724, -71.000806 -31.1759688)"
239135790,Avenida Poniente,tertiary,False,True,95.491,2,50,,,"LINESTRING (-71.0051015 -31.1766918, -71.0048378 -31.1758632)"
239135796,Comercio,tertiary,True,False,92.461,2,50,,,"LINESTRING (-71.0051015 -31.1766918, -71.0041672 -31.1769208)"
239135790,Avenida Poniente,tertiary,False,False,96.793,2,50,,,"LINESTRING (-71.0051015 -31.1766918, -71.0051122 -31.1767227, -71.0053894 -31.1775267)"
90714881,Antonio Aguirre Perry,secondary,False,True,101.819,2,,,,"LINESTRING (-71.0075022 -31.1760811, -71.0072392 -31.1751935)"
578344435,Comercio,tertiary,True,False,238.311,2,,,,"LINESTRING (-71.0075022 -31.1760811, -71.0069139 -31.1762475, -71.0051015 -31.1766918)"
82990363,Maipú,residential,True,False,95.82,,,,,"LINESTRING (-71.0005869 -31.1786597, -71.0015636 -31.1784492)"
82990416,Avenida Oriente,tertiary,False,False,91.722,2,50,,,"LINESTRING (-71.0005869 -31.1786597, -71.0008363 -31.1794565)"
82990416,Avenida Oriente,tertiary,False,True,99.612,2,50,,,"LINESTRING (-71.0005869 -31.1786597, -71.0003207 -31.1777933)"
82990363,Maipú,residential,True,False,59.397,,,,,"LINESTRING (-71.0015636 -31.1784492, -71.0021632 -31.1783003)"
82990412,Valdivia,tertiary,True,False,90.477,2,50,,,"LINESTRING (-71.0015636 -31.1784492, -71.0018202 -31.1792327)"
82990418,Avenida Sur,tertiary,False,False,93.64,,,,,"LINESTRING (-71.0045114 -31.1813514, -71.0054712 -31.1811646)"
82990418,Avenida Sur,tertiary,False,True,52.032,,,,,"LINESTRING (-71.0045114 -31.1813514, -71.0039781 -31.1814553)"
82990368,Unión,tertiary,True,False,95.315,2,50,,,"LINESTRING (-71.0043078 -31.1805121, -71.0045114 -31.1813514)"
82990391,Lautaro,residential,True,False,99.421,,,,,"LINESTRING (-71.0043078 -31.1805121, -71.0032826 -31.1806857)"
82990368,Unión,tertiary,True,False,97.753,2,50,,,"LINESTRING (-71.004063 -31.1796583, -71.0043078 -31.1805121)"
82990385,Yungay,tertiary,True,False,91.853,2,50,,,"LINESTRING (-71.004063 -31.1796583, -71.0049972 -31.1794496)"
82990368,Unión,tertiary,True,False,93.303,2,50,,,"LINESTRING (-71.0034781 -31.1779807, -71.0037576 -31.178785)"
82990395,Maipú,residential,True,False,93.107,,,,,"LINESTRING (-71.0034781 -31.1779807, -71.0044236 -31.1777645)"
82990368,Unión,tertiary,True,False,96.081,2,50,,,"LINESTRING (-71.0031997 -31.1771501, -71.0034781 -31.1779807)"
82990416,Avenida Oriente,tertiary,False,False,99.612,2,50,,,"LINESTRING (-71.0003207 -31.1777933, -71.0005869 -31.1786597)"
82990416,Avenida Oriente,tertiary,False,True,13.841,2,50,,,"LINESTRING (-71.0003207 -31.1777933, -71.0002804 -31.1776737)"
82990412,Valdivia,tertiary,True,False,98.507,2,50,,,"LINESTRING (-71.001309 -31.1775905, -71.0015636 -31.1784492)"
664245090,Comercio,residential,True,False,92.477,,,,,"LINESTRING (-71.001309 -31.1775905, -71.0022456 -31.1773679)"
82990407,Libertad,residential,True,False,94.212,,,,,"LINESTRING (-71.0041672 -31.1769208, -71.0038961 -31.1761059)"
239135796,Comercio,tertiary,True,False,95.51,2,50,,,"LINESTRING (-71.0041672 -31.1769208, -71.0031997 -31.1771501)"
82990416,Avenida Oriente,tertiary,False,False,78.302,2,50,,,"LINESTRING (-71.0000523 -31.1769971, -71.0002804 -31.1776737)"
82990416,Avenida Oriente,tertiary,False,True,86.192,2,50,,,"LINESTRING (-71.0000523 -31.1769971, -70.9998104 -31.1762501)"
578344425,Juan Ignacio Flores,tertiary,False,False,98.112,2,50,,,"LINESTRING (-71.0000523 -31.1769971, -71.0010494 -31.1767718)"
103924844,Juan Ignacio Flores,residential,False,True,43.964,,,,,"LINESTRING (-71.0000523 -31.1769971, -70.9997197 -31.1770661, -70.9996016 -31.1770485)"
82990412,Valdivia,tertiary,True,False,94.326,2,50,,,"LINESTRING (-71.0010494 -31.1767718, -71.001309 -31.1775905)"
578344425,Juan Ignacio Flores,tertiary,False,False,94.0,2,50,,,"LINESTRING (-71.0010494 -31.1767718, -71.0020047 -31.1765559)"
578344425,Juan Ignacio Flores,tertiary,False,True,98.112,2,50,,,"LINESTRING (-71.0010494 -31.1767718, -71.0000523 -31.1769971)"
82990374,Juan Ignacio Flores,secondary,False,False,93.566,,,,,"LINESTRING (-71.0038961 -31.1761059, -71.0048378 -31.1758632)"
82990374,Juan Ignacio Flores,secondary,False,True,93.808,,,,,"LINESTRING (-71.0038961 -31.1761059, -71.0029496 -31.1763424)"
82990374,Juan Ignacio Flores,secondary,False,True,93.566,,,,,"LINESTRING (-71.0048378 -31.1758632, -71.0038961 -31.1761059)"
239135790,Avenida Poniente,tertiary,False,False,95.491,2,50,,,"LINESTRING (-71.0048378 -31.1758632, -71.0051015 -31.1766918)"
1063746149,Avenida Poniente,residential,False,True,59.596,,,,,"LINESTRING (-71.0048378 -31.1758632, -71.0046779 -31.175345)"
82990374,Juan Ignacio Flores,secondary,False,False,108.21600000000001,,,,,"LINESTRING (-71.0048378 -31.1758632, -71.0055626 -31.1756589, -71.0059182 -31.1755588)"
82990377,Alonso de Ercilla,residential,False,True,42.417,,,,,"LINESTRING (-70.9998104 -31.1762501, -70.9993927 -31.1763835)"
82990416,Avenida Oriente,tertiary,False,False,86.192,2,50,,,"LINESTRING (-70.9998104 -31.1762501, -71.0000523 -31.1769971)"
578344433,Alonso de Ercilla,tertiary,False,False,51.851,2,50,,,"LINESTRING (-70.9998104 -31.1762501, -71.0003161 -31.1760762)"
82990412,Valdivia,tertiary,True,False,92.243,2,50,,,"LINESTRING (-71.000806 -31.1759688, -71.0010494 -31.1767718)"
578344431,Alonso de Ercilla,secondary,False,True,48.113,,,,,"LINESTRING (-71.000806 -31.1759688, -71.0003161 -31.1760762)"
578344431,Alonso de Ercilla,secondary,False,False,92.64099999999999,,,,,"LINESTRING (-71.000806 -31.1759688, -71.0016409 -31.1757724, -71.0017434 -31.1757436)"
82990374,Juan Ignacio Flores,secondary,False,True,56.031,,,,,"LINESTRING (-71.0072392 -31.1751935, -71.0066824 -31.1753577)"
90714881,Antonio Aguirre Perry,secondary,False,False,101.819,2,,,,"LINESTRING (-71.0072392 -31.1751935, -71.0075022 -31.1760811)"
1063746150,Santa Rosa,residential,False,True,69.005,,,,,"LINESTRING (-71.0072392 -31.1751935, -71.0070962 -31.1745851)"
82990385,Yungay,tertiary,True,False,94.522,2,50,,,"LINESTRING (-71.0020806 -31.1800607, -71.0030481 -31.1798672)"
82990412,Valdivia,tertiary,True,False,89.791,2,50,,,"LINESTRING (-71.0020806 -31.1800607, -71.0023253 -31.1808406)"
82990385,Yungay,tertiary,True,False,99.305,2,50,,,"LINESTRING (-71.0030481 -31.1798672, -71.004063 -31.1796583)"
