osmid,highway,oneway,reversed,length,geometry,ref,junction,bridge,lanes
118066356,tertiary,False,True,15.779,"LINESTRING (57.5334087 22.9325892, 57.5335262 22.9324974)",,,,
118066356,tertiary,False,False,87.423,"LINESTRING (57.5334087 22.9325892, 57.5329116 22.9329049, 57.5327059 22.9330355)",,,,
131542860,residential,False,False,194.186,"LINESTRING (57.5334087 22.9325892, 57.533213 22.9326734, 57.5331806 22.9326805, 57.5331507 22.9326775, 57.5331204 22.9326599, 57.5330997 22.9326368, 57.5330938 22.932605, 57.5331289 22.9325207, 57.5333184 22.9322168, 57.5333929 22.9320501, 57.5334078 22.931956, 57.5334099 22.931909, 57.5333418 22.9317619, 57.5331502 22.9314619, 57.533087 22.9314111, 57.5330408 22.931395)",,,,
131542860,residential,False,True,66.273,"LINESTRING (57.5334087 22.9325892, 57.5335927 22.9327167, 57.5335811 22.9328074, 57.5335496 22.9330533, 57.5335439 22.933098)",,,,
276034032,tertiary,True,False,26.224,"LINESTRING (57.5322919 22.9332804, 57.5320719 22.9334011)",,,,
276034030,unclassified,True,False,28.923000000000002,"LINESTRING (57.5322919 22.9332804, 57.5322464 22.9333693, 57.5322327 22.9334402, 57.5322307 22.93353)",,,,
118066375,tertiary,False,False,45.031,"LINESTRING (57.5305428 22.9341594, 57.5302185 22.9338859)",,,,
118066353,tertiary,True,False,175.52100000000002,"LINESTRING (57.5305428 22.9341594, 57.5304884 22.9342337, 57.530457 22.9343115, 57.5304477 22.934368, 57.5304592 22.9350148, 57.5304947 22.9354246, 57.5305139 22.9357148)",,,,
327160975,tertiary,True,False,31.66,"LINESTRING (57.5304051 22.9359321, 57.5303632 22.93565)",,,,
845476966,residential,True,False,20.568,"LINESTRING (57.5304051 22.9359321, 57.5303107 22.9358632, 57.5302303 22.9358629)",,,,
118066375,tertiary,False,True,45.031,"LINESTRING (57.5302185 22.9338859, 57.5305428 22.9341594)",,,,
754868662,tertiary,False,False,33.926,"LINESTRING (57.5302185 22.9338859, 57.5303359 22.9336006)",,,,
743103902,residential,True,False,44.754,"LINESTRING (57.5302185 22.9338859, 57.5299555 22.9337677, 57.5299021 22.9337417, 57.5298643 22.9337222, 57.5298258 22.9337102)",,,,
754868662,tertiary,False,True,33.926,"LINESTRING (57.5303359 22.9336006, 57.5302185 22.9338859)",,,,
754868663,tertiary,True,False,130.719,"LINESTRING (57.5303359 22.9336006, 57.5305241 22.9334335, 57.5305871 22.933394, 57.5306368 22.93337, 57.5306952 22.9333541, 57.5307799 22.9333364, 57.5308365 22.9333329, 57.5312947 22.9333035, 57.5313556 22.9332982, 57.5314109 22.9332853, 57.5315072 22.9332581)",,,,
36787653,tertiary,True,False,24.712,"LINESTRING (57.5320728 22.9331067, 57.5323141 22.9331089)",,,,
36787656,residential,True,False,30.56,"LINESTRING (57.5320728 22.9331067, 57.5322583 22.9330265, 57.5323056 22.9329902, 57.5323239 22.9329661)",,,,
276034800,unclassified,True,False,25.666,"LINESTRING (57.5298258 22.9337102, 57.5298481 22.9334803)",,,,
