osmid,lanes,highway,oneway,reversed,length,name,geometry,maxspeed
89251185,2,residential,False,False,64.765,,"LINESTRING (54.0969653 17.0135939, 54.0968853 17.0141713)",
508285825,2,tertiary,False,False,46.019,شارع السلام,"LINESTRING (54.0969653 17.0135939, 54.0971678 17.013628, 54.0973941 17.0136471)",
508285825,2,tertiary,False,True,42.102,شارع السلام,"LINESTRING (54.0969653 17.0135939, 54.0967931 17.0135669, 54.0965776 17.0135181)",
372526785,2,tertiary,True,False,13.138,شارع التنمية,"LINESTRING (54.1011504 17.017439, 54.1011187 17.0175532)",60
507646758,2,secondary,True,False,49.671,شارع 23 يوليو,"LINESTRING (54.1011504 17.017439, 54.1016033 17.0175485)",60
508280332,2,residential,False,False,40.906,شارع الدرة,"LINESTRING (54.0997904 17.0147244, 54.0997756 17.0143568)",
508280332,2,residential,False,True,34.515,شارع الدرة,"LINESTRING (54.0997904 17.0147244, 54.099782 17.0150347)",
507635050,,residential,False,True,153.316,سكة 16,"LINESTRING (54.0997904 17.0147244, 54.1007788 17.0148532, 54.1012109 17.0149524)",
89251021,,residential,False,True,17.417,,"LINESTRING (54.1042463 17.0151426, 54.1042706 17.0149877)",
339260261,,residential,False,True,8.899,,"LINESTRING (54.1042463 17.0151426, 54.1042367 17.0152221)",
500079379,,residential,False,False,137.466,شارع الأفراح,"LINESTRING (54.1042463 17.0151426, 54.1039035 17.0150896, 54.1035182 17.0150123, 54.1029837 17.0148808)",
507635051,,tertiary,False,True,35.096,شارع التنمية,"LINESTRING (54.1015861 17.0139685, 54.1015819 17.0142841)",
508285825,2,tertiary,False,False,59.088,شارع السلام,"LINESTRING (54.1015861 17.0139685, 54.10214 17.0140114)",
508285825,2,tertiary,False,True,197.21200000000002,شارع السلام,"LINESTRING (54.1015861 17.0139685, 54.1015208 17.0139634, 54.0997374 17.0138254)",
89251014,,residential,False,False,89.73,,"LINESTRING (54.0968506 17.0144027, 54.0976774 17.0145643)",
89251185,2,residential,False,True,25.994,,"LINESTRING (54.0968506 17.0144027, 54.0968853 17.0141713)",
89251185,2,residential,False,False,129.976,,"LINESTRING (54.0968506 17.0144027, 54.0968162 17.0146328, 54.0968548 17.0148669, 54.0968882 17.0150921, 54.0969023 17.015187, 54.096875 17.0153211, 54.0968291 17.0155566)",
89251021,,residential,False,False,34.952,,"LINESTRING (54.1043678 17.0142524, 54.1043305 17.0145647)",
508285825,2,tertiary,False,False,92.56700000000001,شارع السلام,"LINESTRING (54.1043678 17.0142524, 54.1046881 17.0143012, 54.1052235 17.0144047)",
508285825,2,tertiary,False,True,141.493,شارع السلام,"LINESTRING (54.1043678 17.0142524, 54.1034915 17.0141402, 54.1030491 17.0140818)",
508280332,2,residential,False,False,36.235,شارع الدرة,"LINESTRING (54.0997374 17.0138254, 54.0997636 17.0135005)",
508280332,2,residential,False,True,31.275,شارع الدرة,"LINESTRING (54.0997374 17.0138254, 54.0997576 17.014106)",
508285825,2,tertiary,False,True,249.947,شارع السلام,"LINESTRING (54.0997374 17.0138254, 54.0973941 17.0136471)",
508285825,2,tertiary,False,False,197.21200000000002,شارع السلام,"LINESTRING (54.0997374 17.0138254, 54.1015208 17.0139634, 54.1015861 17.0139685)",
508280332,2,residential,False,False,11.346,شارع الدرة,"LINESTRING (54.0997747 17.0151365, 54.099782 17.0150347)",
779696346,,residential,False,True,47.842,,"LINESTRING (54.0997747 17.0151365, 54.1002146 17.0152269)",
508280332,2,residential,False,True,119.721,شارع الدرة,"LINESTRING (54.0997747 17.0151365, 54.0997386 17.0153115, 54.0996945 17.0155257, 54.0996532 17.015726, 54.0996086 17.0159422, 54.0995567 17.0161928)",
507635050,,residential,False,False,38.644,سكة 16,"LINESTRING (54.1015542 17.0150665, 54.1012109 17.0149524)",
507635051,,tertiary,False,False,21.109,شارع التنمية,"LINESTRING (54.1015542 17.0150665, 54.1015717 17.0148774)",
507646753,2,tertiary,False,True,29.62,شارع التنمية,"LINESTRING (54.1015542 17.0150665, 54.101528 17.0153317)",
89251236,,residential,False,True,318.25,سكة 16,"LINESTRING (54.1015542 17.0150665, 54.1017406 17.0151466, 54.1019939 17.0152179, 54.1044528 17.0157655)",
507635051,,tertiary,False,False,16.292,شارع التنمية,"LINESTRING (54.1015754 17.0146609, 54.1015779 17.0145144)",
507635051,,tertiary,False,True,11.655,شارع التنمية,"LINESTRING (54.1015754 17.0146609, 54.1015736 17.0147657)",
500079379,,residential,False,True,151.725,شارع الأفراح,"LINESTRING (54.1015754 17.0146609, 54.1024247 17.0147935, 54.1029837 17.0148808)",
89251185,2,residential,False,False,25.994,,"LINESTRING (54.0968853 17.0141713, 54.0968506 17.0144027)",
89251185,2,residential,False,True,64.765,,"LINESTRING (54.0968853 17.0141713, 54.0969653 17.0135939)",
89251014,,residential,False,True,142.971,,"LINESTRING (54.099782 17.0150347, 54.0984728 17.0147415)",
508280332,2,residential,False,False,34.515,شارع الدرة,"LINESTRING (54.099782 17.0150347, 54.0997904 17.0147244)",
508280332,2,residential,False,True,11.346,شارع الدرة,"LINESTRING (54.099782 17.0150347, 54.0997747 17.0151365)",
507635056,,residential,False,False,33.979,شارع ألفيا,"LINESTRING (54.1030491 17.0140818, 54.1030845 17.0137781)",
508285825,2,tertiary,False,True,96.98,شارع السلام,"LINESTRING (54.1030491 17.0140818, 54.10214 17.0140114)",
508285825,2,tertiary,False,False,141.493,شارع السلام,"LINESTRING (54.1030491 17.0140818, 54.1034915 17.0141402, 54.1043678 17.0142524)",
339260321,,residential,False,True,59.102,شارع العمائر,"LINESTRING (54.1053497 17.0195079, 54.1048092 17.0193838)",
508282193,2,tertiary,False,False,68.547,شارع العزاوية,"LINESTRING (54.1053497 17.0195079, 54.1052067 17.020109)",50
508282193,2,tertiary,False,True,86.116,شارع العزاوية,"LINESTRING (54.1053497 17.0195079, 54.1054783 17.0189532, 54.1055216 17.0187511)",50
508244711,2,secondary,True,False,8.305,شارع 23 يوليو,"LINESTRING (54.1011187 17.0175532, 54.1010424 17.0175372)",60
508244712,2,tertiary,True,False,28.486,شارع التنمية,"LINESTRING (54.1011187 17.0175532, 54.1010553 17.0178021)",60
339499111,,residential,False,True,42.725,,"LINESTRING (54.1049329 17.0212707, 54.1053231 17.0213625)",
508282193,2,tertiary,False,True,56.375,شارع العزاوية,"LINESTRING (54.1049329 17.0212707, 54.105048 17.0207758)",50
339065303,,residential,False,True,62.477,سكة 26,"LINESTRING (54.0968291 17.0155566, 54.0974006 17.0156872)",
89251185,2,residential,False,False,79.437,,"LINESTRING (54.0968291 17.0155566, 54.0967741 17.0158174, 54.0967305 17.0160316, 54.0967139 17.0161133, 54.0966882 17.0162396, 54.0966846 17.0162575)",
