osmid,highway,oneway,reversed,length,bridge,geometry,junction,lanes
288090163,tertiary,False,True,69.657,,"LINESTRING (56.2491257 26.183689, 56.2489803 26.1830763)",,
"[288293592, 204512089, 288293595]",tertiary,False,False,49.919,yes,"LINESTRING (56.2491257 26.183689, 56.2492404 26.1836687, 56.2495065 26.1836172, 56.2496154 26.1835973)",,
204512089,tertiary,False,True,137.954,,"LINESTRING (56.2491257 26.183689, 56.2487839 26.1837495, 56.2482123 26.1838506, 56.2477693 26.183929)",,
288134868,residential,False,True,100.836,,"LINESTRING (56.2468021 26.1827394, 56.2478126 26.1827324)",,
288090163,tertiary,False,False,243.606,,"LINESTRING (56.2493294 26.1790887, 56.2490405 26.1812641)",,
770059450,tertiary,True,False,20.307,,"LINESTRING (56.2493294 26.1790887, 56.2493275 26.1790278, 56.2493215 26.1789672, 56.2493115 26.178907)",,
288090163,tertiary,False,False,69.657,,"LINESTRING (56.2489803 26.1830763, 56.2491257 26.183689)",,
288090163,tertiary,False,True,28.752,,"LINESTRING (56.2489803 26.1830763, 56.2489422 26.18282)",,
46760307,residential,False,False,95.10900000000001,,"LINESTRING (56.2489803 26.1830763, 56.2481921 26.1830799, 56.2481915 26.1832279)",,
28643158,residential,False,False,116.85,,"LINESTRING (56.2516126 26.1843586, 56.2504964 26.1846764)",,
28643269,residential,False,True,16.692,,"LINESTRING (56.2516126 26.1843586, 56.2516102 26.1842085)",,
28643150,residential,False,True,70.093,,"LINESTRING (56.2497571 26.1842147, 56.2496154 26.1835973)",,
145450899,residential,False,True,90.03399999999999,,"LINESTRING (56.2497571 26.1842147, 56.2500849 26.1843905, 56.2504964 26.1846764)",,
28643150,residential,False,False,70.093,,"LINESTRING (56.2496154 26.1835973, 56.2497571 26.1842147)",,
288293592,tertiary,False,False,116.926,,"LINESTRING (56.2496154 26.1835973, 56.2500983 26.1835088, 56.2507635 26.183387)",,
"[288293592, 204512089, 288293595]",tertiary,False,True,49.919,yes,"LINESTRING (56.2496154 26.1835973, 56.2495065 26.1836172, 56.2492404 26.1836687, 56.2491257 26.183689)",,
28643158,residential,False,True,116.85,,"LINESTRING (56.2504964 26.1846764, 56.2516126 26.1843586)",,
145450899,residential,False,False,90.03399999999999,,"LINESTRING (56.2504964 26.1846764, 56.2500849 26.1843905, 56.2497571 26.1842147)",,
28643258,tertiary,False,False,125.763,,"LINESTRING (56.2518714 26.183187, 56.2524263 26.1830862, 56.2525166 26.1830698, 56.2529942 26.1829831, 56.2531067 26.1829627)",,
1024198851,tertiary,True,False,21.241999999999997,,"LINESTRING (56.2518714 26.183187, 56.2518058 26.1832114, 56.2517426 26.1832405, 56.2516824 26.183274)",,
36585661,tertiary,True,False,2.901,,"LINESTRING (56.2514978 26.1832007, 56.2515141 26.1831791)",roundabout,
36585661,tertiary,True,False,3.39,,"LINESTRING (56.2515472 26.1833232, 56.251519 26.1833062)",roundabout,
36585661,tertiary,True,False,3.138,,"LINESTRING (56.2516824 26.183274, 56.2516664 26.1832983)",roundabout,
1024198856,residential,False,False,3.181,,"LINESTRING (56.2542868 26.1824217, 56.254283 26.1824501)",,
1024198856,residential,False,True,82.55,,"LINESTRING (56.2542868 26.1824217, 56.2543854 26.1816846)",,
151299367,residential,False,False,43.702,,"LINESTRING (56.2481915 26.1832279, 56.247754 26.1832098)",,
46760307,residential,False,False,66.309,,"LINESTRING (56.2481915 26.1832279, 56.248181 26.1834309, 56.2477501 26.1833601)",,
46760307,residential,False,True,95.10900000000001,,"LINESTRING (56.2481915 26.1832279, 56.2481921 26.1830799, 56.2489803 26.1830763)",,
46828996,residential,False,False,16.717,,"LINESTRING (56.2477501 26.1833601, 56.247754 26.1832098)",,
46828996,residential,False,True,63.288,,"LINESTRING (56.2477501 26.1833601, 56.2477693 26.183929)",,
46760307,residential,False,True,66.309,,"LINESTRING (56.2477501 26.1833601, 56.248181 26.1834309, 56.2481915 26.1832279)",,
46760471,residential,False,False,59.637,,"LINESTRING (56.2472024 26.1844839, 56.2466404 26.1846664)",,
770059452,tertiary,True,False,30.105,,"LINESTRING (56.2472024 26.1844839, 56.2471349 26.1844171, 56.2470572 26.1843599, 56.2469711 26.184313)",,
46760471,residential,False,True,59.637,,"LINESTRING (56.2466404 26.1846664, 56.2472024 26.1844839)",,
46828996,residential,False,False,63.288,,"LINESTRING (56.2477693 26.183929, 56.2477501 26.1833601)",,
204512089,tertiary,False,True,29.089,,"LINESTRING (56.2477693 26.183929, 56.2474839 26.1839823)",,
204512089,tertiary,False,False,137.954,,"LINESTRING (56.2477693 26.183929, 56.2482123 26.1838506, 56.2487839 26.1837495, 56.2491257 26.183689)",,
46828996,residential,False,False,64.79,,"LINESTRING (56.2478908 26.1818021, 56.2479066 26.1812196)",,
46828996,residential,False,True,72.844,,"LINESTRING (56.2478908 26.1818021, 56.247857 26.1824565)",,
46829016,residential,False,True,46.976,,"LINESTRING (56.2478908 26.1818021, 56.2474233 26.1817524)",,
614580081,tertiary,False,False,80.652,,"LINESTRING (56.2483681 26.1787541, 56.2475656 26.1786679)",,
614580081,tertiary,False,True,19.427,,"LINESTRING (56.2483681 26.1787541, 56.2485614 26.1787749)",,
288134863,residential,False,True,58.592999999999996,,"LINESTRING (56.2483681 26.1787541, 56.2483229 26.1790037, 56.248296 26.1791526, 56.2482731 26.1792741)",,
288134863,residential,False,False,42.318,,"LINESTRING (56.2479119 26.1811321, 56.2479351 26.1807521)",,
288134863,residential,False,True,9.744,,"LINESTRING (56.2479119 26.1811321, 56.2479066 26.1812196)",,
46829026,residential,False,True,90.48599999999999,,"LINESTRING (56.2479119 26.1811321, 56.2474855 26.1810807, 56.2474303 26.1810738, 56.247378 26.1810908, 56.2473405 26.1811277, 56.2473267 26.1811761, 56.2472904 26.1814016)",,
46829016,residential,False,False,53.969,,"LINESTRING (56.2468873 26.1816876, 56.2474233 26.1817524)",,
1024179447,residential,True,False,27.963,,"LINESTRING (56.2468873 26.1816876, 56.2468444 26.1816905, 56.2468033 26.1817018, 56.246766 26.181721, 56.2467345 26.1817473, 56.2466673 26.1818234)",,
288090163,tertiary,False,True,243.606,,"LINESTRING (56.2490405 26.1812641, 56.2493294 26.1790887)",,
288134864,residential,False,True,63.795,,"LINESTRING (56.2490405 26.1812641, 56.2484018 26.181239)",,
288090163,tertiary,False,False,128.693,,"LINESTRING (56.2490405 26.1812641, 56.2489611 26.1817353, 56.2488925 26.1822211, 56.2488897 26.1824122)",,
288090163,tertiary,False,False,32.421,,"LINESTRING (56.2488992 26.182531, 56.2489422 26.18282)",,
288090163,tertiary,False,True,13.244,,"LINESTRING (56.2488992 26.182531, 56.2488897 26.1824122)",,
288134865,residential,False,False,104.326,,"LINESTRING (56.2488992 26.182531, 56.247857 26.1824565)",,
85800360,primary,True,False,13.871,,"LINESTRING (56.2468751 26.1788191, 56.2468308 26.178771, 56.2468005 26.1787149)",roundabout,
85800360,primary,True,False,7.8,,"LINESTRING (56.2472906 26.1784714, 56.2473311 26.1785314)",roundabout,
85800360,primary,True,False,34.737,,"LINESTRING (56.2471998 26.1788596, 56.2471344 26.178881, 56.2470652 26.1788876, 56.2469963 26.178879, 56.2469318 26.1788556, 56.2468751 26.1788191)",roundabout,
85800367,primary,True,False,296.059,,"LINESTRING (56.2471998 26.1788596, 56.2471427 26.1789323, 56.2470965 26.1790111, 56.2470618 26.1790944, 56.2470392 26.1791811, 56.247 26.1794732, 56.2467174 26.1814695)",,
85800360,primary,True,False,6.269,,"LINESTRING (56.2468839 26.178439, 56.2469357 26.1784071)",roundabout,
28643277,residential,False,True,33.379,,"LINESTRING (56.2514008 26.1822647, 56.2514603 26.1825601)",,
145450906,residential,False,True,44.168,,"LINESTRING (56.251894 26.1824807, 56.2514603 26.1825601)",,
28643277,residential,False,False,33.379,,"LINESTRING (56.2514603 26.1825601, 56.2514008 26.1822647)",,
145450906,residential,False,False,44.168,,"LINESTRING (56.2514603 26.1825601, 56.251894 26.1824807)",,
28643277,residential,False,True,48.334,,"LINESTRING (56.2514603 26.1825601, 56.2515101 26.1828066, 56.2515341 26.1829895)",,
145450933,residential,False,False,27.11,,"LINESTRING (56.2525881 26.1838516, 56.2526878 26.1840784)",,
145450924,residential,False,True,48.842,,"LINESTRING (56.2526878 26.1840784, 56.2522111 26.1841781)",,
145450933,residential,False,True,27.11,,"LINESTRING (56.2526878 26.1840784, 56.2525881 26.1838516)",,
28643269,residential,False,False,16.692,,"LINESTRING (56.2516102 26.1842085, 56.2516126 26.1843586)",,
28643269,residential,False,True,66.915,,"LINESTRING (56.2516102 26.1842085, 56.2516242 26.1839639, 56.25166 26.1837233, 56.251666 26.1836093)",,
145450924,residential,False,False,31.034999999999997,,"LINESTRING (56.2516102 26.1842085, 56.2517045 26.1842472, 56.2518072 26.1842594, 56.2519095 26.184244)",,
145450907,residential,False,False,73.819,,"LINESTRING (56.2522111 26.1841781, 56.2520337 26.1835336)",,
145450924,residential,False,False,48.842,,"LINESTRING (56.2522111 26.1841781, 56.2526878 26.1840784)",,
145450924,residential,False,True,30.974,,"LINESTRING (56.2522111 26.1841781, 56.2519095 26.184244)",,
145450924,residential,False,False,30.974,,"LINESTRING (56.2519095 26.184244, 56.2522111 26.1841781)",,
145450924,residential,False,True,31.035000000000004,,"LINESTRING (56.2519095 26.184244, 56.2518072 26.1842594, 56.2517045 26.1842472, 56.2516102 26.1842085)",,
151299371,tertiary,False,False,53.009,,"LINESTRING (56.2455996 26.1759415, 56.2454886 26.1764077)",,
228779945,residential,False,True,70.258,,"LINESTRING (56.2455996 26.1759415, 56.244909 26.1758186)",,
228778019,residential,False,True,88.038,,"LINESTRING (56.2500779 26.1767467, 56.2493426 26.1763092)",,
288090310,tertiary,False,False,89.34400000000001,,"LINESTRING (56.2500779 26.1767467, 56.2497612 26.1771854, 56.2496438 26.1774201, 56.2496384 26.1774431)",,
