osmid,oneway,highway,reversed,length,name,geometry,junction,lanes
448801587,True,tertiary,False,197.122,,"LINESTRING (56.4631356 24.7440352, 56.4611872 24.7441424)",,
448801588,False,tertiary,False,39.174,,"LINESTRING (56.4631356 24.7440352, 56.463518 24.743976)",,
181439721,False,secondary,True,40.526,طريق شناص - السوق,"LINESTRING (56.4556449 24.7450687, 56.4552556 24.7451572)",,
497484981,True,secondary,False,50.117000000000004,,"LINESTRING (56.4556449 24.7450687, 56.4558264 24.7449674, 56.4560311 24.7447896)",,
181439721,False,secondary,False,40.526,طريق شناص - السوق,"LINESTRING (56.4552556 24.7451572, 56.4556449 24.7450687)",,
448801586,True,primary,False,50.185,Batinah Coastal Road,"LINESTRING (56.4594137 24.7440585, 56.4594805 24.7439764, 56.4595528 24.7439142, 56.4596797 24.7438552, 56.4598201 24.7438336)",roundabout,
497498236,True,primary,False,95.01599999999999,طريق الباطنة الساحلي,"LINESTRING (56.4594137 24.7440585, 56.4593773 24.7438061, 56.4593268 24.743624, 56.4592566 24.7434097, 56.4591672 24.7432395)",,
318840653,True,primary,False,47.777,طريق الباطنة الساحلي,"LINESTRING (56.4601624 24.7445579, 56.460251 24.7447955, 56.4602725 24.7448796, 56.4603031 24.7449678)",,
448801586,True,primary,False,50.332,Batinah Coastal Road,"LINESTRING (56.4601624 24.7445579, 56.4600642 24.7446275, 56.4599492 24.7446711, 56.4598256 24.7446858, 56.4597022 24.7446703)",roundabout,
448801586,True,primary,False,37.749,Batinah Coastal Road,"LINESTRING (56.4594898 24.7445556, 56.459416 24.7444645, 56.4593711 24.7443589, 56.4593584 24.7442463)",roundabout,
448801592,True,secondary,False,72.574,,"LINESTRING (56.4594898 24.7445556, 56.4591839 24.7445291, 56.4589025 24.7445682, 56.4587785 24.7445918)",,
448801586,True,primary,False,25.178,Batinah Coastal Road,"LINESTRING (56.4597022 24.7446703, 56.4595876 24.7446259, 56.4594898 24.7445556)",roundabout,
448801586,True,primary,False,50.394000000000005,Batinah Coastal Road,"LINESTRING (56.4598201 24.7438336, 56.4599599 24.7438559, 56.4600899 24.7439066, 56.4601945 24.7439944, 56.4602308 24.7440521)",roundabout,
448801586,True,primary,False,29.810000000000002,Batinah Coastal Road,"LINESTRING (56.4602308 24.7440521, 56.4602652 24.7441068, 56.4602956 24.7442331, 56.4602881 24.7443086)",roundabout,
623554308,True,tertiary,False,293.36899999999997,,"LINESTRING (56.4602308 24.7440521, 56.4608131 24.744061, 56.4631356 24.7440352)",,
448801589,True,secondary,False,38.988,,"LINESTRING (56.4560311 24.7447896, 56.4561113 24.7447407, 56.4562051 24.7447201, 56.4563009 24.7447301, 56.4563871 24.7447696)",roundabout,
448801589,True,secondary,False,4.699,,"LINESTRING (56.4564281 24.7451347, 56.4563923 24.7451617)",roundabout,
448801589,True,secondary,False,45.631,,"LINESTRING (56.4563871 24.7447696, 56.4564495 24.744829, 56.4564873 24.7449035, 56.4564965 24.7449852, 56.456476 24.7450651, 56.4564281 24.7451347)",roundabout,
448801591,True,secondary,False,239.195,,"LINESTRING (56.4563871 24.7447696, 56.4566282 24.7448327, 56.4568009 24.74484, 56.4575577 24.7447041, 56.4587088 24.7444975)",,
448801589,True,secondary,False,46.252,,"LINESTRING (56.4560447 24.7451602, 56.4559855 24.7450967, 56.4559525 24.7450191, 56.4559495 24.7449359, 56.4559767 24.7448565, 56.4560311 24.7447896)",roundabout,
