osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,tunnel,junction
200258506,True,2,شارع السعيدية,primary,False,45.819,"LINESTRING (58.5889661 23.6159479, 58.5891274 23.6159388, 58.5891887 23.615955, 58.5892394 23.615984, 58.5892864 23.6160298, 58.5893257 23.61611)",,,,
327384037,True,2,شارع سلطان بن أحمد,primary,False,71.922,"LINESTRING (58.5889661 23.6159479, 58.5891625 23.6158883, 58.5892494 23.6158608, 58.589326 23.6158176, 58.5893841 23.6157636, 58.5894231 23.6157092, 58.5894548 23.6156434, 58.5894657 23.6155663)",1,,,
48430251,True,2,شارع تيمور,primary,False,12.816,"LINESTRING (58.5894657 23.6155663, 58.5894374 23.615454)",1,,,
200258505,True,1,شارع البريد,residential,False,54.778,"LINESTRING (58.5901408 23.6141662, 58.5900287 23.6136844)",,,,
48430251,True,2,شارع تيمور,primary,False,40.598,"LINESTRING (58.5901408 23.6141662, 58.5901368 23.6140663, 58.5901464 23.6139888, 58.5901985 23.6138931, 58.5902637 23.6138396)",1,,,
200246582,True,2,شارع السعيدية,primary,False,32.688,"LINESTRING (58.5910239 23.6146763, 58.5909063 23.6149231, 58.5908913 23.6149436)",1,,,
55537187,True,1,شارع تيمور,primary,False,52.245,"LINESTRING (58.5898841 23.6156908, 58.5896803 23.615736, 58.5896132 23.6157266, 58.589561 23.6157011, 58.5895169 23.6156524, 58.5894657 23.6155663)",,,,
200246582,True,2,شارع السعيدية,primary,False,77.894,"LINESTRING (58.5898841 23.6156908, 58.58974 23.6157576, 58.5895837 23.6158057, 58.5895541 23.615817, 58.5894858 23.6158557, 58.5894295 23.6159026, 58.5893911 23.6159606, 58.5893257 23.61611)",1,,,
327384040,True,2,شارع السعيدية,primary,False,39.465,"LINESTRING (58.5893257 23.61611, 58.5892833 23.6163301, 58.5892754 23.616371, 58.5892583 23.6164595)",1,,,
36364485,True,1,شارع السعيدية,residential,False,33.592,"LINESTRING (58.5892583 23.6164595, 58.5892657 23.6165694, 58.5892833 23.6166165, 58.5893154 23.6166575, 58.5894043 23.6166997)",,,,
48430272,True,2,شارع السعيدية,primary,False,40.19,"LINESTRING (58.5892583 23.6164595, 58.5892001 23.6165456, 58.5891342 23.6165942, 58.589062 23.6166246, 58.5889431 23.6166387)",1,,,
200258508,True,2,شارع باب المطيب,primary,False,3.566,"LINESTRING (58.5889431 23.6166387, 58.5889086 23.6166333)",1,,,
48430839,True,1,,residential,False,23.0,"LINESTRING (58.5885119 23.616588, 58.5883191 23.6166956)",,,,
200258508,True,2,شارع باب المطيب,primary,False,23.511,"LINESTRING (58.5885119 23.616588, 58.5883381 23.6165707, 58.5882825 23.6165764)",1,,,
168402545,True,1,,primary_link,False,49.624,"LINESTRING (58.5881416 23.6165875, 58.5880241 23.6165583, 58.5879731 23.616532, 58.5879345 23.6164897, 58.5879079 23.6164335, 58.5879048 23.6163648, 58.5879159 23.6163321, 58.587952 23.61628)",,,,
640026170,True,2,الطريق البحري,primary,False,61.734,"LINESTRING (58.5881416 23.6165875, 58.5880644 23.616599, 58.5879736 23.6166221, 58.5878249 23.6166812, 58.5877027 23.6167461, 58.5875987 23.6168178)",1,80,,
66659257,True,1,,primary_link,False,33.684,"LINESTRING (58.5875987 23.6168178, 58.5873934 23.6169217, 58.5872975 23.6169271)",,,,
"[640026162, 1185253134, 1185253135]",True,2,الطريق البحري,primary,False,179.83499999999998,"LINESTRING (58.5875987 23.6168178, 58.5874705 23.6169391, 58.5873711 23.6170521, 58.5872433 23.6172561, 58.5869978 23.6176373, 58.5869188 23.61776, 58.5866539 23.6181776)",1,80,,
66647561,False,2,شارع السعيدية,primary,True,59.666,"LINESTRING (58.5945106 23.6113172, 58.5942014 23.6117729)",1,40,,
285871757,False,2,سكة 9119,residential,False,129.823,"LINESTRING (58.5945106 23.6113172, 58.5948881 23.6113472, 58.5950173 23.6113191, 58.5952582 23.611329, 58.5955399 23.6113628, 58.595611 23.6111554)",,60,,
48430251,True,2,شارع تيمور,primary,False,22.425,"LINESTRING (58.5908781 23.6138793, 58.590984 23.6140561)",1,,,
20450563,True,1,شارع تيمور,primary,False,53.790000000000006,"LINESTRING (58.5908781 23.6138793, 58.590957 23.6139243, 58.5910095 23.613958, 58.5910759 23.6139688, 58.5911445 23.6139519, 58.5911875 23.613922, 58.5912276 23.6138546, 58.5912746 23.6137793)",1,,,
168402567,False,2,,residential,False,119.839,"LINESTRING (58.5908781 23.6138793, 58.5909171 23.613645, 58.5909343 23.6135417, 58.5909855 23.6132345, 58.5910127 23.6131163, 58.5910511 23.6130385, 58.5910932 23.6129618, 58.5911644 23.6128454)",,,,
640026172,True,2,الطريق البحري,primary,False,25.259,"LINESTRING (58.5877549 23.6164178, 58.587952 23.61628)",1,80,,
66659258,True,1,شارع ريام,tertiary,False,83.012,"LINESTRING (58.5870807 23.616837, 58.5877549 23.6164178)",,,,
200258511,True,2,شارع سلطان بن أحمد,primary,False,33.429,"LINESTRING (58.587952 23.61628, 58.5880731 23.6162037, 58.5882343 23.616128)",1,,,
48430251,True,2,شارع تيمور,primary,False,65.687,"LINESTRING (58.5902637 23.6138396, 58.5903484 23.6138087, 58.5906414 23.6137928, 58.590726 23.613802, 58.5908083 23.6138344, 58.5908781 23.6138793)",1,,,
200258508,True,2,شارع باب المطيب,primary,False,3.524,"LINESTRING (58.5887161 23.6166031, 58.5886817 23.6165998)",1,,,
168402639,False,2,سكة 9522,residential,True,124.25200000000001,"LINESTRING (58.5887161 23.6166031, 58.5887296 23.616743, 58.5887946 23.6168848, 58.5888093 23.616975, 58.5885727 23.6172226, 58.588211 23.6174517)",,2,,
20454766,True,1,شارع السعيدية,primary,False,44.010999999999996,"LINESTRING (58.5912746 23.6137793, 58.5912548 23.6139164, 58.5912002 23.614169)",1,,,
35158639,False,2,شارع السعيدية,primary,False,154.09700000000004,"LINESTRING (58.5912746 23.6137793, 58.5913752 23.6133591, 58.5914021 23.6132743, 58.5914424 23.6131758, 58.5914973 23.6130864, 58.5915634 23.6130088, 58.5916372 23.6129382, 58.5917247 23.612872, 58.5918323 23.6128159, 58.591946 23.6127721, 58.5920862 23.6127379)",1,,,
200258507,False,2,شارع باب المطيب,residential,True,2.608,"LINESTRING (58.5911663 23.6170783, 58.5911417 23.6170718)",,,,
"[1185232776, 200235705, 1185232775]",True,,شارع باب المطيب,residential,False,51.872,"LINESTRING (58.5911663 23.6170783, 58.5912359 23.6170614, 58.5912783 23.6170545, 58.5913232 23.6170495, 58.5914003 23.6170449, 58.5914678 23.6170379, 58.5915357 23.617037, 58.5916033 23.6170421, 58.5916701 23.6170533)",,,,
48430775,False,2,,residential,True,27.631,"LINESTRING (58.5894043 23.6166997, 58.5893466 23.6169425)",,,,
200235707,True,1,شارع باب المطيب,residential,False,47.475,"LINESTRING (58.5894043 23.6166997, 58.5889431 23.6166387)",1,,,
200258507,False,2,شارع باب المطيب,residential,False,23.732,"LINESTRING (58.5894043 23.6166997, 58.5896338 23.6167362)",,,,
66657029,False,,شارع الميراني,residential,False,370.438,"LINESTRING (58.591981 23.6179465, 58.5922836 23.6177888, 58.5925379 23.6176817, 58.5927401 23.6176227, 58.5929313 23.6175948, 58.5930093 23.6175904, 58.5931076 23.6175914, 58.593255 23.6176161, 58.5933923 23.6176653, 58.5934491 23.6176911, 58.5935111 23.6177255, 58.593566 23.6177457, 58.5936222 23.6177554, 58.5936698 23.6177453, 58.5937176 23.6177214, 58.5937488 23.6176776, 58.5937812 23.6176049, 58.5940658 23.6169545, 58.5940753 23.6169192, 58.5940684 23.6168716, 58.5940349 23.616838, 58.5937416 23.6167462, 58.593587 23.6166806, 58.593448 23.6166041, 58.5933785 23.6165658)",,,,
66657029,False,,شارع الميراني,residential,True,192.29100000000003,"LINESTRING (58.591981 23.6179465, 58.5918935 23.6180133, 58.5916266 23.618238, 58.5912791 23.6186089, 58.5909471 23.6189933, 58.5908528 23.6191447, 58.5907912 23.6192723)",,,,
"[180910050, 119144107, 119144109]",False,2,,"['unclassified', 'residential']",True,104.264,"LINESTRING (58.591981 23.6179465, 58.5919557 23.6178868, 58.5917139 23.6171752, 58.5916701 23.6170533)",,,yes,
36810854,False,,,residential,True,90.97200000000001,"LINESTRING (58.5926104 23.6160013, 58.5928004 23.6161624, 58.592903 23.6162495, 58.5930038 23.6163438, 58.5931342 23.6164191, 58.5932974 23.6165185)",,,,
44659644,False,,شارع قصر العلم,residential,False,237.77100000000002,"LINESTRING (58.5926104 23.6160013, 58.592757 23.6158942, 58.5937456 23.6154637, 58.5938438 23.6154101, 58.593943 23.6153321, 58.594044 23.6152048, 58.5940603 23.6151628, 58.5940572 23.6151258, 58.5939118 23.6148376, 58.5938282 23.6146719)",,,,
200258510,False,2,شارع قصر العلم,residential,False,49.285,"LINESTRING (58.5926104 23.6160013, 58.5923736 23.6158677, 58.5922044 23.6157606)",,,,
168402450,False,2,,residential,False,89.57300000000001,"LINESTRING (58.5886792 23.6129672, 58.5888556 23.6129513, 58.5893181 23.6129105, 58.5895528 23.6128786)",,,,
200258598,False,2,سكة 8652,residential,False,96.792,"LINESTRING (58.5886792 23.6129672, 58.5886803 23.6130364, 58.5887213 23.6132772, 58.5887897 23.6137861, 58.5888009 23.6138297)",,,,
200258599,False,2,سكة 8652,residential,True,150.405,"LINESTRING (58.5886792 23.6129672, 58.5886486 23.6126823, 58.5886036 23.6126188, 58.5882893 23.6124191, 58.5879702 23.6121558, 58.5879135 23.6120494, 58.5878977 23.6119219)",,,,
48486655,False,,,residential,True,31.593,"LINESTRING (58.5872877 23.6111932, 58.5874808 23.6109709)",,,,
200258599,False,2,سكة 8652,residential,True,18.622,"LINESTRING (58.5872877 23.6111932, 58.5871135 23.6111425)",,,,
200258599,False,2,سكة 8652,residential,False,47.948,"LINESTRING (58.5872877 23.6111932, 58.5875372 23.6113486, 58.5876619 23.611453)",,,,
66657029,False,,شارع الميراني,residential,False,192.291,"LINESTRING (58.5907912 23.6192723, 58.5908528 23.6191447, 58.5909471 23.6189933, 58.5912791 23.6186089, 58.5916266 23.618238, 58.5918935 23.6180133, 58.591981 23.6179465)",,,,
44659644,False,,شارع قصر العلم,residential,True,237.77100000000002,"LINESTRING (58.5938282 23.6146719, 58.5939118 23.6148376, 58.5940572 23.6151258, 58.5940603 23.6151628, 58.594044 23.6152048, 58.593943 23.6153321, 58.5938438 23.6154101, 58.5937456 23.6154637, 58.592757 23.6158942, 58.5926104 23.6160013)",,,,
200235724,False,,,residential,False,142.16500000000002,"LINESTRING (58.5938282 23.6146719, 58.5940196 23.61463, 58.5940418 23.6146251, 58.5942036 23.6145897, 58.5944041 23.6145458, 58.5946107 23.6145007, 58.5947385 23.6144728, 58.5951855 23.6143753)",,,,
200235724,False,,,residential,True,346.018,"LINESTRING (58.5938282 23.6146719, 58.5936482 23.6147108, 58.5935914 23.6147067, 58.5935511 23.6146793, 58.5935227 23.6146383, 58.5934271 23.6144549, 58.5932844 23.6142801, 58.593227 23.6142099, 58.5931882 23.6142031, 58.5925743 23.6143317, 58.5923999 23.6143793, 58.5922193 23.6144286, 58.592011 23.6144854, 58.5914407 23.614641, 58.5914228 23.6146629, 58.5914213 23.6146985, 58.5916027 23.615198)",,,,
200235747,False,,9310 خط,residential,False,22.493,"LINESTRING (58.5916027 23.615198, 58.5915026 23.6153783)",,,,
497256618,False,,,residential,True,61.768,"LINESTRING (58.5916027 23.615198, 58.592191 23.6150638)",,,,
