osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge
207583425,False,2,RD-212,Carretera San Víctor - Tamboril,primary,False,39.127,"LINESTRING (-70.5359277 19.4541107, -70.5361976 19.4543537)",
207583425,False,2,RD-212,Carretera San Víctor - Tamboril,primary,True,98.529,"LINESTRING (-70.5359277 19.4541107, -70.5352642 19.4534832)",
1190321115,False,,,,residential,False,278.64300000000003,"LINESTRING (-70.5359277 19.4541107, -70.5351153 19.4554521, -70.5351368 19.4554875, -70.5352628 19.4555508, -70.5353031 19.4555406, -70.535574 19.4550424, -70.5356142 19.4550298, -70.5357555 19.455091)",
207583425,False,2,RD-212,Carretera San Víctor - Tamboril,primary,True,39.822,"LINESTRING (-70.536659 19.4547691, -70.5363771 19.4545291)",
385777678,False,,,,residential,False,87.354,"LINESTRING (-70.536659 19.4547691, -70.5362829 19.4554701)",
349864904,False,2,RD-21,Carretera Moca - San Víctor,primary,False,169.605,"LINESTRING (-70.5326455 19.448803, -70.5326842 19.4489373, -70.532762 19.4496185, -70.532828 19.4501562, -70.5328399 19.4503155)",
719964009,False,,,,residential,False,210.334,"LINESTRING (-70.5326455 19.448803, -70.5327442 19.4487803, -70.5337742 19.4489422, -70.5338922 19.4489144, -70.5342348 19.4482974)",
1191948900,False,,,,residential,False,76.872,"LINESTRING (-70.5321943 19.4507227, -70.5318586 19.4513373)",
676959748,False,,,Camino Cuero Duro,unclassified,False,74.274,"LINESTRING (-70.5321943 19.4507227, -70.5325498 19.4508707, -70.5328555 19.4509592)",
676959748,False,,,Camino Cuero Duro,unclassified,True,100.282,"LINESTRING (-70.5321943 19.4507227, -70.5320064 19.4506452, -70.5315293 19.4505411, -70.5312683 19.4505237)",
676959748,False,,,Camino Cuero Duro,unclassified,False,209.161,"LINESTRING (-70.5291002 19.4508038, -70.5306481 19.4505429, -70.5310692 19.4505111)",
"[676959748, 23158548, 676959750]",False,,,Camino Cuero Duro,unclassified,True,144.534,"LINESTRING (-70.5291002 19.4508038, -70.528965 19.450834, -70.5285425 19.4508437, -70.5279928 19.4507186, -70.5277425 19.450696)",yes
719973272,False,,,,residential,False,87.032,"LINESTRING (-70.5291002 19.4508038, -70.528933 19.4507099, -70.52885 19.4506236, -70.5287925 19.4505172, -70.5287754 19.4503406, -70.5288358 19.4501636)",
"[23158548, 676959748, 676959750]",False,,,Camino Cuero Duro,unclassified,False,144.53400000000002,"LINESTRING (-70.5277425 19.450696, -70.5279928 19.4507186, -70.5285425 19.4508437, -70.528965 19.450834, -70.5291002 19.4508038)",yes
