osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,ref,tunnel,access
4586574,True,Herzog-Ernst-Gasse,unclassified,False,57.075,"LINESTRING (15.273328 47.4115721, 15.2731526 47.4115296, 15.2730056 47.4114985, 15.2725998 47.4114302)",,,,,,
25101283,True,Am Grazer Tor,residential,False,23.954,"LINESTRING (15.2735043 47.4099053, 15.2735365 47.4098267, 15.2735893 47.4096977)",,,,,,
182563251,True,,unclassified,False,41.089,"LINESTRING (15.2735043 47.4099053, 15.2736162 47.4098719, 15.2738497 47.4098568, 15.2740388 47.4098603)",3,,,,,
"[180533432, 180533433, 180533434]",False,Wiener Straße,primary,"[False, True]",95.865,"LINESTRING (15.2740388 47.4098603, 15.2740428 47.4098148, 15.2740886 47.4090617, 15.2740863 47.4089989)",4,50,yes,,,
"[666285720, 186805512, 19084315, 666285717]",False,Wiener Straße,primary,False,239.072,"LINESTRING (15.2740388 47.4098603, 15.2739969 47.4100896, 15.2738903 47.4106731, 15.2738128 47.4110148, 15.2737552 47.4112524, 15.273705 47.4114707, 15.2735928 47.4117786, 15.2735027 47.4119759)",5,50,,,,
"[186810686, 23093918]",True,Am Grazer Tor,unclassified,False,53.385,"LINESTRING (15.2732363 47.4103494, 15.2732707 47.4103009, 15.2733693 47.4101545, 15.2734744 47.4099586, 15.2735043 47.4099053)",,,,,,
"[26786844, 26786846]",True,"['Minoritenplatz', 'Am Grazer Tor']",unclassified,False,72.168,"LINESTRING (15.2732363 47.4103494, 15.2731988 47.4103942, 15.2730651 47.4105628, 15.2729092 47.4108065, 15.2728948 47.4108563, 15.2728957 47.4109047, 15.2729248 47.4109412)",,,,,,
32361906,False,Bahnhofstraße,residential,True,24.787,"LINESTRING (15.2773915 47.4128995, 15.2770814 47.4128243)",,,,,,
"[122569664, 32623650, 1157945716]",True,Bahnhofstraße,residential,False,234.123,"LINESTRING (15.2773915 47.4128995, 15.2779324 47.4130348, 15.2786203 47.4132067, 15.2787986 47.4132421, 15.2788831 47.4132625, 15.2789001 47.4132715, 15.2789079 47.4132757, 15.2789278 47.4132904, 15.2789395 47.4133056, 15.2789448 47.4133252, 15.2789468 47.4133397, 15.2789435 47.4133574, 15.2789352 47.4133748, 15.2788936 47.4134435, 15.278802 47.4135861, 15.2787896 47.4135965, 15.2787735 47.413606, 15.2787597 47.4136119, 15.2787412 47.413616, 15.2787205 47.4136183, 15.2786975 47.4136183, 15.2786582 47.4136127, 15.278499 47.4135654, 15.2778939 47.4133857)",,,,,,
"[274539570, 122569662, 262982786]",False,Bahnhofstraße,residential,True,67.304,"LINESTRING (15.2773915 47.4128995, 15.2774488 47.4129254, 15.2775011 47.412954, 15.2775749 47.4130002, 15.2776721 47.4130842, 15.2777496 47.4131665, 15.2778089 47.413233, 15.2778939 47.4133857)",,,,,,
30330466,False,Fabriksgasse,residential,False,218.871,"LINESTRING (15.2741923 47.4162217, 15.2743033 47.4161875, 15.2745135 47.4161228, 15.274922 47.415984, 15.275513 47.4157909, 15.2761146 47.4155751, 15.2763223 47.4154474, 15.2763341 47.4153119, 15.2763056 47.4151231)",,30,,,,
186661578,False,Wiener Straße,primary,False,35.282,"LINESTRING (15.2741923 47.4162217, 15.2741534 47.4161397, 15.2740762 47.4159771, 15.2740417 47.4159214)",4,50,,B116,,
130127249,True,Schillerstraße,residential,False,90.31,"LINESTRING (15.2669258 47.411452, 15.2668843 47.4114286, 15.266451 47.4111763, 15.2660365 47.4109569, 15.2659945 47.4109408)",,,,,,
130128318,True,Friedrich-Ludwig-Jahn-Straße,residential,False,95.773,"LINESTRING (15.2669258 47.411452, 15.2669576 47.4114249, 15.2674958 47.4109961, 15.2676293 47.4108709, 15.2677207 47.4107803)",,,,,,
24205164,False,Bahnhofstraße,residential,False,32.283,"LINESTRING (15.2747745 47.4122601, 15.2749035 47.412289, 15.2750043 47.4123128, 15.2750694 47.4123274, 15.2751805 47.4123539)",2,,,,,
"[31852097, 25500420]",False,Pischker Straße,unclassified,False,107.77099999999999,"LINESTRING (15.2747745 47.4122601, 15.2748072 47.4121881, 15.2748223 47.4121635, 15.2748457 47.4121453, 15.2748726 47.412134, 15.2749061 47.4121267, 15.274941 47.4121231, 15.2749705 47.4121213, 15.27501 47.4121231, 15.2750556 47.412129, 15.2751428 47.4121476, 15.2753614 47.4121998, 15.2760153 47.4123779)",,,,,,
"[122540307, 122540308, 1157945711]",False,Bahnhofstraße,unclassified,False,100.797,"LINESTRING (15.2747745 47.4122601, 15.2745911 47.4122202, 15.2745037 47.4122006, 15.2744635 47.4121928, 15.2743635 47.4121735, 15.2736842 47.4120159, 15.2735027 47.4119759)",3,,yes,,,
30328546,False,Drahtgasse,residential,False,101.34,"LINESTRING (15.2763692 47.4124652, 15.2764671 47.4121634, 15.2765869 47.4115665)",,,,,,
31852097,False,Pischker Straße,unclassified,True,28.347,"LINESTRING (15.2763692 47.4124652, 15.2760392 47.4123847, 15.2760153 47.4123779)",,,,,,
186805317,False,Wiener Straße,primary,True,49.238,"LINESTRING (15.2735027 47.4119759, 15.2734075 47.412414)",6,50,,,,
19084309,True,Am Wiener Tor,unclassified,False,46.885999999999996,"LINESTRING (15.2735027 47.4119759, 15.273406 47.4117432, 15.2733645 47.4116811, 15.273328 47.4115721)",3,,,,,
"[122540307, 122540308, 1157945711]",False,Bahnhofstraße,unclassified,True,100.797,"LINESTRING (15.2735027 47.4119759, 15.2736842 47.4120159, 15.2743635 47.4121735, 15.2744635 47.4121928, 15.2745037 47.4122006, 15.2745911 47.4122202, 15.2747745 47.4122601)",3,,yes,,,
"[186805512, 19084315, 666285717, 666285720]",False,Wiener Straße,primary,True,239.072,"LINESTRING (15.2735027 47.4119759, 15.2735928 47.4117786, 15.273705 47.4114707, 15.2737552 47.4112524, 15.2738128 47.4110148, 15.2738903 47.4106731, 15.2739969 47.4100896, 15.2740388 47.4098603)",5,50,,,,
30330510,False,Landskrongasse,residential,True,8.631,"LINESTRING (15.2730953 47.4135769, 15.2732098 47.4135815)",,30,,,,
25101605,True,Wiener Straße,primary,False,132.412,"LINESTRING (15.2730953 47.4135769, 15.273173 47.4130736, 15.2732179 47.4128321, 15.273316 47.4125243, 15.2734075 47.412414)",2,50,,,,
26718782,False,Goethestraße,residential,True,31.381,"LINESTRING (15.2664527 47.4120986, 15.2667368 47.4123052)",,,,,,
25573659,True,Friedrich-Ludwig-Jahn Straße,residential,False,80.23,"LINESTRING (15.2664527 47.4120986, 15.2668826 47.4115115, 15.2669258 47.411452)",,,,,,
26718779,False,Kirchplatz,residential,False,47.108,"LINESTRING (15.2677207 47.4107803, 15.2672189 47.410527)",,,,,,
"[130138883, 26718779, 130138887]",False,"['Hoher Markt', 'Kirchplatz']",residential,True,146.423,"LINESTRING (15.2677207 47.4107803, 15.2679356 47.4108764, 15.2680814 47.4109503, 15.2683926 47.4110778, 15.2684279 47.411129, 15.2685607 47.4112305, 15.269293 47.4115337)",,,,,,
25573662,True,Schiffländ,residential,False,456.016,"LINESTRING (15.2735893 47.4096977, 15.2735442 47.4096581, 15.2735323 47.4096514, 15.2734773 47.4096205, 15.272678 47.409448, 15.272639 47.4094367, 15.2718292 47.4092013, 15.2717943 47.4091911, 15.2717128 47.4091626, 15.2711748 47.4089746, 15.2710807 47.4089417, 15.2708192 47.4088503, 15.2705378 47.4087631, 15.27032 47.4086957, 15.2702762 47.4086835, 15.2698168 47.4085501, 15.2680696 47.4080371)",,,,,,
"[666285722, 448703020, 25101278]",False,"['An der Postwiese', 'Am Grazer Tor']",residential,False,93.771,"LINESTRING (15.2735893 47.4096977, 15.2736143 47.4096269, 15.2738506 47.4090503, 15.2738698 47.4089196, 15.2738698 47.4088788)",,,yes,,,
30812626,False,Am Schiffertor,residential,True,55.909,"LINESTRING (15.2680696 47.4080371, 15.2680169 47.4081419, 15.2678303 47.4085131)",,,,,,
4586574,True,Herzog-Ernst-Gasse,unclassified,False,85.256,"LINESTRING (15.2725998 47.4114302, 15.2725601 47.411427, 15.2724878 47.4114213, 15.2721953 47.4114064, 15.2717973 47.4113835, 15.2714706 47.4113684)",,,,,,
26786847,True,Minoritenplatz,residential,False,60.961000000000006,"LINESTRING (15.2725998 47.4114302, 15.2728347 47.4109868, 15.272871 47.4109605, 15.2729248 47.4109412)",,,,,,
"[25672520, 150476147, 4586574]",True,"['Koloman-Wallisch-Platz', 'Herzog-Ernst-Gasse']",unclassified,False,256.497,"LINESTRING (15.2714706 47.4113684, 15.2709525 47.411276, 15.2706601 47.4112004, 15.2706024 47.4111854, 15.2703462 47.4111047, 15.2700935 47.4110086, 15.269865 47.4109026, 15.2694451 47.4106691, 15.2694043 47.4106464, 15.2691545 47.4104674, 15.2690352 47.4103945, 15.2687988 47.41026, 15.2686402 47.410158)",,,,,,
"[141496803, 26786879, 26786831]",False,"['Kupferschmiedgasse', 'Heberplatzl']",residential,False,123.041,"LINESTRING (15.2714706 47.4113684, 15.2713441 47.4114031, 15.2706993 47.4117299, 15.2706323 47.4117703, 15.2703845 47.4118646, 15.2702412 47.4118572, 15.2700747 47.4118201)",,"['50', '30']",,,,
130130373,True,Goethestraße,residential,False,44.668,"LINESTRING (15.2658807 47.4119912, 15.2660215 47.4120176, 15.2664527 47.4120986)",,,,,,
26718782,False,Goethestraße,residential,False,31.381,"LINESTRING (15.2667368 47.4123052, 15.2664527 47.4120986)",,,,,,
26718782,False,Goethestraße,residential,True,46.818,"LINESTRING (15.2667368 47.4123052, 15.2672855 47.4125037)",,,,,,
130127249,True,Schillerstraße,residential,False,15.081,"LINESTRING (15.2689335 47.4123246, 15.2687564 47.4122611)",,,,,,
26718783,False,Kreckerstraße,residential,False,289.581,"LINESTRING (15.2689335 47.4123246, 15.2686042 47.4129105, 15.2682683 47.4134735, 15.2681053 47.4136897, 15.2680309 47.4137558, 15.2679022 47.4138375, 15.2674086 47.4141061, 15.2671404 47.4142688, 15.2668373 47.4144164)",,30,,,,
26718781,True,Schillerstraße,residential,False,55.991,"LINESTRING (15.2696031 47.4125442, 15.2689335 47.4123246)",,,,,,
25573657,False,Schillerstraße,residential,True,53.558,"LINESTRING (15.2696031 47.4125442, 15.2699466 47.4126521, 15.2702666 47.4125896)",,,,,,
